End date,"12/26/2016"
Specimen label,"11BG_81_2"
"0.75600","0.06320","0.00115"
"0.76200","0.06374","0.00114"
"0.76800","0.06421","0.00103"
"0.77400","0.06469","0.00095"
"0.78000","0.06523","0.00091"
"0.78600","0.06571","0.00103"
"0.79200","0.06619","0.00105"
"0.79800","0.06673","0.00093"
"0.80400","0.06720","0.00090"
"0.81000","0.06768","0.00098"
"0.81600","0.06822","0.00097"
"0.82200","0.06870","0.00098"
"0.82800","0.06918","0.00101"
"0.83400","0.06971","0.00088"
"0.84000","0.07019","0.00090"
"0.84600","0.07073","0.00101"
"0.85200","0.07121","0.00103"
"0.85800","0.07175","0.00106"
"0.86400","0.07223","0.00098"
"0.87000","0.07270","0.00091"
"0.87600","0.07324","0.00100"
"0.88200","0.07372","0.00103"
"0.88800","0.07420","0.00111"
"0.89400","0.07474","0.00113"
"0.90000","0.07522","0.00099"
"0.90600","0.07569","0.00095"
"0.91200","0.07617","0.00102"
"0.91800","0.07671","0.00117"
"0.92400","0.07719","0.00127"
"0.93000","0.07767","0.00116"
"0.93600","0.07820","0.00095"
"0.94200","0.07868","0.00084"
"0.94800","0.07916","0.00072"
"0.95400","0.07964","0.00071"
"0.96000","0.08018","0.00085"
"0.96600","0.08066","0.00092"
"0.97200","0.08113","0.00092"
"0.97800","0.08167","0.00094"
"0.98400","0.08215","0.00097"
"0.99000","0.08269","0.00111"
"0.99600","0.08317","0.00124"
"1.00200","0.08371","0.00115"
"1.00800","0.08424","0.00101"
"1.01400","0.08472","0.00081"
"1.02000","0.08520","0.00074"
"1.02600","0.08574","0.00087"
"1.03200","0.08622","0.00089"
"1.03800","0.08669","0.00096"
"1.04400","0.08717","0.00102"
"1.05000","0.08765","0.00108"
"1.05600","0.08819","0.00114"
"1.06200","0.08867","0.00117"
"1.06800","0.08915","0.00123"
"1.07400","0.08968","0.00130"
"1.08000","0.09016","0.00134"
"1.08600","0.09070","0.00134"
"1.09200","0.09118","0.00127"
"1.09800","0.09172","0.00120"
"1.10400","0.09220","0.00141"
"1.11000","0.09267","0.00163"
"1.11600","0.09321","0.00154"
"1.12200","0.09369","0.00157"
"1.12800","0.09423","0.00171"
"1.13400","0.09471","0.00168"
"1.14000","0.09524","0.00162"
"1.14600","0.09572","0.00149"
"1.15200","0.09626","0.00137"
"1.15800","0.09674","0.00132"
"1.16400","0.09728","0.00119"
"1.17000","0.09776","0.00114"
"1.17600","0.09823","0.00116"
"1.18200","0.09877","0.00119"
"1.18800","0.09925","0.00125"
"1.19400","0.09973","0.00133"
"1.20000","0.10021","0.00133"
"1.20600","0.10075","0.00126"
"1.21200","0.10122","0.00117"
"1.21800","0.10176","0.00111"
"1.22400","0.10224","0.00125"
"1.23000","0.10278","0.00142"
"1.23600","0.10326","0.00156"
"1.24200","0.10379","0.00169"
"1.24800","0.10427","0.00156"
"1.25400","0.10475","0.00151"
"1.26000","0.10529","0.00148"
"1.26600","0.10577","0.00140"
"1.27200","0.10625","0.00143"
"1.27800","0.10672","0.00150"
"1.28400","0.10726","0.00161"
"1.29000","0.10774","0.00184"
"1.29600","0.10822","0.00187"
"1.30200","0.10876","0.00184"
"1.30800","0.10924","0.00182"
"1.31400","0.10971","0.00169"
"1.32000","0.11025","0.00165"
"1.32600","0.11073","0.00164"
"1.33200","0.11121","0.00148"
"1.33800","0.11175","0.00132"
"1.34400","0.11222","0.00128"
"1.35000","0.11270","0.00130"
"1.35600","0.11324","0.00134"
"1.36200","0.11372","0.00141"
"1.36800","0.11420","0.00148"
"1.37400","0.11474","0.00146"
"1.38000","0.11521","0.00142"
"1.38600","0.11569","0.00157"
"1.39200","0.11617","0.00176"
"1.39800","0.11671","0.00178"
"1.40400","0.11719","0.00176"
"1.41000","0.11767","0.00169"
"1.41600","0.11820","0.00155"
"1.42200","0.11868","0.00145"
"1.42800","0.11916","0.00138"
"1.43400","0.11970","0.00132"
"1.44000","0.12018","0.00137"
"1.44600","0.12066","0.00129"
"1.45200","0.12119","0.00128"
"1.45800","0.12167","0.00144"
"1.46400","0.12215","0.00155"
"1.47000","0.12269","0.00165"
"1.47600","0.12317","0.00167"
"1.48200","0.12364","0.00166"
"1.48800","0.12418","0.00173"
"1.49400","0.12466","0.00183"
"1.50000","0.12514","0.00180"
"1.50600","0.12568","0.00176"
"1.51200","0.12616","0.00176"
"1.51800","0.12669","0.00173"
"1.52400","0.12717","0.00174"
"1.53000","0.12765","0.00171"
"1.53600","0.12819","0.00165"
"1.54200","0.12867","0.00153"
"1.54800","0.12915","0.00130"
"1.55400","0.12968","0.00124"
"1.56000","0.13016","0.00129"
"1.56600","0.13070","0.00132"
"1.57200","0.13118","0.00142"
"1.57800","0.13172","0.00148"
"1.58400","0.13219","0.00155"
"1.59000","0.13267","0.00173"
"1.59600","0.13321","0.00176"
"1.60200","0.13369","0.00176"
"1.60800","0.13417","0.00182"
"1.61400","0.13471","0.00180"
"1.62000","0.13518","0.00181"
"1.62600","0.13566","0.00190"
"1.63200","0.13620","0.00179"
"1.63800","0.13668","0.00164"
"1.64400","0.13722","0.00148"
"1.65000","0.13770","0.00137"
"1.65600","0.13823","0.00138"
"1.66200","0.13871","0.00142"
"1.66800","0.13925","0.00148"
"1.67400","0.13973","0.00157"
"1.68000","0.14021","0.00160"
"1.68600","0.14068","0.00160"
"1.69200","0.14122","0.00164"
"1.69800","0.14170","0.00164"
"1.70400","0.14224","0.00183"
"1.71000","0.14272","0.00201"
"1.71600","0.14320","0.00203"
"1.72200","0.14373","0.00222"
"1.72800","0.14421","0.00231"
"1.73400","0.14475","0.00224"
"1.74000","0.14523","0.00210"
"1.74600","0.14571","0.00181"
"1.75200","0.14619","0.00165"
"1.75800","0.14672","0.00173"
"1.76400","0.14720","0.00181"
"1.77000","0.14768","0.00190"
"1.77600","0.14822","0.00187"
"1.78200","0.14870","0.00180"
"1.78800","0.14923","0.00183"
"1.79400","0.14971","0.00180"
"1.80000","0.15025","0.00157"
"1.80600","0.15073","0.00140"
"1.81200","0.15121","0.00126"
"1.81800","0.15175","0.00120"
"1.82400","0.15222","0.00134"
"1.83000","0.15270","0.00153"
"1.83600","0.15324","0.00158"
"1.84200","0.15372","0.00166"
"1.84800","0.15426","0.00158"
"1.85400","0.15474","0.00156"
"1.86000","0.15521","0.00160"
"1.86600","0.15575","0.00164"
"1.87200","0.15623","0.00179"
"1.87800","0.15677","0.00183"
"1.88400","0.15725","0.00182"
"1.89000","0.15772","0.00191"
"1.89600","0.15820","0.00190"
"1.90200","0.15874","0.00195"
"1.90800","0.15922","0.00209"
"1.91400","0.15970","0.00205"
"1.92000","0.16018","0.00216"
"1.92600","0.16071","0.00233"
"1.93200","0.16119","0.00228"
"1.93800","0.16167","0.00215"
"1.94400","0.16221","0.00206"
"1.95000","0.16269","0.00196"
"1.95600","0.16317","0.00200"
"1.96200","0.16370","0.00201"
"1.96800","0.16418","0.00207"
"1.97400","0.16472","0.00219"
"1.98000","0.16520","0.00224"
"1.98600","0.16568","0.00227"
"1.99200","0.16621","0.00240"
"1.99800","0.16669","0.00226"
"2.00400","0.16717","0.00210"
"2.01000","0.16771","0.00207"
"2.01600","0.16819","0.00206"
"2.02200","0.16873","0.00214"
"2.02800","0.16920","0.00225"
"2.03400","0.16974","0.00222"
"2.04000","0.17022","0.00217"
"2.04600","0.17070","0.00203"
"2.05200","0.17124","0.00192"
"2.05800","0.17172","0.00198"
"2.06400","0.17219","0.00205"
"2.07000","0.17267","0.00205"
"2.07600","0.17321","0.00208"
"2.08200","0.17369","0.00194"
"2.08800","0.17417","0.00187"
"2.09400","0.17471","0.00190"
"2.10000","0.17518","0.00196"
"2.10600","0.17566","0.00196"
"2.11200","0.17620","0.00191"
"2.11800","0.17668","0.00204"
"2.12400","0.17716","0.00233"
"2.13000","0.17769","0.00245"
"2.13600","0.17817","0.00246"
"2.14200","0.17871","0.00257"
"2.14800","0.17919","0.00253"
"2.15400","0.17973","0.00249"
"2.16000","0.18021","0.00247"
"2.16600","0.18074","0.00247"
"2.17200","0.18122","0.00243"
"2.17800","0.18176","0.00227"
"2.18400","0.18224","0.00218"
"2.19000","0.18272","0.00217"
"2.19600","0.18325","0.00204"
"2.20200","0.18373","0.00190"
"2.20800","0.18421","0.00187"
"2.21400","0.18475","0.00178"
"2.22000","0.18523","0.00182"
"2.22600","0.18571","0.00199"
"2.23200","0.18624","0.00209"
"2.23800","0.18672","0.00225"
"2.24400","0.18720","0.00235"
"2.25000","0.18768","0.00227"
"2.25600","0.18822","0.00218"
"2.26200","0.18870","0.00209"
"2.26800","0.18917","0.00208"
"2.27400","0.18971","0.00212"
"2.28000","0.19025","0.00215"
"2.28600","0.19073","0.00222"
"2.29200","0.19127","0.00225"
"2.29800","0.19175","0.00207"
"2.30400","0.19222","0.00197"
"2.31000","0.19276","0.00199"
"2.31600","0.19324","0.00193"
"2.32200","0.19378","0.00201"
"2.32800","0.19426","0.00216"
"2.33400","0.19473","0.00225"
"2.34000","0.19527","0.00237"
"2.34600","0.19575","0.00235"
"2.35200","0.19629","0.00228"
"2.35800","0.19677","0.00233"
"2.36400","0.19725","0.00228"
"2.37000","0.19772","0.00223"
"2.37600","0.19826","0.00214"
"2.38200","0.19874","0.00198"
"2.38800","0.19922","0.00192"
"2.39400","0.19970","0.00194"
"2.40000","0.20024","0.00200"
"2.40600","0.20071","0.00215"
"2.41200","0.20119","0.00219"
"2.41800","0.20173","0.00223"
"2.42400","0.20221","0.00237"
"2.43000","0.20275","0.00229"
"2.43600","0.20322","0.00224"
"2.44200","0.20376","0.00222"
"2.44800","0.20424","0.00201"
"2.45400","0.20472","0.00185"
"2.46000","0.20526","0.00175"
"2.46600","0.20574","0.00174"
"2.47200","0.20621","0.00185"
"2.47800","0.20675","0.00183"
"2.48400","0.20723","0.00180"
"2.49000","0.20771","0.00179"
"2.49600","0.20819","0.00173"
"2.50200","0.20873","0.00169"
"2.50800","0.20920","0.00178"
"2.51400","0.20974","0.00184"
"2.52000","0.21022","0.00182"
"2.52600","0.21070","0.00190"
"2.53200","0.21118","0.00197"
"2.53800","0.21171","0.00202"
"2.54400","0.21219","0.00204"
"2.55000","0.21267","0.00195"
"2.55600","0.21315","0.00196"
"2.56200","0.21369","0.00187"
"2.56800","0.21417","0.00188"
"2.57400","0.21464","0.00192"
"2.58000","0.21518","0.00187"
"2.58600","0.21566","0.00180"
"2.59200","0.21620","0.00174"
"2.59800","0.21668","0.00163"
"2.60400","0.21716","0.00169"
"2.61000","0.21769","0.00183"
"2.61600","0.21817","0.00191"
"2.62200","0.21865","0.00198"
"2.62800","0.21919","0.00213"
"2.63400","0.21967","0.00216"
"2.64000","0.22015","0.00219"
"2.64600","0.22068","0.00207"
"2.65200","0.22116","0.00186"
"2.65800","0.22164","0.00178"
"2.66400","0.22218","0.00179"
"2.67000","0.22266","0.00191"
"2.67600","0.22313","0.00201"
"2.68200","0.22367","0.00200"
"2.68800","0.22415","0.00205"
"2.69400","0.22469","0.00205"
"2.70000","0.22517","0.00199"
"2.70600","0.22571","0.00207"
"2.71200","0.22618","0.00207"
"2.71800","0.22666","0.00208"
"2.72400","0.22720","0.00219"
"2.73000","0.22768","0.00216"
"2.73600","0.22822","0.00220"
"2.74200","0.22869","0.00238"
"2.74800","0.22923","0.00241"
"2.75400","0.22971","0.00244"
"2.76000","0.23019","0.00255"
"2.76600","0.23073","0.00265"
"2.77200","0.23121","0.00277"
"2.77800","0.23168","0.00273"
"2.78400","0.23222","0.00268"
"2.79000","0.23270","0.00271"
"2.79600","0.23318","0.00256"
"2.80200","0.23366","0.00231"
"2.80800","0.23420","0.00226"
"2.81400","0.23467","0.00221"
"2.82000","0.23515","0.00222"
"2.82600","0.23569","0.00223"
"2.83200","0.23617","0.00220"
"2.83800","0.23665","0.00224"
"2.84400","0.23719","0.00231"
"2.85000","0.23766","0.00225"
"2.85600","0.23820","0.00219"
"2.86200","0.23868","0.00217"
"2.86800","0.23922","0.00227"
"2.87400","0.23970","0.00235"
"2.88000","0.24017","0.00229"
"2.88600","0.24071","0.00216"
"2.89200","0.24119","0.00210"
"2.89800","0.24173","0.00202"
"2.90400","0.24221","0.00198"
"2.91000","0.24269","0.00200"
"2.91600","0.24322","0.00195"
"2.92200","0.24370","0.00212"
"2.92800","0.24418","0.00229"
"2.93400","0.24472","0.00237"
"2.94000","0.24520","0.00252"
"2.94600","0.24573","0.00253"
"2.95200","0.24621","0.00258"
"2.95800","0.24669","0.00270"
"2.96400","0.24717","0.00275"
"2.97000","0.24765","0.00277"
"2.97600","0.24813","0.00279"
"2.98200","0.24866","0.00265"
"2.98800","0.24914","0.00256"
"2.99400","0.24962","0.00240"
"3.00000","0.25016","0.00224"
"3.00600","0.25064","0.00224"
"3.01200","0.25112","0.00217"
"3.01800","0.25165","0.00212"
"3.02400","0.25213","0.00224"
"3.03000","0.25267","0.00228"
"3.03600","0.25315","0.00225"
"3.04200","0.25363","0.00232"
"3.04800","0.25411","0.00234"
"3.05400","0.25464","0.00236"
"3.06000","0.25512","0.00234"
"3.06600","0.25566","0.00230"
"3.07200","0.25614","0.00232"
"3.07800","0.25668","0.00235"
"3.08400","0.25715","0.00237"
"3.09000","0.25763","0.00249"
"3.09600","0.25817","0.00250"
"3.10200","0.25865","0.00240"
"3.10800","0.25913","0.00238"
"3.11400","0.25961","0.00229"
"3.12000","0.26014","0.00227"
"3.12600","0.26062","0.00235"
"3.13200","0.26110","0.00237"
"3.13800","0.26164","0.00242"
"3.14400","0.26212","0.00242"
"3.15000","0.26266","0.00239"
"3.15600","0.26313","0.00239"
"3.16200","0.26367","0.00232"
"3.16800","0.26415","0.00227"
"3.17400","0.26469","0.00229"
"3.18000","0.26517","0.00222"
"3.18600","0.26570","0.00218"
"3.19200","0.26618","0.00217"
"3.19800","0.26666","0.00209"
"3.20400","0.26720","0.00204"
"3.21000","0.26768","0.00211"
"3.21600","0.26822","0.00210"
"3.22200","0.26869","0.00213"
"3.22800","0.26923","0.00219"
"3.23400","0.26971","0.00223"
"3.24000","0.27019","0.00238"
"3.24600","0.27073","0.00245"
"3.25200","0.27121","0.00245"
"3.25800","0.27168","0.00242"
"3.26400","0.27222","0.00233"
"3.27000","0.27270","0.00246"
"3.27600","0.27324","0.00254"
"3.28200","0.27372","0.00253"
"3.28800","0.27425","0.00262"
"3.29400","0.27473","0.00263"
"3.30000","0.27527","0.00257"
"3.30600","0.27575","0.00263"
"3.31200","0.27623","0.00267"
"3.31800","0.27677","0.00262"
"3.32400","0.27724","0.00263"
"3.33000","0.27772","0.00266"
"3.33600","0.27826","0.00264"
"3.34200","0.27874","0.00258"
"3.34800","0.27922","0.00241"
"3.35400","0.27970","0.00234"
"3.36000","0.28023","0.00237"
"3.36600","0.28071","0.00245"
"3.37200","0.28125","0.00261"
"3.37800","0.28173","0.00265"
"3.38400","0.28221","0.00267"
"3.39000","0.28274","0.00278"
"3.39600","0.28322","0.00272"
"3.40200","0.28370","0.00265"
"3.40800","0.28424","0.00266"
"3.41400","0.28472","0.00255"
"3.42000","0.28520","0.00256"
"3.42600","0.28573","0.00263"
"3.43200","0.28621","0.00254"
"3.43800","0.28675","0.00246"
"3.44400","0.28723","0.00246"
"3.45000","0.28771","0.00230"
"3.45600","0.28825","0.00216"
"3.46200","0.28872","0.00207"
"3.46800","0.28920","0.00208"
"3.47400","0.28968","0.00231"
"3.48000","0.29022","0.00244"
"3.48600","0.29070","0.00252"
"3.49200","0.29118","0.00267"
"3.49800","0.29171","0.00271"
"3.50400","0.29219","0.00263"
"3.51000","0.29267","0.00265"
"3.51600","0.29315","0.00265"
"3.52200","0.29369","0.00274"
"3.52800","0.29416","0.00287"
"3.53400","0.29464","0.00284"
"3.54000","0.29518","0.00273"
"3.54600","0.29566","0.00251"
"3.55200","0.29620","0.00247"
"3.55800","0.29668","0.00250"
"3.56400","0.29721","0.00256"
"3.57000","0.29769","0.00253"
"3.57600","0.29823","0.00257"
"3.58200","0.29871","0.00264"
"3.58800","0.29919","0.00276"
"3.59400","0.29972","0.00279"
"3.60000","0.30020","0.00275"
"3.60600","0.30068","0.00277"
"3.61200","0.30122","0.00269"
"3.61800","0.30170","0.00257"
"3.62400","0.30218","0.00256"
"3.63000","0.30265","0.00253"
"3.63600","0.30313","0.00252"
"3.64200","0.30367","0.00259"
"3.64800","0.30415","0.00252"
"3.65400","0.30463","0.00253"
"3.66000","0.30517","0.00261"
"3.66600","0.30564","0.00272"
"3.67200","0.30612","0.00277"
"3.67800","0.30660","0.00276"
"3.68400","0.30714","0.00267"
"3.69000","0.30762","0.00259"
"3.69600","0.30816","0.00240"
"3.70200","0.30863","0.00222"
"3.70800","0.30917","0.00224"
"3.71400","0.30965","0.00222"
"3.72000","0.31019","0.00221"
"3.72600","0.31073","0.00229"
"3.73200","0.31120","0.00239"
"3.73800","0.31174","0.00243"
"3.74400","0.31222","0.00245"
"3.75000","0.31270","0.00236"
"3.75600","0.31324","0.00226"
"3.76200","0.31372","0.00211"
"3.76800","0.31419","0.00202"
"3.77400","0.31467","0.00206"
"3.78000","0.31521","0.00217"
"3.78600","0.31569","0.00231"
"3.79200","0.31617","0.00238"
"3.79800","0.31671","0.00242"
"3.80400","0.31718","0.00247"
"3.81000","0.31766","0.00256"
"3.81600","0.31820","0.00268"
"3.82200","0.31868","0.00282"
"3.82800","0.31922","0.00291"
"3.83400","0.31969","0.00284"
"3.84000","0.32023","0.00286"
"3.84600","0.32071","0.00278"
"3.85200","0.32119","0.00276"
"3.85800","0.32173","0.00279"
"3.86400","0.32221","0.00268"
"3.87000","0.32274","0.00265"
"3.87600","0.32328","0.00272"
"3.88200","0.32376","0.00270"
"3.88800","0.32424","0.00268"
"3.89400","0.32478","0.00260"
"3.90000","0.32526","0.00244"
"3.90600","0.32573","0.00238"
"3.91200","0.32621","0.00237"
"3.91800","0.32675","0.00237"
"3.92400","0.32723","0.00261"
"3.93000","0.32771","0.00276"
"3.93600","0.32824","0.00289"
"3.94200","0.32872","0.00300"
"3.94800","0.32920","0.00299"
"3.95400","0.32974","0.00299"
"3.96000","0.33022","0.00297"
"3.96600","0.33070","0.00293"
"3.97200","0.33123","0.00293"
"3.97800","0.33171","0.00294"
"3.98400","0.33219","0.00299"
"3.99000","0.33273","0.00302"
"3.99600","0.33321","0.00291"
"4.00200","0.33375","0.00291"
"4.00800","0.33422","0.00295"
"4.01400","0.33476","0.00291"
"4.02000","0.33524","0.00282"
"4.02600","0.33578","0.00281"
"4.03200","0.33626","0.00285"
"4.03800","0.33673","0.00295"
"4.04400","0.33727","0.00289"
"4.05000","0.33775","0.00275"
"4.05600","0.33823","0.00268"
"4.06200","0.33871","0.00266"
"4.06800","0.33919","0.00259"
"4.07400","0.33972","0.00254"
"4.08000","0.34020","0.00244"
"4.08600","0.34068","0.00240"
"4.09200","0.34122","0.00239"
"4.09800","0.34170","0.00241"
"4.10400","0.34218","0.00253"
"4.11000","0.34271","0.00262"
"4.11600","0.34319","0.00256"
"4.12200","0.34367","0.00259"
"4.12800","0.34421","0.00265"
"4.13400","0.34469","0.00265"
"4.14000","0.34516","0.00256"
"4.14600","0.34570","0.00237"
"4.15200","0.34618","0.00223"
"4.15800","0.34672","0.00221"
"4.16400","0.34720","0.00219"
"4.17000","0.34774","0.00226"
"4.17600","0.34821","0.00227"
"4.18200","0.34869","0.00223"
"4.18800","0.34923","0.00235"
"4.19400","0.34971","0.00239"
"4.20000","0.35019","0.00240"
"4.20600","0.35067","0.00262"
"4.21200","0.35120","0.00286"
"4.21800","0.35168","0.00306"
"4.22400","0.35216","0.00334"
"4.23000","0.35264","0.00340"
"4.23600","0.35318","0.00332"
"4.24200","0.35366","0.00331"
"4.24800","0.35413","0.00324"
"4.25400","0.35467","0.00320"
"4.26000","0.35515","0.00321"
"4.26600","0.35569","0.00310"
"4.27200","0.35617","0.00297"
"4.27800","0.35670","0.00290"
"4.28400","0.35718","0.00283"
"4.29000","0.35772","0.00279"
"4.29600","0.35820","0.00267"
"4.30200","0.35874","0.00262"
"4.30800","0.35922","0.00265"
"4.31400","0.35975","0.00256"
"4.32000","0.36023","0.00244"
"4.32600","0.36071","0.00241"
"4.33200","0.36125","0.00242"
"4.33800","0.36173","0.00247"
"4.34400","0.36226","0.00250"
"4.35000","0.36274","0.00246"
"4.35600","0.36322","0.00248"
"4.36200","0.36376","0.00244"
"4.36800","0.36424","0.00241"
"4.37400","0.36472","0.00245"
"4.38000","0.36525","0.00244"
"4.38600","0.36573","0.00244"
"4.39200","0.36621","0.00258"
"4.39800","0.36669","0.00267"
"4.40400","0.36723","0.00270"
"4.41000","0.36771","0.00271"
"4.41600","0.36818","0.00258"
"4.42200","0.36872","0.00249"
"4.42800","0.36920","0.00235"
"4.43400","0.36974","0.00225"
"4.44000","0.37022","0.00229"
"4.44600","0.37075","0.00229"
"4.45200","0.37129","0.00226"
"4.45800","0.37177","0.00240"
"4.46400","0.37225","0.00249"
"4.47000","0.37279","0.00254"
"4.47600","0.37327","0.00262"
"4.48200","0.37374","0.00261"
"4.48800","0.37428","0.00275"
"4.49400","0.37476","0.00285"
"4.50000","0.37524","0.00288"
"4.50600","0.37572","0.00294"
"4.51200","0.37620","0.00299"
"4.51800","0.37673","0.00307"
"4.52400","0.37721","0.00329"
"4.53000","0.37769","0.00337"
"4.53600","0.37823","0.00327"
"4.54200","0.37871","0.00325"
"4.54800","0.37919","0.00326"
"4.55400","0.37972","0.00320"
"4.56000","0.38020","0.00325"
"4.56600","0.38068","0.00325"
"4.57200","0.38122","0.00313"
"4.57800","0.38170","0.00287"
"4.58400","0.38223","0.00262"
"4.59000","0.38271","0.00248"
"4.59600","0.38325","0.00228"
"4.60200","0.38373","0.00216"
"4.60800","0.38427","0.00220"
"4.61400","0.38475","0.00224"
"4.62000","0.38522","0.00235"
"4.62600","0.38570","0.00257"
"4.63200","0.38624","0.00260"
"4.63800","0.38672","0.00256"
"4.64400","0.38720","0.00251"
"4.65000","0.38768","0.00240"
"4.65600","0.38821","0.00238"
"4.66200","0.38869","0.00240"
"4.66800","0.38917","0.00247"
"4.67400","0.38971","0.00256"
"4.68000","0.39019","0.00254"
"4.68600","0.39066","0.00255"
"4.69200","0.39114","0.00263"
"4.69800","0.39168","0.00250"
"4.70400","0.39216","0.00241"
"4.71000","0.39264","0.00257"
"4.71600","0.39318","0.00267"
"4.72200","0.39365","0.00292"
"4.72800","0.39419","0.00314"
"4.73400","0.39467","0.00332"
"4.74000","0.39521","0.00354"
"4.74600","0.39569","0.00354"
"4.75200","0.39623","0.00336"
"4.75800","0.39670","0.00327"
"4.76400","0.39718","0.00318"
"4.77000","0.39772","0.00315"
"4.77600","0.39820","0.00306"
"4.78200","0.39874","0.00298"
"4.78800","0.39921","0.00295"
"4.79400","0.39969","0.00279"
"4.80000","0.40017","0.00267"
"4.80600","0.40071","0.00269"
"4.81200","0.40119","0.00261"
"4.81800","0.40167","0.00251"
"4.82400","0.40220","0.00263"
"4.83000","0.40268","0.00283"
"4.83600","0.40316","0.00294"
"4.84200","0.40370","0.00294"
"4.84800","0.40418","0.00285"
"4.85400","0.40472","0.00277"
"4.86000","0.40519","0.00271"
"4.86600","0.40573","0.00269"
"4.87200","0.40627","0.00276"
"4.87800","0.40675","0.00280"
"4.88400","0.40723","0.00274"
"4.89000","0.40776","0.00278"
"4.89600","0.40824","0.00269"
