End date,"12/23/2016"
Specimen label,"21AT_UNK"
Maximum Load,"0.00834",N

Time,Extension,Load
(s),(mm),(N)
"29.40600","2.45053","0.00106"
"29.41200","2.45107","0.00114"
"29.41800","2.45161","0.00120"
"29.42400","2.45209","0.00126"
"29.43000","2.45257","0.00123"
"29.43600","2.45310","0.00139"
"29.44200","2.45358","0.00148"
"29.44800","2.45412","0.00146"
"29.45400","2.45460","0.00150"
"29.46000","2.45508","0.00152"
"29.46600","2.45562","0.00150"
"29.47200","2.45609","0.00154"
"29.47800","2.45657","0.00153"
"29.48400","2.45711","0.00155"
"29.49000","2.45759","0.00157"
"29.49600","2.45813","0.00161"
"29.50200","2.45861","0.00160"
"29.50800","2.45914","0.00148"
"29.51400","2.45962","0.00136"
"29.52000","2.46016","0.00134"
"29.52600","2.46064","0.00132"
"29.53200","2.46118","0.00132"
"29.53800","2.46165","0.00135"
"29.54400","2.46219","0.00132"
"29.55000","2.46267","0.00124"
"29.55600","2.46315","0.00120"
"29.56200","2.46369","0.00115"
"29.56800","2.46423","0.00108"
"29.57400","2.46470","0.00104"
"29.58000","2.46518","0.00099"
"29.58600","2.46572","0.00102"
"29.59200","2.46620","0.00108"
"29.59800","2.46668","0.00115"
"29.60400","2.46716","0.00123"
"29.61000","2.46769","0.00129"
"29.61600","2.46817","0.00133"
"29.62200","2.46865","0.00139"
"29.62800","2.46913","0.00139"
"29.63400","2.46967","0.00144"
"29.64000","2.47014","0.00146"
"29.64600","2.47062","0.00146"
"29.65200","2.47116","0.00151"
"29.65800","2.47164","0.00161"
"29.66400","2.47212","0.00168"
"29.67000","2.47266","0.00181"
"29.67600","2.47313","0.00184"
"29.68200","2.47361","0.00166"
"29.68800","2.47415","0.00156"
"29.69400","2.47463","0.00147"
"29.70000","2.47517","0.00151"
"29.70600","2.47565","0.00157"
"29.71200","2.47612","0.00155"
"29.71800","2.47666","0.00150"
"29.72400","2.47714","0.00152"
"29.73000","2.47762","0.00146"
"29.73600","2.47816","0.00149"
"29.74200","2.47863","0.00147"
"29.74800","2.47911","0.00140"
"29.75400","2.47965","0.00144"
"29.76000","2.48013","0.00143"
"29.76600","2.48061","0.00146"
"29.77200","2.48115","0.00158"
"29.77800","2.48162","0.00152"
"29.78400","2.48210","0.00142"
"29.79000","2.48264","0.00144"
"29.79600","2.48312","0.00149"
"29.80200","2.48360","0.00164"
"29.80800","2.48414","0.00173"
"29.81400","2.48461","0.00171"
"29.82000","2.48509","0.00175"
"29.82600","2.48563","0.00170"
"29.83200","2.48611","0.00167"
"29.83800","2.48659","0.00169"
"29.84400","2.48713","0.00168"
"29.85000","2.48760","0.00156"
"29.85600","2.48808","0.00146"
"29.86200","2.48862","0.00134"
"29.86800","2.48910","0.00138"
"29.87400","2.48958","0.00151"
"29.88000","2.49011","0.00152"
"29.88600","2.49059","0.00153"
"29.89200","2.49107","0.00149"
"29.89800","2.49155","0.00143"
"29.90400","2.49209","0.00151"
"29.91000","2.49257","0.00158"
"29.91600","2.49310","0.00170"
"29.92200","2.49358","0.00188"
"29.92800","2.49406","0.00188"
"29.93400","2.49454","0.00177"
"29.94000","2.49508","0.00161"
"29.94600","2.49556","0.00143"
"29.95200","2.49603","0.00142"
"29.95800","2.49657","0.00155"
"29.96400","2.49705","0.00166"
"29.97000","2.49753","0.00177"
"29.97600","2.49807","0.00180"
"29.98200","2.49854","0.00170"
"29.98800","2.49908","0.00164"
"29.99400","2.49956","0.00159"
"30.00000","2.50010","0.00154"
"30.00600","2.50058","0.00159"
"30.01200","2.50106","0.00158"
"30.01800","2.50159","0.00159"
"30.02400","2.50207","0.00161"
"30.03000","2.50255","0.00157"
"30.03600","2.50309","0.00152"
"30.04200","2.50357","0.00139"
"30.04800","2.50411","0.00124"
"30.05400","2.50458","0.00128"
"30.06000","2.50512","0.00136"
"30.06600","2.50560","0.00144"
"30.07200","2.50614","0.00149"
"30.07800","2.50662","0.00141"
"30.08400","2.50715","0.00134"
"30.09000","2.50763","0.00132"
"30.09600","2.50811","0.00124"
"30.10200","2.50865","0.00131"
"30.10800","2.50913","0.00135"
"30.11400","2.50961","0.00142"
"30.12000","2.51014","0.00150"
"30.12600","2.51062","0.00146"
"30.13200","2.51116","0.00136"
"30.13800","2.51164","0.00132"
"30.14400","2.51218","0.00122"
"30.15000","2.51266","0.00116"
"30.15600","2.51313","0.00117"
"30.16200","2.51361","0.00119"
"30.16800","2.51415","0.00122"
"30.17400","2.51463","0.00126"
"30.18000","2.51511","0.00123"
"30.18600","2.51558","0.00129"
"30.19200","2.51612","0.00131"
"30.19800","2.51660","0.00132"
"30.20400","2.51714","0.00145"
"30.21000","2.51762","0.00153"
"30.21600","2.51810","0.00159"
"30.22200","2.51863","0.00157"
"30.22800","2.51911","0.00156"
"30.23400","2.51965","0.00159"
"30.24000","2.52013","0.00161"
"30.24600","2.52067","0.00153"
"30.25200","2.52115","0.00140"
"30.25800","2.52162","0.00126"
"30.26400","2.52216","0.00121"
"30.27000","2.52264","0.00128"
"30.27600","2.52312","0.00135"
"30.28200","2.52366","0.00134"
"30.28800","2.52413","0.00126"
"30.29400","2.52467","0.00114"
"30.30000","2.52515","0.00114"
"30.30600","2.52563","0.00122"
"30.31200","2.52617","0.00131"
"30.31800","2.52665","0.00143"
"30.32400","2.52712","0.00152"
"30.33000","2.52766","0.00145"
"30.33600","2.52814","0.00138"
"30.34200","2.52862","0.00136"
"30.34800","2.52916","0.00128"
"30.35400","2.52964","0.00132"
"30.36000","2.53011","0.00132"
"30.36600","2.53059","0.00134"
"30.37200","2.53113","0.00151"
"30.37800","2.53161","0.00156"
"30.38400","2.53209","0.00161"
"30.39000","2.53262","0.00168"
"30.39600","2.53310","0.00165"
"30.40200","2.53358","0.00156"
"30.40800","2.53412","0.00150"
"30.41400","2.53460","0.00138"
"30.42000","2.53514","0.00144"
"30.42600","2.53561","0.00149"
"30.43200","2.53609","0.00145"
"30.43800","2.53663","0.00145"
"30.44400","2.53711","0.00142"
"30.45000","2.53759","0.00137"
"30.45600","2.53813","0.00141"
"30.46200","2.53860","0.00136"
"30.46800","2.53908","0.00128"
"30.47400","2.53956","0.00123"
"30.48000","2.54010","0.00119"
"30.48600","2.54058","0.00135"
"30.49200","2.54106","0.00152"
"30.49800","2.54159","0.00164"
"30.50400","2.54207","0.00170"
"30.51000","2.54255","0.00170"
"30.51600","2.54309","0.00166"
"30.52200","2.54357","0.00167"
"30.52800","2.54410","0.00161"
"30.53400","2.54458","0.00154"
"30.54000","2.54512","0.00141"
"30.54600","2.54560","0.00125"
"30.55200","2.54614","0.00117"
"30.55800","2.54662","0.00115"
"30.56400","2.54715","0.00114"
"30.57000","2.54763","0.00122"
"30.57600","2.54817","0.00124"
"30.58200","2.54865","0.00124"
"30.58800","2.54913","0.00134"
"30.59400","2.54966","0.00143"
"30.60000","2.55014","0.00144"
"30.60600","2.55062","0.00141"
"30.61200","2.55116","0.00138"
"30.61800","2.55164","0.00135"
"30.62400","2.55212","0.00132"
"30.63000","2.55265","0.00133"
"30.63600","2.55313","0.00145"
"30.64200","2.55361","0.00144"
"30.64800","2.55415","0.00131"
"30.65400","2.55463","0.00137"
"30.66000","2.55517","0.00147"
"30.66600","2.55564","0.00152"
"30.67200","2.55612","0.00160"
"30.67800","2.55666","0.00160"
"30.68400","2.55714","0.00161"
"30.69000","2.55768","0.00156"
"30.69600","2.55815","0.00138"
"30.70200","2.55869","0.00140"
"30.70800","2.55917","0.00148"
"30.71400","2.55971","0.00145"
"30.72000","2.56019","0.00150"
"30.72600","2.56073","0.00161"
"30.73200","2.56120","0.00167"
"30.73800","2.56168","0.00174"
"30.74400","2.56222","0.00176"
"30.75000","2.56270","0.00176"
"30.75600","2.56318","0.00163"
"30.76200","2.56372","0.00140"
"30.76800","2.56419","0.00125"
"30.77400","2.56467","0.00110"
"30.78000","2.56515","0.00101"
"30.78600","2.56569","0.00097"
"30.79200","2.56617","0.00101"
"30.79800","2.56664","0.00108"
"30.80400","2.56712","0.00116"
"30.81000","2.56766","0.00122"
"30.81600","2.56814","0.00134"
"30.82200","2.56862","0.00142"
"30.82800","2.56916","0.00138"
"30.83400","2.56963","0.00133"
"30.84000","2.57017","0.00131"
"30.84600","2.57065","0.00128"
"30.85200","2.57119","0.00133"
"30.85800","2.57167","0.00150"
"30.86400","2.57215","0.00155"
"30.87000","2.57268","0.00161"
"30.87600","2.57316","0.00164"
"30.88200","2.57364","0.00165"
"30.88800","2.57418","0.00173"
"30.89400","2.57466","0.00172"
"30.90000","2.57513","0.00176"
"30.90600","2.57561","0.00177"
"30.91200","2.57615","0.00168"
"30.91800","2.57663","0.00170"
"30.92400","2.57711","0.00176"
"30.93000","2.57765","0.00173"
"30.93600","2.57812","0.00171"
"30.94200","2.57860","0.00163"
"30.94800","2.57908","0.00151"
"30.95400","2.57962","0.00157"
"30.96000","2.58010","0.00160"
"30.96600","2.58058","0.00155"
"30.97200","2.58105","0.00153"
"30.97800","2.58159","0.00145"
"30.98400","2.58207","0.00138"
"30.99000","2.58261","0.00141"
"30.99600","2.58309","0.00145"
"31.00200","2.58363","0.00149"
"31.00800","2.58410","0.00150"
"31.01400","2.58458","0.00153"
"31.02000","2.58506","0.00169"
"31.02600","2.58560","0.00183"
"31.03200","2.58608","0.00182"
"31.03800","2.58661","0.00184"
"31.04400","2.58709","0.00179"
"31.05000","2.58757","0.00168"
"31.05600","2.58811","0.00156"
"31.06200","2.58859","0.00147"
"31.06800","2.58913","0.00146"
"31.07400","2.58960","0.00142"
"31.08000","2.59008","0.00136"
"31.08600","2.59056","0.00144"
"31.09200","2.59104","0.00152"
"31.09800","2.59158","0.00164"
"31.10400","2.59206","0.00184"
"31.11000","2.59253","0.00181"
"31.11600","2.59307","0.00169"
"31.12200","2.59355","0.00165"
"31.12800","2.59409","0.00163"
"31.13400","2.59463","0.00164"
"31.14000","2.59510","0.00168"
"31.14600","2.59564","0.00160"
"31.15200","2.59612","0.00145"
"31.15800","2.59660","0.00133"
"31.16400","2.59714","0.00129"
"31.17000","2.59762","0.00145"
"31.17600","2.59815","0.00159"
"31.18200","2.59863","0.00151"
"31.18800","2.59917","0.00145"
"31.19400","2.59965","0.00137"
"31.20000","2.60019","0.00136"
"31.20600","2.60067","0.00137"
"31.21200","2.60120","0.00130"
"31.21800","2.60168","0.00139"
"31.22400","2.60216","0.00153"
"31.23000","2.60264","0.00156"
"31.23600","2.60312","0.00161"
"31.24200","2.60365","0.00165"
"31.24800","2.60413","0.00165"
"31.25400","2.60461","0.00167"
"31.26000","2.60515","0.00156"
"31.26600","2.60563","0.00153"
"31.27200","2.60617","0.00156"
"31.27800","2.60664","0.00159"
"31.28400","2.60712","0.00165"
"31.29000","2.60766","0.00169"
"31.29600","2.60814","0.00158"
"31.30200","2.60868","0.00155"
"31.30800","2.60916","0.00148"
"31.31400","2.60963","0.00140"
"31.32000","2.61017","0.00135"
"31.32600","2.61065","0.00131"
"31.33200","2.61113","0.00113"
"31.33800","2.61167","0.00100"
"31.34400","2.61214","0.00096"
"31.35000","2.61268","0.00093"
"31.35600","2.61316","0.00090"
"31.36200","2.61364","0.00086"
"31.36800","2.61418","0.00096"
"31.37400","2.61466","0.00110"
"31.38000","2.61513","0.00122"
"31.38600","2.61561","0.00139"
"31.39200","2.61615","0.00149"
"31.39800","2.61663","0.00148"
"31.40400","2.61711","0.00152"
"31.41000","2.61759","0.00160"
"31.41600","2.61812","0.00167"
"31.42200","2.61860","0.00181"
"31.42800","2.61914","0.00189"
"31.43400","2.61962","0.00187"
"31.44000","2.62010","0.00193"
"31.44600","2.62063","0.00187"
"31.45200","2.62111","0.00186"
"31.45800","2.62159","0.00196"
"31.46400","2.62207","0.00198"
"31.47000","2.62261","0.00199"
"31.47600","2.62309","0.00186"
"31.48200","2.62362","0.00171"
"31.48800","2.62410","0.00169"
"31.49400","2.62458","0.00168"
"31.50000","2.62512","0.00164"
"31.50600","2.62560","0.00168"
"31.51200","2.62608","0.00171"
"31.51800","2.62661","0.00186"
"31.52400","2.62709","0.00202"
"31.53000","2.62757","0.00189"
"31.53600","2.62811","0.00171"
"31.54200","2.62859","0.00154"
"31.54800","2.62907","0.00139"
"31.55400","2.62960","0.00138"
"31.56000","2.63008","0.00146"
"31.56600","2.63056","0.00151"
"31.57200","2.63110","0.00153"
"31.57800","2.63158","0.00144"
"31.58400","2.63211","0.00132"
"31.59000","2.63259","0.00127"
"31.59600","2.63307","0.00123"
"31.60200","2.63361","0.00122"
"31.60800","2.63409","0.00125"
"31.61400","2.63463","0.00124"
"31.62000","2.63510","0.00129"
"31.62600","2.63558","0.00129"
"31.63200","2.63612","0.00130"
"31.63800","2.63660","0.00134"
"31.64400","2.63714","0.00140"
"31.65000","2.63762","0.00147"
"31.65600","2.63809","0.00151"
"31.66200","2.63863","0.00154"
"31.66800","2.63911","0.00156"
"31.67400","2.63959","0.00157"
"31.68000","2.64007","0.00142"
"31.68600","2.64060","0.00133"
"31.69200","2.64108","0.00135"
"31.69800","2.64156","0.00142"
"31.70400","2.64210","0.00154"
"31.71000","2.64258","0.00160"
"31.71600","2.64312","0.00156"
"31.72200","2.64359","0.00152"
"31.72800","2.64407","0.00147"
"31.73400","2.64461","0.00144"
"31.74000","2.64509","0.00157"
"31.74600","2.64563","0.00162"
"31.75200","2.64611","0.00170"
"31.75800","2.64664","0.00176"
"31.76400","2.64712","0.00170"
"31.77000","2.64760","0.00178"
"31.77600","2.64814","0.00185"
"31.78200","2.64862","0.00193"
"31.78800","2.64909","0.00197"
"31.79400","2.64963","0.00183"
"31.80000","2.65011","0.00177"
"31.80600","2.65059","0.00183"
"31.81200","2.65113","0.00186"
"31.81800","2.65161","0.00190"
"31.82400","2.65214","0.00188"
"31.83000","2.65262","0.00167"
"31.83600","2.65310","0.00160"
"31.84200","2.65364","0.00159"
"31.84800","2.65412","0.00161"
"31.85400","2.65466","0.00170"
"31.86000","2.65513","0.00172"
"31.86600","2.65567","0.00169"
"31.87200","2.65615","0.00165"
"31.87800","2.65663","0.00154"
"31.88400","2.65717","0.00155"
"31.89000","2.65764","0.00163"
"31.89600","2.65812","0.00161"
"31.90200","2.65860","0.00168"
"31.90800","2.65914","0.00176"
"31.91400","2.65962","0.00182"
"31.92000","2.66010","0.00189"
"31.92600","2.66063","0.00192"
"31.93200","2.66111","0.00185"
"31.93800","2.66159","0.00181"
"31.94400","2.66207","0.00179"
"31.95000","2.66261","0.00178"
"31.95600","2.66309","0.00190"
"31.96200","2.66356","0.00194"
"31.96800","2.66410","0.00200"
"31.97400","2.66458","0.00206"
"31.98000","2.66506","0.00192"
"31.98600","2.66560","0.00183"
"31.99200","2.66607","0.00181"
"31.99800","2.66661","0.00182"
"32.00400","2.66709","0.00182"
"32.01000","2.66763","0.00182"
"32.01600","2.66811","0.00172"
"32.02200","2.66859","0.00170"
"32.02800","2.66912","0.00168"
"32.03400","2.66960","0.00177"
"32.04000","2.67008","0.00186"
"32.04600","2.67062","0.00185"
"32.05200","2.67110","0.00183"
"32.05800","2.67158","0.00186"
"32.06400","2.67205","0.00182"
"32.07000","2.67259","0.00185"
"32.07600","2.67307","0.00181"
"32.08200","2.67355","0.00178"
"32.08800","2.67403","0.00178"
"32.09400","2.67457","0.00172"
"32.10000","2.67504","0.00166"
"32.10600","2.67552","0.00164"
"32.11200","2.67606","0.00151"
"32.11800","2.67654","0.00134"
"32.12400","2.67708","0.00128"
"32.13000","2.67761","0.00129"
"32.13600","2.67809","0.00134"
"32.14200","2.67863","0.00136"
"32.14800","2.67917","0.00144"
"32.15400","2.67965","0.00157"
"32.16000","2.68013","0.00158"
"32.16600","2.68066","0.00155"
"32.17200","2.68114","0.00161"
"32.17800","2.68162","0.00162"
"32.18400","2.68216","0.00172"
"32.19000","2.68264","0.00180"
"32.19600","2.68312","0.00180"
"32.20200","2.68359","0.00190"
"32.20800","2.68413","0.00197"
"32.21400","2.68461","0.00188"
"32.22000","2.68509","0.00187"
"32.22600","2.68563","0.00197"
"32.23200","2.68610","0.00195"
"32.23800","2.68658","0.00195"
"32.24400","2.68712","0.00193"
"32.25000","2.68760","0.00185"
"32.25600","2.68808","0.00171"
"32.26200","2.68862","0.00154"
"32.26800","2.68909","0.00147"
"32.27400","2.68963","0.00154"
"32.28000","2.69017","0.00163"
"32.28600","2.69065","0.00174"
"32.29200","2.69119","0.00187"
"32.29800","2.69166","0.00194"
"32.30400","2.69220","0.00199"
"32.31000","2.69268","0.00195"
"32.31600","2.69316","0.00192"
"32.32200","2.69370","0.00199"
"32.32800","2.69418","0.00196"
"32.33400","2.69465","0.00194"
"32.34000","2.69513","0.00184"
"32.34600","2.69561","0.00169"
"32.35200","2.69615","0.00164"
"32.35800","2.69663","0.00169"
"32.36400","2.69717","0.00168"
"32.37000","2.69764","0.00179"
"32.37600","2.69812","0.00184"
"32.38200","2.69866","0.00183"
"32.38800","2.69914","0.00186"
"32.39400","2.69968","0.00182"
"32.40000","2.70016","0.00173"
"32.40600","2.70063","0.00164"
"32.41200","2.70117","0.00150"
"32.41800","2.70165","0.00140"
"32.42400","2.70219","0.00141"
"32.43000","2.70273","0.00142"
"32.43600","2.70320","0.00148"
"32.44200","2.70368","0.00158"
"32.44800","2.70422","0.00170"
"32.45400","2.70470","0.00187"
"32.46000","2.70518","0.00194"
"32.46600","2.70566","0.00201"
"32.47200","2.70619","0.00212"
"32.47800","2.70667","0.00210"
"32.48400","2.70715","0.00210"
"32.49000","2.70763","0.00212"
"32.49600","2.70811","0.00211"
"32.50200","2.70865","0.00215"
"32.50800","2.70912","0.00215"
"32.51400","2.70960","0.00213"
"32.52000","2.71008","0.00207"
"32.52600","2.71062","0.00195"
"32.53200","2.71110","0.00179"
"32.53800","2.71158","0.00175"
"32.54400","2.71211","0.00166"
"32.55000","2.71259","0.00156"
"32.55600","2.71307","0.00154"
"32.56200","2.71361","0.00156"
"32.56800","2.71409","0.00169"
"32.57400","2.71462","0.00185"
"32.58000","2.71510","0.00182"
"32.58600","2.71564","0.00183"
"32.59200","2.71612","0.00185"
"32.59800","2.71660","0.00180"
"32.60400","2.71714","0.00176"
"32.61000","2.71761","0.00172"
"32.61600","2.71809","0.00167"
"32.62200","2.71857","0.00169"
"32.62800","2.71911","0.00162"
"32.63400","2.71959","0.00156"
"32.64000","2.72007","0.00157"
"32.64600","2.72054","0.00154"
"32.65200","2.72108","0.00159"
"32.65800","2.72156","0.00168"
"32.66400","2.72204","0.00166"
"32.67000","2.72252","0.00172"
"32.67600","2.72305","0.00177"
"32.68200","2.72353","0.00177"
"32.68800","2.72407","0.00178"
"32.69400","2.72455","0.00174"
"32.70000","2.72509","0.00165"
"32.70600","2.72557","0.00160"
"32.71200","2.72610","0.00156"
"32.71800","2.72658","0.00164"
"32.72400","2.72712","0.00168"
"32.73000","2.72760","0.00168"
"32.73600","2.72814","0.00168"
"32.74200","2.72861","0.00164"
"32.74800","2.72915","0.00160"
"32.75400","2.72963","0.00161"
"32.76000","2.73011","0.00158"
"32.76600","2.73059","0.00162"
"32.77200","2.73113","0.00168"
"32.77800","2.73160","0.00172"
"32.78400","2.73214","0.00183"
"32.79000","2.73262","0.00198"
"32.79600","2.73310","0.00199"
"32.80200","2.73364","0.00208"
"32.80800","2.73412","0.00217"
"32.81400","2.73465","0.00212"
"32.82000","2.73513","0.00215"
"32.82600","2.73561","0.00218"
"32.83200","2.73615","0.00212"
"32.83800","2.73663","0.00201"
"32.84400","2.73716","0.00184"
"32.85000","2.73764","0.00182"
"32.85600","2.73818","0.00195"
"32.86200","2.73866","0.00199"
"32.86800","2.73920","0.00205"
"32.87400","2.73968","0.00211"
"32.88000","2.74021","0.00204"
"32.88600","2.74069","0.00197"
"32.89200","2.74117","0.00193"
"32.89800","2.74171","0.00182"
"32.90400","2.74219","0.00177"
"32.91000","2.74267","0.00185"
"32.91600","2.74314","0.00189"
"32.92200","2.74368","0.00197"
"32.92800","2.74416","0.00199"
"32.93400","2.74464","0.00201"
"32.94000","2.74518","0.00205"
"32.94600","2.74565","0.00199"
"32.95200","2.74613","0.00199"
"32.95800","2.74667","0.00207"
"32.96400","2.74715","0.00204"
"32.97000","2.74763","0.00208"
"32.97600","2.74817","0.00204"
"32.98200","2.74864","0.00195"
"32.98800","2.74912","0.00195"
"32.99400","2.74966","0.00193"
"33.00000","2.75014","0.00193"
"33.00600","2.75068","0.00193"
"33.01200","2.75116","0.00176"
"33.01800","2.75169","0.00171"
"33.02400","2.75217","0.00176"
"33.03000","2.75265","0.00174"
"33.03600","2.75313","0.00170"
"33.04200","2.75367","0.00167"
"33.04800","2.75414","0.00159"
"33.05400","2.75462","0.00158"
"33.06000","2.75510","0.00152"
"33.06600","2.75564","0.00151"
"33.07200","2.75612","0.00160"
"33.07800","2.75660","0.00155"
"33.08400","2.75707","0.00151"
"33.09000","2.75761","0.00156"
"33.09600","2.75809","0.00164"
"33.10200","2.75857","0.00171"
"33.10800","2.75911","0.00173"
"33.11400","2.75959","0.00172"
"33.12000","2.76012","0.00173"
"33.12600","2.76060","0.00172"
"33.13200","2.76114","0.00169"
"33.13800","2.76162","0.00176"
"33.14400","2.76216","0.00181"
"33.15000","2.76264","0.00179"
"33.15600","2.76311","0.00178"
"33.16200","2.76365","0.00164"
"33.16800","2.76413","0.00152"
"33.17400","2.76461","0.00147"
"33.18000","2.76515","0.00150"
"33.18600","2.76562","0.00150"
"33.19200","2.76610","0.00149"
"33.19800","2.76658","0.00143"
"33.20400","2.76712","0.00147"
"33.21000","2.76760","0.00157"
"33.21600","2.76808","0.00168"
"33.22200","2.76855","0.00186"
"33.22800","2.76909","0.00191"
"33.23400","2.76957","0.00194"
"33.24000","2.77005","0.00204"
"33.24600","2.77059","0.00199"
"33.25200","2.77107","0.00188"
"33.25800","2.77160","0.00179"
"33.26400","2.77208","0.00174"
"33.27000","2.77262","0.00184"
"33.27600","2.77310","0.00189"
"33.28200","2.77364","0.00187"
"33.28800","2.77411","0.00196"
"33.29400","2.77465","0.00193"
"33.30000","2.77513","0.00192"
"33.30600","2.77561","0.00191"
"33.31200","2.77615","0.00187"
"33.31800","2.77663","0.00185"
"33.32400","2.77710","0.00188"
"33.33000","2.77764","0.00186"
"33.33600","2.77812","0.00185"
"33.34200","2.77860","0.00186"
"33.34800","2.77914","0.00191"
"33.35400","2.77962","0.00197"
"33.36000","2.78009","0.00199"
"33.36600","2.78063","0.00201"
"33.37200","2.78111","0.00216"
"33.37800","2.78159","0.00223"
"33.38400","2.78213","0.00221"
"33.39000","2.78260","0.00220"
"33.39600","2.78308","0.00205"
"33.40200","2.78362","0.00186"
"33.40800","2.78410","0.00176"
"33.41400","2.78464","0.00170"
"33.42000","2.78512","0.00177"
"33.42600","2.78565","0.00186"
"33.43200","2.78619","0.00189"
"33.43800","2.78667","0.00193"
"33.44400","2.78715","0.00191"
"33.45000","2.78769","0.00191"
"33.45600","2.78817","0.00195"
"33.46200","2.78870","0.00199"
"33.46800","2.78918","0.00208"
"33.47400","2.78966","0.00208"
"33.48000","2.79020","0.00188"
"33.48600","2.79068","0.00179"
"33.49200","2.79115","0.00176"
"33.49800","2.79169","0.00175"
"33.50400","2.79217","0.00175"
"33.51000","2.79265","0.00174"
"33.51600","2.79313","0.00175"
"33.52200","2.79367","0.00186"
"33.52800","2.79414","0.00189"
"33.53400","2.79462","0.00190"
"33.54000","2.79510","0.00194"
"33.54600","2.79564","0.00187"
"33.55200","2.79612","0.00182"
"33.55800","2.79666","0.00185"
"33.56400","2.79713","0.00178"
"33.57000","2.79761","0.00170"
"33.57600","2.79815","0.00166"
"33.58200","2.79863","0.00164"
"33.58800","2.79917","0.00168"
"33.59400","2.79964","0.00164"
"33.60000","2.80012","0.00167"
"33.60600","2.80060","0.00177"
"33.61200","2.80114","0.00178"
"33.61800","2.80162","0.00178"
"33.62400","2.80210","0.00183"
"33.63000","2.80257","0.00188"
"33.63600","2.80305","0.00192"
"33.64200","2.80359","0.00193"
"33.64800","2.80407","0.00189"
"33.65400","2.80455","0.00186"
"33.66000","2.80509","0.00183"
"33.66600","2.80556","0.00181"
"33.67200","2.80604","0.00183"
"33.67800","2.80658","0.00181"
"33.68400","2.80706","0.00189"
"33.69000","2.80754","0.00192"
"33.69600","2.80808","0.00184"
"33.70200","2.80855","0.00178"
"33.70800","2.80909","0.00176"
"33.71400","2.80957","0.00176"
"33.72000","2.81011","0.00182"
"33.72600","2.81059","0.00196"
"33.73200","2.81112","0.00201"
"33.73800","2.81160","0.00196"
"33.74400","2.81214","0.00189"
"33.75000","2.81262","0.00187"
"33.75600","2.81310","0.00190"
"33.76200","2.81364","0.00184"
"33.76800","2.81411","0.00179"
"33.77400","2.81465","0.00170"
"33.78000","2.81513","0.00163"
"33.78600","2.81561","0.00176"
"33.79200","2.81609","0.00198"
"33.79800","2.81662","0.00212"
"33.80400","2.81710","0.00220"
"33.81000","2.81758","0.00219"
"33.81600","2.81812","0.00211"
"33.82200","2.81860","0.00217"
"33.82800","2.81914","0.00218"
"33.83400","2.81961","0.00216"
"33.84000","2.82015","0.00222"
"33.84600","2.82063","0.00225"
"33.85200","2.82111","0.00220"
"33.85800","2.82165","0.00215"
"33.86400","2.82213","0.00203"
"33.87000","2.82266","0.00193"
"33.87600","2.82314","0.00182"
"33.88200","2.82362","0.00170"
"33.88800","2.82416","0.00161"
"33.89400","2.82464","0.00155"
"33.90000","2.82518","0.00162"
"33.90600","2.82565","0.00166"
"33.91200","2.82613","0.00168"
"33.91800","2.82661","0.00171"
"33.92400","2.82709","0.00176"
"33.93000","2.82763","0.00182"
"33.93600","2.82810","0.00189"
"33.94200","2.82858","0.00201"
"33.94800","2.82912","0.00198"
"33.95400","2.82960","0.00204"
"33.96000","2.83014","0.00209"
"33.96600","2.83062","0.00206"
"33.97200","2.83115","0.00210"
"33.97800","2.83163","0.00207"
"33.98400","2.83217","0.00202"
"33.99000","2.83265","0.00203"
"33.99600","2.83319","0.00201"
"34.00200","2.83367","0.00204"
"34.00800","2.83420","0.00208"
"34.01400","2.83468","0.00208"
"34.02000","2.83516","0.00213"
"34.02600","2.83570","0.00216"
"34.03200","2.83618","0.00211"
"34.03800","2.83665","0.00206"
"34.04400","2.83719","0.00202"
"34.05000","2.83767","0.00201"
"34.05600","2.83815","0.00212"
"34.06200","2.83863","0.00218"
"34.06800","2.83917","0.00215"
"34.07400","2.83964","0.00214"
"34.08000","2.84012","0.00201"
"34.08600","2.84060","0.00191"
"34.09200","2.84114","0.00189"
"34.09800","2.84162","0.00185"
"34.10400","2.84210","0.00181"
"34.11000","2.84257","0.00168"
"34.11600","2.84311","0.00164"
"34.12200","2.84359","0.00181"
"34.12800","2.84413","0.00185"
"34.13400","2.84461","0.00181"
"34.14000","2.84514","0.00180"
"34.14600","2.84562","0.00170"
"34.15200","2.84616","0.00166"
"34.15800","2.84664","0.00169"
"34.16400","2.84712","0.00170"
"34.17000","2.84766","0.00173"
"34.17600","2.84813","0.00172"
"34.18200","2.84861","0.00166"
"34.18800","2.84909","0.00166"
"34.19400","2.84963","0.00162"
"34.20000","2.85011","0.00157"
"34.20600","2.85059","0.00170"
"34.21200","2.85106","0.00173"
"34.21800","2.85160","0.00171"
"34.22400","2.85208","0.00169"
"34.23000","2.85256","0.00169"
"34.23600","2.85304","0.00175"
"34.24200","2.85352","0.00187"
"34.24800","2.85405","0.00192"
"34.25400","2.85453","0.00200"
"34.26000","2.85501","0.00198"
"34.26600","2.85555","0.00188"
"34.27200","2.85603","0.00185"
"34.27800","2.85656","0.00183"
"34.28400","2.85704","0.00173"
"34.29000","2.85758","0.00169"
"34.29600","2.85812","0.00165"
"34.30200","2.85866","0.00173"
"34.30800","2.85914","0.00183"
"34.31400","2.85967","0.00184"
