End date,"2/26/2017"
Specimen label,"4CT_23_pl"
"0.34800","0.02888","0.00067"
"0.35400","0.02948","0.00061"
"0.36000","0.02995","0.00055"
"0.36600","0.03055","0.00053"
"0.37200","0.03103","0.00058"
"0.37800","0.03157","0.00068"
"0.38400","0.03211","0.00071"
"0.39000","0.03265","0.00075"
"0.39600","0.03318","0.00074"
"0.40200","0.03366","0.00067"
"0.40800","0.03420","0.00053"
"0.41400","0.03468","0.00051"
"0.42000","0.03522","0.00047"
"0.42600","0.03569","0.00040"
"0.43200","0.03617","0.00032"
"0.43800","0.03671","0.00027"
"0.44400","0.03719","0.00023"
"0.45000","0.03773","0.00026"
"0.45600","0.03821","0.00045"
"0.46200","0.03874","0.00054"
"0.46800","0.03922","0.00044"
"0.47400","0.03970","0.00030"
"0.48000","0.04024","0.00025"
"0.48600","0.04072","0.00027"
"0.49200","0.04125","0.00032"
"0.49800","0.04173","0.00045"
"0.50400","0.04227","0.00054"
"0.51000","0.04275","0.00057"
"0.51600","0.04329","0.00043"
"0.52200","0.04377","0.00028"
"0.52800","0.04430","0.00014"
"0.53400","0.04478","0.00009"
"0.54000","0.04526","0.00008"
"0.54600","0.04580","0.00013"
"0.55200","0.04628","0.00020"
"0.55800","0.04676","0.00008"
"0.56400","0.04723","-0.00007"
"0.57000","0.04771","-0.00008"
"0.57600","0.04819","-0.00012"
"0.58200","0.04867","-0.00008"
"0.58800","0.04921","0.00007"
"0.59400","0.04969","0.00014"
"0.60000","0.05016","0.00008"
"0.60600","0.05064","0.00007"
"0.61200","0.05118","0.00007"
"0.61800","0.05166","0.00012"
"0.62400","0.05214","0.00010"
"0.63000","0.05267","0.00014"
"0.63600","0.05315","0.00022"
"0.64200","0.05363","0.00026"
"0.64800","0.05417","0.00027"
"0.65400","0.05465","0.00027"
"0.66000","0.05519","0.00032"
"0.66600","0.05566","0.00031"
"0.67200","0.05620","0.00027"
"0.67800","0.05668","0.00033"
"0.68400","0.05716","0.00048"
"0.69000","0.05770","0.00045"
"0.69600","0.05818","0.00044"
"0.70200","0.05865","0.00049"
"0.70800","0.05913","0.00048"
"0.71400","0.05967","0.00046"
"0.72000","0.06015","0.00053"
"0.72600","0.06063","0.00066"
"0.73200","0.06116","0.00061"
"0.73800","0.06164","0.00034"
"0.74400","0.06212","0.00025"
"0.75000","0.06266","0.00023"
"0.75600","0.06314","0.00015"
"0.76200","0.06362","0.00012"
"0.76800","0.06415","0.00012"
"0.77400","0.06463","0.00008"
"0.78000","0.06517","0.00002"
"0.78600","0.06565","0.00002"
"0.79200","0.06619","0.00011"
"0.79800","0.06667","0.00004"
"0.80400","0.06720","-0.00003"
"0.81000","0.06768","-0.00004"
"0.81600","0.06822","-0.00009"
"0.82200","0.06870","-0.00017"
"0.82800","0.06918","-0.00019"
"0.83400","0.06971","-0.00007"
"0.84000","0.07019","0.00016"
"0.84600","0.07067","0.00032"
"0.85200","0.07115","0.00050"
"0.85800","0.07169","0.00064"
"0.86400","0.07217","0.00070"
"0.87000","0.07264","0.00065"
"0.87600","0.07318","0.00059"
"0.88200","0.07366","0.00057"
"0.88800","0.07414","0.00054"
"0.89400","0.07468","0.00055"
"0.90000","0.07516","0.00050"
"0.90600","0.07563","0.00042"
"0.91200","0.07611","0.00043"
"0.91800","0.07665","0.00044"
"0.92400","0.07713","0.00047"
"0.93000","0.07767","0.00056"
"0.93600","0.07820","0.00057"
"0.94200","0.07868","0.00052"
"0.94800","0.07922","0.00040"
"0.95400","0.07970","0.00033"
"0.96000","0.08024","0.00030"
"0.96600","0.08072","0.00016"
"0.97200","0.08119","0.00008"
"0.97800","0.08173","0.00023"
"0.98400","0.08221","0.00045"
"0.99000","0.08269","0.00060"
"0.99600","0.08317","0.00072"
"1.00200","0.08371","0.00070"
"1.00800","0.08418","0.00064"
"1.01400","0.08472","0.00052"
"1.02000","0.08520","0.00047"
"1.02600","0.08568","0.00044"
"1.03200","0.08622","0.00042"
"1.03800","0.08669","0.00038"
"1.04400","0.08723","0.00035"
"1.05000","0.08771","0.00022"
"1.05600","0.08819","0.00004"
"1.06200","0.08873","-0.00011"
"1.06800","0.08921","-0.00016"
"1.07400","0.08974","-0.00009"
"1.08000","0.09022","0.00004"
"1.08600","0.09076","0.00022"
"1.09200","0.09130","0.00034"
"1.09800","0.09178","0.00057"
"1.10400","0.09232","0.00084"
"1.11000","0.09279","0.00104"
"1.11600","0.09327","0.00113"
"1.12200","0.09375","0.00128"
"1.12800","0.09423","0.00139"
"1.13400","0.09471","0.00130"
"1.14000","0.09518","0.00115"
"1.14600","0.09572","0.00096"
"1.15200","0.09620","0.00070"
"1.15800","0.09668","0.00041"
"1.16400","0.09722","0.00016"
"1.17000","0.09770","0.00011"
"1.17600","0.09817","0.00027"
"1.18200","0.09871","0.00037"
"1.18800","0.09919","0.00045"
"1.19400","0.09973","0.00058"
"1.20000","0.10021","0.00069"
"1.20600","0.10069","0.00071"
"1.21200","0.10122","0.00069"
"1.21800","0.10170","0.00060"
"1.22400","0.10218","0.00046"
"1.23000","0.10272","0.00033"
"1.23600","0.10320","0.00025"
"1.24200","0.10368","0.00028"
"1.24800","0.10421","0.00031"
"1.25400","0.10469","0.00027"
"1.26000","0.10517","0.00021"
"1.26600","0.10565","0.00013"
"1.27200","0.10613","0.00020"
"1.27800","0.10660","0.00033"
"1.28400","0.10714","0.00045"
"1.29000","0.10762","0.00052"
"1.29600","0.10810","0.00061"
"1.30200","0.10858","0.00061"
"1.30800","0.10912","0.00060"
"1.31400","0.10959","0.00053"
"1.32000","0.11007","0.00047"
"1.32600","0.11061","0.00054"
"1.33200","0.11109","0.00050"
"1.33800","0.11163","0.00042"
"1.34400","0.11211","0.00040"
"1.35000","0.11264","0.00032"
"1.35600","0.11312","0.00028"
"1.36200","0.11366","0.00036"
"1.36800","0.11414","0.00050"
"1.37400","0.11468","0.00050"
"1.38000","0.11515","0.00060"
"1.38600","0.11563","0.00063"
"1.39200","0.11617","0.00061"
"1.39800","0.11665","0.00062"
"1.40400","0.11713","0.00064"
"1.41000","0.11761","0.00063"
"1.41600","0.11814","0.00055"
"1.42200","0.11862","0.00040"
"1.42800","0.11910","0.00033"
"1.43400","0.11958","0.00035"
"1.44000","0.12012","0.00030"
"1.44600","0.12060","0.00036"
"1.45200","0.12107","0.00051"
"1.45800","0.12161","0.00068"
"1.46400","0.12209","0.00067"
"1.47000","0.12257","0.00062"
"1.47600","0.12311","0.00059"
"1.48200","0.12358","0.00058"
"1.48800","0.12412","0.00059"
"1.49400","0.12466","0.00052"
"1.50000","0.12514","0.00035"
"1.50600","0.12568","0.00024"
"1.51200","0.12616","0.00021"
"1.51800","0.12669","0.00029"
"1.52400","0.12717","0.00030"
"1.53000","0.12765","0.00036"
"1.53600","0.12819","0.00042"
"1.54200","0.12867","0.00054"
"1.54800","0.12915","0.00061"
"1.55400","0.12968","0.00065"
"1.56000","0.13016","0.00072"
"1.56600","0.13064","0.00069"
"1.57200","0.13112","0.00050"
"1.57800","0.13166","0.00027"
"1.58400","0.13213","0.00011"
"1.59000","0.13261","0.00009"
"1.59600","0.13315","0.00006"
"1.60200","0.13363","0.00008"
"1.60800","0.13411","0.00021"
"1.61400","0.13465","0.00031"
"1.62000","0.13512","0.00038"
"1.62600","0.13566","0.00049"
"1.63200","0.13614","0.00057"
"1.63800","0.13662","0.00064"
"1.64400","0.13716","0.00067"
"1.65000","0.13764","0.00063"
"1.65600","0.13817","0.00051"
"1.66200","0.13871","0.00036"
"1.66800","0.13919","0.00032"
"1.67400","0.13973","0.00032"
"1.68000","0.14021","0.00047"
"1.68600","0.14068","0.00057"
"1.69200","0.14122","0.00071"
"1.69800","0.14170","0.00072"
"1.70400","0.14218","0.00066"
"1.71000","0.14266","0.00068"
"1.71600","0.14320","0.00064"
"1.72200","0.14367","0.00055"
"1.72800","0.14415","0.00049"
"1.73400","0.14469","0.00033"
"1.74000","0.14517","0.00027"
"1.74600","0.14565","0.00029"
"1.75200","0.14619","0.00032"
"1.75800","0.14666","0.00039"
"1.76400","0.14720","0.00047"
"1.77000","0.14768","0.00060"
"1.77600","0.14816","0.00076"
"1.78200","0.14870","0.00078"
"1.78800","0.14917","0.00080"
"1.79400","0.14965","0.00074"
"1.80000","0.15019","0.00068"
"1.80600","0.15067","0.00069"
"1.81200","0.15121","0.00067"
"1.81800","0.15169","0.00062"
"1.82400","0.15216","0.00062"
"1.83000","0.15270","0.00053"
"1.83600","0.15318","0.00052"
"1.84200","0.15366","0.00055"
"1.84800","0.15414","0.00047"
"1.85400","0.15468","0.00037"
"1.86000","0.15515","0.00034"
"1.86600","0.15563","0.00035"
"1.87200","0.15611","0.00044"
"1.87800","0.15665","0.00055"
"1.88400","0.15713","0.00068"
"1.89000","0.15761","0.00084"
"1.89600","0.15808","0.00090"
"1.90200","0.15856","0.00087"
"1.90800","0.15910","0.00085"
"1.91400","0.15958","0.00081"
"1.92000","0.16012","0.00074"
"1.92600","0.16059","0.00060"
"1.93200","0.16113","0.00041"
"1.93800","0.16161","0.00019"
"1.94400","0.16215","0.00009"
"1.95000","0.16263","-0.00002"
"1.95600","0.16317","-0.00006"
"1.96200","0.16364","-0.00012"
"1.96800","0.16412","-0.00012"
"1.97400","0.16466","-0.00010"
"1.98000","0.16514","-0.00009"
"1.98600","0.16562","0.00003"
"1.99200","0.16616","0.00012"
"1.99800","0.16663","0.00015"
"2.00400","0.16711","0.00020"
"2.01000","0.16765","0.00041"
"2.01600","0.16813","0.00057"
"2.02200","0.16861","0.00065"
"2.02800","0.16914","0.00065"
"2.03400","0.16962","0.00055"
"2.04000","0.17016","0.00047"
"2.04600","0.17064","0.00038"
"2.05200","0.17112","0.00042"
"2.05800","0.17166","0.00058"
"2.06400","0.17219","0.00077"
"2.07000","0.17267","0.00093"
"2.07600","0.17321","0.00098"
"2.08200","0.17369","0.00096"
"2.08800","0.17423","0.00095"
"2.09400","0.17471","0.00100"
"2.10000","0.17518","0.00100"
"2.10600","0.17572","0.00080"
"2.11200","0.17620","0.00053"
"2.11800","0.17674","0.00026"
"2.12400","0.17722","0.00006"
"2.13000","0.17769","0.00001"
"2.13600","0.17823","0.00009"
"2.14200","0.17871","0.00020"
"2.14800","0.17919","0.00023"
"2.15400","0.17973","0.00019"
"2.16000","0.18021","0.00018"
"2.16600","0.18068","0.00018"
"2.17200","0.18116","0.00028"
"2.17800","0.18164","0.00044"
"2.18400","0.18218","0.00056"
"2.19000","0.18266","0.00049"
"2.19600","0.18314","0.00040"
"2.20200","0.18361","0.00036"
"2.20800","0.18415","0.00030"
"2.21400","0.18463","0.00026"
"2.22000","0.18517","0.00022"
"2.22600","0.18565","0.00021"
"2.23200","0.18612","0.00027"
"2.23800","0.18666","0.00032"
"2.24400","0.18714","0.00041"
"2.25000","0.18768","0.00043"
"2.25600","0.18816","0.00042"
"2.26200","0.18864","0.00038"
"2.26800","0.18911","0.00031"
"2.27400","0.18959","0.00028"
"2.28000","0.19013","0.00026"
"2.28600","0.19061","0.00038"
"2.29200","0.19109","0.00056"
"2.29800","0.19163","0.00068"
"2.30400","0.19210","0.00073"
"2.31000","0.19264","0.00078"
"2.31600","0.19312","0.00073"
"2.32200","0.19366","0.00063"
"2.32800","0.19414","0.00054"
"2.33400","0.19461","0.00042"
"2.34000","0.19515","0.00025"
"2.34600","0.19563","0.00012"
"2.35200","0.19617","0.00007"
"2.35800","0.19665","0.00003"
"2.36400","0.19713","0.00001"
"2.37000","0.19766","0.00003"
"2.37600","0.19814","0.00006"
"2.38200","0.19868","0.00003"
"2.38800","0.19916","0.00005"
"2.39400","0.19970","0.00020"
"2.40000","0.20018","0.00042"
"2.40600","0.20065","0.00057"
"2.41200","0.20119","0.00065"
"2.41800","0.20167","0.00066"
"2.42400","0.20215","0.00076"
"2.43000","0.20263","0.00096"
"2.43600","0.20311","0.00120"
"2.44200","0.20364","0.00129"
"2.44800","0.20412","0.00120"
"2.45400","0.20460","0.00114"
"2.46000","0.20508","0.00101"
"2.46600","0.20562","0.00076"
"2.47200","0.20609","0.00054"
"2.47800","0.20657","0.00044"
"2.48400","0.20711","0.00031"
"2.49000","0.20759","0.00016"
"2.49600","0.20807","0.00011"
"2.50200","0.20861","0.00027"
"2.50800","0.20908","0.00049"
"2.51400","0.20956","0.00046"
"2.52000","0.21010","0.00034"
"2.52600","0.21058","0.00030"
"2.53200","0.21112","0.00024"
"2.53800","0.21165","0.00021"
"2.54400","0.21213","0.00025"
"2.55000","0.21261","0.00025"
"2.55600","0.21309","0.00029"
"2.56200","0.21363","0.00039"
"2.56800","0.21411","0.00051"
"2.57400","0.21458","0.00065"
"2.58000","0.21506","0.00080"
"2.58600","0.21560","0.00093"
"2.59200","0.21608","0.00101"
"2.59800","0.21662","0.00099"
"2.60400","0.21710","0.00084"
"2.61000","0.21763","0.00078"
"2.61600","0.21811","0.00060"
"2.62200","0.21865","0.00048"
"2.62800","0.21913","0.00047"
"2.63400","0.21967","0.00047"
"2.64000","0.22015","0.00051"
"2.64600","0.22062","0.00063"
"2.65200","0.22116","0.00068"
"2.65800","0.22164","0.00073"
"2.66400","0.22218","0.00071"
"2.67000","0.22272","0.00056"
"2.67600","0.22319","0.00039"
"2.68200","0.22367","0.00030"
"2.68800","0.22421","0.00029"
"2.69400","0.22469","0.00037"
"2.70000","0.22517","0.00046"
"2.70600","0.22565","0.00046"
"2.71200","0.22618","0.00035"
"2.71800","0.22666","0.00033"
"2.72400","0.22714","0.00032"
"2.73000","0.22768","0.00038"
"2.73600","0.22816","0.00032"
"2.74200","0.22864","0.00034"
"2.74800","0.22917","0.00030"
"2.75400","0.22965","0.00022"
"2.76000","0.23013","0.00016"
"2.76600","0.23067","0.00013"
"2.77200","0.23115","0.00017"
"2.77800","0.23168","0.00024"
"2.78400","0.23216","0.00025"
"2.79000","0.23264","0.00018"
"2.79600","0.23318","0.00002"
"2.80200","0.23366","-0.00013"
"2.80800","0.23414","-0.00019"
"2.81400","0.23467","-0.00013"
"2.82000","0.23515","0.00002"
"2.82600","0.23569","0.00012"
"2.83200","0.23617","0.00019"
"2.83800","0.23665","0.00026"
"2.84400","0.23719","0.00041"
"2.85000","0.23766","0.00046"
"2.85600","0.23814","0.00038"
"2.86200","0.23868","0.00026"
"2.86800","0.23916","0.00018"
"2.87400","0.23964","0.00010"
"2.88000","0.24017","0.00013"
"2.88600","0.24065","0.00020"
"2.89200","0.24119","0.00031"
"2.89800","0.24167","0.00043"
"2.90400","0.24215","0.00046"
"2.91000","0.24263","0.00044"
"2.91600","0.24316","0.00035"
"2.92200","0.24364","0.00026"
"2.92800","0.24412","0.00032"
"2.93400","0.24466","0.00034"
"2.94000","0.24514","0.00037"
"2.94600","0.24562","0.00036"
"2.95200","0.24615","0.00032"
"2.95800","0.24663","0.00032"
"2.96400","0.24711","0.00044"
"2.97000","0.24759","0.00055"
"2.97600","0.24807","0.00064"
"2.98200","0.24860","0.00066"
"2.98800","0.24908","0.00059"
"2.99400","0.24962","0.00057"
"3.00000","0.25010","0.00054"
"3.00600","0.25058","0.00052"
"3.01200","0.25112","0.00051"
"3.01800","0.25159","0.00048"
"3.02400","0.25213","0.00042"
"3.03000","0.25261","0.00041"
"3.03600","0.25315","0.00042"
"3.04200","0.25363","0.00036"
"3.04800","0.25411","0.00030"
"3.05400","0.25458","0.00033"
"3.06000","0.25512","0.00034"
"3.06600","0.25560","0.00035"
"3.07200","0.25608","0.00041"
"3.07800","0.25662","0.00057"
"3.08400","0.25710","0.00067"
"3.09000","0.25763","0.00064"
"3.09600","0.25811","0.00049"
"3.10200","0.25865","0.00027"
"3.10800","0.25913","0.00015"
"3.11400","0.25961","0.00010"
"3.12000","0.26008","0.00007"
"3.12600","0.26062","0.00007"
"3.13200","0.26110","0.00015"
"3.13800","0.26164","0.00021"
"3.14400","0.26212","0.00025"
"3.15000","0.26266","0.00028"
"3.15600","0.26313","0.00023"
"3.16200","0.26367","0.00017"
"3.16800","0.26415","0.00026"
"3.17400","0.26469","0.00032"
"3.18000","0.26517","0.00032"
"3.18600","0.26564","0.00040"
"3.19200","0.26618","0.00053"
"3.19800","0.26666","0.00064"
"3.20400","0.26720","0.00062"
"3.21000","0.26768","0.00059"
"3.21600","0.26816","0.00050"
"3.22200","0.26869","0.00048"
"3.22800","0.26917","0.00053"
"3.23400","0.26971","0.00065"
"3.24000","0.27019","0.00068"
"3.24600","0.27067","0.00064"
"3.25200","0.27121","0.00060"
"3.25800","0.27168","0.00061"
"3.26400","0.27216","0.00053"
"3.27000","0.27270","0.00037"
"3.27600","0.27318","0.00026"
"3.28200","0.27366","0.00017"
"3.28800","0.27419","0.00018"
"3.29400","0.27467","0.00027"
"3.30000","0.27515","0.00029"
"3.30600","0.27569","0.00031"
"3.31200","0.27617","0.00030"
"3.31800","0.27671","0.00032"
"3.32400","0.27718","0.00040"
"3.33000","0.27772","0.00040"
"3.33600","0.27820","0.00031"
"3.34200","0.27868","0.00029"
"3.34800","0.27922","0.00030"
"3.35400","0.27970","0.00033"
"3.36000","0.28017","0.00036"
"3.36600","0.28071","0.00041"
"3.37200","0.28119","0.00044"
"3.37800","0.28167","0.00041"
"3.38400","0.28215","0.00035"
"3.39000","0.28268","0.00029"
"3.39600","0.28316","0.00018"
"3.40200","0.28364","0.00015"
"3.40800","0.28418","0.00019"
"3.41400","0.28466","0.00031"
"3.42000","0.28514","0.00044"
"3.42600","0.28567","0.00053"
"3.43200","0.28615","0.00055"
"3.43800","0.28663","0.00051"
"3.44400","0.28717","0.00046"
"3.45000","0.28765","0.00052"
"3.45600","0.28819","0.00066"
"3.46200","0.28866","0.00071"
"3.46800","0.28914","0.00068"
"3.47400","0.28962","0.00066"
"3.48000","0.29016","0.00061"
"3.48600","0.29064","0.00052"
"3.49200","0.29112","0.00038"
"3.49800","0.29165","0.00032"
"3.50400","0.29213","0.00024"
"3.51000","0.29261","0.00022"
"3.51600","0.29315","0.00019"
"3.52200","0.29363","0.00010"
"3.52800","0.29410","0.00009"
"3.53400","0.29464","0.00019"
"3.54000","0.29512","0.00028"
"3.54600","0.29560","0.00030"
"3.55200","0.29608","0.00033"
"3.55800","0.29662","0.00038"
"3.56400","0.29709","0.00040"
"3.57000","0.29757","0.00041"
"3.57600","0.29811","0.00034"
"3.58200","0.29859","0.00026"
"3.58800","0.29913","0.00025"
"3.59400","0.29961","0.00028"
"3.60000","0.30008","0.00042"
"3.60600","0.30062","0.00049"
"3.61200","0.30110","0.00051"
"3.61800","0.30158","0.00050"
"3.62400","0.30212","0.00048"
"3.63000","0.30259","0.00048"
"3.63600","0.30313","0.00055"
"3.64200","0.30361","0.00056"
"3.64800","0.30409","0.00055"
"3.65400","0.30463","0.00041"
"3.66000","0.30511","0.00028"
"3.66600","0.30564","0.00022"
"3.67200","0.30612","0.00030"
"3.67800","0.30666","0.00039"
"3.68400","0.30720","0.00042"
"3.69000","0.30768","0.00046"
"3.69600","0.30816","0.00037"
"3.70200","0.30869","0.00032"
"3.70800","0.30917","0.00041"
"3.71400","0.30965","0.00044"
"3.72000","0.31019","0.00040"
"3.72600","0.31067","0.00043"
"3.73200","0.31120","0.00044"
"3.73800","0.31168","0.00028"
"3.74400","0.31216","0.00024"
"3.75000","0.31270","0.00020"
"3.75600","0.31318","0.00010"
"3.76200","0.31372","0.00008"
"3.76800","0.31419","0.00020"
"3.77400","0.31467","0.00044"
"3.78000","0.31521","0.00058"
"3.78600","0.31569","0.00076"
"3.79200","0.31617","0.00096"
"3.79800","0.31665","0.00114"
"3.80400","0.31718","0.00118"
"3.81000","0.31766","0.00117"
"3.81600","0.31820","0.00103"
"3.82200","0.31868","0.00075"
"3.82800","0.31922","0.00049"
"3.83400","0.31969","0.00038"
"3.84000","0.32017","0.00045"
"3.84600","0.32071","0.00048"
"3.85200","0.32119","0.00046"
"3.85800","0.32167","0.00045"
"3.86400","0.32215","0.00043"
"3.87000","0.32262","0.00035"
"3.87600","0.32316","0.00045"
"3.88200","0.32364","0.00054"
"3.88800","0.32418","0.00072"
"3.89400","0.32466","0.00088"
"3.90000","0.32514","0.00090"
"3.90600","0.32567","0.00084"
"3.91200","0.32615","0.00076"
"3.91800","0.32663","0.00080"
"3.92400","0.32717","0.00085"
"3.93000","0.32765","0.00081"
"3.93600","0.32812","0.00080"
"3.94200","0.32866","0.00081"
"3.94800","0.32914","0.00079"
"3.95400","0.32968","0.00077"
"3.96000","0.33022","0.00072"
"3.96600","0.33070","0.00068"
"3.97200","0.33123","0.00068"
"3.97800","0.33171","0.00071"
"3.98400","0.33219","0.00070"
"3.99000","0.33267","0.00066"
"3.99600","0.33321","0.00050"
"4.00200","0.33369","0.00037"
"4.00800","0.33416","0.00037"
"4.01400","0.33464","0.00045"
"4.02000","0.33512","0.00038"
"4.02600","0.33566","0.00025"
"4.03200","0.33614","0.00022"
"4.03800","0.33662","0.00030"
"4.04400","0.33715","0.00045"
"4.05000","0.33763","0.00046"
"4.05600","0.33811","0.00054"
"4.06200","0.33859","0.00059"
"4.06800","0.33913","0.00062"
"4.07400","0.33960","0.00066"
"4.08000","0.34014","0.00064"
"4.08600","0.34062","0.00053"
"4.09200","0.34116","0.00054"
"4.09800","0.34164","0.00039"
"4.10400","0.34212","0.00021"
"4.11000","0.34265","0.00005"
"4.11600","0.34313","-0.00005"
"4.12200","0.34361","0.00003"
"4.12800","0.34409","0.00028"
"4.13400","0.34463","0.00042"
"4.14000","0.34511","0.00044"
"4.14600","0.34558","0.00045"
"4.15200","0.34606","0.00050"
"4.15800","0.34660","0.00055"
"4.16400","0.34708","0.00052"
"4.17000","0.34756","0.00058"
"4.17600","0.34809","0.00072"
"4.18200","0.34857","0.00072"
"4.18800","0.34911","0.00056"
"4.19400","0.34959","0.00045"
"4.20000","0.35007","0.00039"
"4.20600","0.35061","0.00029"
"4.21200","0.35108","0.00022"
"4.21800","0.35162","0.00023"
"4.22400","0.35210","0.00030"
"4.23000","0.35264","0.00024"
"4.23600","0.35318","0.00012"
"4.24200","0.35366","0.00015"
"4.24800","0.35419","0.00019"
"4.25400","0.35467","0.00027"
"4.26000","0.35521","0.00035"
"4.26600","0.35569","0.00041"
"4.27200","0.35617","0.00033"
"4.27800","0.35670","0.00035"
"4.28400","0.35718","0.00036"
"4.29000","0.35772","0.00032"
"4.29600","0.35820","0.00028"
"4.30200","0.35868","0.00027"
"4.30800","0.35922","0.00034"
"4.31400","0.35969","0.00034"
"4.32000","0.36017","0.00022"
"4.32600","0.36071","0.00012"
"4.33200","0.36119","-0.00002"
"4.33800","0.36167","-0.00013"
"4.34400","0.36215","-0.00018"
"4.35000","0.36262","-0.00013"
"4.35600","0.36316","-0.00004"
"4.36200","0.36364","0.00007"
"4.36800","0.36418","0.00015"
"4.37400","0.36466","0.00017"
"4.38000","0.36519","0.00029"
"4.38600","0.36567","0.00037"
"4.39200","0.36621","0.00046"
"4.39800","0.36669","0.00057"
"4.40400","0.36723","0.00046"
"4.41000","0.36771","0.00036"
"4.41600","0.36818","0.00024"
"4.42200","0.36866","0.00017"
"4.42800","0.36920","0.00007"
"4.43400","0.36968","0.00014"
"4.44000","0.37022","0.00027"
"4.44600","0.37070","0.00032"
"4.45200","0.37117","0.00042"
"4.45800","0.37171","0.00062"
"4.46400","0.37219","0.00070"
"4.47000","0.37267","0.00068"
"4.47600","0.37315","0.00060"
"4.48200","0.37362","0.00053"
"4.48800","0.37416","0.00041"
"4.49400","0.37464","0.00039"
"4.50000","0.37512","0.00030"
"4.50600","0.37560","0.00024"
"4.51200","0.37614","0.00023"
"4.51800","0.37661","0.00017"
"4.52400","0.37715","0.00015"
"4.53000","0.37763","0.00009"
"4.53600","0.37817","0.00009"
"4.54200","0.37865","0.00014"
"4.54800","0.37913","0.00024"
"4.55400","0.37966","0.00031"
"4.56000","0.38014","0.00039"
"4.56600","0.38062","0.00053"
"4.57200","0.38116","0.00070"
"4.57800","0.38164","0.00066"
"4.58400","0.38211","0.00061"
"4.59000","0.38259","0.00040"
"4.59600","0.38313","0.00024"
"4.60200","0.38361","0.00010"
"4.60800","0.38409","-0.00008"
"4.61400","0.38463","-0.00014"
"4.62000","0.38510","-0.00016"
"4.62600","0.38558","-0.00023"
"4.63200","0.38612","-0.00040"
"4.63800","0.38660","-0.00046"
"4.64400","0.38708","-0.00057"
"4.65000","0.38762","-0.00053"
"4.65600","0.38809","-0.00029"
"4.66200","0.38857","-0.00003"
"4.66800","0.38911","0.00013"
"4.67400","0.38959","0.00026"
"4.68000","0.39013","0.00032"
"4.68600","0.39061","0.00028"
"4.69200","0.39114","0.00023"
"4.69800","0.39162","0.00020"
"4.70400","0.39216","0.00028"
"4.71000","0.39264","0.00027"
"4.71600","0.39312","0.00018"
"4.72200","0.39365","0.00011"
"4.72800","0.39413","0.00011"
"4.73400","0.39461","0.00007"
"4.74000","0.39509","0.00006"
"4.74600","0.39563","-0.00002"
"4.75200","0.39611","-0.00006"
"4.75800","0.39658","-0.00002"
"4.76400","0.39706","0.00008"
"4.77000","0.39760","0.00020"
"4.77600","0.39808","0.00028"
"4.78200","0.39862","0.00027"
"4.78800","0.39910","0.00026"
"4.79400","0.39963","0.00037"
"4.80000","0.40011","0.00047"
"4.80600","0.40059","0.00048"
"4.81200","0.40113","0.00043"
"4.81800","0.40167","0.00040"
"4.82400","0.40214","0.00038"
"4.83000","0.40268","0.00035"
"4.83600","0.40316","0.00028"
"4.84200","0.40370","0.00022"
"4.84800","0.40418","0.00012"
"4.85400","0.40472","0.00001"
"4.86000","0.40519","-0.00007"
"4.86600","0.40567","-0.00010"
"4.87200","0.40621","-0.00002"
"4.87800","0.40669","0.00006"
"4.88400","0.40717","0.00023"
