End date,"2/12/2017"
Specimen label,"12BT_91"
"0.67800","0.05662","0.00174"
"0.68400","0.05716","0.00168"
"0.69000","0.05764","0.00173"
"0.69600","0.05812","0.00186"
"0.70200","0.05865","0.00199"
"0.70800","0.05913","0.00228"
"0.71400","0.05967","0.00242"
"0.72000","0.06015","0.00226"
"0.72600","0.06063","0.00221"
"0.73200","0.06116","0.00227"
"0.73800","0.06164","0.00231"
"0.74400","0.06218","0.00246"
"0.75000","0.06266","0.00267"
"0.75600","0.06320","0.00281"
"0.76200","0.06368","0.00300"
"0.76800","0.06421","0.00308"
"0.77400","0.06469","0.00316"
"0.78000","0.06523","0.00315"
"0.78600","0.06571","0.00300"
"0.79200","0.06625","0.00292"
"0.79800","0.06673","0.00284"
"0.80400","0.06720","0.00272"
"0.81000","0.06774","0.00264"
"0.81600","0.06822","0.00261"
"0.82200","0.06870","0.00263"
"0.82800","0.06924","0.00272"
"0.83400","0.06971","0.00278"
"0.84000","0.07019","0.00293"
"0.84600","0.07073","0.00315"
"0.85200","0.07121","0.00318"
"0.85800","0.07169","0.00326"
"0.86400","0.07217","0.00326"
"0.87000","0.07270","0.00308"
"0.87600","0.07318","0.00296"
"0.88200","0.07366","0.00287"
"0.88800","0.07420","0.00294"
"0.89400","0.07468","0.00289"
"0.90000","0.07516","0.00277"
"0.90600","0.07569","0.00285"
"0.91200","0.07617","0.00292"
"0.91800","0.07671","0.00283"
"0.92400","0.07725","0.00279"
"0.93000","0.07773","0.00273"
"0.93600","0.07826","0.00261"
"0.94200","0.07874","0.00258"
"0.94800","0.07922","0.00258"
"0.95400","0.07970","0.00252"
"0.96000","0.08024","0.00251"
"0.96600","0.08072","0.00251"
"0.97200","0.08119","0.00259"
"0.97800","0.08173","0.00274"
"0.98400","0.08221","0.00268"
"0.99000","0.08269","0.00261"
"0.99600","0.08323","0.00258"
"1.00200","0.08371","0.00266"
"1.00800","0.08424","0.00280"
"1.01400","0.08472","0.00281"
"1.02000","0.08520","0.00275"
"1.02600","0.08568","0.00260"
"1.03200","0.08622","0.00254"
"1.03800","0.08669","0.00249"
"1.04400","0.08717","0.00241"
"1.05000","0.08771","0.00232"
"1.05600","0.08819","0.00223"
"1.06200","0.08873","0.00221"
"1.06800","0.08921","0.00220"
"1.07400","0.08974","0.00241"
"1.08000","0.09022","0.00281"
"1.08600","0.09070","0.00305"
"1.09200","0.09118","0.00312"
"1.09800","0.09166","0.00320"
"1.10400","0.09220","0.00320"
"1.11000","0.09267","0.00319"
"1.11600","0.09315","0.00315"
"1.12200","0.09363","0.00324"
"1.12800","0.09417","0.00335"
"1.13400","0.09465","0.00344"
"1.14000","0.09518","0.00346"
"1.14600","0.09566","0.00353"
"1.15200","0.09614","0.00354"
"1.15800","0.09668","0.00366"
"1.16400","0.09716","0.00364"
"1.17000","0.09764","0.00342"
"1.17600","0.09811","0.00330"
"1.18200","0.09865","0.00317"
"1.18800","0.09913","0.00302"
"1.19400","0.09967","0.00299"
"1.20000","0.10015","0.00304"
"1.20600","0.10063","0.00318"
"1.21200","0.10116","0.00324"
"1.21800","0.10164","0.00343"
"1.22400","0.10218","0.00377"
"1.23000","0.10266","0.00399"
"1.23600","0.10320","0.00398"
"1.24200","0.10368","0.00404"
"1.24800","0.10415","0.00413"
"1.25400","0.10469","0.00406"
"1.26000","0.10517","0.00393"
"1.26600","0.10571","0.00384"
"1.27200","0.10619","0.00371"
"1.27800","0.10672","0.00377"
"1.28400","0.10720","0.00377"
"1.29000","0.10768","0.00387"
"1.29600","0.10822","0.00386"
"1.30200","0.10870","0.00372"
"1.30800","0.10924","0.00363"
"1.31400","0.10971","0.00360"
"1.32000","0.11019","0.00349"
"1.32600","0.11073","0.00347"
"1.33200","0.11121","0.00346"
"1.33800","0.11175","0.00348"
"1.34400","0.11222","0.00346"
"1.35000","0.11270","0.00339"
"1.35600","0.11324","0.00352"
"1.36200","0.11378","0.00360"
"1.36800","0.11426","0.00349"
"1.37400","0.11474","0.00353"
"1.38000","0.11527","0.00363"
"1.38600","0.11575","0.00351"
"1.39200","0.11623","0.00355"
"1.39800","0.11671","0.00370"
"1.40400","0.11719","0.00376"
"1.41000","0.11773","0.00377"
"1.41600","0.11820","0.00374"
"1.42200","0.11868","0.00372"
"1.42800","0.11916","0.00382"
"1.43400","0.11970","0.00384"
"1.44000","0.12018","0.00381"
"1.44600","0.12066","0.00367"
"1.45200","0.12119","0.00349"
"1.45800","0.12167","0.00343"
"1.46400","0.12215","0.00357"
"1.47000","0.12269","0.00354"
"1.47600","0.12317","0.00363"
"1.48200","0.12370","0.00381"
"1.48800","0.12418","0.00396"
"1.49400","0.12466","0.00400"
"1.50000","0.12520","0.00399"
"1.50600","0.12568","0.00419"
"1.51200","0.12616","0.00447"
"1.51800","0.12669","0.00457"
"1.52400","0.12717","0.00467"
"1.53000","0.12765","0.00481"
"1.53600","0.12813","0.00478"
"1.54200","0.12867","0.00487"
"1.54800","0.12915","0.00492"
"1.55400","0.12962","0.00484"
"1.56000","0.13016","0.00482"
"1.56600","0.13064","0.00487"
"1.57200","0.13118","0.00487"
"1.57800","0.13166","0.00493"
"1.58400","0.13213","0.00493"
"1.59000","0.13267","0.00469"
"1.59600","0.13315","0.00454"
"1.60200","0.13363","0.00440"
"1.60800","0.13417","0.00448"
"1.61400","0.13465","0.00453"
"1.62000","0.13512","0.00445"
"1.62600","0.13566","0.00433"
"1.63200","0.13614","0.00410"
"1.63800","0.13668","0.00402"
"1.64400","0.13716","0.00404"
"1.65000","0.13764","0.00398"
"1.65600","0.13817","0.00396"
"1.66200","0.13865","0.00401"
"1.66800","0.13913","0.00403"
"1.67400","0.13967","0.00402"
"1.68000","0.14015","0.00409"
"1.68600","0.14062","0.00420"
"1.69200","0.14116","0.00436"
"1.69800","0.14164","0.00440"
"1.70400","0.14212","0.00441"
"1.71000","0.14266","0.00452"
"1.71600","0.14314","0.00465"
"1.72200","0.14361","0.00478"
"1.72800","0.14409","0.00494"
"1.73400","0.14463","0.00505"
"1.74000","0.14511","0.00512"
"1.74600","0.14559","0.00514"
"1.75200","0.14613","0.00510"
"1.75800","0.14660","0.00507"
"1.76400","0.14714","0.00508"
"1.77000","0.14762","0.00493"
"1.77600","0.14816","0.00478"
"1.78200","0.14864","0.00475"
"1.78800","0.14917","0.00471"
"1.79400","0.14971","0.00476"
"1.80000","0.15019","0.00489"
"1.80600","0.15067","0.00503"
"1.81200","0.15121","0.00512"
"1.81800","0.15169","0.00508"
"1.82400","0.15222","0.00507"
"1.83000","0.15270","0.00506"
"1.83600","0.15318","0.00503"
"1.84200","0.15366","0.00499"
"1.84800","0.15420","0.00496"
"1.85400","0.15468","0.00479"
"1.86000","0.15521","0.00464"
"1.86600","0.15569","0.00455"
"1.87200","0.15617","0.00456"
"1.87800","0.15671","0.00467"
"1.88400","0.15719","0.00473"
"1.89000","0.15772","0.00479"
"1.89600","0.15820","0.00496"
"1.90200","0.15868","0.00493"
"1.90800","0.15922","0.00487"
"1.91400","0.15970","0.00505"
"1.92000","0.16024","0.00522"
"1.92600","0.16071","0.00539"
"1.93200","0.16125","0.00554"
"1.93800","0.16173","0.00570"
"1.94400","0.16221","0.00573"
"1.95000","0.16275","0.00569"
"1.95600","0.16323","0.00566"
"1.96200","0.16370","0.00565"
"1.96800","0.16418","0.00544"
"1.97400","0.16466","0.00518"
"1.98000","0.16520","0.00504"
"1.98600","0.16568","0.00501"
"1.99200","0.16616","0.00506"
"1.99800","0.16669","0.00506"
"2.00400","0.16717","0.00490"
"2.01000","0.16771","0.00470"
"2.01600","0.16819","0.00451"
"2.02200","0.16867","0.00461"
"2.02800","0.16920","0.00492"
"2.03400","0.16968","0.00498"
"2.04000","0.17022","0.00510"
"2.04600","0.17070","0.00525"
"2.05200","0.17118","0.00543"
"2.05800","0.17172","0.00570"
"2.06400","0.17219","0.00580"
"2.07000","0.17273","0.00583"
"2.07600","0.17321","0.00582"
"2.08200","0.17375","0.00574"
"2.08800","0.17423","0.00580"
"2.09400","0.17476","0.00579"
"2.10000","0.17524","0.00563"
"2.10600","0.17572","0.00547"
"2.11200","0.17620","0.00535"
"2.11800","0.17674","0.00498"
"2.12400","0.17722","0.00470"
"2.13000","0.17769","0.00460"
"2.13600","0.17817","0.00465"
"2.14200","0.17871","0.00475"
"2.14800","0.17919","0.00470"
"2.15400","0.17967","0.00472"
"2.16000","0.18015","0.00487"
"2.16600","0.18068","0.00497"
"2.17200","0.18116","0.00523"
"2.17800","0.18164","0.00541"
"2.18400","0.18212","0.00559"
"2.19000","0.18266","0.00587"
"2.19600","0.18314","0.00612"
"2.20200","0.18367","0.00622"
"2.20800","0.18415","0.00626"
"2.21400","0.18463","0.00626"
"2.22000","0.18517","0.00618"
"2.22600","0.18565","0.00606"
"2.23200","0.18612","0.00587"
"2.23800","0.18660","0.00572"
"2.24400","0.18714","0.00558"
"2.25000","0.18762","0.00553"
"2.25600","0.18810","0.00543"
"2.26200","0.18864","0.00548"
"2.26800","0.18911","0.00563"
"2.27400","0.18959","0.00570"
"2.28000","0.19007","0.00583"
"2.28600","0.19055","0.00594"
"2.29200","0.19109","0.00596"
"2.29800","0.19157","0.00595"
"2.30400","0.19210","0.00595"
"2.31000","0.19258","0.00589"
"2.31600","0.19306","0.00578"
"2.32200","0.19360","0.00564"
"2.32800","0.19408","0.00559"
"2.33400","0.19461","0.00553"
"2.34000","0.19515","0.00560"
"2.34600","0.19563","0.00582"
"2.35200","0.19617","0.00583"
"2.35800","0.19665","0.00586"
"2.36400","0.19719","0.00609"
"2.37000","0.19766","0.00623"
"2.37600","0.19820","0.00625"
"2.38200","0.19868","0.00612"
"2.38800","0.19916","0.00609"
"2.39400","0.19970","0.00622"
"2.40000","0.20018","0.00628"
"2.40600","0.20071","0.00639"
"2.41200","0.20119","0.00647"
"2.41800","0.20173","0.00631"
"2.42400","0.20221","0.00622"
"2.43000","0.20269","0.00617"
"2.43600","0.20322","0.00608"
"2.44200","0.20370","0.00613"
"2.44800","0.20418","0.00623"
"2.45400","0.20472","0.00626"
"2.46000","0.20520","0.00631"
"2.46600","0.20574","0.00636"
"2.47200","0.20621","0.00633"
"2.47800","0.20669","0.00634"
"2.48400","0.20723","0.00621"
"2.49000","0.20771","0.00618"
"2.49600","0.20825","0.00626"
"2.50200","0.20873","0.00624"
"2.50800","0.20920","0.00626"
"2.51400","0.20974","0.00627"
"2.52000","0.21022","0.00620"
"2.52600","0.21070","0.00610"
"2.53200","0.21124","0.00610"
"2.53800","0.21171","0.00624"
"2.54400","0.21219","0.00638"
"2.55000","0.21267","0.00644"
"2.55600","0.21315","0.00640"
"2.56200","0.21369","0.00643"
"2.56800","0.21417","0.00622"
"2.57400","0.21470","0.00602"
"2.58000","0.21518","0.00613"
"2.58600","0.21566","0.00622"
"2.59200","0.21620","0.00619"
"2.59800","0.21668","0.00614"
"2.60400","0.21722","0.00622"
"2.61000","0.21769","0.00641"
"2.61600","0.21817","0.00659"
"2.62200","0.21871","0.00670"
"2.62800","0.21919","0.00674"
"2.63400","0.21973","0.00664"
"2.64000","0.22020","0.00660"
"2.64600","0.22074","0.00660"
"2.65200","0.22122","0.00644"
"2.65800","0.22176","0.00623"
"2.66400","0.22224","0.00594"
"2.67000","0.22272","0.00582"
"2.67600","0.22319","0.00578"
"2.68200","0.22373","0.00579"
"2.68800","0.22421","0.00586"
"2.69400","0.22469","0.00600"
"2.70000","0.22517","0.00613"
"2.70600","0.22571","0.00617"
"2.71200","0.22618","0.00636"
"2.71800","0.22666","0.00650"
"2.72400","0.22714","0.00659"
"2.73000","0.22768","0.00679"
"2.73600","0.22816","0.00686"
"2.74200","0.22864","0.00686"
"2.74800","0.22911","0.00683"
"2.75400","0.22965","0.00674"
"2.76000","0.23013","0.00668"
"2.76600","0.23067","0.00654"
"2.77200","0.23115","0.00647"
"2.77800","0.23162","0.00642"
"2.78400","0.23210","0.00617"
"2.79000","0.23264","0.00607"
"2.79600","0.23312","0.00615"
"2.80200","0.23360","0.00618"
"2.80800","0.23414","0.00616"
"2.81400","0.23461","0.00614"
"2.82000","0.23509","0.00615"
"2.82600","0.23557","0.00634"
"2.83200","0.23611","0.00656"
"2.83800","0.23659","0.00675"
"2.84400","0.23707","0.00680"
"2.85000","0.23760","0.00671"
"2.85600","0.23808","0.00665"
"2.86200","0.23862","0.00669"
"2.86800","0.23910","0.00667"
"2.87400","0.23958","0.00664"
"2.88000","0.24011","0.00662"
"2.88600","0.24059","0.00654"
"2.89200","0.24113","0.00644"
"2.89800","0.24161","0.00646"
"2.90400","0.24215","0.00649"
"2.91000","0.24263","0.00657"
"2.91600","0.24316","0.00663"
"2.92200","0.24370","0.00680"
"2.92800","0.24418","0.00696"
"2.93400","0.24472","0.00706"
"2.94000","0.24520","0.00710"
"2.94600","0.24573","0.00716"
"2.95200","0.24621","0.00707"
"2.95800","0.24675","0.00698"
"2.96400","0.24723","0.00700"
"2.97000","0.24771","0.00709"
"2.97600","0.24825","0.00716"
"2.98200","0.24872","0.00731"
"2.98800","0.24920","0.00740"
"2.99400","0.24974","0.00737"
"3.00000","0.25022","0.00714"
"3.00600","0.25070","0.00696"
"3.01200","0.25124","0.00695"
"3.01800","0.25171","0.00693"
"3.02400","0.25219","0.00695"
"3.03000","0.25267","0.00710"
"3.03600","0.25321","0.00719"
"3.04200","0.25369","0.00719"
"3.04800","0.25417","0.00722"
"3.05400","0.25470","0.00706"
"3.06000","0.25518","0.00697"
"3.06600","0.25566","0.00692"
"3.07200","0.25620","0.00691"
"3.07800","0.25668","0.00706"
"3.08400","0.25721","0.00710"
"3.09000","0.25769","0.00711"
"3.09600","0.25817","0.00721"
"3.10200","0.25865","0.00726"
"3.10800","0.25919","0.00741"
"3.11400","0.25967","0.00758"
"3.12000","0.26014","0.00771"
"3.12600","0.26062","0.00773"
"3.13200","0.26116","0.00764"
"3.13800","0.26164","0.00757"
"3.14400","0.26218","0.00751"
"3.15000","0.26266","0.00740"
"3.15600","0.26319","0.00733"
"3.16200","0.26367","0.00735"
"3.16800","0.26415","0.00727"
"3.17400","0.26463","0.00712"
"3.18000","0.26517","0.00706"
"3.18600","0.26564","0.00706"
"3.19200","0.26612","0.00701"
"3.19800","0.26666","0.00698"
"3.20400","0.26714","0.00689"
"3.21000","0.26762","0.00679"
"3.21600","0.26816","0.00685"
"3.22200","0.26863","0.00700"
"3.22800","0.26911","0.00719"
"3.23400","0.26965","0.00733"
"3.24000","0.27013","0.00743"
"3.24600","0.27067","0.00757"
"3.25200","0.27115","0.00756"
"3.25800","0.27162","0.00755"
"3.26400","0.27216","0.00752"
"3.27000","0.27264","0.00742"
"3.27600","0.27312","0.00733"
"3.28200","0.27366","0.00721"
"3.28800","0.27413","0.00723"
"3.29400","0.27467","0.00743"
"3.30000","0.27515","0.00759"
"3.30600","0.27563","0.00763"
"3.31200","0.27611","0.00764"
"3.31800","0.27665","0.00759"
"3.32400","0.27712","0.00757"
"3.33000","0.27760","0.00757"
"3.33600","0.27814","0.00755"
"3.34200","0.27862","0.00761"
"3.34800","0.27910","0.00777"
"3.35400","0.27958","0.00779"
"3.36000","0.28011","0.00772"
"3.36600","0.28059","0.00766"
"3.37200","0.28113","0.00762"
"3.37800","0.28161","0.00764"
"3.38400","0.28209","0.00769"
"3.39000","0.28263","0.00775"
"3.39600","0.28310","0.00786"
"3.40200","0.28358","0.00786"
"3.40800","0.28412","0.00789"
"3.41400","0.28460","0.00788"
"3.42000","0.28514","0.00778"
"3.42600","0.28561","0.00788"
"3.43200","0.28615","0.00801"
"3.43800","0.28663","0.00797"
"3.44400","0.28711","0.00793"
"3.45000","0.28765","0.00794"
"3.45600","0.28813","0.00788"
"3.46200","0.28866","0.00780"
"3.46800","0.28914","0.00782"
"3.47400","0.28962","0.00787"
"3.48000","0.29016","0.00797"
"3.48600","0.29064","0.00800"
"3.49200","0.29112","0.00786"
"3.49800","0.29165","0.00769"
"3.50400","0.29213","0.00763"
"3.51000","0.29267","0.00768"
"3.51600","0.29315","0.00780"
"3.52200","0.29369","0.00799"
"3.52800","0.29416","0.00818"
"3.53400","0.29470","0.00830"
"3.54000","0.29518","0.00833"
"3.54600","0.29572","0.00832"
"3.55200","0.29620","0.00812"
"3.55800","0.29668","0.00783"
"3.56400","0.29721","0.00770"
"3.57000","0.29769","0.00772"
"3.57600","0.29817","0.00780"
"3.58200","0.29871","0.00789"
"3.58800","0.29919","0.00806"
"3.59400","0.29972","0.00828"
"3.60000","0.30020","0.00832"
"3.60600","0.30068","0.00832"
"3.61200","0.30122","0.00830"
"3.61800","0.30170","0.00834"
"3.62400","0.30218","0.00833"
"3.63000","0.30271","0.00828"
"3.63600","0.30319","0.00815"
"3.64200","0.30367","0.00793"
"3.64800","0.30421","0.00777"
"3.65400","0.30469","0.00766"
"3.66000","0.30517","0.00780"
"3.66600","0.30570","0.00791"
"3.67200","0.30618","0.00799"
"3.67800","0.30666","0.00814"
"3.68400","0.30720","0.00825"
"3.69000","0.30768","0.00810"
"3.69600","0.30816","0.00796"
"3.70200","0.30869","0.00783"
"3.70800","0.30917","0.00780"
"3.71400","0.30965","0.00776"
"3.72000","0.31019","0.00777"
"3.72600","0.31067","0.00785"
"3.73200","0.31114","0.00795"
"3.73800","0.31168","0.00802"
"3.74400","0.31216","0.00815"
"3.75000","0.31264","0.00831"
"3.75600","0.31318","0.00843"
"3.76200","0.31366","0.00846"
"3.76800","0.31413","0.00841"
"3.77400","0.31467","0.00847"
"3.78000","0.31515","0.00852"
"3.78600","0.31563","0.00857"
"3.79200","0.31617","0.00841"
"3.79800","0.31665","0.00821"
"3.80400","0.31712","0.00810"
"3.81000","0.31766","0.00806"
"3.81600","0.31814","0.00802"
"3.82200","0.31862","0.00809"
"3.82800","0.31916","0.00831"
"3.83400","0.31963","0.00843"
"3.84000","0.32017","0.00840"
"3.84600","0.32065","0.00841"
"3.85200","0.32113","0.00836"
"3.85800","0.32167","0.00830"
"3.86400","0.32215","0.00825"
"3.87000","0.32262","0.00815"
"3.87600","0.32316","0.00822"
"3.88200","0.32364","0.00830"
"3.88800","0.32412","0.00850"
"3.89400","0.32466","0.00867"
"3.90000","0.32514","0.00880"
"3.90600","0.32561","0.00877"
"3.91200","0.32615","0.00873"
"3.91800","0.32663","0.00861"
"3.92400","0.32711","0.00857"
"3.93000","0.32765","0.00859"
"3.93600","0.32812","0.00863"
"3.94200","0.32866","0.00871"
"3.94800","0.32914","0.00871"
"3.95400","0.32968","0.00868"
"3.96000","0.33016","0.00860"
"3.96600","0.33064","0.00849"
"3.97200","0.33117","0.00841"
"3.97800","0.33165","0.00857"
"3.98400","0.33213","0.00871"
"3.99000","0.33267","0.00887"
"3.99600","0.33315","0.00905"
"4.00200","0.33363","0.00912"
"4.00800","0.33416","0.00904"
"4.01400","0.33464","0.00896"
"4.02000","0.33518","0.00891"
"4.02600","0.33566","0.00889"
"4.03200","0.33620","0.00887"
"4.03800","0.33667","0.00893"
"4.04400","0.33715","0.00906"
"4.05000","0.33769","0.00913"
"4.05600","0.33817","0.00919"
"4.06200","0.33865","0.00925"
"4.06800","0.33919","0.00922"
"4.07400","0.33966","0.00919"
"4.08000","0.34020","0.00920"
"4.08600","0.34074","0.00916"
"4.09200","0.34122","0.00914"
"4.09800","0.34170","0.00910"
"4.10400","0.34224","0.00900"
"4.11000","0.34271","0.00892"
"4.11600","0.34319","0.00893"
"4.12200","0.34367","0.00886"
"4.12800","0.34421","0.00888"
"4.13400","0.34469","0.00889"
"4.14000","0.34516","0.00887"
"4.14600","0.34564","0.00889"
"4.15200","0.34618","0.00892"
"4.15800","0.34666","0.00882"
"4.16400","0.34720","0.00881"
"4.17000","0.34768","0.00882"
"4.17600","0.34821","0.00884"
"4.18200","0.34869","0.00896"
"4.18800","0.34917","0.00914"
"4.19400","0.34971","0.00936"
"4.20000","0.35019","0.00930"
"4.20600","0.35067","0.00925"
"4.21200","0.35120","0.00923"
"4.21800","0.35168","0.00907"
"4.22400","0.35222","0.00875"
"4.23000","0.35270","0.00853"
"4.23600","0.35324","0.00841"
"4.24200","0.35371","0.00840"
"4.24800","0.35425","0.00841"
"4.25400","0.35473","0.00867"
"4.26000","0.35521","0.00888"
"4.26600","0.35569","0.00896"
"4.27200","0.35617","0.00892"
"4.27800","0.35670","0.00901"
"4.28400","0.35718","0.00910"
"4.29000","0.35766","0.00909"
"4.29600","0.35814","0.00898"
"4.30200","0.35862","0.00879"
"4.30800","0.35916","0.00878"
"4.31400","0.35963","0.00884"
"4.32000","0.36011","0.00881"
"4.32600","0.36065","0.00883"
"4.33200","0.36113","0.00885"
"4.33800","0.36161","0.00896"
"4.34400","0.36215","0.00914"
"4.35000","0.36262","0.00930"
"4.35600","0.36310","0.00931"
"4.36200","0.36364","0.00929"
"4.36800","0.36412","0.00927"
"4.37400","0.36466","0.00918"
"4.38000","0.36513","0.00902"
"4.38600","0.36561","0.00888"
"4.39200","0.36609","0.00875"
"4.39800","0.36663","0.00878"
"4.40400","0.36711","0.00897"
"4.41000","0.36759","0.00906"
"4.41600","0.36806","0.00904"
"4.42200","0.36860","0.00910"
"4.42800","0.36908","0.00933"
"4.43400","0.36956","0.00942"
"4.44000","0.37010","0.00953"
"4.44600","0.37058","0.00975"
"4.45200","0.37111","0.01006"
"4.45800","0.37159","0.01027"
"4.46400","0.37207","0.01026"
"4.47000","0.37261","0.01020"
"4.47600","0.37309","0.01022"
"4.48200","0.37362","0.01019"
"4.48800","0.37410","0.01014"
"4.49400","0.37464","0.01017"
"4.50000","0.37512","0.01022"
"4.50600","0.37566","0.01002"
"4.51200","0.37620","0.00984"
"4.51800","0.37667","0.00979"
"4.52400","0.37721","0.00970"
"4.53000","0.37769","0.00972"
"4.53600","0.37817","0.00969"
"4.54200","0.37871","0.00974"
"4.54800","0.37919","0.00975"
"4.55400","0.37966","0.00972"
"4.56000","0.38020","0.00976"
"4.56600","0.38068","0.00982"
"4.57200","0.38116","0.00981"
"4.57800","0.38170","0.00979"
"4.58400","0.38217","0.00982"
"4.59000","0.38271","0.00984"
"4.59600","0.38319","0.00984"
"4.60200","0.38367","0.00986"
"4.60800","0.38421","0.00990"
"4.61400","0.38469","0.00993"
"4.62000","0.38516","0.00993"
"4.62600","0.38570","0.00983"
"4.63200","0.38618","0.00973"
"4.63800","0.38672","0.00973"
"4.64400","0.38720","0.00982"
"4.65000","0.38768","0.00988"
"4.65600","0.38821","0.00988"
"4.66200","0.38869","0.00984"
"4.66800","0.38917","0.00973"
"4.67400","0.38971","0.00961"
"4.68000","0.39019","0.00954"
"4.68600","0.39066","0.00977"
"4.69200","0.39120","0.00992"
"4.69800","0.39168","0.00997"
"4.70400","0.39222","0.01007"
"4.71000","0.39270","0.01016"
"4.71600","0.39318","0.01014"
"4.72200","0.39371","0.01011"
"4.72800","0.39419","0.01015"
"4.73400","0.39467","0.01022"
"4.74000","0.39521","0.01019"
"4.74600","0.39569","0.01014"
"4.75200","0.39617","0.01013"
"4.75800","0.39670","0.01000"
"4.76400","0.39718","0.00986"
"4.77000","0.39766","0.00991"
"4.77600","0.39820","0.01010"
"4.78200","0.39868","0.01028"
"4.78800","0.39921","0.01039"
"4.79400","0.39969","0.01039"
"4.80000","0.40017","0.01046"
"4.80600","0.40071","0.01047"
"4.81200","0.40119","0.01036"
"4.81800","0.40167","0.01018"
"4.82400","0.40220","0.01002"
"4.83000","0.40268","0.01001"
"4.83600","0.40316","0.00996"
"4.84200","0.40364","0.00987"
"4.84800","0.40418","0.00986"
"4.85400","0.40466","0.00993"
"4.86000","0.40513","0.01005"
"4.86600","0.40561","0.01016"
"4.87200","0.40615","0.01030"
"4.87800","0.40663","0.01048"
"4.88400","0.40711","0.01061"
"4.89000","0.40765","0.01048"
"4.89600","0.40812","0.01036"
"4.90200","0.40866","0.01023"
