End date,"12/23/2016"
Specimen label,"17BC_40"
"323.94000","26.99521","0.51609"
"323.94600","26.99569","0.51568"
"323.95200","26.99617","0.51552"
"323.95800","26.99665","0.51554"
"323.96400","26.99719","0.51571"
"323.97000","26.99767","0.51611"
"323.97600","26.99820","0.51655"
"323.98200","26.99868","0.51696"
"323.98800","26.99916","0.51734"
"323.99400","26.99970","0.51787"
"324.00000","27.00018","0.51821"
"324.00600","27.00065","0.51837"
"324.01200","27.00119","0.51843"
"324.01800","27.00167","0.51836"
"324.02400","27.00215","0.51806"
"324.03000","27.00269","0.51766"
"324.03600","27.00317","0.51752"
"324.04200","27.00364","0.51740"
"324.04800","27.00418","0.51736"
"324.05400","27.00466","0.51753"
"324.06000","27.00520","0.51791"
"324.06600","27.00574","0.51854"
"324.07200","27.00621","0.51953"
"324.07800","27.00669","0.52094"
"324.08400","27.00723","0.52258"
"324.09000","27.00771","0.52416"
"324.09600","27.00819","0.52590"
"324.10200","27.00867","0.52776"
"324.10800","27.00920","0.52936"
"324.11400","27.00969","0.53081"
"324.12000","27.01016","0.53222"
"324.12600","27.01070","0.53347"
"324.13200","27.01118","0.53435"
"324.13800","27.01166","0.53471"
"324.14400","27.01219","0.53470"
"324.15000","27.01267","0.53426"
"324.15600","27.01321","0.53336"
"324.16200","27.01369","0.53233"
"324.16800","27.01417","0.53117"
"324.17400","27.01471","0.52985"
"324.18000","27.01518","0.52840"
"324.18600","27.01572","0.52696"
"324.19200","27.01620","0.52563"
"324.19800","27.01674","0.52436"
"324.20400","27.01722","0.52325"
"324.21000","27.01775","0.52238"
"324.21600","27.01823","0.52186"
"324.22200","27.01877","0.52168"
"324.22800","27.01925","0.52193"
"324.23400","27.01973","0.52244"
"324.24000","27.02027","0.52300"
"324.24600","27.02074","0.52360"
"324.25200","27.02122","0.52420"
"324.25800","27.02170","0.52463"
"324.26400","27.02218","0.52504"
"324.27000","27.02272","0.52533"
"324.27600","27.02320","0.52552"
"324.28200","27.02367","0.52570"
"324.28800","27.02421","0.52564"
"324.29400","27.02469","0.52546"
"324.30000","27.02523","0.52531"
"324.30600","27.02571","0.52510"
"324.31200","27.02618","0.52498"
"324.31800","27.02672","0.52496"
"324.32400","27.02720","0.52512"
"324.33000","27.02774","0.52546"
"324.33600","27.02822","0.52599"
"324.34200","27.02876","0.52677"
"324.34800","27.02924","0.52781"
"324.35400","27.02977","0.52915"
"324.36000","27.03025","0.53080"
"324.36600","27.03073","0.53260"
"324.37200","27.03127","0.53449"
"324.37800","27.03175","0.53635"
"324.38400","27.03222","0.53808"
"324.39000","27.03276","0.53971"
"324.39600","27.03324","0.54105"
"324.40200","27.03372","0.54187"
"324.40800","27.03420","0.54231"
"324.41400","27.03473","0.54223"
"324.42000","27.03521","0.54168"
"324.42600","27.03569","0.54077"
"324.43200","27.03617","0.53962"
"324.43800","27.03671","0.53810"
"324.44400","27.03719","0.53645"
"324.45000","27.03766","0.53482"
"324.45600","27.03820","0.53314"
"324.46200","27.03868","0.53180"
"324.46800","27.03916","0.53076"
"324.47400","27.03970","0.52987"
"324.48000","27.04018","0.52932"
"324.48600","27.04071","0.52894"
"324.49200","27.04119","0.52874"
"324.49800","27.04173","0.52877"
"324.50400","27.04221","0.52901"
"324.51000","27.04268","0.52941"
"324.51600","27.04322","0.52988"
"324.52200","27.04370","0.53024"
"324.52800","27.04418","0.53058"
"324.53400","27.04472","0.53100"
"324.54000","27.04520","0.53122"
"324.54600","27.04568","0.53138"
"324.55200","27.04616","0.53146"
"324.55800","27.04663","0.53136"
"324.56400","27.04717","0.53110"
"324.57000","27.04765","0.53085"
"324.57600","27.04813","0.53067"
"324.58200","27.04866","0.53056"
"324.58800","27.04914","0.53052"
"324.59400","27.04962","0.53070"
"324.60000","27.05016","0.53123"
"324.60600","27.05064","0.53204"
"324.61200","27.05118","0.53330"
"324.61800","27.05165","0.53495"
"324.62400","27.05219","0.53670"
"324.63000","27.05267","0.53853"
"324.63600","27.05321","0.54049"
"324.64200","27.05369","0.54244"
"324.64800","27.05422","0.54430"
"324.65400","27.05470","0.54608"
"324.66000","27.05524","0.54769"
"324.66600","27.05572","0.54891"
"324.67200","27.05620","0.54952"
"324.67800","27.05674","0.54975"
"324.68400","27.05721","0.54958"
"324.69000","27.05775","0.54896"
"324.69600","27.05823","0.54796"
"324.70200","27.05877","0.54672"
"324.70800","27.05925","0.54517"
"324.71400","27.05973","0.54343"
"324.72000","27.06027","0.54159"
"324.72600","27.06074","0.53985"
"324.73200","27.06122","0.53838"
"324.73800","27.06170","0.53696"
"324.74400","27.06224","0.53594"
"324.75000","27.06272","0.53543"
"324.75600","27.06319","0.53503"
"324.76200","27.06373","0.53488"
"324.76800","27.06421","0.53498"
"324.77400","27.06475","0.53515"
"324.78000","27.06523","0.53551"
"324.78600","27.06571","0.53611"
"324.79200","27.06624","0.53685"
"324.79800","27.06672","0.53760"
"324.80400","27.06720","0.53809"
"324.81000","27.06774","0.53844"
"324.81600","27.06822","0.53870"
"324.82200","27.06870","0.53866"
"324.82800","27.06923","0.53841"
"324.83400","27.06971","0.53812"
"324.84000","27.07025","0.53776"
"324.84600","27.07073","0.53743"
"324.85200","27.07127","0.53743"
"324.85800","27.07174","0.53762"
"324.86400","27.07222","0.53806"
"324.87000","27.07276","0.53890"
"324.87600","27.07324","0.54003"
"324.88200","27.07372","0.54141"
"324.88800","27.07425","0.54297"
"324.89400","27.07474","0.54465"
"324.90000","27.07521","0.54632"
"324.90600","27.07569","0.54812"
"324.91200","27.07623","0.54995"
"324.91800","27.07671","0.55158"
"324.92400","27.07719","0.55307"
"324.93000","27.07772","0.55432"
"324.93600","27.07820","0.55518"
"324.94200","27.07874","0.55565"
"324.94800","27.07922","0.55561"
"324.95400","27.07970","0.55515"
"324.96000","27.08018","0.55447"
"324.96600","27.08071","0.55346"
"324.97200","27.08119","0.55231"
"324.97800","27.08173","0.55106"
"324.98400","27.08221","0.54960"
"324.99000","27.08269","0.54808"
"324.99600","27.08322","0.54679"
"325.00200","27.08370","0.54563"
"325.00800","27.08424","0.54445"
"325.01400","27.08472","0.54362"
"325.02000","27.08520","0.54323"
"325.02600","27.08567","0.54293"
"325.03200","27.08621","0.54290"
"325.03800","27.08669","0.54316"
"325.04400","27.08717","0.54368"
"325.05000","27.08771","0.54431"
"325.05600","27.08819","0.54485"
"325.06200","27.08867","0.54528"
"325.06800","27.08914","0.54567"
"325.07400","27.08968","0.54590"
"325.08000","27.09016","0.54597"
"325.08600","27.09064","0.54600"
"325.09200","27.09118","0.54587"
"325.09800","27.09165","0.54556"
"325.10400","27.09213","0.54520"
"325.11000","27.09267","0.54508"
"325.11600","27.09315","0.54515"
"325.12200","27.09369","0.54534"
"325.12800","27.09417","0.54572"
"325.13400","27.09471","0.54633"
"325.14000","27.09518","0.54714"
"325.14600","27.09566","0.54811"
"325.15200","27.09620","0.54939"
"325.15800","27.09668","0.55097"
"325.16400","27.09716","0.55259"
"325.17000","27.09769","0.55447"
"325.17600","27.09817","0.55660"
"325.18200","27.09865","0.55860"
"325.18800","27.09919","0.56039"
"325.19400","27.09966","0.56206"
"325.20000","27.10020","0.56341"
"325.20600","27.10068","0.56419"
"325.21200","27.10116","0.56434"
"325.21800","27.10170","0.56406"
"325.22400","27.10218","0.56339"
"325.23000","27.10272","0.56229"
"325.23600","27.10319","0.56085"
"325.24200","27.10367","0.55913"
"325.24800","27.10421","0.55728"
"325.25400","27.10469","0.55538"
"325.26000","27.10523","0.55371"
"325.26600","27.10571","0.55231"
"325.27200","27.10625","0.55113"
"325.27800","27.10672","0.55025"
"325.28400","27.10726","0.54973"
"325.29000","27.10774","0.54940"
"325.29600","27.10822","0.54923"
"325.30200","27.10870","0.54940"
"325.30800","27.10917","0.54976"
"325.31400","27.10965","0.55019"
"325.32000","27.11019","0.55072"
"325.32600","27.11067","0.55121"
"325.33200","27.11121","0.55166"
"325.33800","27.11168","0.55202"
"325.34400","27.11222","0.55223"
"325.35000","27.11270","0.55231"
"325.35600","27.11324","0.55224"
"325.36200","27.11372","0.55205"
"325.36800","27.11426","0.55185"
"325.37400","27.11473","0.55184"
"325.38000","27.11521","0.55187"
"325.38600","27.11575","0.55192"
"325.39200","27.11623","0.55226"
"325.39800","27.11676","0.55275"
"325.40400","27.11724","0.55341"
"325.41000","27.11772","0.55460"
"325.41600","27.11826","0.55620"
"325.42200","27.11874","0.55814"
"325.42800","27.11928","0.56026"
"325.43400","27.11975","0.56254"
"325.44000","27.12023","0.56484"
"325.44600","27.12071","0.56705"
"325.45200","27.12119","0.56907"
"325.45800","27.12173","0.57069"
"325.46400","27.12221","0.57191"
"325.47000","27.12268","0.57248"
"325.47600","27.12322","0.57249"
"325.48200","27.12370","0.57213"
"325.48800","27.12424","0.57135"
"325.49400","27.12472","0.57019"
"325.50000","27.12525","0.56869"
"325.50600","27.12573","0.56707"
"325.51200","27.12621","0.56528"
"325.51800","27.12675","0.56335"
"325.52400","27.12723","0.56151"
"325.53000","27.12770","0.55985"
"325.53600","27.12824","0.55854"
"325.54200","27.12872","0.55749"
"325.54800","27.12920","0.55661"
"325.55400","27.12968","0.55621"
"325.56000","27.13022","0.55617"
"325.56600","27.13070","0.55625"
"325.57200","27.13118","0.55664"
"325.57800","27.13171","0.55718"
"325.58400","27.13219","0.55778"
"325.59000","27.13267","0.55845"
"325.59600","27.13315","0.55898"
"325.60200","27.13368","0.55947"
"325.60800","27.13416","0.55980"
"325.61400","27.13464","0.55987"
"325.62000","27.13518","0.56002"
"325.62600","27.13566","0.56015"
"325.63200","27.13620","0.55980"
"325.63800","27.13667","0.55955"
"325.64400","27.13716","0.55951"
"325.65000","27.13769","0.55968"
"325.65600","27.13817","0.56019"
"325.66200","27.13871","0.56100"
"325.66800","27.13919","0.56204"
"325.67400","27.13966","0.56346"
"325.68000","27.14020","0.56524"
"325.68600","27.14068","0.56705"
"325.69200","27.14116","0.56898"
"325.69800","27.14170","0.57101"
"325.70400","27.14218","0.57289"
"325.71000","27.14265","0.57462"
"325.71600","27.14313","0.57611"
"325.72200","27.14367","0.57719"
"325.72800","27.14415","0.57798"
"325.73400","27.14463","0.57845"
"325.74000","27.14517","0.57855"
"325.74600","27.14564","0.57825"
"325.75200","27.14618","0.57770"
"325.75800","27.14666","0.57683"
"325.76400","27.14720","0.57570"
"325.77000","27.14768","0.57429"
"325.77600","27.14822","0.57266"
"325.78200","27.14869","0.57100"
"325.78800","27.14923","0.56929"
"325.79400","27.14971","0.56782"
"325.80000","27.15025","0.56676"
"325.80600","27.15073","0.56595"
"325.81200","27.15121","0.56547"
"325.81800","27.15174","0.56553"
"325.82400","27.15222","0.56579"
"325.83000","27.15270","0.56615"
"325.83600","27.15318","0.56657"
"325.84200","27.15366","0.56713"
"325.84800","27.15419","0.56781"
"325.85400","27.15467","0.56837"
"325.86000","27.15521","0.56880"
"325.86600","27.15569","0.56906"
"325.87200","27.15617","0.56905"
"325.87800","27.15671","0.56898"
"325.88400","27.15718","0.56894"
"325.89000","27.15766","0.56885"
"325.89600","27.15820","0.56869"
"325.90200","27.15874","0.56856"
"325.90800","27.15922","0.56870"
"325.91400","27.15975","0.56905"
"325.92000","27.16023","0.56938"
"325.92600","27.16077","0.56998"
"325.93200","27.16125","0.57095"
"325.93800","27.16179","0.57210"
"325.94400","27.16227","0.57346"
"325.95000","27.16275","0.57509"
"325.95600","27.16328","0.57683"
"325.96200","27.16376","0.57866"
"325.96800","27.16424","0.58041"
"325.97400","27.16472","0.58212"
"325.98000","27.16525","0.58365"
"325.98600","27.16573","0.58477"
"325.99200","27.16621","0.58544"
"325.99800","27.16675","0.58578"
"326.00400","27.16723","0.58571"
"326.01000","27.16771","0.58525"
"326.01600","27.16819","0.58451"
"326.02200","27.16872","0.58339"
"326.02800","27.16920","0.58213"
"326.03400","27.16968","0.58094"
"326.04000","27.17016","0.57971"
"326.04600","27.17070","0.57844"
"326.05200","27.17118","0.57729"
"326.05800","27.17171","0.57627"
"326.06400","27.17219","0.57551"
"326.07000","27.17273","0.57487"
"326.07600","27.17321","0.57439"
"326.08200","27.17375","0.57414"
"326.08800","27.17422","0.57408"
"326.09400","27.17470","0.57424"
"326.10000","27.17518","0.57470"
"326.10600","27.17566","0.57510"
"326.11200","27.17620","0.57543"
"326.11800","27.17667","0.57571"
"326.12400","27.17715","0.57597"
"326.13000","27.17763","0.57617"
"326.13600","27.17817","0.57620"
"326.14200","27.17865","0.57619"
"326.14800","27.17912","0.57614"
"326.15400","27.17966","0.57596"
"326.16000","27.18015","0.57578"
"326.16600","27.18062","0.57575"
"326.17200","27.18116","0.57587"
"326.17800","27.18164","0.57626"
"326.18400","27.18212","0.57689"
"326.19000","27.18260","0.57770"
"326.19600","27.18313","0.57880"
"326.20200","27.18367","0.58007"
"326.20800","27.18415","0.58153"
"326.21400","27.18469","0.58312"
"326.22000","27.18522","0.58492"
"326.22600","27.18571","0.58687"
"326.23200","27.18618","0.58867"
"326.23800","27.18672","0.59038"
"326.24400","27.18720","0.59187"
"326.25000","27.18768","0.59284"
"326.25600","27.18816","0.59342"
"326.26200","27.18863","0.59353"
"326.26800","27.18917","0.59327"
"326.27400","27.18965","0.59275"
"326.28000","27.19019","0.59179"
"326.28600","27.19067","0.59049"
"326.29200","27.19114","0.58895"
"326.29800","27.19168","0.58729"
"326.30400","27.19216","0.58560"
"326.31000","27.19270","0.58410"
"326.31600","27.19318","0.58286"
"326.32200","27.19372","0.58186"
"326.32800","27.19419","0.58117"
"326.33400","27.19467","0.58088"
"326.34000","27.19521","0.58077"
"326.34600","27.19569","0.58069"
"326.35200","27.19622","0.58085"
"326.35800","27.19670","0.58122"
"326.36400","27.19724","0.58148"
"326.37000","27.19772","0.58180"
"326.37600","27.19826","0.58216"
"326.38200","27.19874","0.58251"
"326.38800","27.19922","0.58267"
"326.39400","27.19970","0.58271"
"326.40000","27.20023","0.58275"
"326.40600","27.20071","0.58264"
"326.41200","27.20119","0.58249"
"326.41800","27.20167","0.58240"
"326.42400","27.20220","0.58243"
"326.43000","27.20268","0.58247"
"326.43600","27.20322","0.58268"
"326.44200","27.20370","0.58338"
"326.44800","27.20418","0.58434"
"326.45400","27.20471","0.58544"
"326.46000","27.20519","0.58681"
"326.46600","27.20573","0.58844"
"326.47200","27.20621","0.59026"
"326.47800","27.20675","0.59203"
"326.48400","27.20723","0.59372"
"326.49000","27.20770","0.59531"
"326.49600","27.20824","0.59658"
"326.50200","27.20872","0.59754"
"326.50800","27.20926","0.59827"
"326.51400","27.20974","0.59864"
"326.52000","27.21022","0.59868"
"326.52600","27.21075","0.59838"
"326.53200","27.21123","0.59796"
"326.53800","27.21171","0.59748"
"326.54400","27.21219","0.59667"
"326.55000","27.21273","0.59558"
"326.55600","27.21321","0.59439"
"326.56200","27.21368","0.59294"
"326.56800","27.21422","0.59150"
"326.57400","27.21470","0.59037"
"326.58000","27.21518","0.58936"
"326.58600","27.21572","0.58860"
"326.59200","27.21620","0.58827"
"326.59800","27.21667","0.58808"
"326.60400","27.21721","0.58803"
"326.61000","27.21769","0.58814"
"326.61600","27.21823","0.58834"
"326.62200","27.21871","0.58879"
"326.62800","27.21918","0.58920"
"326.63400","27.21972","0.58953"
"326.64000","27.22020","0.58992"
"326.64600","27.22074","0.59016"
"326.65200","27.22122","0.59017"
"326.65800","27.22170","0.59016"
"326.66400","27.22223","0.59009"
"326.67000","27.22271","0.59000"
"326.67600","27.22319","0.58984"
"326.68200","27.22367","0.58971"
"326.68800","27.22415","0.58970"
"326.69400","27.22469","0.58994"
"326.70000","27.22516","0.59040"
"326.70600","27.22564","0.59115"
"326.71200","27.22618","0.59215"
"326.71800","27.22666","0.59329"
"326.72400","27.22714","0.59456"
"326.73000","27.22762","0.59585"
"326.73600","27.22816","0.59711"
"326.74200","27.22863","0.59835"
"326.74800","27.22911","0.59944"
"326.75400","27.22965","0.60044"
"326.76000","27.23013","0.60129"
"326.76600","27.23066","0.60188"
"326.77200","27.23114","0.60236"
"326.77800","27.23168","0.60258"
"326.78400","27.23216","0.60244"
"326.79000","27.23270","0.60220"
"326.79600","27.23324","0.60167"
"326.80200","27.23372","0.60099"
"326.80800","27.23425","0.60022"
"326.81400","27.23473","0.59922"
"326.82000","27.23521","0.59825"
"326.82600","27.23575","0.59744"
"326.83200","27.23623","0.59662"
"326.83800","27.23670","0.59593"
"326.84400","27.23718","0.59546"
"326.85000","27.23772","0.59509"
"326.85600","27.23820","0.59494"
"326.86200","27.23874","0.59490"
"326.86800","27.23921","0.59503"
"326.87400","27.23969","0.59525"
"326.88000","27.24023","0.59550"
"326.88600","27.24071","0.59571"
"326.89200","27.24119","0.59610"
"326.89800","27.24173","0.59643"
"326.90400","27.24221","0.59662"
"326.91000","27.24274","0.59678"
"326.91600","27.24322","0.59673"
"326.92200","27.24376","0.59663"
"326.92800","27.24424","0.59654"
"326.93400","27.24478","0.59651"
"326.94000","27.24525","0.59658"
"326.94600","27.24573","0.59665"
"326.95200","27.24627","0.59677"
"326.95800","27.24675","0.59714"
"326.96400","27.24723","0.59757"
"326.97000","27.24771","0.59813"
"326.97600","27.24818","0.59885"
"326.98200","27.24866","0.59977"
"326.98800","27.24920","0.60083"
"326.99400","27.24968","0.60186"
"327.00000","27.25022","0.60307"
"327.00600","27.25069","0.60438"
"327.01200","27.25117","0.60542"
"327.01800","27.25171","0.60631"
"327.02400","27.25219","0.60708"
"327.03000","27.25267","0.60753"
"327.03600","27.25321","0.60771"
"327.04200","27.25368","0.60771"
"327.04800","27.25416","0.60738"
"327.05400","27.25470","0.60675"
"327.06000","27.25518","0.60593"
"327.06600","27.25572","0.60500"
"327.07200","27.25620","0.60410"
"327.07800","27.25673","0.60316"
"327.08400","27.25721","0.60214"
"327.09000","27.25775","0.60131"
"327.09600","27.25823","0.60054"
"327.10200","27.25877","0.59993"
"327.10800","27.25924","0.59960"
"327.11400","27.25972","0.59942"
"327.12000","27.26026","0.59935"
"327.12600","27.26074","0.59951"
"327.13200","27.26122","0.59976"
"327.13800","27.26169","0.60007"
"327.14400","27.26223","0.60038"
"327.15000","27.26271","0.60057"
"327.15600","27.26319","0.60079"
"327.16200","27.26367","0.60092"
"327.16800","27.26421","0.60091"
"327.17400","27.26468","0.60091"
"327.18000","27.26522","0.60089"
"327.18600","27.26570","0.60084"
"327.19200","27.26618","0.60083"
"327.19800","27.26672","0.60081"
"327.20400","27.26720","0.60083"
"327.21000","27.26773","0.60106"
"327.21600","27.26821","0.60147"
"327.22200","27.26869","0.60208"
"327.22800","27.26923","0.60292"
"327.23400","27.26971","0.60399"
"327.24000","27.27024","0.60522"
"327.24600","27.27073","0.60655"
"327.25200","27.27120","0.60796"
"327.25800","27.27174","0.60928"
"327.26400","27.27222","0.61058"
"327.27000","27.27270","0.61180"
"327.27600","27.27323","0.61268"
"327.28200","27.27371","0.61334"
"327.28800","27.27419","0.61382"
"327.29400","27.27467","0.61397"
"327.30000","27.27521","0.61367"
"327.30600","27.27568","0.61307"
"327.31200","27.27617","0.61236"
"327.31800","27.27664","0.61143"
"327.32400","27.27718","0.61042"
"327.33000","27.27766","0.60928"
"327.33600","27.27820","0.60821"
"327.34200","27.27868","0.60735"
"327.34800","27.27921","0.60650"
"327.35400","27.27969","0.60571"
"327.36000","27.28023","0.60512"
"327.36600","27.28071","0.60471"
"327.37200","27.28125","0.60459"
"327.37800","27.28172","0.60470"
"327.38400","27.28220","0.60479"
"327.39000","27.28274","0.60498"
"327.39600","27.28322","0.60510"
"327.40200","27.28370","0.60523"
"327.40800","27.28424","0.60552"
"327.41400","27.28472","0.60583"
"327.42000","27.28519","0.60608"
"327.42600","27.28573","0.60631"
"327.43200","27.28621","0.60642"
"327.43800","27.28669","0.60648"
"327.44400","27.28723","0.60648"
"327.45000","27.28770","0.60643"
"327.45600","27.28818","0.60649"
"327.46200","27.28872","0.60663"
"327.46800","27.28920","0.60704"
"327.47400","27.28974","0.60763"
"327.48000","27.29021","0.60832"
"327.48600","27.29070","0.60913"
"327.49200","27.29123","0.61006"
"327.49800","27.29171","0.61116"
"327.50400","27.29225","0.61234"
"327.51000","27.29272","0.61352"
"327.51600","27.29326","0.61485"
"327.52200","27.29374","0.61597"
"327.52800","27.29428","0.61693"
"327.53400","27.29476","0.61778"
"327.54000","27.29524","0.61840"
"327.54600","27.29578","0.61871"
"327.55200","27.29626","0.61872"
"327.55800","27.29673","0.61847"
"327.56400","27.29727","0.61808"
"327.57000","27.29775","0.61743"
"327.57600","27.29823","0.61661"
"327.58200","27.29876","0.61582"
"327.58800","27.29924","0.61509"
"327.59400","27.29972","0.61413"
"327.60000","27.30020","0.61319"
"327.60600","27.30068","0.61239"
"327.61200","27.30122","0.61171"
"327.61800","27.30169","0.61113"
"327.62400","27.30217","0.61077"
"327.63000","27.30271","0.61072"
"327.63600","27.30319","0.61074"
"327.64200","27.30373","0.61088"
"327.64800","27.30421","0.61120"
"327.65400","27.30474","0.61147"
"327.66000","27.30522","0.61165"
"327.66600","27.30570","0.61182"
"327.67200","27.30624","0.61196"
"327.67800","27.30672","0.61205"
"327.68400","27.30720","0.61211"
"327.69000","27.30773","0.61207"
"327.69600","27.30821","0.61211"
"327.70200","27.30869","0.61215"
"327.70800","27.30917","0.61224"
"327.71400","27.30971","0.61247"
"327.72000","27.31018","0.61276"
"327.72600","27.31066","0.61317"
"327.73200","27.31120","0.61377"
"327.73800","27.31168","0.61451"
"327.74400","27.31216","0.61526"
"327.75000","27.31270","0.61620"
"327.75600","27.31318","0.61726"
"327.76200","27.31365","0.61843"
"327.76800","27.31419","0.61964"
"327.77400","27.31467","0.62073"
"327.78000","27.31515","0.62183"
"327.78600","27.31569","0.62275"
"327.79200","27.31616","0.62334"
"327.79800","27.31670","0.62369"
"327.80400","27.31718","0.62378"
"327.81000","27.31766","0.62358"
"327.81600","27.31820","0.62321"
"327.82200","27.31868","0.62254"
"327.82800","27.31915","0.62166"
"327.83400","27.31969","0.62072"
"327.84000","27.32017","0.61966"
"327.84600","27.32065","0.61870"
"327.85200","27.32113","0.61787"
"327.85800","27.32167","0.61720"
"327.86400","27.32214","0.61678"
"327.87000","27.32262","0.61647"
"327.87600","27.32316","0.61628"
"327.88200","27.32364","0.61618"
"327.88800","27.32417","0.61605"
"327.89400","27.32465","0.61614"
"327.90000","27.32513","0.61633"
"327.90600","27.32567","0.61651"
"327.91200","27.32615","0.61675"
"327.91800","27.32669","0.61700"
"327.92400","27.32717","0.61712"
"327.93000","27.32771","0.61732"
"327.93600","27.32824","0.61745"
"327.94200","27.32872","0.61737"
"327.94800","27.32926","0.61733"
"327.95400","27.32973","0.61723"
"327.96000","27.33028","0.61715"
"327.96600","27.33075","0.61733"
"327.97200","27.33129","0.61755"
"327.97800","27.33177","0.61790"
"327.98400","27.33225","0.61856"
"327.99000","27.33273","0.61925"
"327.99600","27.33327","0.62017"
"328.00200","27.33374","0.62126"
"328.00800","27.33422","0.62243"
"328.01400","27.33470","0.62372"
"328.02000","27.33518","0.62504"
"328.02600","27.33566","0.62623"
"328.03200","27.33619","0.62735"
"328.03800","27.33667","0.62820"
"328.04400","27.33715","0.62881"
"328.05000","27.33769","0.62924"
"328.05600","27.33817","0.62933"
"328.06200","27.33870","0.62912"
"328.06800","27.33918","0.62873"
"328.07400","27.33972","0.62809"
"328.08000","27.34020","0.62731"
"328.08600","27.34074","0.62637"
"328.09200","27.34122","0.62536"
"328.09800","27.34175","0.62462"
"328.10400","27.34223","0.62377"
"328.11000","27.34271","0.62293"
"328.11600","27.34319","0.62230"
"328.12200","27.34367","0.62177"
"328.12800","27.34414","0.62142"
"328.13400","27.34468","0.62119"
"328.14000","27.34516","0.62098"
"328.14600","27.34564","0.62103"
"328.15200","27.34618","0.62119"
"328.15800","27.34666","0.62138"
"328.16400","27.34713","0.62173"
"328.17000","27.34767","0.62200"
"328.17600","27.34815","0.62208"
"328.18200","27.34863","0.62226"
"328.18800","27.34917","0.62239"
"328.19400","27.34965","0.62238"
"328.20000","27.35019","0.62236"
"328.20600","27.35066","0.62232"
"328.21200","27.35114","0.62232"
"328.21800","27.35168","0.62242"
"328.22400","27.35222","0.62258"
"328.23000","27.35269","0.62308"
"328.23600","27.35317","0.62383"
"328.24200","27.35371","0.62457"
"328.24800","27.35419","0.62555"
"328.25400","27.35467","0.62677"
"328.26000","27.35515","0.62794"
"328.26600","27.35568","0.62931"
"328.27200","27.35616","0.63083"
"328.27800","27.35664","0.63229"
"328.28400","27.35718","0.63354"
"328.29000","27.35766","0.63471"
"328.29600","27.35814","0.63566"
"328.30200","27.35867","0.63629"
"328.30800","27.35915","0.63655"
"328.31400","27.35963","0.63656"
"328.32000","27.36017","0.63621"
"328.32600","27.36065","0.63546"
"328.33200","27.36112","0.63455"
"328.33800","27.36160","0.63345"
"328.34400","27.36214","0.63224"
"328.35000","27.36262","0.63105"
"328.35600","27.36316","0.62994"
"328.36200","27.36364","0.62897"
"328.36800","27.36418","0.62811"
"328.37400","27.36465","0.62736"
"328.38000","27.36519","0.62702"
"328.38600","27.36567","0.62684"
"328.39200","27.36615","0.62666"
"328.39800","27.36669","0.62667"
"328.40400","27.36716","0.62682"
"328.41000","27.36764","0.62700"
"328.41600","27.36818","0.62741"
"328.42200","27.36866","0.62775"
"328.42800","27.36914","0.62808"
"328.43400","27.36967","0.62839"
"328.44000","27.37016","0.62842"
"328.44600","27.37069","0.62839"
"328.45200","27.37117","0.62833"
"328.45800","27.37171","0.62817"
"328.46400","27.37218","0.62827"
"328.47000","27.37272","0.62849"
"328.47600","27.37320","0.62870"
"328.48200","27.37368","0.62916"
"328.48800","27.37422","0.62980"
"328.49400","27.37470","0.63065"
"328.50000","27.37524","0.63176"
"328.50600","27.37572","0.63319"
"328.51200","27.37625","0.63473"
"328.51800","27.37673","0.63644"
"328.52400","27.37721","0.63840"
"328.53000","27.37775","0.64032"
"328.53600","27.37822","0.64212"
"328.54200","27.37870","0.64376"
"328.54800","27.37918","0.64492"
"328.55400","27.37972","0.64565"
"328.56000","27.38020","0.64597"
"328.56600","27.38074","0.64588"
"328.57200","27.38122","0.64528"
"328.57800","27.38169","0.64418"
"328.58400","27.38223","0.64287"
"328.59000","27.38271","0.64153"
"328.59600","27.38325","0.64004"
"328.60200","27.38373","0.63840"
"328.60800","27.38420","0.63681"
"328.61400","27.38474","0.63564"
"328.62000","27.38522","0.63482"
"328.62600","27.38570","0.63425"
"328.63200","27.38624","0.63396"
"328.63800","27.38671","0.63370"
"328.64400","27.38719","0.63349"
"328.65000","27.38767","0.63347"
"328.65600","27.38821","0.63362"
"328.66200","27.38869","0.63394"
"328.66800","27.38917","0.63422"
"328.67400","27.38964","0.63434"
"328.68000","27.39018","0.63458"
"328.68600","27.39066","0.63472"
"328.69200","27.39120","0.63464"
"328.69800","27.39168","0.63461"
"328.70400","27.39216","0.63475"
"328.71000","27.39269","0.63476"
"328.71600","27.39317","0.63486"
"328.72200","27.39371","0.63523"
"328.72800","27.39419","0.63574"
"328.73400","27.39467","0.63648"
"328.74000","27.39521","0.63748"
"328.74600","27.39568","0.63863"
"328.75200","27.39616","0.63999"
"328.75800","27.39664","0.64175"
"328.76400","27.39718","0.64364"
"328.77000","27.39766","0.64553"
"328.77600","27.39813","0.64737"
"328.78200","27.39867","0.64883"
"328.78800","27.39915","0.65016"
"328.79400","27.39969","0.65117"
"328.80000","27.40017","0.65176"
"328.80600","27.40065","0.65222"
"328.81200","27.40112","0.65234"
"328.81800","27.40166","0.65199"
"328.82400","27.40214","0.65149"
"328.83000","27.40262","0.65073"
"328.83600","27.40316","0.64960"
"328.84200","27.40364","0.64838"
"328.84800","27.40417","0.64704"
"328.85400","27.40465","0.64577"
"328.86000","27.40513","0.64468"
"328.86600","27.40567","0.64366"
