End date,"12/17/2016"
Specimen label,"15CG_21_run2"
Maximum Load,"0.15933",N

Time,Extension,Load
(s),(mm),(N)
"507.67800","42.30659","0.00213"
"507.68400","42.30714","0.00215"
"507.69000","42.30761","0.00213"
"507.69600","42.30809","0.00211"
"507.70200","42.30863","0.00202"
"507.70800","42.30911","0.00201"
"507.71400","42.30958","0.00206"
"507.72000","42.31012","0.00206"
"507.72600","42.31060","0.00206"
"507.73200","42.31114","0.00202"
"507.73800","42.31162","0.00189"
"507.74400","42.31215","0.00184"
"507.75000","42.31263","0.00183"
"507.75600","42.31318","0.00178"
"507.76200","42.31365","0.00165"
"507.76800","42.31419","0.00158"
"507.77400","42.31466","0.00156"
"507.78000","42.31520","0.00167"
"507.78600","42.31569","0.00181"
"507.79200","42.31622","0.00202"
"507.79800","42.31670","0.00223"
"507.80400","42.31718","0.00226"
"507.81000","42.31772","0.00228"
"507.81600","42.31820","0.00239"
"507.82200","42.31867","0.00236"
"507.82800","42.31915","0.00231"
"507.83400","42.31969","0.00224"
"507.84000","42.32017","0.00217"
"507.84600","42.32064","0.00208"
"507.85200","42.32113","0.00201"
"507.85800","42.32160","0.00196"
"507.86400","42.32214","0.00201"
"507.87000","42.32262","0.00194"
"507.87600","42.32316","0.00195"
"507.88200","42.32364","0.00211"
"507.88800","42.32411","0.00215"
"507.89400","42.32465","0.00211"
"507.90000","42.32513","0.00225"
"507.90600","42.32567","0.00230"
"507.91200","42.32615","0.00229"
"507.91800","42.32662","0.00231"
"507.92400","42.32716","0.00224"
"507.93000","42.32764","0.00216"
"507.93600","42.32812","0.00208"
"507.94200","42.32860","0.00209"
"507.94800","42.32914","0.00214"
"507.95400","42.32962","0.00208"
"507.96000","42.33009","0.00204"
"507.96600","42.33057","0.00211"
"507.97200","42.33111","0.00220"
"507.97800","42.33159","0.00223"
"507.98400","42.33207","0.00225"
"507.99000","42.33260","0.00233"
"507.99600","42.33308","0.00235"
"508.00200","42.33356","0.00227"
"508.00800","42.33410","0.00222"
"508.01400","42.33458","0.00227"
"508.02000","42.33506","0.00230"
"508.02600","42.33559","0.00232"
"508.03200","42.33607","0.00231"
"508.03800","42.33661","0.00228"
"508.04400","42.33715","0.00226"
"508.05000","42.33763","0.00230"
"508.05600","42.33817","0.00240"
"508.06200","42.33864","0.00241"
"508.06800","42.33918","0.00241"
"508.07400","42.33966","0.00241"
"508.08000","42.34020","0.00248"
"508.08600","42.34068","0.00238"
"508.09200","42.34115","0.00231"
"508.09800","42.34163","0.00230"
"508.10400","42.34211","0.00232"
"508.11000","42.34265","0.00244"
"508.11600","42.34312","0.00262"
"508.12200","42.34367","0.00272"
"508.12800","42.34415","0.00275"
"508.13400","42.34462","0.00271"
"508.14000","42.34515","0.00264"
"508.14600","42.34564","0.00260"
"508.15200","42.34618","0.00255"
"508.15800","42.34666","0.00251"
"508.16400","42.34713","0.00243"
"508.17000","42.34767","0.00236"
"508.17600","42.34815","0.00228"
"508.18200","42.34869","0.00220"
"508.18800","42.34917","0.00219"
"508.19400","42.34970","0.00223"
"508.20000","42.35019","0.00228"
"508.20600","42.35072","0.00227"
"508.21200","42.35119","0.00223"
"508.21800","42.35167","0.00212"
"508.22400","42.35221","0.00198"
"508.23000","42.35270","0.00185"
"508.23600","42.35317","0.00179"
"508.24200","42.35365","0.00186"
"508.24800","42.35413","0.00195"
"508.25400","42.35461","0.00198"
"508.26000","42.35514","0.00211"
"508.26600","42.35562","0.00220"
"508.27200","42.35610","0.00221"
"508.27800","42.35664","0.00216"
"508.28400","42.35711","0.00217"
"508.29000","42.35765","0.00220"
"508.29600","42.35814","0.00223"
"508.30200","42.35862","0.00218"
"508.30800","42.35915","0.00213"
"508.31400","42.35963","0.00226"
"508.32000","42.36017","0.00233"
"508.32600","42.36065","0.00240"
"508.33200","42.36118","0.00246"
"508.33800","42.36166","0.00234"
"508.34400","42.36220","0.00217"
"508.35000","42.36268","0.00211"
"508.35600","42.36322","0.00208"
"508.36200","42.36370","0.00205"
"508.36800","42.36417","0.00201"
"508.37400","42.36471","0.00202"
"508.38000","42.36519","0.00208"
"508.38600","42.36566","0.00218"
"508.39200","42.36615","0.00221"
"508.39800","42.36668","0.00220"
"508.40400","42.36716","0.00214"
"508.41000","42.36764","0.00214"
"508.41600","42.36818","0.00222"
"508.42200","42.36866","0.00223"
"508.42800","42.36913","0.00222"
"508.43400","42.36967","0.00216"
"508.44000","42.37015","0.00216"
"508.44600","42.37069","0.00211"
"508.45200","42.37117","0.00199"
"508.45800","42.37164","0.00193"
"508.46400","42.37218","0.00189"
"508.47000","42.37266","0.00181"
"508.47600","42.37314","0.00181"
"508.48200","42.37368","0.00189"
"508.48800","42.37416","0.00191"
"508.49400","42.37464","0.00196"
"508.50000","42.37517","0.00200"
"508.50600","42.37565","0.00209"
"508.51200","42.37613","0.00218"
"508.51800","42.37661","0.00213"
"508.52400","42.37715","0.00207"
"508.53000","42.37762","0.00201"
"508.53600","42.37811","0.00188"
"508.54200","42.37858","0.00173"
"508.54800","42.37912","0.00164"
"508.55400","42.37960","0.00152"
"508.56000","42.38008","0.00150"
"508.56600","42.38062","0.00155"
"508.57200","42.38109","0.00163"
"508.57800","42.38163","0.00173"
"508.58400","42.38211","0.00185"
"508.59000","42.38259","0.00200"
"508.59600","42.38313","0.00217"
"508.60200","42.38360","0.00217"
"508.60800","42.38414","0.00202"
"508.61400","42.38462","0.00200"
"508.62000","42.38516","0.00192"
"508.62600","42.38564","0.00188"
"508.63200","42.38617","0.00188"
"508.63800","42.38665","0.00195"
"508.64400","42.38713","0.00205"
"508.65000","42.38767","0.00207"
"508.65600","42.38815","0.00198"
"508.66200","42.38863","0.00188"
"508.66800","42.38916","0.00172"
"508.67400","42.38964","0.00161"
"508.68000","42.39018","0.00157"
"508.68600","42.39066","0.00152"
"508.69200","42.39120","0.00151"
"508.69800","42.39168","0.00156"
"508.70400","42.39222","0.00159"
"508.71000","42.39269","0.00165"
"508.71600","42.39317","0.00172"
"508.72200","42.39371","0.00171"
"508.72800","42.39418","0.00173"
"508.73400","42.39473","0.00177"
"508.74000","42.39520","0.00179"
"508.74600","42.39568","0.00182"
"508.75200","42.39616","0.00188"
"508.75800","42.39669","0.00195"
"508.76400","42.39718","0.00213"
"508.77000","42.39772","0.00221"
"508.77600","42.39819","0.00219"
"508.78200","42.39867","0.00225"
"508.78800","42.39915","0.00225"
"508.79400","42.39969","0.00214"
"508.80000","42.40017","0.00212"
"508.80600","42.40064","0.00210"
"508.81200","42.40118","0.00216"
"508.81800","42.40166","0.00206"
"508.82400","42.40214","0.00198"
"508.83000","42.40267","0.00191"
"508.83600","42.40316","0.00185"
"508.84200","42.40369","0.00194"
"508.84800","42.40417","0.00202"
"508.85400","42.40465","0.00201"
"508.86000","42.40519","0.00195"
"508.86600","42.40567","0.00191"
"508.87200","42.40614","0.00196"
"508.87800","42.40668","0.00188"
"508.88400","42.40716","0.00186"
"508.89000","42.40764","0.00190"
"508.89600","42.40812","0.00195"
"508.90200","42.40865","0.00194"
"508.90800","42.40914","0.00198"
"508.91400","42.40967","0.00205"
"508.92000","42.41015","0.00209"
"508.92600","42.41063","0.00216"
"508.93200","42.41117","0.00228"
"508.93800","42.41165","0.00236"
"508.94400","42.41212","0.00238"
"508.95000","42.41266","0.00235"
"508.95600","42.41314","0.00237"
"508.96200","42.41368","0.00250"
"508.96800","42.41416","0.00252"
"508.97400","42.41463","0.00254"
"508.98000","42.41517","0.00261"
"508.98600","42.41565","0.00263"
"508.99200","42.41619","0.00260"
"508.99800","42.41667","0.00258"
"509.00400","42.41714","0.00243"
"509.01000","42.41769","0.00230"
"509.01600","42.41816","0.00230"
"509.02200","42.41864","0.00228"
"509.02800","42.41918","0.00234"
"509.03400","42.41966","0.00240"
"509.04000","42.42014","0.00235"
"509.04600","42.42067","0.00232"
"509.05200","42.42115","0.00235"
"509.05800","42.42163","0.00230"
"509.06400","42.42217","0.00228"
"509.07000","42.42265","0.00219"
"509.07600","42.42313","0.00219"
"509.08200","42.42361","0.00228"
"509.08800","42.42414","0.00244"
"509.09400","42.42461","0.00250"
"509.10000","42.42510","0.00248"
"509.10600","42.42564","0.00234"
"509.11200","42.42612","0.00237"
"509.11800","42.42665","0.00238"
"509.12400","42.42713","0.00233"
"509.13000","42.42761","0.00241"
"509.13600","42.42815","0.00255"
"509.14200","42.42863","0.00266"
"509.14800","42.42910","0.00274"
"509.15400","42.42965","0.00272"
"509.16000","42.43012","0.00265"
"509.16600","42.43060","0.00251"
"509.17200","42.43113","0.00241"
"509.17800","42.43161","0.00243"
"509.18400","42.43216","0.00240"
"509.19000","42.43263","0.00235"
"509.19600","42.43317","0.00233"
"509.20200","42.43365","0.00235"
"509.20800","42.43413","0.00237"
"509.21400","42.43467","0.00241"
"509.22000","42.43514","0.00241"
"509.22600","42.43568","0.00237"
"509.23200","42.43616","0.00231"
"509.23800","42.43664","0.00222"
"509.24400","42.43717","0.00221"
"509.25000","42.43765","0.00221"
"509.25600","42.43819","0.00219"
"509.26200","42.43867","0.00224"
"509.26800","42.43921","0.00227"
"509.27400","42.43969","0.00225"
"509.28000","42.44017","0.00229"
"509.28600","42.44070","0.00233"
"509.29200","42.44118","0.00234"
"509.29800","42.44166","0.00231"
"509.30400","42.44220","0.00234"
"509.31000","42.44268","0.00247"
"509.31600","42.44316","0.00258"
"509.32200","42.44369","0.00262"
"509.32800","42.44417","0.00266"
"509.33400","42.44471","0.00262"
"509.34000","42.44518","0.00249"
"509.34600","42.44573","0.00236"
"509.35200","42.44621","0.00224"
"509.35800","42.44669","0.00221"
"509.36400","42.44722","0.00230"
"509.37000","42.44770","0.00236"
"509.37600","42.44818","0.00236"
"509.38200","42.44872","0.00234"
"509.38800","42.44920","0.00237"
"509.39400","42.44967","0.00245"
"509.40000","42.45015","0.00251"
"509.40600","42.45069","0.00248"
"509.41200","42.45116","0.00252"
"509.41800","42.45164","0.00251"
"509.42400","42.45218","0.00237"
"509.43000","42.45266","0.00228"
"509.43600","42.45314","0.00219"
"509.44200","42.45362","0.00219"
"509.44800","42.45416","0.00227"
"509.45400","42.45464","0.00231"
"509.46000","42.45517","0.00229"
"509.46600","42.45565","0.00224"
"509.47200","42.45619","0.00216"
"509.47800","42.45667","0.00206"
"509.48400","42.45720","0.00206"
"509.49000","42.45768","0.00209"
"509.49600","42.45822","0.00216"
"509.50200","42.45870","0.00214"
"509.50800","42.45918","0.00208"
"509.51400","42.45965","0.00213"
"509.52000","42.46019","0.00213"
"509.52600","42.46067","0.00212"
"509.53200","42.46115","0.00211"
"509.53800","42.46163","0.00216"
"509.54400","42.46211","0.00220"
"509.55000","42.46265","0.00228"
"509.55600","42.46312","0.00229"
"509.56200","42.46366","0.00226"
"509.56800","42.46414","0.00217"
"509.57400","42.46462","0.00209"
"509.58000","42.46510","0.00212"
"509.58600","42.46563","0.00222"
"509.59200","42.46611","0.00224"
"509.59800","42.46659","0.00231"
"509.60400","42.46713","0.00238"
"509.61000","42.46761","0.00236"
"509.61600","42.46815","0.00230"
"509.62200","42.46863","0.00221"
"509.62800","42.46916","0.00217"
"509.63400","42.46964","0.00213"
"509.64000","42.47018","0.00209"
"509.64600","42.47066","0.00208"
"509.65200","42.47120","0.00200"
"509.65800","42.47167","0.00190"
"509.66400","42.47215","0.00194"
"509.67000","42.47263","0.00204"
"509.67600","42.47317","0.00213"
"509.68200","42.47364","0.00225"
"509.68800","42.47412","0.00235"
"509.69400","42.47467","0.00247"
"509.70000","42.47514","0.00249"
"509.70600","42.47562","0.00247"
"509.71200","42.47615","0.00254"
"509.71800","42.47664","0.00260"
"509.72400","42.47712","0.00259"
"509.73000","42.47765","0.00259"
"509.73600","42.47813","0.00251"
"509.74200","42.47867","0.00234"
"509.74800","42.47915","0.00214"
"509.75400","42.47963","0.00212"
"509.76000","42.48016","0.00214"
"509.76600","42.48070","0.00220"
"509.77200","42.48118","0.00231"
"509.77800","42.48172","0.00234"
"509.78400","42.48220","0.00235"
"509.79000","42.48273","0.00229"
"509.79600","42.48322","0.00226"
"509.80200","42.48369","0.00226"
"509.80800","42.48423","0.00221"
"509.81400","42.48470","0.00227"
"509.82000","42.48519","0.00233"
"509.82600","42.48566","0.00237"
"509.83200","42.48621","0.00239"
"509.83800","42.48668","0.00242"
"509.84400","42.48716","0.00238"
"509.85000","42.48764","0.00231"
"509.85600","42.48811","0.00226"
"509.86200","42.48866","0.00235"
"509.86800","42.48913","0.00242"
"509.87400","42.48961","0.00242"
"509.88000","42.49015","0.00237"
"509.88600","42.49063","0.00235"
"509.89200","42.49111","0.00232"
"509.89800","42.49165","0.00228"
"509.90400","42.49212","0.00225"
"509.91000","42.49266","0.00233"
"509.91600","42.49314","0.00243"
"509.92200","42.49368","0.00259"
"509.92800","42.49416","0.00273"
"509.93400","42.49463","0.00277"
"509.94000","42.49517","0.00268"
"509.94600","42.49565","0.00260"
"509.95200","42.49613","0.00254"
"509.95800","42.49666","0.00242"
"509.96400","42.49715","0.00244"
"509.97000","42.49762","0.00239"
"509.97600","42.49810","0.00237"
"509.98200","42.49864","0.00242"
"509.98800","42.49912","0.00239"
"509.99400","42.49960","0.00232"
"510.00000","42.50013","0.00222"
"510.00600","42.50061","0.00215"
"510.01200","42.50109","0.00215"
"510.01800","42.50163","0.00217"
"510.02400","42.50211","0.00224"
"510.03000","42.50259","0.00241"
"510.03600","42.50312","0.00252"
"510.04200","42.50360","0.00259"
"510.04800","42.50407","0.00263"
"510.05400","42.50462","0.00263"
"510.06000","42.50510","0.00259"
"510.06600","42.50564","0.00253"
"510.07200","42.50611","0.00251"
"510.07800","42.50659","0.00252"
"510.08400","42.50707","0.00250"
"510.09000","42.50761","0.00250"
"510.09600","42.50809","0.00253"
"510.10200","42.50856","0.00251"
"510.10800","42.50911","0.00243"
"510.11400","42.50958","0.00243"
"510.12000","42.51011","0.00242"
"510.12600","42.51059","0.00237"
"510.13200","42.51107","0.00237"
"510.13800","42.51162","0.00245"
"510.14400","42.51209","0.00248"
"510.15000","42.51257","0.00237"
"510.15600","42.51305","0.00235"
"510.16200","42.51359","0.00245"
"510.16800","42.51406","0.00248"
"510.17400","42.51460","0.00244"
"510.18000","42.51508","0.00245"
"510.18600","42.51562","0.00248"
"510.19200","42.51610","0.00243"
"510.19800","42.51663","0.00236"
"510.20400","42.51711","0.00229"
"510.21000","42.51765","0.00225"
"510.21600","42.51813","0.00234"
"510.22200","42.51867","0.00238"
"510.22800","42.51915","0.00248"
"510.23400","42.51963","0.00260"
"510.24000","42.52016","0.00258"
"510.24600","42.52064","0.00262"
"510.25200","42.52112","0.00263"
"510.25800","42.52166","0.00253"
"510.26400","42.52214","0.00250"
"510.27000","42.52267","0.00257"
"510.27600","42.52315","0.00261"
"510.28200","42.52369","0.00263"
"510.28800","42.52417","0.00258"
"510.29400","42.52471","0.00254"
"510.30000","42.52519","0.00260"
"510.30600","42.52567","0.00261"
"510.31200","42.52620","0.00266"
"510.31800","42.52668","0.00272"
"510.32400","42.52716","0.00256"
"510.33000","42.52764","0.00238"
"510.33600","42.52818","0.00225"
"510.34200","42.52866","0.00225"
"510.34800","42.52919","0.00229"
"510.35400","42.52967","0.00227"
"510.36000","42.53015","0.00227"
"510.36600","42.53069","0.00225"
"510.37200","42.53116","0.00218"
"510.37800","42.53164","0.00228"
"510.38400","42.53218","0.00235"
"510.39000","42.53266","0.00227"
"510.39600","42.53313","0.00222"
"510.40200","42.53367","0.00223"
"510.40800","42.53415","0.00227"
"510.41400","42.53469","0.00243"
"510.42000","42.53517","0.00258"
"510.42600","42.53565","0.00266"
"510.43200","42.53619","0.00273"
"510.43800","42.53666","0.00268"
"510.44400","42.53714","0.00266"
"510.45000","42.53762","0.00264"
"510.45600","42.53816","0.00258"
"510.46200","42.53864","0.00253"
"510.46800","42.53918","0.00251"
"510.47400","42.53965","0.00251"
"510.48000","42.54013","0.00254"
"510.48600","42.54067","0.00255"
"510.49200","42.54115","0.00258"
"510.49800","42.54163","0.00266"
"510.50400","42.54217","0.00271"
"510.51000","42.54264","0.00274"
"510.51600","42.54318","0.00278"
"510.52200","42.54366","0.00278"
"510.52800","42.54414","0.00281"
"510.53400","42.54468","0.00277"
"510.54000","42.54515","0.00273"
"510.54600","42.54563","0.00271"
"510.55200","42.54617","0.00266"
"510.55800","42.54665","0.00261"
"510.56400","42.54713","0.00262"
"510.57000","42.54766","0.00263"
"510.57600","42.54815","0.00257"
"510.58200","42.54862","0.00252"
"510.58800","42.54910","0.00249"
"510.59400","42.54964","0.00245"
"510.60000","42.55012","0.00248"
"510.60600","42.55066","0.00248"
"510.61200","42.55113","0.00253"
"510.61800","42.55161","0.00254"
"510.62400","42.55215","0.00250"
"510.63000","42.55263","0.00248"
"510.63600","42.55317","0.00252"
"510.64200","42.55365","0.00250"
"510.64800","42.55413","0.00246"
"510.65400","42.55466","0.00246"
"510.66000","42.55514","0.00254"
"510.66600","42.55561","0.00264"
"510.67200","42.55616","0.00264"
"510.67800","42.55664","0.00262"
"510.68400","42.55717","0.00249"
"510.69000","42.55765","0.00230"
"510.69600","42.55813","0.00223"
"510.70200","42.55867","0.00216"
"510.70800","42.55915","0.00203"
"510.71400","42.55969","0.00202"
"510.72000","42.56016","0.00195"
"510.72600","42.56064","0.00188"
"510.73200","42.56112","0.00194"
"510.73800","42.56166","0.00198"
"510.74400","42.56213","0.00212"
"510.75000","42.56261","0.00214"
"510.75600","42.56315","0.00209"
"510.76200","42.56363","0.00210"
"510.76800","42.56416","0.00211"
"510.77400","42.56465","0.00211"
"510.78000","42.56519","0.00212"
"510.78600","42.56566","0.00214"
"510.79200","42.56614","0.00209"
"510.79800","42.56668","0.00197"
"510.80400","42.56716","0.00185"
"510.81000","42.56763","0.00191"
"510.81600","42.56818","0.00200"
"510.82200","42.56865","0.00202"
"510.82800","42.56919","0.00208"
"510.83400","42.56967","0.00222"
"510.84000","42.57014","0.00221"
"510.84600","42.57068","0.00218"
"510.85200","42.57116","0.00215"
"510.85800","42.57170","0.00204"
"510.86400","42.57218","0.00189"
"510.87000","42.57266","0.00180"
"510.87600","42.57320","0.00183"
"510.88200","42.57368","0.00191"
"510.88800","42.57421","0.00190"
"510.89400","42.57469","0.00192"
"510.90000","42.57517","0.00195"
"510.90600","42.57571","0.00188"
"510.91200","42.57619","0.00186"
"510.91800","42.57666","0.00197"
"510.92400","42.57720","0.00201"
"510.93000","42.57768","0.00206"
"510.93600","42.57816","0.00206"
"510.94200","42.57869","0.00203"
"510.94800","42.57918","0.00204"
"510.95400","42.57965","0.00206"
"510.96000","42.58020","0.00205"
"510.96600","42.58067","0.00201"
"510.97200","42.58115","0.00191"
"510.97800","42.58169","0.00189"
"510.98400","42.58216","0.00185"
"510.99000","42.58271","0.00177"
"510.99600","42.58318","0.00179"
"511.00200","42.58366","0.00175"
"511.00800","42.58420","0.00167"
"511.01400","42.58467","0.00169"
"511.02000","42.58521","0.00172"
"511.02600","42.58569","0.00173"
"511.03200","42.58617","0.00178"
"511.03800","42.58671","0.00186"
"511.04400","42.58719","0.00201"
"511.05000","42.58773","0.00220"
"511.05600","42.58820","0.00220"
"511.06200","42.58875","0.00216"
"511.06800","42.58922","0.00216"
"511.07400","42.58970","0.00211"
"511.08000","42.59024","0.00203"
"511.08600","42.59071","0.00195"
"511.09200","42.59119","0.00186"
"511.09800","42.59167","0.00175"
"511.10400","42.59221","0.00164"
"511.11000","42.59269","0.00166"
"511.11600","42.59317","0.00176"
"511.12200","42.59365","0.00186"
"511.12800","42.59418","0.00196"
"511.13400","42.59467","0.00201"
"511.14000","42.59514","0.00192"
"511.14600","42.59568","0.00188"
"511.15200","42.59616","0.00191"
"511.15800","42.59663","0.00191"
"511.16400","42.59717","0.00193"
"511.17000","42.59765","0.00196"
"511.17600","42.59813","0.00200"
"511.18200","42.59866","0.00203"
"511.18800","42.59914","0.00202"
"511.19400","42.59969","0.00196"
"511.20000","42.60016","0.00197"
"511.20600","42.60064","0.00207"
"511.21200","42.60118","0.00219"
"511.21800","42.60166","0.00219"
"511.22400","42.60220","0.00210"
"511.23000","42.60267","0.00214"
"511.23600","42.60315","0.00224"
"511.24200","42.60363","0.00228"
"511.24800","42.60417","0.00234"
"511.25400","42.60465","0.00240"
"511.26000","42.60513","0.00239"
"511.26600","42.60566","0.00230"
"511.27200","42.60614","0.00226"
"511.27800","42.60661","0.00230"
"511.28400","42.60715","0.00230"
"511.29000","42.60764","0.00230"
"511.29600","42.60818","0.00236"
"511.30200","42.60865","0.00236"
"511.30800","42.60913","0.00231"
"511.31400","42.60967","0.00226"
"511.32000","42.61021","0.00224"
"511.32600","42.61069","0.00228"
"511.33200","42.61122","0.00225"
"511.33800","42.61170","0.00222"
"511.34400","42.61224","0.00222"
"511.35000","42.61272","0.00230"
"511.35600","42.61319","0.00239"
"511.36200","42.61373","0.00257"
"511.36800","42.61422","0.00283"
"511.37400","42.61475","0.00294"
"511.38000","42.61523","0.00300"
"511.38600","42.61570","0.00309"
"511.39200","42.61618","0.00314"
"511.39800","42.61673","0.00307"
"511.40400","42.61720","0.00289"
"511.41000","42.61768","0.00271"
"511.41600","42.61822","0.00257"
"511.42200","42.61870","0.00234"
"511.42800","42.61917","0.00215"
"511.43400","42.61965","0.00214"
"511.44000","42.62013","0.00217"
"511.44600","42.62067","0.00229"
"511.45200","42.62115","0.00236"
"511.45800","42.62163","0.00232"
"511.46400","42.62217","0.00232"
"511.47000","42.62265","0.00237"
"511.47600","42.62318","0.00247"
"511.48200","42.62372","0.00255"
"511.48800","42.62420","0.00257"
"511.49400","42.62474","0.00251"
"511.50000","42.62521","0.00243"
"511.50600","42.62569","0.00238"
"511.51200","42.62623","0.00240"
"511.51800","42.62671","0.00247"
"511.52400","42.62719","0.00256"
"511.53000","42.62772","0.00271"
"511.53600","42.62820","0.00279"
"511.54200","42.62868","0.00278"
"511.54800","42.62916","0.00273"
"511.55400","42.62970","0.00261"
"511.56000","42.63018","0.00248"
"511.56600","42.63065","0.00245"
"511.57200","42.63120","0.00238"
"511.57800","42.63167","0.00233"
"511.58400","42.63215","0.00241"
"511.59000","42.63269","0.00245"
"511.59600","42.63317","0.00254"
"511.60200","42.63364","0.00256"
"511.60800","42.63412","0.00244"
"511.61400","42.63466","0.00236"
"511.62000","42.63514","0.00236"
"511.62600","42.63568","0.00242"
"511.63200","42.63621","0.00251"
"511.63800","42.63669","0.00253"
"511.64400","42.63717","0.00246"
"511.65000","42.63771","0.00237"
"511.65600","42.63819","0.00222"
"511.66200","42.63873","0.00211"
"511.66800","42.63921","0.00209"
"511.67400","42.63968","0.00211"
"511.68000","42.64016","0.00217"
"511.68600","42.64064","0.00216"
"511.69200","42.64118","0.00214"
"511.69800","42.64165","0.00226"
"511.70400","42.64214","0.00236"
"511.71000","42.64261","0.00243"
"511.71600","42.64315","0.00242"
"511.72200","42.64363","0.00230"
"511.72800","42.64411","0.00220"
"511.73400","42.64465","0.00210"
"511.74000","42.64512","0.00196"
"511.74600","42.64560","0.00181"
"511.75200","42.64614","0.00162"
"511.75800","42.64662","0.00152"
"511.76400","42.64709","0.00154"
"511.77000","42.64764","0.00159"
"511.77600","42.64817","0.00159"
"511.78200","42.64865","0.00161"
"511.78800","42.64919","0.00161"
"511.79400","42.64967","0.00160"
"511.80000","42.65014","0.00166"
"511.80600","42.65068","0.00172"
"511.81200","42.65116","0.00172"
"511.81800","42.65164","0.00168"
"511.82400","42.65218","0.00159"
"511.83000","42.65266","0.00156"
"511.83600","42.65314","0.00165"
"511.84200","42.65361","0.00183"
"511.84800","42.65415","0.00196"
"511.85400","42.65463","0.00194"
"511.86000","42.65511","0.00199"
"511.86600","42.65565","0.00207"
"511.87200","42.65612","0.00207"
"511.87800","42.65660","0.00210"
"511.88400","42.65714","0.00215"
"511.89000","42.65762","0.00209"
"511.89600","42.65815","0.00198"
"511.90200","42.65864","0.00194"
"511.90800","42.65918","0.00191"
"511.91400","42.65966","0.00189"
"511.92000","42.66019","0.00189"
"511.92600","42.66072","0.00188"
"511.93200","42.66121","0.00185"
"511.93800","42.66169","0.00173"
"511.94400","42.66222","0.00175"
"511.95000","42.66270","0.00191"
"511.95600","42.66324","0.00194"
"511.96200","42.66372","0.00186"
"511.96800","42.66419","0.00182"
"511.97400","42.66467","0.00182"
"511.98000","42.66521","0.00184"
"511.98600","42.66570","0.00179"
"511.99200","42.66617","0.00178"
"511.99800","42.66665","0.00181"
"512.00400","42.66713","0.00178"
"512.01000","42.66766","0.00176"
"512.01600","42.66814","0.00181"
"512.02200","42.66862","0.00175"
"512.02800","42.66916","0.00170"
"512.03400","42.66964","0.00174"
"512.04000","42.67017","0.00172"
"512.04600","42.67065","0.00171"
"512.05200","42.67119","0.00175"
"512.05800","42.67167","0.00172"
"512.06400","42.67221","0.00177"
"512.07000","42.67268","0.00175"
"512.07600","42.67322","0.00171"
"512.08200","42.67370","0.00173"
"512.08800","42.67418","0.00173"
"512.09400","42.67466","0.00177"
"512.10000","42.67520","0.00188"
"512.10600","42.67568","0.00193"
"512.11200","42.67615","0.00186"
"512.11800","42.67669","0.00180"
"512.12400","42.67717","0.00179"
"512.13000","42.67765","0.00177"
"512.13600","42.67819","0.00164"
"512.14200","42.67866","0.00158"
"512.14800","42.67915","0.00160"
"512.15400","42.67962","0.00164"
"512.16000","42.68016","0.00166"
"512.16600","42.68064","0.00165"
"512.17200","42.68112","0.00169"
"512.17800","42.68166","0.00175"
"512.18400","42.68213","0.00186"
"512.19000","42.68267","0.00193"
"512.19600","42.68315","0.00199"
"512.20200","42.68363","0.00202"
"512.20800","42.68417","0.00209"
"512.21400","42.68464","0.00215"
"512.22000","42.68518","0.00209"
"512.22600","42.68566","0.00203"
"512.23200","42.68614","0.00197"
"512.23800","42.68661","0.00191"
"512.24400","42.68710","0.00191"
"512.25000","42.68764","0.00196"
"512.25600","42.68811","0.00197"
"512.26200","42.68859","0.00208"
"512.26800","42.68913","0.00214"
"512.27400","42.68961","0.00213"
"512.28000","42.69008","0.00219"
"512.28600","42.69062","0.00227"
"512.29200","42.69110","0.00234"
"512.29800","42.69158","0.00234"
"512.30400","42.69212","0.00224"
"512.31000","42.69259","0.00218"
"512.31600","42.69307","0.00223"
"512.32200","42.69361","0.00212"
"512.32800","42.69409","0.00202"
"512.33400","42.69463","0.00201"
"512.34000","42.69511","0.00189"
"512.34600","42.69564","0.00178"
"512.35200","42.69613","0.00171"
"512.35800","42.69666","0.00167"
"512.36400","42.69714","0.00173"
"512.37000","42.69768","0.00180"
"512.37600","42.69815","0.00188"
"512.38200","42.69864","0.00203"
"512.38800","42.69917","0.00208"
"512.39400","42.69965","0.00213"
"512.40000","42.70013","0.00214"
"512.40600","42.70067","0.00203"
"512.41200","42.70115","0.00196"
"512.41800","42.70168","0.00195"
"512.42400","42.70216","0.00197"
"512.43000","42.70270","0.00194"
"512.43600","42.70318","0.00186"
"512.44200","42.70366","0.00189"
"512.44800","42.70419","0.00192"
"512.45400","42.70467","0.00182"
"512.46000","42.70515","0.00168"
"512.46600","42.70569","0.00164"
"512.47200","42.70617","0.00159"
"512.47800","42.70665","0.00157"
"512.48400","42.70718","0.00161"
"512.49000","42.70766","0.00166"
"512.49600","42.70820","0.00166"
"512.50200","42.70868","0.00164"
"512.50800","42.70922","0.00169"
"512.51400","42.70969","0.00181"
"512.52000","42.71017","0.00185"
"512.52600","42.71071","0.00190"
"512.53200","42.71119","0.00203"
"512.53800","42.71167","0.00202"
"512.54400","42.71221","0.00197"
"512.55000","42.71269","0.00204"
"512.55600","42.71317","0.00211"
"512.56200","42.71370","0.00219"
"512.56800","42.71418","0.00220"
"512.57400","42.71466","0.00217"
"512.58000","42.71520","0.00217"
"512.58600","42.71567","0.00222"
