End date,"2/25/2017"
Specimen label,"1BG_5.2"
Maximum Load,"0.02768",N

Time,Extension,Load
(s),(mm),(N)
"148.95000","12.41267","0.00269"
"148.95600","12.41320","0.00266"
"148.96200","12.41368","0.00260"
"148.96800","12.41416","0.00246"
"148.97400","12.41470","0.00220"
"148.98000","12.41518","0.00190"
"148.98600","12.41566","0.00181"
"148.99200","12.41619","0.00197"
"148.99800","12.41667","0.00223"
"149.00400","12.41715","0.00235"
"149.01000","12.41769","0.00237"
"149.01600","12.41817","0.00241"
"149.02200","12.41865","0.00241"
"149.02800","12.41918","0.00255"
"149.03400","12.41966","0.00274"
"149.04000","12.42014","0.00280"
"149.04600","12.42068","0.00270"
"149.05200","12.42116","0.00253"
"149.05800","12.42169","0.00239"
"149.06400","12.42217","0.00228"
"149.07000","12.42265","0.00242"
"149.07600","12.42319","0.00266"
"149.08200","12.42367","0.00270"
"149.08800","12.42415","0.00252"
"149.09400","12.42468","0.00234"
"149.10000","12.42516","0.00227"
"149.10600","12.42564","0.00219"
"149.11200","12.42612","0.00211"
"149.11800","12.42660","0.00209"
"149.12400","12.42707","0.00208"
"149.13000","12.42761","0.00203"
"149.13600","12.42809","0.00186"
"149.14200","12.42857","0.00173"
"149.14800","12.42911","0.00176"
"149.15400","12.42959","0.00186"
"149.16000","12.43013","0.00199"
"149.16600","12.43060","0.00209"
"149.17200","12.43108","0.00210"
"149.17800","12.43162","0.00200"
"149.18400","12.43210","0.00182"
"149.19000","12.43263","0.00172"
"149.19600","12.43311","0.00184"
"149.20200","12.43365","0.00196"
"149.20800","12.43413","0.00191"
"149.21400","12.43467","0.00176"
"149.22000","12.43515","0.00151"
"149.22600","12.43562","0.00137"
"149.23200","12.43616","0.00151"
"149.23800","12.43664","0.00151"
"149.24400","12.43712","0.00141"
"149.25000","12.43760","0.00136"
"149.25600","12.43808","0.00137"
"149.26200","12.43861","0.00145"
"149.26800","12.43909","0.00152"
"149.27400","12.43957","0.00151"
"149.28000","12.44011","0.00150"
"149.28600","12.44059","0.00141"
"149.29200","12.44106","0.00155"
"149.29800","12.44160","0.00195"
"149.30400","12.44208","0.00211"
"149.31000","12.44262","0.00208"
"149.31600","12.44310","0.00195"
"149.32200","12.44364","0.00174"
"149.32800","12.44411","0.00165"
"149.33400","12.44465","0.00172"
"149.34000","12.44513","0.00183"
"149.34600","12.44567","0.00185"
"149.35200","12.44615","0.00186"
"149.35800","12.44669","0.00194"
"149.36400","12.44716","0.00215"
"149.37000","12.44764","0.00232"
"149.37600","12.44818","0.00254"
"149.38200","12.44866","0.00277"
"149.38800","12.44914","0.00284"
"149.39400","12.44968","0.00279"
"149.40000","12.45015","0.00263"
"149.40600","12.45063","0.00236"
"149.41200","12.45111","0.00212"
"149.41800","12.45165","0.00208"
"149.42400","12.45213","0.00225"
"149.43000","12.45267","0.00250"
"149.43600","12.45314","0.00272"
"149.44200","12.45362","0.00279"
"149.44800","12.45416","0.00261"
"149.45400","12.45464","0.00240"
"149.46000","12.45512","0.00223"
"149.46600","12.45566","0.00221"
"149.47200","12.45613","0.00231"
"149.47800","12.45667","0.00240"
"149.48400","12.45715","0.00240"
"149.49000","12.45769","0.00225"
"149.49600","12.45823","0.00203"
"149.50200","12.45870","0.00188"
"149.50800","12.45918","0.00200"
"149.51400","12.45972","0.00206"
"149.52000","12.46020","0.00212"
"149.52600","12.46068","0.00220"
"149.53200","12.46116","0.00227"
"149.53800","12.46169","0.00221"
"149.54400","12.46217","0.00217"
"149.55000","12.46265","0.00225"
"149.55600","12.46319","0.00231"
"149.56200","12.46367","0.00223"
"149.56800","12.46415","0.00208"
"149.57400","12.46468","0.00203"
"149.58000","12.46516","0.00195"
"149.58600","12.46564","0.00196"
"149.59200","12.46612","0.00201"
"149.59800","12.46666","0.00206"
"149.60400","12.46713","0.00204"
"149.61000","12.46761","0.00198"
"149.61600","12.46815","0.00197"
"149.62200","12.46863","0.00203"
"149.62800","12.46917","0.00204"
"149.63400","12.46965","0.00209"
"149.64000","12.47018","0.00215"
"149.64600","12.47066","0.00229"
"149.65200","12.47114","0.00243"
"149.65800","12.47162","0.00263"
"149.66400","12.47216","0.00275"
"149.67000","12.47264","0.00261"
"149.67600","12.47311","0.00252"
"149.68200","12.47359","0.00234"
"149.68800","12.47407","0.00203"
"149.69400","12.47461","0.00177"
"149.70000","12.47509","0.00180"
"149.70600","12.47563","0.00203"
"149.71200","12.47610","0.00215"
"149.71800","12.47658","0.00218"
"149.72400","12.47712","0.00218"
"149.73000","12.47760","0.00213"
"149.73600","12.47808","0.00218"
"149.74200","12.47861","0.00221"
"149.74800","12.47909","0.00218"
"149.75400","12.47957","0.00218"
"149.76000","12.48005","0.00218"
"149.76600","12.48059","0.00216"
"149.77200","12.48106","0.00220"
"149.77800","12.48160","0.00228"
"149.78400","12.48214","0.00232"
"149.79000","12.48262","0.00245"
"149.79600","12.48316","0.00256"
"149.80200","12.48364","0.00259"
"149.80800","12.48411","0.00255"
"149.81400","12.48465","0.00265"
"149.82000","12.48513","0.00263"
"149.82600","12.48561","0.00254"
"149.83200","12.48615","0.00246"
"149.83800","12.48663","0.00233"
"149.84400","12.48710","0.00212"
"149.85000","12.48764","0.00198"
"149.85600","12.48812","0.00191"
"149.86200","12.48866","0.00201"
"149.86800","12.48914","0.00210"
"149.87400","12.48961","0.00217"
"149.88000","12.49015","0.00217"
"149.88600","12.49063","0.00220"
"149.89200","12.49117","0.00236"
"149.89800","12.49165","0.00251"
"149.90400","12.49213","0.00258"
"149.91000","12.49266","0.00265"
"149.91600","12.49314","0.00266"
"149.92200","12.49368","0.00260"
"149.92800","12.49416","0.00267"
"149.93400","12.49464","0.00282"
"149.94000","12.49518","0.00292"
"149.94600","12.49565","0.00290"
"149.95200","12.49613","0.00268"
"149.95800","12.49661","0.00263"
"149.96400","12.49715","0.00263"
"149.97000","12.49763","0.00259"
"149.97600","12.49811","0.00260"
"149.98200","12.49858","0.00259"
"149.98800","12.49912","0.00249"
"149.99400","12.49960","0.00238"
"150.00000","12.50008","0.00240"
"150.00600","12.50062","0.00265"
"150.01200","12.50110","0.00285"
"150.01800","12.50163","0.00292"
"150.02400","12.50211","0.00297"
"150.03000","12.50259","0.00303"
"150.03600","12.50313","0.00306"
"150.04200","12.50361","0.00290"
"150.04800","12.50414","0.00274"
"150.05400","12.50462","0.00257"
"150.06000","12.50516","0.00255"
"150.06600","12.50570","0.00270"
"150.07200","12.50618","0.00272"
"150.07800","12.50666","0.00268"
"150.08400","12.50719","0.00266"
"150.09000","12.50767","0.00272"
"150.09600","12.50815","0.00279"
"150.10200","12.50863","0.00281"
"150.10800","12.50917","0.00272"
"150.11400","12.50964","0.00259"
"150.12000","12.51012","0.00261"
"150.12600","12.51060","0.00272"
"150.13200","12.51114","0.00271"
"150.13800","12.51162","0.00268"
"150.14400","12.51210","0.00243"
"150.15000","12.51263","0.00208"
"150.15600","12.51311","0.00187"
"150.16200","12.51359","0.00192"
"150.16800","12.51413","0.00206"
"150.17400","12.51461","0.00224"
"150.18000","12.51515","0.00253"
"150.18600","12.51562","0.00279"
"150.19200","12.51616","0.00290"
"150.19800","12.51664","0.00289"
"150.20400","12.51712","0.00272"
"150.21000","12.51766","0.00258"
"150.21600","12.51814","0.00242"
"150.22200","12.51861","0.00236"
"150.22800","12.51915","0.00232"
"150.23400","12.51963","0.00220"
"150.24000","12.52011","0.00219"
"150.24600","12.52059","0.00231"
"150.25200","12.52106","0.00246"
"150.25800","12.52160","0.00259"
"150.26400","12.52208","0.00270"
"150.27000","12.52256","0.00272"
"150.27600","12.52304","0.00270"
"150.28200","12.52357","0.00259"
"150.28800","12.52405","0.00235"
"150.29400","12.52453","0.00209"
"150.30000","12.52501","0.00188"
"150.30600","12.52555","0.00183"
"150.31200","12.52603","0.00188"
"150.31800","12.52650","0.00203"
"150.32400","12.52704","0.00237"
"150.33000","12.52752","0.00257"
"150.33600","12.52806","0.00265"
"150.34200","12.52860","0.00266"
"150.34800","12.52914","0.00260"
"150.35400","12.52961","0.00240"
"150.36000","12.53015","0.00216"
"150.36600","12.53063","0.00204"
"150.37200","12.53117","0.00203"
"150.37800","12.53165","0.00201"
"150.38400","12.53213","0.00199"
"150.39000","12.53266","0.00202"
"150.39600","12.53314","0.00206"
"150.40200","12.53362","0.00202"
"150.40800","12.53416","0.00222"
"150.41400","12.53464","0.00233"
"150.42000","12.53512","0.00222"
"150.42600","12.53565","0.00215"
"150.43200","12.53613","0.00222"
"150.43800","12.53667","0.00216"
"150.44400","12.53715","0.00201"
"150.45000","12.53763","0.00189"
"150.45600","12.53816","0.00191"
"150.46200","12.53864","0.00201"
"150.46800","12.53918","0.00203"
"150.47400","12.53966","0.00209"
"150.48000","12.54020","0.00221"
"150.48600","12.54068","0.00223"
"150.49200","12.54121","0.00221"
"150.49800","12.54169","0.00227"
"150.50400","12.54223","0.00221"
"150.51000","12.54271","0.00221"
"150.51600","12.54319","0.00239"
"150.52200","12.54366","0.00257"
"150.52800","12.54420","0.00258"
"150.53400","12.54468","0.00242"
"150.54000","12.54516","0.00227"
"150.54600","12.54564","0.00211"
"150.55200","12.54618","0.00177"
"150.55800","12.54665","0.00161"
"150.56400","12.54713","0.00151"
"150.57000","12.54761","0.00150"
"150.57600","12.54815","0.00165"
"150.58200","12.54863","0.00198"
"150.58800","12.54911","0.00227"
"150.59400","12.54964","0.00242"
"150.60000","12.55012","0.00247"
"150.60600","12.55066","0.00252"
"150.61200","12.55114","0.00252"
"150.61800","12.55168","0.00256"
"150.62400","12.55216","0.00268"
"150.63000","12.55269","0.00275"
"150.63600","12.55317","0.00290"
"150.64200","12.55371","0.00297"
"150.64800","12.55419","0.00303"
"150.65400","12.55467","0.00309"
"150.66000","12.55520","0.00322"
"150.66600","12.55568","0.00330"
"150.67200","12.55616","0.00322"
"150.67800","12.55664","0.00322"
"150.68400","12.55718","0.00320"
"150.69000","12.55766","0.00301"
"150.69600","12.55813","0.00265"
"150.70200","12.55861","0.00231"
"150.70800","12.55915","0.00209"
"150.71400","12.55963","0.00202"
"150.72000","12.56011","0.00207"
"150.72600","12.56059","0.00217"
"150.73200","12.56112","0.00234"
"150.73800","12.56160","0.00233"
"150.74400","12.56214","0.00228"
"150.75000","12.56262","0.00207"
"150.75600","12.56310","0.00196"
"150.76200","12.56363","0.00206"
"150.76800","12.56411","0.00224"
"150.77400","12.56465","0.00237"
"150.78000","12.56513","0.00244"
"150.78600","12.56561","0.00241"
"150.79200","12.56615","0.00237"
"150.79800","12.56662","0.00244"
"150.80400","12.56710","0.00244"
"150.81000","12.56764","0.00224"
"150.81600","12.56812","0.00216"
"150.82200","12.56860","0.00214"
"150.82800","12.56907","0.00221"
"150.83400","12.56961","0.00235"
"150.84000","12.57009","0.00245"
"150.84600","12.57063","0.00250"
"150.85200","12.57111","0.00250"
"150.85800","12.57159","0.00255"
"150.86400","12.57212","0.00270"
"150.87000","12.57260","0.00269"
"150.87600","12.57308","0.00267"
"150.88200","12.57362","0.00282"
"150.88800","12.57410","0.00295"
"150.89400","12.57464","0.00289"
"150.90000","12.57511","0.00284"
"150.90600","12.57565","0.00277"
"150.91200","12.57613","0.00268"
"150.91800","12.57661","0.00258"
"150.92400","12.57715","0.00266"
"150.93000","12.57763","0.00272"
"150.93600","12.57810","0.00273"
"150.94200","12.57864","0.00265"
"150.94800","12.57912","0.00264"
"150.95400","12.57960","0.00270"
"150.96000","12.58008","0.00268"
"150.96600","12.58061","0.00263"
"150.97200","12.58109","0.00257"
"150.97800","12.58157","0.00250"
"150.98400","12.58211","0.00251"
"150.99000","12.58259","0.00261"
"150.99600","12.58313","0.00269"
"151.00200","12.58360","0.00271"
"151.00800","12.58414","0.00270"
"151.01400","12.58462","0.00265"
"151.02000","12.58516","0.00268"
"151.02600","12.58564","0.00274"
"151.03200","12.58617","0.00278"
"151.03800","12.58665","0.00277"
"151.04400","12.58713","0.00274"
"151.05000","12.58767","0.00274"
"151.05600","12.58815","0.00273"
"151.06200","12.58869","0.00268"
"151.06800","12.58916","0.00256"
"151.07400","12.58970","0.00252"
"151.08000","12.59018","0.00242"
"151.08600","12.59066","0.00241"
"151.09200","12.59114","0.00252"
"151.09800","12.59168","0.00265"
"151.10400","12.59215","0.00273"
"151.11000","12.59263","0.00275"
"151.11600","12.59317","0.00284"
"151.12200","12.59365","0.00304"
"151.12800","12.59413","0.00316"
"151.13400","12.59467","0.00303"
"151.14000","12.59514","0.00290"
"151.14600","12.59562","0.00278"
"151.15200","12.59610","0.00257"
"151.15800","12.59664","0.00242"
"151.16400","12.59712","0.00235"
"151.17000","12.59760","0.00231"
"151.17600","12.59813","0.00246"
"151.18200","12.59861","0.00268"
"151.18800","12.59909","0.00289"
"151.19400","12.59963","0.00300"
"151.20000","12.60017","0.00297"
"151.20600","12.60064","0.00275"
"151.21200","12.60118","0.00257"
"151.21800","12.60166","0.00249"
"151.22400","12.60220","0.00248"
"151.23000","12.60268","0.00247"
"151.23600","12.60316","0.00245"
"151.24200","12.60363","0.00250"
"151.24800","12.60417","0.00253"
"151.25400","12.60465","0.00251"
"151.26000","12.60513","0.00241"
"151.26600","12.60561","0.00237"
"151.27200","12.60608","0.00240"
"151.27800","12.60656","0.00240"
"151.28400","12.60710","0.00228"
"151.29000","12.60758","0.00223"
"151.29600","12.60806","0.00227"
"151.30200","12.60860","0.00235"
"151.30800","12.60907","0.00233"
"151.31400","12.60955","0.00236"
"151.32000","12.61009","0.00242"
"151.32600","12.61057","0.00250"
"151.33200","12.61111","0.00264"
"151.33800","12.61158","0.00266"
"151.34400","12.61212","0.00268"
"151.35000","12.61260","0.00266"
"151.35600","12.61314","0.00265"
"151.36200","12.61362","0.00256"
"151.36800","12.61416","0.00240"
"151.37400","12.61463","0.00235"
"151.38000","12.61511","0.00238"
"151.38600","12.61559","0.00245"
"151.39200","12.61607","0.00250"
"151.39800","12.61661","0.00258"
"151.40400","12.61709","0.00267"
"151.41000","12.61756","0.00276"
"151.41600","12.61810","0.00282"
"151.42200","12.61858","0.00279"
"151.42800","12.61906","0.00275"
"151.43400","12.61960","0.00257"
"151.44000","12.62008","0.00247"
"151.44600","12.62055","0.00235"
"151.45200","12.62109","0.00214"
"151.45800","12.62157","0.00198"
"151.46400","12.62211","0.00186"
"151.47000","12.62259","0.00183"
"151.47600","12.62313","0.00192"
"151.48200","12.62360","0.00214"
"151.48800","12.62414","0.00236"
"151.49400","12.62468","0.00237"
"151.50000","12.62516","0.00233"
"151.50600","12.62564","0.00228"
"151.51200","12.62617","0.00228"
"151.51800","12.62665","0.00223"
"151.52400","12.62719","0.00211"
"151.53000","12.62767","0.00203"
"151.53600","12.62821","0.00192"
"151.54200","12.62869","0.00188"
"151.54800","12.62916","0.00187"
"151.55400","12.62970","0.00188"
"151.56000","12.63018","0.00198"
"151.56600","12.63066","0.00212"
"151.57200","12.63114","0.00224"
"151.57800","12.63167","0.00221"
"151.58400","12.63215","0.00214"
"151.59000","12.63263","0.00222"
"151.59600","12.63311","0.00222"
"151.60200","12.63365","0.00215"
"151.60800","12.63413","0.00214"
"151.61400","12.63466","0.00226"
"151.62000","12.63514","0.00245"
"151.62600","12.63562","0.00253"
"151.63200","12.63616","0.00248"
"151.63800","12.63664","0.00237"
"151.64400","12.63718","0.00222"
"151.65000","12.63771","0.00201"
"151.65600","12.63819","0.00201"
"151.66200","12.63867","0.00213"
"151.66800","12.63915","0.00217"
"151.67400","12.63963","0.00220"
"151.68000","12.64017","0.00227"
"151.68600","12.64064","0.00237"
"151.69200","12.64112","0.00247"
"151.69800","12.64166","0.00253"
"151.70400","12.64214","0.00249"
"151.71000","12.64268","0.00245"
"151.71600","12.64316","0.00238"
"151.72200","12.64363","0.00231"
"151.72800","12.64417","0.00236"
"151.73400","12.64465","0.00244"
"151.74000","12.64513","0.00261"
"151.74600","12.64567","0.00281"
"151.75200","12.64614","0.00286"
"151.75800","12.64662","0.00274"
"151.76400","12.64716","0.00260"
"151.77000","12.64764","0.00249"
"151.77600","12.64818","0.00235"
"151.78200","12.64865","0.00239"
"151.78800","12.64919","0.00257"
"151.79400","12.64967","0.00269"
"151.80000","12.65021","0.00282"
"151.80600","12.65069","0.00282"
"151.81200","12.65117","0.00273"
"151.81800","12.65164","0.00259"
"151.82400","12.65218","0.00256"
"151.83000","12.65266","0.00261"
"151.83600","12.65314","0.00262"
"151.84200","12.65368","0.00260"
"151.84800","12.65416","0.00251"
"151.85400","12.65469","0.00246"
"151.86000","12.65517","0.00249"
"151.86600","12.65565","0.00259"
"151.87200","12.65619","0.00259"
"151.87800","12.65667","0.00268"
"151.88400","12.65715","0.00277"
"151.89000","12.65762","0.00282"
"151.89600","12.65816","0.00288"
"151.90200","12.65864","0.00288"
"151.90800","12.65912","0.00278"
"151.91400","12.65960","0.00297"
"151.92000","12.66013","0.00307"
"151.92600","12.66061","0.00303"
"151.93200","12.66115","0.00290"
"151.93800","12.66163","0.00277"
"151.94400","12.66211","0.00267"
"151.95000","12.66265","0.00263"
"151.95600","12.66312","0.00269"
"151.96200","12.66366","0.00270"
"151.96800","12.66414","0.00275"
"151.97400","12.66462","0.00268"
"151.98000","12.66516","0.00268"
"151.98600","12.66564","0.00269"
"151.99200","12.66617","0.00270"
"151.99800","12.66665","0.00270"
"152.00400","12.66719","0.00275"
"152.01000","12.66767","0.00268"
"152.01600","12.66815","0.00264"
"152.02200","12.66868","0.00263"
"152.02800","12.66916","0.00263"
"152.03400","12.66964","0.00260"
"152.04000","12.67018","0.00256"
"152.04600","12.67066","0.00253"
"152.05200","12.67114","0.00250"
"152.05800","12.67167","0.00254"
"152.06400","12.67215","0.00267"
"152.07000","12.67269","0.00277"
"152.07600","12.67317","0.00295"
"152.08200","12.67371","0.00309"
"152.08800","12.67418","0.00325"
"152.09400","12.67472","0.00332"
"152.10000","12.67520","0.00324"
"152.10600","12.67568","0.00310"
"152.11200","12.67622","0.00303"
"152.11800","12.67670","0.00287"
"152.12400","12.67717","0.00275"
"152.13000","12.67771","0.00272"
"152.13600","12.67819","0.00270"
"152.14200","12.67873","0.00259"
"152.14800","12.67921","0.00237"
"152.15400","12.67969","0.00210"
"152.16000","12.68016","0.00187"
"152.16600","12.68064","0.00176"
"152.17200","12.68118","0.00197"
"152.17800","12.68166","0.00228"
"152.18400","12.68220","0.00242"
"152.19000","12.68268","0.00244"
"152.19600","12.68315","0.00261"
"152.20200","12.68369","0.00275"
"152.20800","12.68417","0.00266"
"152.21400","12.68465","0.00263"
"152.22000","12.68513","0.00277"
"152.22600","12.68567","0.00284"
"152.23200","12.68614","0.00288"
"152.23800","12.68662","0.00299"
"152.24400","12.68716","0.00289"
"152.25000","12.68764","0.00282"
"152.25600","12.68812","0.00292"
"152.26200","12.68865","0.00312"
"152.26800","12.68913","0.00315"
"152.27400","12.68961","0.00303"
"152.28000","12.69015","0.00293"
"152.28600","12.69063","0.00269"
"152.29200","12.69111","0.00256"
"152.29800","12.69164","0.00253"
"152.30400","12.69212","0.00262"
"152.31000","12.69260","0.00276"
"152.31600","12.69314","0.00275"
"152.32200","12.69362","0.00271"
"152.32800","12.69409","0.00275"
"152.33400","12.69457","0.00275"
"152.34000","12.69511","0.00275"
"152.34600","12.69559","0.00265"
"152.35200","12.69607","0.00243"
"152.35800","12.69661","0.00224"
"152.36400","12.69708","0.00218"
"152.37000","12.69762","0.00229"
"152.37600","12.69810","0.00244"
"152.38200","12.69858","0.00256"
"152.38800","12.69912","0.00268"
"152.39400","12.69960","0.00277"
"152.40000","12.70007","0.00286"
"152.40600","12.70061","0.00293"
"152.41200","12.70109","0.00284"
"152.41800","12.70157","0.00276"
"152.42400","12.70211","0.00263"
"152.43000","12.70259","0.00257"
"152.43600","12.70312","0.00250"
"152.44200","12.70360","0.00235"
"152.44800","12.70408","0.00229"
"152.45400","12.70456","0.00229"
"152.46000","12.70510","0.00232"
"152.46600","12.70558","0.00238"
"152.47200","12.70605","0.00264"
"152.47800","12.70659","0.00280"
"152.48400","12.70707","0.00272"
"152.49000","12.70761","0.00265"
"152.49600","12.70809","0.00262"
"152.50200","12.70862","0.00241"
"152.50800","12.70910","0.00228"
"152.51400","12.70964","0.00223"
"152.52000","12.71012","0.00217"
"152.52600","12.71066","0.00206"
"152.53200","12.71114","0.00210"
"152.53800","12.71161","0.00226"
"152.54400","12.71209","0.00228"
"152.55000","12.71263","0.00224"
"152.55600","12.71311","0.00209"
"152.56200","12.71359","0.00198"
"152.56800","12.71413","0.00191"
"152.57400","12.71460","0.00207"
"152.58000","12.71508","0.00240"
"152.58600","12.71562","0.00266"
"152.59200","12.71610","0.00287"
"152.59800","12.71664","0.00304"
"152.60400","12.71711","0.00307"
"152.61000","12.71759","0.00291"
"152.61600","12.71813","0.00264"
"152.62200","12.71861","0.00237"
"152.62800","12.71915","0.00211"
"152.63400","12.71963","0.00190"
"152.64000","12.72016","0.00185"
"152.64600","12.72064","0.00188"
"152.65200","12.72118","0.00198"
"152.65800","12.72166","0.00219"
"152.66400","12.72220","0.00241"
"152.67000","12.72267","0.00255"
"152.67600","12.72315","0.00268"
"152.68200","12.72363","0.00272"
"152.68800","12.72411","0.00264"
"152.69400","12.72465","0.00250"
"152.70000","12.72513","0.00236"
"152.70600","12.72561","0.00224"
"152.71200","12.72614","0.00221"
"152.71800","12.72662","0.00215"
"152.72400","12.72710","0.00208"
"152.73000","12.72764","0.00206"
"152.73600","12.72812","0.00208"
"152.74200","12.72865","0.00202"
"152.74800","12.72913","0.00196"
"152.75400","12.72961","0.00207"
"152.76000","12.73015","0.00218"
"152.76600","12.73063","0.00217"
"152.77200","12.73110","0.00212"
"152.77800","12.73164","0.00211"
"152.78400","12.73212","0.00198"
"152.79000","12.73266","0.00200"
"152.79600","12.73314","0.00220"
"152.80200","12.73368","0.00237"
"152.80800","12.73415","0.00233"
"152.81400","12.73469","0.00220"
"152.82000","12.73517","0.00212"
"152.82600","12.73565","0.00195"
"152.83200","12.73613","0.00185"
"152.83800","12.73661","0.00192"
"152.84400","12.73708","0.00205"
"152.85000","12.73762","0.00208"
"152.85600","12.73810","0.00216"
"152.86200","12.73858","0.00230"
"152.86800","12.73906","0.00236"
"152.87400","12.73960","0.00245"
"152.88000","12.74007","0.00267"
"152.88600","12.74055","0.00279"
"152.89200","12.74109","0.00278"
"152.89800","12.74157","0.00279"
"152.90400","12.74205","0.00276"
"152.91000","12.74258","0.00268"
"152.91600","12.74312","0.00262"
"152.92200","12.74360","0.00255"
"152.92800","12.74414","0.00257"
"152.93400","12.74462","0.00256"
"152.94000","12.74516","0.00252"
"152.94600","12.74563","0.00254"
"152.95200","12.74611","0.00261"
"152.95800","12.74665","0.00271"
"152.96400","12.74713","0.00283"
"152.97000","12.74761","0.00289"
"152.97600","12.74814","0.00278"
"152.98200","12.74862","0.00270"
"152.98800","12.74910","0.00274"
"152.99400","12.74964","0.00263"
"153.00000","12.75012","0.00240"
"153.00600","12.75060","0.00224"
"153.01200","12.75107","0.00222"
"153.01800","12.75161","0.00222"
"153.02400","12.75209","0.00217"
"153.03000","12.75263","0.00219"
"153.03600","12.75311","0.00221"
"153.04200","12.75359","0.00234"
"153.04800","12.75412","0.00251"
"153.05400","12.75460","0.00263"
"153.06000","12.75514","0.00263"
"153.06600","12.75562","0.00250"
"153.07200","12.75616","0.00242"
"153.07800","12.75663","0.00248"
"153.08400","12.75717","0.00262"
"153.09000","12.75765","0.00271"
"153.09600","12.75819","0.00268"
"153.10200","12.75867","0.00262"
"153.10800","12.75915","0.00252"
"153.11400","12.75968","0.00254"
"153.12000","12.76016","0.00258"
"153.12600","12.76064","0.00259"
"153.13200","12.76118","0.00253"
"153.13800","12.76166","0.00251"
"153.14400","12.76220","0.00250"
"153.15000","12.76267","0.00237"
"153.15600","12.76315","0.00238"
"153.16200","12.76369","0.00255"
"153.16800","12.76417","0.00266"
"153.17400","12.76465","0.00256"
"153.18000","12.76513","0.00241"
"153.18600","12.76566","0.00225"
"153.19200","12.76614","0.00221"
"153.19800","12.76668","0.00212"
"153.20400","12.76716","0.00219"
"153.21000","12.76770","0.00222"
"153.21600","12.76817","0.00228"
"153.22200","12.76865","0.00237"
"153.22800","12.76919","0.00238"
"153.23400","12.76967","0.00246"
"153.24000","12.77015","0.00258"
"153.24600","12.77063","0.00273"
"153.25200","12.77116","0.00282"
"153.25800","12.77164","0.00278"
"153.26400","12.77212","0.00272"
"153.27000","12.77266","0.00275"
"153.27600","12.77314","0.00278"
"153.28200","12.77368","0.00267"
"153.28800","12.77415","0.00254"
"153.29400","12.77463","0.00242"
"153.30000","12.77517","0.00241"
"153.30600","12.77565","0.00253"
"153.31200","12.77613","0.00265"
"153.31800","12.77667","0.00278"
"153.32400","12.77714","0.00280"
"153.33000","12.77768","0.00278"
"153.33600","12.77816","0.00276"
"153.34200","12.77864","0.00270"
"153.34800","12.77918","0.00253"
"153.35400","12.77965","0.00250"
"153.36000","12.78019","0.00254"
"153.36600","12.78067","0.00263"
"153.37200","12.78121","0.00270"
"153.37800","12.78169","0.00277"
"153.38400","12.78216","0.00272"
"153.39000","12.78264","0.00271"
"153.39600","12.78318","0.00275"
"153.40200","12.78366","0.00271"
"153.40800","12.78414","0.00252"
"153.41400","12.78462","0.00238"
"153.42000","12.78515","0.00233"
"153.42600","12.78563","0.00236"
"153.43200","12.78611","0.00233"
"153.43800","12.78665","0.00242"
"153.44400","12.78713","0.00250"
"153.45000","12.78767","0.00249"
"153.45600","12.78814","0.00250"
"153.46200","12.78862","0.00245"
"153.46800","12.78910","0.00219"
"153.47400","12.78964","0.00196"
"153.48000","12.79012","0.00195"
"153.48600","12.79060","0.00198"
"153.49200","12.79113","0.00198"
"153.49800","12.79161","0.00204"
"153.50400","12.79209","0.00214"
"153.51000","12.79263","0.00236"
"153.51600","12.79311","0.00251"
"153.52200","12.79359","0.00262"
"153.52800","12.79412","0.00278"
"153.53400","12.79460","0.00284"
"153.54000","12.79508","0.00275"
"153.54600","12.79562","0.00264"
"153.55200","12.79610","0.00267"
"153.55800","12.79663","0.00269"
"153.56400","12.79711","0.00261"
"153.57000","12.79765","0.00264"
"153.57600","12.79813","0.00270"
"153.58200","12.79861","0.00257"
"153.58800","12.79915","0.00258"
"153.59400","12.79962","0.00271"
"153.60000","12.80010","0.00277"
"153.60600","12.80064","0.00266"
"153.61200","12.80112","0.00264"
"153.61800","12.80166","0.00267"
"153.62400","12.80214","0.00259"
"153.63000","12.80261","0.00236"
"153.63600","12.80315","0.00218"
"153.64200","12.80363","0.00213"
"153.64800","12.80417","0.00208"
"153.65400","12.80465","0.00208"
"153.66000","12.80512","0.00206"
"153.66600","12.80566","0.00197"
"153.67200","12.80614","0.00181"
"153.67800","12.80662","0.00172"
"153.68400","12.80716","0.00162"
"153.69000","12.80764","0.00172"
"153.69600","12.80817","0.00192"
"153.70200","12.80865","0.00205"
"153.70800","12.80919","0.00205"
"153.71400","12.80967","0.00191"
"153.72000","12.81015","0.00175"
"153.72600","12.81069","0.00168"
"153.73200","12.81116","0.00174"
"153.73800","12.81164","0.00184"
"153.74400","12.81212","0.00195"
"153.75000","12.81266","0.00189"
"153.75600","12.81314","0.00178"
"153.76200","12.81361","0.00176"
"153.76800","12.81415","0.00177"
"153.77400","12.81463","0.00183"
"153.78000","12.81517","0.00189"
"153.78600","12.81565","0.00180"
"153.79200","12.81619","0.00182"
"153.79800","12.81666","0.00206"
"153.80400","12.81720","0.00227"
"153.81000","12.81768","0.00231"
"153.81600","12.81816","0.00226"
"153.82200","12.81864","0.00235"
"153.82800","12.81918","0.00249"
"153.83400","12.81965","0.00243"
"153.84000","12.82013","0.00234"
"153.84600","12.82067","0.00227"
"153.85200","12.82115","0.00217"
"153.85800","12.82163","0.00201"
