End date,"1/21/2017"
Specimen label,"14DT_NT1"
"0.33000","0.02732","0.00017"
"0.33600","0.02786","0.00021"
"0.34200","0.02846","0.00025"
"0.34800","0.02900","0.00022"
"0.35400","0.02954","0.00018"
"0.36000","0.03001","0.00012"
"0.36600","0.03061","0.00007"
"0.37200","0.03109","0.00010"
"0.37800","0.03163","0.00008"
"0.38400","0.03217","0.00008"
"0.39000","0.03265","0.00011"
"0.39600","0.03318","0.00014"
"0.40200","0.03372","0.00020"
"0.40800","0.03420","0.00021"
"0.41400","0.03468","0.00018"
"0.42000","0.03522","0.00021"
"0.42600","0.03569","0.00028"
"0.43200","0.03623","0.00033"
"0.43800","0.03671","0.00033"
"0.44400","0.03719","0.00024"
"0.45000","0.03773","0.00014"
"0.45600","0.03821","0.00007"
"0.46200","0.03868","0.00002"
"0.46800","0.03922","0.00002"
"0.47400","0.03976","0.00012"
"0.48000","0.04024","0.00019"
"0.48600","0.04078","0.00029"
"0.49200","0.04125","0.00036"
"0.49800","0.04179","0.00040"
"0.50400","0.04233","0.00036"
"0.51000","0.04281","0.00040"
"0.51600","0.04335","0.00049"
"0.52200","0.04383","0.00061"
"0.52800","0.04430","0.00066"
"0.53400","0.04478","0.00060"
"0.54000","0.04532","0.00050"
"0.54600","0.04580","0.00039"
"0.55200","0.04628","0.00030"
"0.55800","0.04676","0.00022"
"0.56400","0.04729","0.00017"
"0.57000","0.04777","0.00015"
"0.57600","0.04825","0.00016"
"0.58200","0.04879","0.00023"
"0.58800","0.04927","0.00033"
"0.59400","0.04980","0.00039"
"0.60000","0.05028","0.00044"
"0.60600","0.05076","0.00049"
"0.61200","0.05130","0.00050"
"0.61800","0.05178","0.00055"
"0.62400","0.05232","0.00069"
"0.63000","0.05279","0.00086"
"0.63600","0.05327","0.00084"
"0.64200","0.05381","0.00069"
"0.64800","0.05429","0.00057"
"0.65400","0.05477","0.00045"
"0.66000","0.05531","0.00032"
"0.66600","0.05578","0.00019"
"0.67200","0.05626","0.00019"
"0.67800","0.05674","0.00029"
"0.68400","0.05722","0.00042"
"0.69000","0.05776","0.00061"
"0.69600","0.05824","0.00083"
"0.70200","0.05871","0.00098"
"0.70800","0.05919","0.00118"
"0.71400","0.05973","0.00140"
"0.72000","0.06021","0.00154"
"0.72600","0.06075","0.00160"
"0.73200","0.06122","0.00160"
"0.73800","0.06170","0.00154"
"0.74400","0.06224","0.00135"
"0.75000","0.06272","0.00122"
"0.75600","0.06326","0.00110"
"0.76200","0.06374","0.00092"
"0.76800","0.06421","0.00087"
"0.77400","0.06475","0.00085"
"0.78000","0.06523","0.00077"
"0.78600","0.06577","0.00077"
"0.79200","0.06625","0.00079"
"0.79800","0.06678","0.00075"
"0.80400","0.06726","0.00072"
"0.81000","0.06774","0.00079"
"0.81600","0.06828","0.00079"
"0.82200","0.06876","0.00082"
"0.82800","0.06924","0.00084"
"0.83400","0.06977","0.00077"
"0.84000","0.07025","0.00067"
"0.84600","0.07079","0.00054"
"0.85200","0.07127","0.00058"
"0.85800","0.07175","0.00071"
"0.86400","0.07223","0.00081"
"0.87000","0.07276","0.00088"
"0.87600","0.07324","0.00091"
"0.88200","0.07372","0.00087"
"0.88800","0.07426","0.00081"
"0.89400","0.07474","0.00078"
"0.90000","0.07522","0.00083"
"0.90600","0.07575","0.00089"
"0.91200","0.07623","0.00094"
"0.91800","0.07671","0.00093"
"0.92400","0.07725","0.00094"
"0.93000","0.07773","0.00083"
"0.93600","0.07820","0.00068"
"0.94200","0.07874","0.00050"
"0.94800","0.07922","0.00039"
"0.95400","0.07976","0.00033"
"0.96000","0.08024","0.00031"
"0.96600","0.08072","0.00035"
"0.97200","0.08119","0.00047"
"0.97800","0.08173","0.00061"
"0.98400","0.08221","0.00076"
"0.99000","0.08269","0.00080"
"0.99600","0.08317","0.00069"
"1.00200","0.08371","0.00062"
"1.00800","0.08418","0.00066"
"1.01400","0.08466","0.00061"
"1.02000","0.08520","0.00061"
"1.02600","0.08568","0.00066"
"1.03200","0.08616","0.00071"
"1.03800","0.08669","0.00067"
"1.04400","0.08717","0.00062"
"1.05000","0.08765","0.00061"
"1.05600","0.08819","0.00060"
"1.06200","0.08867","0.00062"
"1.06800","0.08921","0.00079"
"1.07400","0.08968","0.00097"
"1.08000","0.09016","0.00101"
"1.08600","0.09070","0.00102"
"1.09200","0.09124","0.00107"
"1.09800","0.09172","0.00110"
"1.10400","0.09220","0.00113"
"1.11000","0.09273","0.00120"
"1.11600","0.09321","0.00123"
"1.12200","0.09369","0.00120"
"1.12800","0.09423","0.00110"
"1.13400","0.09471","0.00094"
"1.14000","0.09524","0.00091"
"1.14600","0.09572","0.00096"
"1.15200","0.09626","0.00082"
"1.15800","0.09674","0.00070"
"1.16400","0.09728","0.00065"
"1.17000","0.09776","0.00063"
"1.17600","0.09823","0.00071"
"1.18200","0.09877","0.00078"
"1.18800","0.09925","0.00090"
"1.19400","0.09979","0.00092"
"1.20000","0.10027","0.00095"
"1.20600","0.10075","0.00097"
"1.21200","0.10128","0.00101"
"1.21800","0.10176","0.00103"
"1.22400","0.10224","0.00107"
"1.23000","0.10278","0.00107"
"1.23600","0.10326","0.00106"
"1.24200","0.10373","0.00103"
"1.24800","0.10427","0.00089"
"1.25400","0.10475","0.00079"
"1.26000","0.10523","0.00074"
"1.26600","0.10577","0.00067"
"1.27200","0.10625","0.00064"
"1.27800","0.10672","0.00060"
"1.28400","0.10726","0.00058"
"1.29000","0.10774","0.00065"
"1.29600","0.10822","0.00069"
"1.30200","0.10876","0.00079"
"1.30800","0.10924","0.00106"
"1.31400","0.10977","0.00127"
"1.32000","0.11025","0.00139"
"1.32600","0.11073","0.00142"
"1.33200","0.11121","0.00137"
"1.33800","0.11175","0.00125"
"1.34400","0.11222","0.00111"
"1.35000","0.11270","0.00096"
"1.35600","0.11318","0.00088"
"1.36200","0.11372","0.00088"
"1.36800","0.11420","0.00088"
"1.37400","0.11468","0.00092"
"1.38000","0.11521","0.00096"
"1.38600","0.11569","0.00101"
"1.39200","0.11617","0.00102"
"1.39800","0.11671","0.00097"
"1.40400","0.11719","0.00099"
"1.41000","0.11773","0.00116"
"1.41600","0.11820","0.00128"
"1.42200","0.11868","0.00140"
"1.42800","0.11922","0.00144"
"1.43400","0.11970","0.00140"
"1.44000","0.12024","0.00139"
"1.44600","0.12072","0.00126"
"1.45200","0.12119","0.00112"
"1.45800","0.12173","0.00100"
"1.46400","0.12221","0.00098"
"1.47000","0.12275","0.00098"
"1.47600","0.12323","0.00099"
"1.48200","0.12370","0.00100"
"1.48800","0.12418","0.00103"
"1.49400","0.12472","0.00106"
"1.50000","0.12520","0.00108"
"1.50600","0.12568","0.00110"
"1.51200","0.12622","0.00110"
"1.51800","0.12669","0.00111"
"1.52400","0.12717","0.00110"
"1.53000","0.12765","0.00109"
"1.53600","0.12819","0.00110"
"1.54200","0.12867","0.00111"
"1.54800","0.12915","0.00113"
"1.55400","0.12968","0.00127"
"1.56000","0.13016","0.00137"
"1.56600","0.13064","0.00137"
"1.57200","0.13118","0.00131"
"1.57800","0.13166","0.00124"
"1.58400","0.13219","0.00113"
"1.59000","0.13267","0.00110"
"1.59600","0.13321","0.00104"
"1.60200","0.13369","0.00112"
"1.60800","0.13417","0.00127"
"1.61400","0.13471","0.00124"
"1.62000","0.13518","0.00111"
"1.62600","0.13572","0.00114"
"1.63200","0.13620","0.00123"
"1.63800","0.13668","0.00130"
"1.64400","0.13722","0.00136"
"1.65000","0.13770","0.00145"
"1.65600","0.13823","0.00155"
"1.66200","0.13871","0.00165"
"1.66800","0.13919","0.00162"
"1.67400","0.13973","0.00158"
"1.68000","0.14021","0.00158"
"1.68600","0.14068","0.00152"
"1.69200","0.14122","0.00145"
"1.69800","0.14170","0.00133"
"1.70400","0.14224","0.00121"
"1.71000","0.14272","0.00120"
"1.71600","0.14326","0.00114"
"1.72200","0.14373","0.00106"
"1.72800","0.14427","0.00105"
"1.73400","0.14475","0.00099"
"1.74000","0.14523","0.00102"
"1.74600","0.14577","0.00105"
"1.75200","0.14625","0.00101"
"1.75800","0.14672","0.00108"
"1.76400","0.14726","0.00113"
"1.77000","0.14774","0.00115"
"1.77600","0.14822","0.00113"
"1.78200","0.14870","0.00111"
"1.78800","0.14923","0.00109"
"1.79400","0.14971","0.00101"
"1.80000","0.15019","0.00093"
"1.80600","0.15073","0.00099"
"1.81200","0.15121","0.00101"
"1.81800","0.15169","0.00103"
"1.82400","0.15222","0.00108"
"1.83000","0.15270","0.00114"
"1.83600","0.15324","0.00111"
"1.84200","0.15372","0.00104"
"1.84800","0.15420","0.00099"
"1.85400","0.15474","0.00096"
"1.86000","0.15521","0.00092"
"1.86600","0.15575","0.00099"
"1.87200","0.15623","0.00109"
"1.87800","0.15671","0.00117"
"1.88400","0.15725","0.00130"
"1.89000","0.15772","0.00147"
"1.89600","0.15820","0.00151"
"1.90200","0.15874","0.00154"
"1.90800","0.15922","0.00155"
"1.91400","0.15970","0.00147"
"1.92000","0.16024","0.00131"
"1.92600","0.16071","0.00121"
"1.93200","0.16119","0.00115"
"1.93800","0.16173","0.00114"
"1.94400","0.16221","0.00113"
"1.95000","0.16275","0.00112"
"1.95600","0.16323","0.00124"
"1.96200","0.16376","0.00128"
"1.96800","0.16424","0.00127"
"1.97400","0.16472","0.00122"
"1.98000","0.16520","0.00111"
"1.98600","0.16574","0.00096"
"1.99200","0.16621","0.00090"
"1.99800","0.16669","0.00096"
"2.00400","0.16723","0.00112"
"2.01000","0.16771","0.00125"
"2.01600","0.16819","0.00126"
"2.02200","0.16873","0.00129"
"2.02800","0.16920","0.00133"
"2.03400","0.16968","0.00140"
"2.04000","0.17022","0.00154"
"2.04600","0.17070","0.00154"
"2.05200","0.17118","0.00150"
"2.05800","0.17166","0.00152"
"2.06400","0.17219","0.00141"
"2.07000","0.17267","0.00127"
"2.07600","0.17315","0.00114"
"2.08200","0.17369","0.00113"
"2.08800","0.17417","0.00119"
"2.09400","0.17471","0.00125"
"2.10000","0.17518","0.00123"
"2.10600","0.17572","0.00128"
"2.11200","0.17620","0.00137"
"2.11800","0.17674","0.00141"
"2.12400","0.17722","0.00142"
"2.13000","0.17769","0.00143"
"2.13600","0.17817","0.00139"
"2.14200","0.17871","0.00131"
"2.14800","0.17919","0.00115"
"2.15400","0.17967","0.00111"
"2.16000","0.18021","0.00108"
"2.16600","0.18068","0.00112"
"2.17200","0.18116","0.00113"
"2.17800","0.18170","0.00109"
"2.18400","0.18218","0.00114"
"2.19000","0.18272","0.00131"
"2.19600","0.18320","0.00144"
"2.20200","0.18367","0.00160"
"2.20800","0.18421","0.00166"
"2.21400","0.18469","0.00160"
"2.22000","0.18523","0.00152"
"2.22600","0.18571","0.00142"
"2.23200","0.18624","0.00138"
"2.23800","0.18672","0.00133"
"2.24400","0.18726","0.00135"
"2.25000","0.18774","0.00140"
"2.25600","0.18828","0.00149"
"2.26200","0.18876","0.00147"
"2.26800","0.18929","0.00133"
"2.27400","0.18977","0.00129"
"2.28000","0.19025","0.00124"
"2.28600","0.19073","0.00117"
"2.29200","0.19121","0.00122"
"2.29800","0.19169","0.00125"
"2.30400","0.19222","0.00123"
"2.31000","0.19270","0.00116"
"2.31600","0.19318","0.00107"
"2.32200","0.19372","0.00099"
"2.32800","0.19420","0.00102"
"2.33400","0.19467","0.00103"
"2.34000","0.19521","0.00106"
"2.34600","0.19569","0.00118"
"2.35200","0.19617","0.00136"
"2.35800","0.19671","0.00156"
"2.36400","0.19719","0.00159"
"2.37000","0.19772","0.00155"
"2.37600","0.19820","0.00144"
"2.38200","0.19874","0.00132"
"2.38800","0.19922","0.00123"
"2.39400","0.19970","0.00111"
"2.40000","0.20024","0.00107"
"2.40600","0.20071","0.00123"
"2.41200","0.20119","0.00132"
"2.41800","0.20173","0.00132"
"2.42400","0.20221","0.00134"
"2.43000","0.20269","0.00129"
"2.43600","0.20316","0.00136"
"2.44200","0.20364","0.00136"
"2.44800","0.20418","0.00139"
"2.45400","0.20466","0.00152"
"2.46000","0.20514","0.00159"
"2.46600","0.20568","0.00173"
"2.47200","0.20615","0.00192"
"2.47800","0.20663","0.00193"
"2.48400","0.20717","0.00188"
"2.49000","0.20765","0.00179"
"2.49600","0.20819","0.00153"
"2.50200","0.20867","0.00131"
"2.50800","0.20920","0.00116"
"2.51400","0.20968","0.00111"
"2.52000","0.21016","0.00107"
"2.52600","0.21070","0.00107"
"2.53200","0.21118","0.00113"
"2.53800","0.21171","0.00126"
"2.54400","0.21219","0.00127"
"2.55000","0.21267","0.00129"
"2.55600","0.21321","0.00145"
"2.56200","0.21369","0.00158"
"2.56800","0.21417","0.00164"
"2.57400","0.21470","0.00163"
"2.58000","0.21518","0.00158"
"2.58600","0.21566","0.00155"
"2.59200","0.21614","0.00155"
"2.59800","0.21668","0.00154"
"2.60400","0.21716","0.00153"
"2.61000","0.21763","0.00154"
"2.61600","0.21817","0.00153"
"2.62200","0.21865","0.00156"
"2.62800","0.21913","0.00147"
"2.63400","0.21967","0.00136"
"2.64000","0.22015","0.00137"
"2.64600","0.22062","0.00144"
"2.65200","0.22116","0.00148"
"2.65800","0.22170","0.00147"
"2.66400","0.22218","0.00143"
"2.67000","0.22272","0.00134"
"2.67600","0.22319","0.00123"
"2.68200","0.22367","0.00114"
"2.68800","0.22421","0.00120"
"2.69400","0.22469","0.00124"
"2.70000","0.22517","0.00133"
"2.70600","0.22571","0.00148"
"2.71200","0.22618","0.00148"
"2.71800","0.22666","0.00154"
"2.72400","0.22720","0.00161"
"2.73000","0.22768","0.00167"
"2.73600","0.22822","0.00172"
"2.74200","0.22869","0.00173"
"2.74800","0.22917","0.00169"
"2.75400","0.22965","0.00165"
"2.76000","0.23019","0.00159"
"2.76600","0.23067","0.00164"
"2.77200","0.23121","0.00165"
"2.77800","0.23168","0.00153"
"2.78400","0.23222","0.00145"
"2.79000","0.23270","0.00140"
"2.79600","0.23318","0.00129"
"2.80200","0.23372","0.00115"
"2.80800","0.23420","0.00110"
"2.81400","0.23473","0.00116"
"2.82000","0.23521","0.00131"
"2.82600","0.23575","0.00147"
"2.83200","0.23623","0.00154"
"2.83800","0.23671","0.00159"
"2.84400","0.23719","0.00162"
"2.85000","0.23772","0.00168"
"2.85600","0.23820","0.00182"
"2.86200","0.23868","0.00190"
"2.86800","0.23922","0.00187"
"2.87400","0.23970","0.00181"
"2.88000","0.24017","0.00173"
"2.88600","0.24071","0.00165"
"2.89200","0.24119","0.00149"
"2.89800","0.24173","0.00141"
"2.90400","0.24221","0.00140"
"2.91000","0.24269","0.00139"
"2.91600","0.24322","0.00133"
"2.92200","0.24370","0.00146"
"2.92800","0.24424","0.00156"
"2.93400","0.24472","0.00174"
"2.94000","0.24520","0.00194"
"2.94600","0.24573","0.00199"
"2.95200","0.24621","0.00192"
"2.95800","0.24675","0.00190"
"2.96400","0.24723","0.00181"
"2.97000","0.24771","0.00179"
"2.97600","0.24825","0.00174"
"2.98200","0.24872","0.00170"
"2.98800","0.24920","0.00170"
"2.99400","0.24974","0.00169"
"3.00000","0.25022","0.00170"
"3.00600","0.25070","0.00179"
"3.01200","0.25118","0.00188"
"3.01800","0.25171","0.00186"
"3.02400","0.25219","0.00183"
"3.03000","0.25267","0.00183"
"3.03600","0.25315","0.00180"
"3.04200","0.25363","0.00175"
"3.04800","0.25417","0.00169"
"3.05400","0.25464","0.00169"
"3.06000","0.25518","0.00172"
"3.06600","0.25566","0.00172"
"3.07200","0.25620","0.00181"
"3.07800","0.25668","0.00179"
"3.08400","0.25715","0.00171"
"3.09000","0.25769","0.00169"
"3.09600","0.25817","0.00163"
"3.10200","0.25871","0.00153"
"3.10800","0.25919","0.00150"
"3.11400","0.25967","0.00149"
"3.12000","0.26020","0.00151"
"3.12600","0.26068","0.00157"
"3.13200","0.26122","0.00164"
"3.13800","0.26170","0.00175"
"3.14400","0.26218","0.00184"
"3.15000","0.26266","0.00185"
"3.15600","0.26319","0.00186"
"3.16200","0.26367","0.00181"
"3.16800","0.26415","0.00177"
"3.17400","0.26463","0.00179"
"3.18000","0.26517","0.00175"
"3.18600","0.26564","0.00176"
"3.19200","0.26612","0.00176"
"3.19800","0.26666","0.00163"
"3.20400","0.26714","0.00152"
"3.21000","0.26768","0.00145"
"3.21600","0.26816","0.00142"
"3.22200","0.26869","0.00146"
"3.22800","0.26917","0.00152"
"3.23400","0.26971","0.00152"
"3.24000","0.27019","0.00144"
"3.24600","0.27073","0.00130"
"3.25200","0.27121","0.00118"
"3.25800","0.27168","0.00120"
"3.26400","0.27222","0.00128"
"3.27000","0.27270","0.00135"
"3.27600","0.27318","0.00144"
"3.28200","0.27372","0.00150"
"3.28800","0.27419","0.00152"
"3.29400","0.27473","0.00146"
"3.30000","0.27521","0.00138"
"3.30600","0.27569","0.00142"
"3.31200","0.27623","0.00156"
"3.31800","0.27671","0.00180"
"3.32400","0.27718","0.00204"
"3.33000","0.27766","0.00214"
"3.33600","0.27820","0.00209"
"3.34200","0.27868","0.00200"
"3.34800","0.27922","0.00187"
"3.35400","0.27970","0.00175"
"3.36000","0.28017","0.00172"
"3.36600","0.28071","0.00171"
"3.37200","0.28119","0.00167"
"3.37800","0.28173","0.00157"
"3.38400","0.28221","0.00147"
"3.39000","0.28274","0.00140"
"3.39600","0.28322","0.00139"
"3.40200","0.28370","0.00141"
"3.40800","0.28424","0.00150"
"3.41400","0.28472","0.00161"
"3.42000","0.28520","0.00169"
"3.42600","0.28567","0.00173"
"3.43200","0.28621","0.00171"
"3.43800","0.28669","0.00173"
"3.44400","0.28723","0.00172"
"3.45000","0.28771","0.00171"
"3.45600","0.28819","0.00175"
"3.46200","0.28872","0.00178"
"3.46800","0.28920","0.00178"
"3.47400","0.28968","0.00188"
"3.48000","0.29022","0.00200"
"3.48600","0.29070","0.00204"
"3.49200","0.29123","0.00195"
"3.49800","0.29171","0.00185"
"3.50400","0.29225","0.00174"
"3.51000","0.29273","0.00163"
"3.51600","0.29327","0.00164"
"3.52200","0.29375","0.00160"
"3.52800","0.29428","0.00158"
"3.53400","0.29476","0.00159"
"3.54000","0.29524","0.00163"
"3.54600","0.29578","0.00165"
"3.55200","0.29626","0.00167"
"3.55800","0.29674","0.00172"
"3.56400","0.29721","0.00178"
"3.57000","0.29769","0.00176"
"3.57600","0.29817","0.00162"
"3.58200","0.29871","0.00148"
"3.58800","0.29919","0.00140"
"3.59400","0.29967","0.00139"
"3.60000","0.30014","0.00145"
"3.60600","0.30068","0.00168"
"3.61200","0.30116","0.00184"
"3.61800","0.30164","0.00186"
"3.62400","0.30212","0.00190"
"3.63000","0.30265","0.00193"
"3.63600","0.30313","0.00197"
"3.64200","0.30367","0.00199"
"3.64800","0.30415","0.00199"
"3.65400","0.30469","0.00202"
"3.66000","0.30517","0.00202"
"3.66600","0.30570","0.00194"
"3.67200","0.30618","0.00198"
"3.67800","0.30672","0.00197"
"3.68400","0.30720","0.00200"
"3.69000","0.30768","0.00208"
"3.69600","0.30822","0.00207"
"3.70200","0.30869","0.00195"
"3.70800","0.30917","0.00184"
"3.71400","0.30965","0.00170"
"3.72000","0.31013","0.00164"
"3.72600","0.31067","0.00170"
"3.73200","0.31114","0.00179"
"3.73800","0.31168","0.00187"
"3.74400","0.31216","0.00186"
"3.75000","0.31264","0.00180"
"3.75600","0.31318","0.00179"
"3.76200","0.31366","0.00183"
"3.76800","0.31419","0.00188"
"3.77400","0.31467","0.00185"
"3.78000","0.31521","0.00188"
"3.78600","0.31569","0.00195"
"3.79200","0.31623","0.00200"
"3.79800","0.31671","0.00209"
"3.80400","0.31724","0.00220"
"3.81000","0.31772","0.00223"
"3.81600","0.31826","0.00222"
"3.82200","0.31874","0.00223"
"3.82800","0.31928","0.00225"
"3.83400","0.31975","0.00218"
"3.84000","0.32023","0.00206"
"3.84600","0.32077","0.00189"
"3.85200","0.32125","0.00171"
"3.85800","0.32173","0.00167"
"3.86400","0.32221","0.00176"
"3.87000","0.32274","0.00182"
"3.87600","0.32322","0.00185"
"3.88200","0.32370","0.00180"
"3.88800","0.32424","0.00175"
"3.89400","0.32472","0.00169"
"3.90000","0.32520","0.00164"
"3.90600","0.32567","0.00163"
"3.91200","0.32621","0.00163"
"3.91800","0.32669","0.00166"
"3.92400","0.32717","0.00176"
"3.93000","0.32771","0.00186"
"3.93600","0.32818","0.00189"
"3.94200","0.32872","0.00187"
"3.94800","0.32920","0.00186"
"3.95400","0.32974","0.00180"
"3.96000","0.33022","0.00170"
"3.96600","0.33076","0.00162"
"3.97200","0.33123","0.00169"
"3.97800","0.33171","0.00178"
"3.98400","0.33225","0.00196"
"3.99000","0.33273","0.00212"
"3.99600","0.33321","0.00219"
"4.00200","0.33375","0.00220"
"4.00800","0.33422","0.00216"
"4.01400","0.33470","0.00209"
"4.02000","0.33524","0.00201"
"4.02600","0.33572","0.00190"
"4.03200","0.33626","0.00186"
"4.03800","0.33673","0.00184"
"4.04400","0.33721","0.00168"
"4.05000","0.33775","0.00153"
"4.05600","0.33823","0.00148"
"4.06200","0.33877","0.00143"
"4.06800","0.33925","0.00139"
"4.07400","0.33972","0.00151"
"4.08000","0.34026","0.00167"
"4.08600","0.34074","0.00183"
"4.09200","0.34128","0.00181"
"4.09800","0.34176","0.00195"
"4.10400","0.34230","0.00203"
"4.11000","0.34277","0.00199"
"4.11600","0.34325","0.00194"
"4.12200","0.34379","0.00189"
"4.12800","0.34427","0.00182"
"4.13400","0.34475","0.00181"
"4.14000","0.34522","0.00191"
"4.14600","0.34570","0.00195"
"4.15200","0.34618","0.00199"
"4.15800","0.34672","0.00202"
"4.16400","0.34720","0.00205"
"4.17000","0.34768","0.00212"
"4.17600","0.34821","0.00215"
"4.18200","0.34869","0.00206"
"4.18800","0.34917","0.00199"
"4.19400","0.34971","0.00186"
"4.20000","0.35019","0.00170"
"4.20600","0.35067","0.00166"
"4.21200","0.35114","0.00167"
"4.21800","0.35168","0.00171"
"4.22400","0.35216","0.00186"
"4.23000","0.35264","0.00192"
"4.23600","0.35318","0.00195"
"4.24200","0.35366","0.00194"
"4.24800","0.35419","0.00194"
"4.25400","0.35467","0.00196"
"4.26000","0.35521","0.00199"
"4.26600","0.35569","0.00195"
"4.27200","0.35617","0.00207"
"4.27800","0.35670","0.00219"
"4.28400","0.35718","0.00208"
"4.29000","0.35766","0.00200"
"4.29600","0.35820","0.00191"
"4.30200","0.35868","0.00181"
"4.30800","0.35916","0.00173"
"4.31400","0.35969","0.00166"
"4.32000","0.36017","0.00169"
"4.32600","0.36071","0.00187"
"4.33200","0.36119","0.00211"
"4.33800","0.36167","0.00222"
"4.34400","0.36220","0.00233"
"4.35000","0.36268","0.00231"
"4.35600","0.36322","0.00227"
"4.36200","0.36370","0.00219"
"4.36800","0.36418","0.00211"
"4.37400","0.36472","0.00217"
"4.38000","0.36525","0.00221"
"4.38600","0.36573","0.00219"
"4.39200","0.36627","0.00213"
"4.39800","0.36675","0.00206"
"4.40400","0.36723","0.00198"
"4.41000","0.36777","0.00195"
"4.41600","0.36824","0.00193"
"4.42200","0.36872","0.00205"
"4.42800","0.36926","0.00215"
"4.43400","0.36974","0.00208"
"4.44000","0.37022","0.00197"
"4.44600","0.37070","0.00182"
"4.45200","0.37117","0.00166"
"4.45800","0.37171","0.00165"
"4.46400","0.37219","0.00173"
"4.47000","0.37267","0.00183"
"4.47600","0.37315","0.00189"
"4.48200","0.37368","0.00190"
"4.48800","0.37416","0.00190"
"4.49400","0.37470","0.00190"
"4.50000","0.37518","0.00191"
"4.50600","0.37572","0.00192"
"4.51200","0.37620","0.00187"
"4.51800","0.37673","0.00189"
"4.52400","0.37721","0.00203"
"4.53000","0.37769","0.00219"
"4.53600","0.37823","0.00217"
"4.54200","0.37871","0.00207"
"4.54800","0.37925","0.00199"
"4.55400","0.37972","0.00203"
"4.56000","0.38020","0.00206"
"4.56600","0.38074","0.00202"
"4.57200","0.38122","0.00199"
"4.57800","0.38170","0.00199"
"4.58400","0.38217","0.00199"
"4.59000","0.38265","0.00201"
"4.59600","0.38319","0.00208"
"4.60200","0.38367","0.00211"
"4.60800","0.38415","0.00209"
"4.61400","0.38463","0.00198"
"4.62000","0.38516","0.00187"
"4.62600","0.38564","0.00186"
"4.63200","0.38612","0.00175"
"4.63800","0.38666","0.00169"
"4.64400","0.38714","0.00166"
"4.65000","0.38768","0.00159"
"4.65600","0.38815","0.00166"
"4.66200","0.38869","0.00177"
"4.66800","0.38917","0.00194"
"4.67400","0.38965","0.00213"
"4.68000","0.39019","0.00224"
"4.68600","0.39066","0.00223"
"4.69200","0.39120","0.00216"
"4.69800","0.39168","0.00210"
"4.70400","0.39222","0.00199"
"4.71000","0.39270","0.00192"
"4.71600","0.39318","0.00187"
"4.72200","0.39371","0.00185"
"4.72800","0.39419","0.00184"
"4.73400","0.39467","0.00179"
"4.74000","0.39521","0.00176"
"4.74600","0.39569","0.00172"
"4.75200","0.39617","0.00166"
"4.75800","0.39664","0.00166"
"4.76400","0.39718","0.00170"
"4.77000","0.39766","0.00188"
"4.77600","0.39814","0.00201"
"4.78200","0.39862","0.00217"
"4.78800","0.39915","0.00223"
"4.79400","0.39963","0.00212"
"4.80000","0.40017","0.00202"
"4.80600","0.40065","0.00192"
"4.81200","0.40119","0.00183"
"4.81800","0.40167","0.00172"
"4.82400","0.40220","0.00173"
"4.83000","0.40268","0.00191"
"4.83600","0.40322","0.00201"
"4.84200","0.40370","0.00205"
"4.84800","0.40418","0.00204"
"4.85400","0.40472","0.00209"
"4.86000","0.40519","0.00212"
"4.86600","0.40567","0.00212"
"4.87200","0.40621","0.00218"
"4.87800","0.40669","0.00208"
"4.88400","0.40723","0.00197"
"4.89000","0.40770","0.00193"
