End date,"1/21/2017"
Specimen label,"14DT_NoLabel"
Maximum Load,"0.00887",N

Time,Extension,Load
(s),(mm),(N)
"251.96400","20.99713","0.00201"
"251.97000","20.99767","0.00196"
"251.97600","20.99814","0.00184"
"251.98200","20.99862","0.00185"
"251.98800","20.99916","0.00188"
"251.99400","20.99964","0.00195"
"252.00000","21.00018","0.00192"
"252.00600","21.00066","0.00188"
"252.01200","21.00113","0.00183"
"252.01800","21.00167","0.00178"
"252.02400","21.00215","0.00183"
"252.03000","21.00269","0.00189"
"252.03600","21.00317","0.00195"
"252.04200","21.00364","0.00195"
"252.04800","21.00418","0.00190"
"252.05400","21.00466","0.00177"
"252.06000","21.00514","0.00171"
"252.06600","21.00567","0.00186"
"252.07200","21.00616","0.00200"
"252.07800","21.00669","0.00210"
"252.08400","21.00717","0.00221"
"252.09000","21.00771","0.00224"
"252.09600","21.00819","0.00218"
"252.10200","21.00873","0.00217"
"252.10800","21.00920","0.00218"
"252.11400","21.00968","0.00225"
"252.12000","21.01022","0.00231"
"252.12600","21.01070","0.00230"
"252.13200","21.01124","0.00229"
"252.13800","21.01171","0.00223"
"252.14400","21.01219","0.00213"
"252.15000","21.01273","0.00208"
"252.15600","21.01321","0.00204"
"252.16200","21.01375","0.00199"
"252.16800","21.01423","0.00196"
"252.17400","21.01476","0.00196"
"252.18000","21.01524","0.00202"
"252.18600","21.01572","0.00212"
"252.19200","21.01626","0.00210"
"252.19800","21.01674","0.00193"
"252.20400","21.01722","0.00176"
"252.21000","21.01769","0.00168"
"252.21600","21.01823","0.00172"
"252.22200","21.01871","0.00176"
"252.22800","21.01919","0.00174"
"252.23400","21.01973","0.00172"
"252.24000","21.02020","0.00177"
"252.24600","21.02074","0.00182"
"252.25200","21.02122","0.00185"
"252.25800","21.02170","0.00185"
"252.26400","21.02224","0.00200"
"252.27000","21.02272","0.00215"
"252.27600","21.02319","0.00224"
"252.28200","21.02373","0.00225"
"252.28800","21.02421","0.00213"
"252.29400","21.02469","0.00186"
"252.30000","21.02523","0.00175"
"252.30600","21.02571","0.00167"
"252.31200","21.02625","0.00168"
"252.31800","21.02672","0.00173"
"252.32400","21.02726","0.00181"
"252.33000","21.02774","0.00199"
"252.33600","21.02822","0.00208"
"252.34200","21.02870","0.00212"
"252.34800","21.02923","0.00223"
"252.35400","21.02971","0.00238"
"252.36000","21.03019","0.00242"
"252.36600","21.03067","0.00253"
"252.37200","21.03121","0.00258"
"252.37800","21.03169","0.00248"
"252.38400","21.03216","0.00241"
"252.39000","21.03270","0.00233"
"252.39600","21.03318","0.00235"
"252.40200","21.03366","0.00235"
"252.40800","21.03420","0.00227"
"252.41400","21.03468","0.00222"
"252.42000","21.03521","0.00216"
"252.42600","21.03569","0.00214"
"252.43200","21.03617","0.00219"
"252.43800","21.03665","0.00222"
"252.44400","21.03719","0.00211"
"252.45000","21.03772","0.00203"
"252.45600","21.03820","0.00195"
"252.46200","21.03874","0.00189"
"252.46800","21.03922","0.00196"
"252.47400","21.03970","0.00209"
"252.48000","21.04024","0.00217"
"252.48600","21.04072","0.00210"
"252.49200","21.04119","0.00194"
"252.49800","21.04167","0.00191"
"252.50400","21.04215","0.00196"
"252.51000","21.04269","0.00205"
"252.51600","21.04317","0.00219"
"252.52200","21.04364","0.00222"
"252.52800","21.04418","0.00224"
"252.53400","21.04466","0.00224"
"252.54000","21.04520","0.00219"
"252.54600","21.04568","0.00216"
"252.55200","21.04616","0.00216"
"252.55800","21.04669","0.00215"
"252.56400","21.04717","0.00205"
"252.57000","21.04771","0.00193"
"252.57600","21.04819","0.00187"
"252.58200","21.04866","0.00185"
"252.58800","21.04921","0.00185"
"252.59400","21.04968","0.00182"
"252.60000","21.05016","0.00182"
"252.60600","21.05070","0.00182"
"252.61200","21.05118","0.00177"
"252.61800","21.05172","0.00169"
"252.62400","21.05219","0.00172"
"252.63000","21.05273","0.00190"
"252.63600","21.05321","0.00206"
"252.64200","21.05369","0.00216"
"252.64800","21.05417","0.00221"
"252.65400","21.05470","0.00223"
"252.66000","21.05518","0.00232"
"252.66600","21.05566","0.00249"
"252.67200","21.05620","0.00251"
"252.67800","21.05668","0.00251"
"252.68400","21.05721","0.00244"
"252.69000","21.05770","0.00231"
"252.69600","21.05823","0.00216"
"252.70200","21.05871","0.00209"
"252.70800","21.05925","0.00203"
"252.71400","21.05973","0.00214"
"252.72000","21.06020","0.00222"
"252.72600","21.06075","0.00223"
"252.73200","21.06122","0.00231"
"252.73800","21.06176","0.00234"
"252.74400","21.06224","0.00234"
"252.75000","21.06272","0.00231"
"252.75600","21.06326","0.00224"
"252.76200","21.06373","0.00216"
"252.76800","21.06421","0.00212"
"252.77400","21.06475","0.00209"
"252.78000","21.06523","0.00214"
"252.78600","21.06571","0.00221"
"252.79200","21.06624","0.00223"
"252.79800","21.06672","0.00228"
"252.80400","21.06726","0.00231"
"252.81000","21.06774","0.00233"
"252.81600","21.06821","0.00242"
"252.82200","21.06875","0.00246"
"252.82800","21.06923","0.00248"
"252.83400","21.06977","0.00251"
"252.84000","21.07025","0.00254"
"252.84600","21.07073","0.00257"
"252.85200","21.07127","0.00254"
"252.85800","21.07174","0.00240"
"252.86400","21.07222","0.00234"
"252.87000","21.07276","0.00228"
"252.87600","21.07324","0.00222"
"252.88200","21.07372","0.00224"
"252.88800","21.07425","0.00224"
"252.89400","21.07473","0.00223"
"252.90000","21.07521","0.00225"
"252.90600","21.07569","0.00229"
"252.91200","21.07617","0.00234"
"252.91800","21.07671","0.00227"
"252.92400","21.07719","0.00220"
"252.93000","21.07767","0.00215"
"252.93600","21.07820","0.00215"
"252.94200","21.07868","0.00222"
"252.94800","21.07916","0.00229"
"252.95400","21.07970","0.00229"
"252.96000","21.08017","0.00223"
"252.96600","21.08071","0.00221"
"252.97200","21.08119","0.00213"
"252.97800","21.08167","0.00206"
"252.98400","21.08215","0.00203"
"252.99000","21.08269","0.00196"
"252.99600","21.08316","0.00189"
"253.00200","21.08364","0.00186"
"253.00800","21.08418","0.00184"
"253.01400","21.08466","0.00201"
"253.02000","21.08520","0.00219"
"253.02600","21.08568","0.00218"
"253.03200","21.08615","0.00214"
"253.03800","21.08663","0.00209"
"253.04400","21.08717","0.00197"
"253.05000","21.08765","0.00200"
"253.05600","21.08813","0.00205"
"253.06200","21.08861","0.00211"
"253.06800","21.08914","0.00214"
"253.07400","21.08962","0.00218"
"253.08000","21.09016","0.00221"
"253.08600","21.09064","0.00225"
"253.09200","21.09118","0.00226"
"253.09800","21.09171","0.00229"
"253.10400","21.09219","0.00228"
"253.11000","21.09273","0.00227"
"253.11600","21.09321","0.00221"
"253.12200","21.09369","0.00212"
"253.12800","21.09422","0.00209"
"253.13400","21.09470","0.00211"
"253.14000","21.09518","0.00208"
"253.14600","21.09566","0.00211"
"253.15200","21.09620","0.00209"
"253.15800","21.09667","0.00216"
"253.16400","21.09715","0.00225"
"253.17000","21.09769","0.00231"
"253.17600","21.09817","0.00236"
"253.18200","21.09871","0.00238"
"253.18800","21.09919","0.00228"
"253.19400","21.09966","0.00212"
"253.20000","21.10020","0.00198"
"253.20600","21.10068","0.00187"
"253.21200","21.10116","0.00181"
"253.21800","21.10170","0.00176"
"253.22400","21.10218","0.00171"
"253.23000","21.10271","0.00177"
"253.23600","21.10319","0.00185"
"253.24200","21.10373","0.00183"
"253.24800","21.10421","0.00182"
"253.25400","21.10469","0.00185"
"253.26000","21.10523","0.00203"
"253.26600","21.10571","0.00222"
"253.27200","21.10624","0.00222"
"253.27800","21.10672","0.00223"
"253.28400","21.10720","0.00226"
"253.29000","21.10768","0.00229"
"253.29600","21.10822","0.00225"
"253.30200","21.10869","0.00222"
"253.30800","21.10917","0.00221"
"253.31400","21.10965","0.00226"
"253.32000","21.11019","0.00230"
"253.32600","21.11067","0.00229"
"253.33200","21.11121","0.00219"
"253.33800","21.11168","0.00208"
"253.34400","21.11216","0.00198"
"253.35000","21.11270","0.00193"
"253.35600","21.11318","0.00190"
"253.36200","21.11372","0.00196"
"253.36800","21.11420","0.00218"
"253.37400","21.11473","0.00230"
"253.38000","21.11527","0.00244"
"253.38600","21.11575","0.00249"
"253.39200","21.11629","0.00249"
"253.39800","21.11677","0.00245"
"253.40400","21.11725","0.00232"
"253.41000","21.11778","0.00216"
"253.41600","21.11826","0.00200"
"253.42200","21.11874","0.00193"
"253.42800","21.11922","0.00194"
"253.43400","21.11975","0.00203"
"253.44000","21.12024","0.00203"
"253.44600","21.12071","0.00204"
"253.45200","21.12119","0.00199"
"253.45800","21.12167","0.00195"
"253.46400","21.12221","0.00190"
"253.47000","21.12269","0.00184"
"253.47600","21.12316","0.00175"
"253.48200","21.12364","0.00174"
"253.48800","21.12418","0.00168"
"253.49400","21.12466","0.00151"
"253.50000","21.12514","0.00149"
"253.50600","21.12568","0.00177"
"253.51200","21.12615","0.00206"
"253.51800","21.12663","0.00218"
"253.52400","21.12717","0.00214"
"253.53000","21.12771","0.00212"
"253.53600","21.12819","0.00206"
"253.54200","21.12867","0.00202"
"253.54800","21.12920","0.00199"
"253.55400","21.12968","0.00186"
"253.56000","21.13016","0.00176"
"253.56600","21.13070","0.00173"
"253.57200","21.13118","0.00172"
"253.57800","21.13165","0.00174"
"253.58400","21.13219","0.00180"
"253.59000","21.13267","0.00189"
"253.59600","21.13315","0.00199"
"253.60200","21.13363","0.00210"
"253.60800","21.13417","0.00225"
"253.61400","21.13464","0.00239"
"253.62000","21.13512","0.00244"
"253.62600","21.13566","0.00239"
"253.63200","21.13614","0.00235"
"253.63800","21.13662","0.00227"
"253.64400","21.13716","0.00215"
"253.65000","21.13763","0.00209"
"253.65600","21.13817","0.00207"
"253.66200","21.13865","0.00215"
"253.66800","21.13919","0.00217"
"253.67400","21.13973","0.00210"
"253.68000","21.14021","0.00204"
"253.68600","21.14074","0.00200"
"253.69200","21.14122","0.00184"
"253.69800","21.14170","0.00180"
"253.70400","21.14223","0.00181"
"253.71000","21.14272","0.00190"
"253.71600","21.14319","0.00191"
"253.72200","21.14373","0.00185"
"253.72800","21.14421","0.00187"
"253.73400","21.14469","0.00186"
"253.74000","21.14517","0.00185"
"253.74600","21.14570","0.00190"
"253.75200","21.14618","0.00188"
"253.75800","21.14672","0.00194"
"253.76400","21.14720","0.00209"
"253.77000","21.14768","0.00224"
"253.77600","21.14821","0.00227"
"253.78200","21.14869","0.00231"
"253.78800","21.14917","0.00232"
"253.79400","21.14971","0.00224"
"253.80000","21.15019","0.00213"
"253.80600","21.15067","0.00205"
"253.81200","21.15120","0.00214"
"253.81800","21.15174","0.00221"
"253.82400","21.15222","0.00226"
"253.83000","21.15276","0.00229"
"253.83600","21.15324","0.00223"
"253.84200","21.15372","0.00207"
"253.84800","21.15425","0.00198"
"253.85400","21.15473","0.00197"
"253.86000","21.15521","0.00196"
"253.86600","21.15575","0.00201"
"253.87200","21.15623","0.00209"
"253.87800","21.15671","0.00213"
"253.88400","21.15718","0.00228"
"253.89000","21.15772","0.00230"
"253.89600","21.15820","0.00229"
"253.90200","21.15868","0.00232"
"253.90800","21.15922","0.00233"
"253.91400","21.15969","0.00233"
"253.92000","21.16017","0.00228"
"253.92600","21.16071","0.00222"
"253.93200","21.16119","0.00236"
"253.93800","21.16167","0.00248"
"253.94400","21.16220","0.00251"
"253.95000","21.16269","0.00261"
"253.95600","21.16322","0.00265"
"253.96200","21.16370","0.00270"
"253.96800","21.16424","0.00271"
"253.97400","21.16472","0.00264"
"253.98000","21.16525","0.00257"
"253.98600","21.16573","0.00246"
"253.99200","21.16621","0.00222"
"253.99800","21.16669","0.00208"
"254.00400","21.16723","0.00206"
"254.01000","21.16771","0.00197"
"254.01600","21.16818","0.00191"
"254.02200","21.16866","0.00193"
"254.02800","21.16914","0.00209"
"254.03400","21.16968","0.00222"
"254.04000","21.17016","0.00228"
"254.04600","21.17064","0.00229"
"254.05200","21.17118","0.00220"
"254.05800","21.17165","0.00215"
"254.06400","21.17213","0.00219"
"254.07000","21.17267","0.00216"
"254.07600","21.17315","0.00209"
"254.08200","21.17369","0.00205"
"254.08800","21.17416","0.00196"
"254.09400","21.17470","0.00185"
"254.10000","21.17518","0.00179"
"254.10600","21.17566","0.00171"
"254.11200","21.17620","0.00172"
"254.11800","21.17668","0.00171"
"254.12400","21.17721","0.00177"
"254.13000","21.17769","0.00195"
"254.13600","21.17817","0.00210"
"254.14200","21.17871","0.00218"
"254.14800","21.17919","0.00224"
"254.15400","21.17966","0.00223"
"254.16000","21.18014","0.00219"
"254.16600","21.18068","0.00219"
"254.17200","21.18116","0.00225"
"254.17800","21.18164","0.00227"
"254.18400","21.18218","0.00222"
"254.19000","21.18266","0.00215"
"254.19600","21.18313","0.00215"
"254.20200","21.18367","0.00217"
"254.20800","21.18415","0.00215"
"254.21400","21.18469","0.00221"
"254.22000","21.18517","0.00226"
"254.22600","21.18564","0.00231"
"254.23200","21.18618","0.00238"
"254.23800","21.18666","0.00241"
"254.24400","21.18720","0.00243"
"254.25000","21.18774","0.00235"
"254.25600","21.18822","0.00233"
"254.26200","21.18869","0.00230"
"254.26800","21.18923","0.00226"
"254.27400","21.18971","0.00217"
"254.28000","21.19019","0.00215"
"254.28600","21.19073","0.00215"
"254.29200","21.19120","0.00206"
"254.29800","21.19168","0.00204"
"254.30400","21.19222","0.00202"
"254.31000","21.19270","0.00192"
"254.31600","21.19318","0.00185"
"254.32200","21.19365","0.00177"
"254.32800","21.19419","0.00176"
"254.33400","21.19467","0.00186"
"254.34000","21.19515","0.00201"
"254.34600","21.19569","0.00213"
"254.35200","21.19617","0.00225"
"254.35800","21.19664","0.00236"
"254.36400","21.19718","0.00246"
"254.37000","21.19766","0.00256"
"254.37600","21.19820","0.00255"
"254.38200","21.19868","0.00244"
"254.38800","21.19921","0.00235"
"254.39400","21.19969","0.00231"
"254.40000","21.20023","0.00234"
"254.40600","21.20071","0.00227"
"254.41200","21.20125","0.00210"
"254.41800","21.20173","0.00192"
"254.42400","21.20221","0.00180"
"254.43000","21.20274","0.00172"
"254.43600","21.20322","0.00175"
"254.44200","21.20376","0.00171"
"254.44800","21.20424","0.00179"
"254.45400","21.20472","0.00192"
"254.46000","21.20526","0.00207"
"254.46600","21.20573","0.00216"
"254.47200","21.20621","0.00221"
"254.47800","21.20675","0.00221"
"254.48400","21.20723","0.00222"
"254.49000","21.20771","0.00221"
"254.49600","21.20825","0.00212"
"254.50200","21.20872","0.00197"
"254.50800","21.20920","0.00176"
"254.51400","21.20974","0.00166"
"254.52000","21.21022","0.00175"
"254.52600","21.21070","0.00185"
"254.53200","21.21124","0.00197"
"254.53800","21.21171","0.00207"
"254.54400","21.21219","0.00210"
"254.55000","21.21273","0.00208"
"254.55600","21.21321","0.00194"
"254.56200","21.21369","0.00186"
"254.56800","21.21422","0.00188"
"254.57400","21.21470","0.00192"
"254.58000","21.21518","0.00196"
"254.58600","21.21566","0.00194"
"254.59200","21.21614","0.00184"
"254.59800","21.21667","0.00191"
"254.60400","21.21715","0.00199"
"254.61000","21.21769","0.00202"
"254.61600","21.21817","0.00202"
"254.62200","21.21865","0.00202"
"254.62800","21.21913","0.00202"
"254.63400","21.21967","0.00201"
"254.64000","21.22014","0.00197"
"254.64600","21.22068","0.00192"
"254.65200","21.22116","0.00186"
"254.65800","21.22164","0.00191"
"254.66400","21.22218","0.00205"
"254.67000","21.22265","0.00218"
"254.67600","21.22319","0.00219"
"254.68200","21.22367","0.00228"
"254.68800","21.22415","0.00235"
"254.69400","21.22469","0.00245"
"254.70000","21.22517","0.00249"
"254.70600","21.22570","0.00255"
"254.71200","21.22618","0.00262"
"254.71800","21.22666","0.00265"
"254.72400","21.22720","0.00261"
"254.73000","21.22767","0.00260"
"254.73600","21.22821","0.00260"
"254.74200","21.22869","0.00263"
"254.74800","21.22917","0.00257"
"254.75400","21.22971","0.00245"
"254.76000","21.23019","0.00233"
"254.76600","21.23066","0.00229"
"254.77200","21.23120","0.00230"
"254.77800","21.23168","0.00227"
"254.78400","21.23216","0.00221"
"254.79000","21.23270","0.00217"
"254.79600","21.23318","0.00223"
"254.80200","21.23372","0.00227"
"254.80800","21.23419","0.00226"
"254.81400","21.23467","0.00218"
"254.82000","21.23521","0.00209"
"254.82600","21.23569","0.00204"
"254.83200","21.23617","0.00210"
"254.83800","21.23670","0.00213"
"254.84400","21.23718","0.00212"
"254.85000","21.23772","0.00215"
"254.85600","21.23820","0.00215"
"254.86200","21.23868","0.00209"
"254.86800","21.23916","0.00198"
"254.87400","21.23969","0.00182"
"254.88000","21.24017","0.00175"
"254.88600","21.24065","0.00167"
"254.89200","21.24113","0.00155"
"254.89800","21.24166","0.00155"
"254.90400","21.24215","0.00171"
"254.91000","21.24262","0.00190"
"254.91600","21.24316","0.00208"
"254.92200","21.24364","0.00212"
"254.92800","21.24418","0.00204"
"254.93400","21.24466","0.00197"
"254.94000","21.24519","0.00188"
"254.94600","21.24567","0.00177"
"254.95200","21.24621","0.00164"
"254.95800","21.24669","0.00153"
"254.96400","21.24717","0.00152"
"254.97000","21.24771","0.00153"
"254.97600","21.24818","0.00155"
"254.98200","21.24872","0.00166"
"254.98800","21.24920","0.00177"
"254.99400","21.24974","0.00188"
"255.00000","21.25021","0.00201"
"255.00600","21.25069","0.00211"
"255.01200","21.25123","0.00212"
"255.01800","21.25171","0.00208"
"255.02400","21.25219","0.00215"
"255.03000","21.25273","0.00218"
"255.03600","21.25321","0.00210"
"255.04200","21.25368","0.00207"
"255.04800","21.25422","0.00217"
"255.05400","21.25470","0.00225"
"255.06000","21.25518","0.00223"
"255.06600","21.25572","0.00224"
"255.07200","21.25619","0.00226"
"255.07800","21.25667","0.00226"
"255.08400","21.25715","0.00229"
"255.09000","21.25769","0.00228"
"255.09600","21.25817","0.00226"
"255.10200","21.25865","0.00219"
"255.10800","21.25919","0.00206"
"255.11400","21.25966","0.00203"
"255.12000","21.26020","0.00209"
"255.12600","21.26068","0.00221"
"255.13200","21.26116","0.00237"
"255.13800","21.26164","0.00241"
"255.14400","21.26217","0.00239"
"255.15000","21.26265","0.00233"
"255.15600","21.26313","0.00234"
"255.16200","21.26367","0.00236"
"255.16800","21.26414","0.00238"
"255.17400","21.26463","0.00238"
"255.18000","21.26516","0.00237"
"255.18600","21.26564","0.00224"
"255.19200","21.26612","0.00212"
"255.19800","21.26660","0.00208"
"255.20400","21.26708","0.00206"
"255.21000","21.26761","0.00199"
"255.21600","21.26809","0.00202"
"255.22200","21.26857","0.00205"
"255.22800","21.26911","0.00203"
"255.23400","21.26959","0.00195"
"255.24000","21.27012","0.00191"
"255.24600","21.27061","0.00194"
"255.25200","21.27114","0.00188"
"255.25800","21.27168","0.00179"
"255.26400","21.27222","0.00184"
"255.27000","21.27270","0.00195"
"255.27600","21.27324","0.00205"
"255.28200","21.27371","0.00212"
"255.28800","21.27419","0.00221"
"255.29400","21.27473","0.00220"
"255.30000","21.27521","0.00222"
"255.30600","21.27569","0.00228"
"255.31200","21.27622","0.00228"
"255.31800","21.27670","0.00213"
"255.32400","21.27718","0.00197"
"255.33000","21.27772","0.00190"
"255.33600","21.27820","0.00195"
"255.34200","21.27868","0.00205"
"255.34800","21.27921","0.00218"
"255.35400","21.27969","0.00223"
"255.36000","21.28023","0.00231"
"255.36600","21.28071","0.00244"
"255.37200","21.28119","0.00261"
"255.37800","21.28173","0.00276"
"255.38400","21.28220","0.00279"
"255.39000","21.28274","0.00274"
"255.39600","21.28328","0.00260"
"255.40200","21.28376","0.00248"
"255.40800","21.28424","0.00229"
"255.41400","21.28477","0.00219"
"255.42000","21.28526","0.00214"
"255.42600","21.28579","0.00203"
"255.43200","21.28627","0.00191"
"255.43800","21.28675","0.00196"
"255.44400","21.28723","0.00194"
"255.45000","21.28771","0.00187"
"255.45600","21.28824","0.00184"
"255.46200","21.28872","0.00180"
"255.46800","21.28920","0.00167"
"255.47400","21.28968","0.00162"
"255.48000","21.29022","0.00166"
"255.48600","21.29070","0.00165"
"255.49200","21.29117","0.00158"
"255.49800","21.29171","0.00155"
"255.50400","21.29219","0.00156"
"255.51000","21.29267","0.00162"
"255.51600","21.29320","0.00166"
"255.52200","21.29368","0.00168"
"255.52800","21.29416","0.00184"
"255.53400","21.29470","0.00202"
"255.54000","21.29518","0.00214"
"255.54600","21.29572","0.00224"
"255.55200","21.29626","0.00216"
"255.55800","21.29673","0.00213"
"255.56400","21.29721","0.00221"
"255.57000","21.29775","0.00230"
"255.57600","21.29823","0.00235"
"255.58200","21.29871","0.00229"
"255.58800","21.29924","0.00220"
"255.59400","21.29972","0.00208"
"255.60000","21.30020","0.00198"
"255.60600","21.30068","0.00192"
"255.61200","21.30122","0.00191"
"255.61800","21.30170","0.00193"
"255.62400","21.30218","0.00194"
"255.63000","21.30271","0.00202"
"255.63600","21.30319","0.00192"
"255.64200","21.30373","0.00186"
"255.64800","21.30421","0.00190"
"255.65400","21.30469","0.00190"
"255.66000","21.30516","0.00196"
"255.66600","21.30570","0.00212"
"255.67200","21.30618","0.00227"
"255.67800","21.30672","0.00236"
"255.68400","21.30720","0.00248"
"255.69000","21.30773","0.00244"
"255.69600","21.30821","0.00237"
"255.70200","21.30869","0.00221"
"255.70800","21.30923","0.00216"
"255.71400","21.30971","0.00220"
"255.72000","21.31019","0.00223"
"255.72600","21.31067","0.00225"
"255.73200","21.31120","0.00230"
"255.73800","21.31168","0.00229"
"255.74400","21.31216","0.00226"
"255.75000","21.31264","0.00225"
"255.75600","21.31318","0.00229"
"255.76200","21.31365","0.00239"
"255.76800","21.31413","0.00247"
"255.77400","21.31467","0.00248"
"255.78000","21.31515","0.00243"
"255.78600","21.31563","0.00235"
"255.79200","21.31617","0.00234"
"255.79800","21.31664","0.00240"
"255.80400","21.31712","0.00240"
"255.81000","21.31766","0.00234"
"255.81600","21.31814","0.00228"
"255.82200","21.31867","0.00223"
"255.82800","21.31915","0.00223"
"255.83400","21.31969","0.00235"
"255.84000","21.32017","0.00240"
"255.84600","21.32065","0.00237"
"255.85200","21.32119","0.00234"
"255.85800","21.32166","0.00229"
"255.86400","21.32214","0.00227"
"255.87000","21.32268","0.00233"
"255.87600","21.32316","0.00237"
"255.88200","21.32370","0.00237"
"255.88800","21.32418","0.00229"
"255.89400","21.32471","0.00218"
"255.90000","21.32519","0.00218"
"255.90600","21.32573","0.00231"
"255.91200","21.32621","0.00238"
"255.91800","21.32675","0.00234"
"255.92400","21.32722","0.00224"
"255.93000","21.32776","0.00226"
"255.93600","21.32824","0.00229"
"255.94200","21.32872","0.00234"
"255.94800","21.32926","0.00235"
"255.95400","21.32974","0.00233"
"255.96000","21.33021","0.00220"
"255.96600","21.33075","0.00213"
"255.97200","21.33123","0.00205"
"255.97800","21.33171","0.00198"
"255.98400","21.33225","0.00190"
"255.99000","21.33273","0.00179"
"255.99600","21.33320","0.00176"
"256.00200","21.33374","0.00181"
"256.00800","21.33422","0.00181"
"256.01400","21.33470","0.00176"
"256.02000","21.33524","0.00167"
"256.02600","21.33572","0.00164"
"256.03200","21.33619","0.00168"
"256.03800","21.33673","0.00175"
"256.04400","21.33721","0.00181"
"256.05000","21.33775","0.00182"
"256.05600","21.33822","0.00183"
"256.06200","21.33871","0.00193"
"256.06800","21.33924","0.00204"
"256.07400","21.33972","0.00209"
"256.08000","21.34020","0.00205"
"256.08600","21.34074","0.00204"
"256.09200","21.34122","0.00202"
"256.09800","21.34169","0.00196"
"256.10400","21.34223","0.00189"
"256.11000","21.34271","0.00190"
"256.11600","21.34319","0.00205"
"256.12200","21.34367","0.00216"
"256.12800","21.34420","0.00221"
"256.13400","21.34468","0.00224"
"256.14000","21.34516","0.00221"
"256.14600","21.34570","0.00224"
"256.15200","21.34618","0.00234"
"256.15800","21.34672","0.00236"
"256.16400","21.34719","0.00233"
"256.17000","21.34773","0.00226"
"256.17600","21.34821","0.00218"
"256.18200","21.34869","0.00224"
"256.18800","21.34923","0.00225"
"256.19400","21.34971","0.00224"
"256.20000","21.35024","0.00210"
"256.20600","21.35072","0.00194"
"256.21200","21.35120","0.00187"
"256.21800","21.35174","0.00185"
"256.22400","21.35222","0.00197"
"256.23000","21.35270","0.00206"
"256.23600","21.35317","0.00212"
"256.24200","21.35371","0.00219"
"256.24800","21.35419","0.00223"
"256.25400","21.35467","0.00226"
"256.26000","21.35515","0.00223"
"256.26600","21.35568","0.00217"
"256.27200","21.35616","0.00202"
"256.27800","21.35664","0.00186"
"256.28400","21.35718","0.00174"
"256.29000","21.35766","0.00160"
"256.29600","21.35814","0.00150"
"256.30200","21.35868","0.00151"
"256.30800","21.35915","0.00160"
"256.31400","21.35963","0.00182"
"256.32000","21.36017","0.00203"
"256.32600","21.36065","0.00207"
"256.33200","21.36119","0.00205"
"256.33800","21.36166","0.00195"
"256.34400","21.36214","0.00190"
"256.35000","21.36268","0.00188"
"256.35600","21.36316","0.00181"
"256.36200","21.36370","0.00177"
"256.36800","21.36418","0.00179"
"256.37400","21.36465","0.00191"
"256.38000","21.36519","0.00200"
"256.38600","21.36567","0.00210"
"256.39200","21.36621","0.00206"
"256.39800","21.36669","0.00204"
"256.40400","21.36722","0.00207"
"256.41000","21.36770","0.00211"
"256.41600","21.36818","0.00220"
"256.42200","21.36872","0.00223"
"256.42800","21.36920","0.00231"
"256.43400","21.36968","0.00235"
"256.44000","21.37021","0.00221"
"256.44600","21.37069","0.00211"
"256.45200","21.37123","0.00222"
"256.45800","21.37171","0.00229"
"256.46400","21.37225","0.00230"
"256.47000","21.37273","0.00228"
"256.47600","21.37326","0.00223"
"256.48200","21.37374","0.00232"
"256.48800","21.37422","0.00228"
"256.49400","21.37476","0.00220"
"256.50000","21.37523","0.00217"
"256.50600","21.37572","0.00211"
"256.51200","21.37619","0.00208"
"256.51800","21.37673","0.00213"
"256.52400","21.37721","0.00220"
"256.53000","21.37775","0.00239"
"256.53600","21.37823","0.00249"
"256.54200","21.37871","0.00247"
"256.54800","21.37918","0.00258"
"256.55400","21.37972","0.00271"
"256.56000","21.38020","0.00267"
"256.56600","21.38074","0.00258"
"256.57200","21.38121","0.00243"
"256.57800","21.38169","0.00239"
"256.58400","21.38223","0.00244"
"256.59000","21.38271","0.00240"
"256.59600","21.38319","0.00232"
"256.60200","21.38373","0.00220"
"256.60800","21.38420","0.00210"
"256.61400","21.38474","0.00203"
"256.62000","21.38522","0.00190"
"256.62600","21.38576","0.00176"
"256.63200","21.38624","0.00163"
"256.63800","21.38672","0.00155"
"256.64400","21.38725","0.00166"
"256.65000","21.38773","0.00187"
"256.65600","21.38821","0.00202"
"256.66200","21.38875","0.00220"
"256.66800","21.38923","0.00234"
"256.67400","21.38971","0.00235"
"256.68000","21.39024","0.00230"
"256.68600","21.39072","0.00216"
"256.69200","21.39120","0.00199"
"256.69800","21.39174","0.00190"
"256.70400","21.39222","0.00196"
"256.71000","21.39276","0.00208"
"256.71600","21.39323","0.00213"
"256.72200","21.39371","0.00218"
"256.72800","21.39419","0.00226"
"256.73400","21.39473","0.00231"
"256.74000","21.39521","0.00226"
"256.74600","21.39569","0.00213"
"256.75200","21.39622","0.00209"
"256.75800","21.39670","0.00210"
"256.76400","21.39718","0.00209"
"256.77000","21.39771","0.00209"
"256.77600","21.39820","0.00212"
"256.78200","21.39874","0.00220"
"256.78800","21.39921","0.00228"
"256.79400","21.39969","0.00230"
"256.80000","21.40023","0.00239"
"256.80600","21.40071","0.00246"
"256.81200","21.40119","0.00254"
"256.81800","21.40166","0.00256"
"256.82400","21.40220","0.00254"
"256.83000","21.40268","0.00244"
"256.83600","21.40316","0.00219"
"256.84200","21.40369","0.00198"
"256.84800","21.40417","0.00192"
"256.85400","21.40471","0.00194"
"256.86000","21.40519","0.00190"
"256.86600","21.40573","0.00189"
"256.87200","21.40621","0.00193"
