End date,"12/21/2016"
Specimen label,"23DG_88_run2"
"1.98600","29.16504","0.00154"
"1.99200","29.16558","0.00159"
"1.99800","29.16605","0.00156"
"2.00400","29.16659","0.00154"
"2.01000","29.16707","0.00161"
"2.01600","29.16755","0.00162"
"2.02200","29.16809","0.00159"
"2.02800","29.16857","0.00153"
"2.03400","29.16904","0.00147"
"2.04000","29.16958","0.00145"
"2.04600","29.17006","0.00142"
"2.05200","29.17060","0.00147"
"2.05800","29.17107","0.00154"
"2.06400","29.17155","0.00145"
"2.07000","29.17209","0.00137"
"2.07600","29.17257","0.00136"
"2.08200","29.17311","0.00132"
"2.08800","29.17359","0.00133"
"2.09400","29.17406","0.00135"
"2.10000","29.17454","0.00126"
"2.10600","29.17508","0.00108"
"2.11200","29.17556","0.00089"
"2.11800","29.17610","0.00080"
"2.12400","29.17658","0.00087"
"2.13000","29.17711","0.00097"
"2.13600","29.17759","0.00100"
"2.14200","29.17813","0.00106"
"2.14800","29.17861","0.00106"
"2.15400","29.17908","0.00114"
"2.16000","29.17962","0.00121"
"2.16600","29.18010","0.00121"
"2.17200","29.18064","0.00121"
"2.17800","29.18112","0.00120"
"2.18400","29.18160","0.00117"
"2.19000","29.18214","0.00123"
"2.19600","29.18261","0.00128"
"2.20200","29.18315","0.00132"
"2.20800","29.18363","0.00141"
"2.21400","29.18411","0.00142"
"2.22000","29.18465","0.00146"
"2.22600","29.18513","0.00147"
"2.23200","29.18560","0.00149"
"2.23800","29.18608","0.00157"
"2.24400","29.18656","0.00159"
"2.25000","29.18710","0.00154"
"2.25600","29.18757","0.00150"
"2.26200","29.18806","0.00143"
"2.26800","29.18859","0.00141"
"2.27400","29.18907","0.00142"
"2.28000","29.18955","0.00138"
"2.28600","29.19009","0.00140"
"2.29200","29.19057","0.00144"
"2.29800","29.19110","0.00147"
"2.30400","29.19158","0.00148"
"2.31000","29.19206","0.00149"
"2.31600","29.19254","0.00152"
"2.32200","29.19302","0.00156"
"2.32800","29.19355","0.00160"
"2.33400","29.19403","0.00159"
"2.34000","29.19451","0.00157"
"2.34600","29.19499","0.00152"
"2.35200","29.19553","0.00141"
"2.35800","29.19600","0.00132"
"2.36400","29.19654","0.00124"
"2.37000","29.19702","0.00123"
"2.37600","29.19750","0.00131"
"2.38200","29.19804","0.00131"
"2.38800","29.19852","0.00132"
"2.39400","29.19906","0.00131"
"2.40000","29.19953","0.00135"
"2.40600","29.20001","0.00144"
"2.41200","29.20055","0.00146"
"2.41800","29.20103","0.00145"
"2.42400","29.20157","0.00148"
"2.43000","29.20205","0.00148"
"2.43600","29.20258","0.00157"
"2.44200","29.20306","0.00163"
"2.44800","29.20360","0.00163"
"2.45400","29.20408","0.00168"
"2.46000","29.20456","0.00173"
"2.46600","29.20504","0.00167"
"2.47200","29.20557","0.00164"
"2.47800","29.20605","0.00160"
"2.48400","29.20653","0.00151"
"2.49000","29.20701","0.00148"
"2.49600","29.20755","0.00146"
"2.50200","29.20802","0.00149"
"2.50800","29.20856","0.00155"
"2.51400","29.20904","0.00150"
"2.52000","29.20952","0.00143"
"2.52600","29.21006","0.00136"
"2.53200","29.21054","0.00122"
"2.53800","29.21107","0.00118"
"2.54400","29.21155","0.00120"
"2.55000","29.21209","0.00124"
"2.55600","29.21257","0.00130"
"2.56200","29.21311","0.00135"
"2.56800","29.21359","0.00140"
"2.57400","29.21406","0.00144"
"2.58000","29.21460","0.00137"
"2.58600","29.21508","0.00136"
"2.59200","29.21556","0.00144"
"2.59800","29.21609","0.00139"
"2.60400","29.21658","0.00133"
"2.61000","29.21705","0.00125"
"2.61600","29.21753","0.00120"
"2.62200","29.21807","0.00120"
"2.62800","29.21855","0.00120"
"2.63400","29.21903","0.00117"
"2.64000","29.21957","0.00105"
"2.64600","29.22004","0.00086"
"2.65200","29.22058","0.00077"
"2.65800","29.22106","0.00077"
"2.66400","29.22154","0.00079"
"2.67000","29.22207","0.00089"
"2.67600","29.22255","0.00098"
"2.68200","29.22303","0.00102"
"2.68800","29.22357","0.00111"
"2.69400","29.22405","0.00124"
"2.70000","29.22459","0.00135"
"2.70600","29.22507","0.00144"
"2.71200","29.22560","0.00144"
"2.71800","29.22614","0.00141"
"2.72400","29.22662","0.00133"
"2.73000","29.22710","0.00117"
"2.73600","29.22764","0.00108"
"2.74200","29.22812","0.00102"
"2.74800","29.22859","0.00100"
"2.75400","29.22913","0.00104"
"2.76000","29.22961","0.00109"
"2.76600","29.23009","0.00110"
"2.77200","29.23063","0.00113"
"2.77800","29.23111","0.00118"
"2.78400","29.23158","0.00129"
"2.79000","29.23212","0.00139"
"2.79600","29.23260","0.00138"
"2.80200","29.23308","0.00136"
"2.80800","29.23355","0.00131"
"2.81400","29.23409","0.00109"
"2.82000","29.23457","0.00095"
"2.82600","29.23505","0.00093"
"2.83200","29.23559","0.00099"
"2.83800","29.23607","0.00103"
"2.84400","29.23654","0.00106"
"2.85000","29.23708","0.00108"
"2.85600","29.23756","0.00110"
"2.86200","29.23810","0.00115"
"2.86800","29.23858","0.00127"
"2.87400","29.23906","0.00135"
"2.88000","29.23953","0.00142"
"2.88600","29.24007","0.00145"
"2.89200","29.24055","0.00144"
"2.89800","29.24103","0.00141"
"2.90400","29.24151","0.00137"
"2.91000","29.24205","0.00131"
"2.91600","29.24252","0.00130"
"2.92200","29.24300","0.00133"
"2.92800","29.24354","0.00132"
"2.93400","29.24402","0.00130"
"2.94000","29.24455","0.00136"
"2.94600","29.24504","0.00140"
"2.95200","29.24551","0.00152"
"2.95800","29.24599","0.00163"
"2.96400","29.24653","0.00165"
"2.97000","29.24701","0.00167"
"2.97600","29.24749","0.00168"
"2.98200","29.24803","0.00164"
"2.98800","29.24850","0.00162"
"2.99400","29.24898","0.00159"
"3.00000","29.24952","0.00154"
"3.00600","29.25000","0.00160"
"3.01200","29.25053","0.00163"
"3.01800","29.25101","0.00163"
"3.02400","29.25149","0.00160"
"3.03000","29.25203","0.00153"
"3.03600","29.25251","0.00145"
"3.04200","29.25305","0.00135"
"3.04800","29.25352","0.00123"
"3.05400","29.25406","0.00121"
"3.06000","29.25454","0.00124"
"3.06600","29.25508","0.00123"
"3.07200","29.25556","0.00120"
"3.07800","29.25609","0.00115"
"3.08400","29.25657","0.00111"
"3.09000","29.25711","0.00113"
"3.09600","29.25759","0.00113"
"3.10200","29.25807","0.00115"
"3.10800","29.25861","0.00122"
"3.11400","29.25908","0.00126"
"3.12000","29.25956","0.00131"
"3.12600","29.26010","0.00138"
"3.13200","29.26058","0.00144"
"3.13800","29.26106","0.00147"
"3.14400","29.26160","0.00143"
"3.15000","29.26207","0.00138"
"3.15600","29.26261","0.00137"
"3.16200","29.26309","0.00134"
"3.16800","29.26357","0.00127"
"3.17400","29.26411","0.00119"
"3.18000","29.26459","0.00108"
"3.18600","29.26506","0.00111"
"3.19200","29.26560","0.00131"
"3.19800","29.26608","0.00146"
"3.20400","29.26656","0.00158"
"3.21000","29.26710","0.00157"
"3.21600","29.26758","0.00153"
"3.22200","29.26805","0.00149"
"3.22800","29.26859","0.00149"
"3.23400","29.26907","0.00154"
"3.24000","29.26961","0.00152"
"3.24600","29.27009","0.00142"
"3.25200","29.27057","0.00141"
"3.25800","29.27110","0.00142"
"3.26400","29.27158","0.00144"
"3.27000","29.27206","0.00144"
"3.27600","29.27260","0.00141"
"3.28200","29.27307","0.00134"
"3.28800","29.27355","0.00121"
"3.29400","29.27409","0.00107"
"3.30000","29.27457","0.00101"
"3.30600","29.27505","0.00108"
"3.31200","29.27553","0.00120"
"3.31800","29.27607","0.00121"
"3.32400","29.27654","0.00119"
"3.33000","29.27708","0.00115"
"3.33600","29.27756","0.00129"
"3.34200","29.27804","0.00146"
"3.34800","29.27857","0.00156"
"3.35400","29.27911","0.00154"
"3.36000","29.27959","0.00144"
"3.36600","29.28007","0.00129"
"3.37200","29.28061","0.00127"
"3.37800","29.28109","0.00133"
"3.38400","29.28156","0.00146"
"3.39000","29.28210","0.00149"
"3.39600","29.28258","0.00143"
"3.40200","29.28306","0.00132"
"3.40800","29.28354","0.00121"
"3.41400","29.28408","0.00114"
"3.42000","29.28455","0.00118"
"3.42600","29.28503","0.00123"
"3.43200","29.28557","0.00119"
"3.43800","29.28605","0.00124"
"3.44400","29.28653","0.00131"
"3.45000","29.28700","0.00135"
"3.45600","29.28754","0.00143"
"3.46200","29.28802","0.00142"
"3.46800","29.28850","0.00142"
"3.47400","29.28904","0.00145"
"3.48000","29.28952","0.00143"
"3.48600","29.29000","0.00142"
"3.49200","29.29053","0.00141"
"3.49800","29.29101","0.00131"
"3.50400","29.29149","0.00122"
"3.51000","29.29203","0.00120"
"3.51600","29.29251","0.00115"
"3.52200","29.29298","0.00116"
"3.52800","29.29352","0.00114"
"3.53400","29.29400","0.00109"
"3.54000","29.29448","0.00114"
"3.54600","29.29502","0.00112"
"3.55200","29.29550","0.00115"
"3.55800","29.29604","0.00128"
"3.56400","29.29651","0.00137"
"3.57000","29.29699","0.00137"
"3.57600","29.29753","0.00132"
"3.58200","29.29801","0.00130"
"3.58800","29.29855","0.00139"
"3.59400","29.29902","0.00147"
"3.60000","29.29956","0.00148"
"3.60600","29.30004","0.00152"
"3.61200","29.30052","0.00156"
"3.61800","29.30106","0.00146"
"3.62400","29.30153","0.00136"
"3.63000","29.30207","0.00125"
"3.63600","29.30255","0.00122"
"3.64200","29.30309","0.00133"
"3.64800","29.30357","0.00141"
"3.65400","29.30411","0.00147"
"3.66000","29.30459","0.00144"
"3.66600","29.30506","0.00142"
"3.67200","29.30560","0.00139"
"3.67800","29.30608","0.00130"
"3.68400","29.30662","0.00126"
"3.69000","29.30710","0.00123"
"3.69600","29.30758","0.00121"
"3.70200","29.30812","0.00128"
"3.70800","29.30859","0.00135"
"3.71400","29.30907","0.00133"
"3.72000","29.30961","0.00134"
"3.72600","29.31009","0.00138"
"3.73200","29.31062","0.00129"
"3.73800","29.31110","0.00123"
"3.74400","29.31164","0.00127"
"3.75000","29.31212","0.00130"
"3.75600","29.31260","0.00131"
"3.76200","29.31308","0.00130"
"3.76800","29.31361","0.00130"
"3.77400","29.31409","0.00129"
"3.78000","29.31457","0.00122"
"3.78600","29.31511","0.00115"
"3.79200","29.31559","0.00119"
"3.79800","29.31613","0.00119"
"3.80400","29.31660","0.00121"
"3.81000","29.31708","0.00124"
"3.81600","29.31756","0.00125"
"3.82200","29.31810","0.00126"
"3.82800","29.31857","0.00122"
"3.83400","29.31906","0.00122"
"3.84000","29.31959","0.00129"
"3.84600","29.32007","0.00132"
"3.85200","29.32055","0.00135"
"3.85800","29.32109","0.00138"
"3.86400","29.32156","0.00135"
"3.87000","29.32211","0.00130"
"3.87600","29.32258","0.00130"
"3.88200","29.32312","0.00130"
"3.88800","29.32360","0.00132"
"3.89400","29.32408","0.00132"
"3.90000","29.32455","0.00131"
"3.90600","29.32509","0.00133"
"3.91200","29.32557","0.00131"
"3.91800","29.32605","0.00131"
"3.92400","29.32653","0.00133"
"3.93000","29.32707","0.00133"
"3.93600","29.32754","0.00133"
"3.94200","29.32802","0.00136"
"3.94800","29.32856","0.00134"
"3.95400","29.32904","0.00127"
"3.96000","29.32952","0.00121"
"3.96600","29.33006","0.00120"
"3.97200","29.33053","0.00119"
"3.97800","29.33107","0.00116"
"3.98400","29.33155","0.00113"
"3.99000","29.33203","0.00111"
"3.99600","29.33257","0.00114"
"4.00200","29.33305","0.00118"
"4.00800","29.33358","0.00128"
"4.01400","29.33406","0.00135"
"4.02000","29.33460","0.00138"
"4.02600","29.33508","0.00138"
"4.03200","29.33555","0.00134"
"4.03800","29.33603","0.00137"
"4.04400","29.33657","0.00133"
"4.05000","29.33705","0.00129"
"4.05600","29.33753","0.00134"
"4.06200","29.33801","0.00137"
"4.06800","29.33849","0.00131"
"4.07400","29.33903","0.00129"
"4.08000","29.33950","0.00131"
"4.08600","29.34004","0.00140"
"4.09200","29.34052","0.00150"
"4.09800","29.34100","0.00157"
"4.10400","29.34153","0.00157"
"4.11000","29.34201","0.00155"
"4.11600","29.34255","0.00148"
"4.12200","29.34303","0.00149"
"4.12800","29.34357","0.00150"
"4.13400","29.34405","0.00151"
"4.14000","29.34452","0.00152"
"4.14600","29.34506","0.00150"
"4.15200","29.34560","0.00145"
"4.15800","29.34608","0.00139"
"4.16400","29.34662","0.00129"
"4.17000","29.34709","0.00116"
"4.17600","29.34763","0.00105"
"4.18200","29.34811","0.00094"
"4.18800","29.34859","0.00094"
"4.19400","29.34913","0.00102"
"4.20000","29.34961","0.00114"
"4.20600","29.35008","0.00123"
"4.21200","29.35062","0.00128"
"4.21800","29.35110","0.00127"
"4.22400","29.35158","0.00134"
"4.23000","29.35212","0.00137"
"4.23600","29.35260","0.00139"
"4.24200","29.35307","0.00146"
"4.24800","29.35355","0.00148"
"4.25400","29.35409","0.00155"
"4.26000","29.35457","0.00165"
"4.26600","29.35505","0.00175"
"4.27200","29.35559","0.00175"
"4.27800","29.35606","0.00170"
"4.28400","29.35654","0.00169"
"4.29000","29.35708","0.00165"
"4.29600","29.35762","0.00152"
"4.30200","29.35810","0.00143"
"4.30800","29.35863","0.00142"
"4.31400","29.35911","0.00140"
"4.32000","29.35959","0.00141"
"4.32600","29.36013","0.00144"
"4.33200","29.36061","0.00149"
"4.33800","29.36108","0.00159"
"4.34400","29.36156","0.00158"
"4.35000","29.36210","0.00155"
"4.35600","29.36258","0.00149"
"4.36200","29.36306","0.00139"
"4.36800","29.36360","0.00137"
"4.37400","29.36407","0.00145"
"4.38000","29.36455","0.00146"
"4.38600","29.36509","0.00149"
"4.39200","29.36557","0.00155"
"4.39800","29.36605","0.00157"
"4.40400","29.36659","0.00164"
"4.41000","29.36706","0.00168"
"4.41600","29.36754","0.00169"
"4.42200","29.36808","0.00167"
"4.42800","29.36856","0.00160"
"4.43400","29.36910","0.00152"
"4.44000","29.36958","0.00150"
"4.44600","29.37011","0.00146"
"4.45200","29.37059","0.00140"
"4.45800","29.37113","0.00135"
"4.46400","29.37161","0.00119"
"4.47000","29.37209","0.00108"
"4.47600","29.37263","0.00111"
"4.48200","29.37310","0.00116"
"4.48800","29.37358","0.00122"
"4.49400","29.37406","0.00131"
"4.50000","29.37460","0.00130"
"4.50600","29.37508","0.00127"
"4.51200","29.37555","0.00125"
"4.51800","29.37603","0.00125"
"4.52400","29.37657","0.00129"
"4.53000","29.37705","0.00126"
"4.53600","29.37753","0.00120"
"4.54200","29.37807","0.00112"
"4.54800","29.37854","0.00107"
"4.55400","29.37902","0.00103"
"4.56000","29.37956","0.00096"
"4.56600","29.38004","0.00090"
"4.57200","29.38052","0.00088"
"4.57800","29.38106","0.00085"
"4.58400","29.38153","0.00086"
"4.59000","29.38207","0.00100"
"4.59600","29.38261","0.00112"
"4.60200","29.38309","0.00118"
"4.60800","29.38363","0.00126"
"4.61400","29.38410","0.00129"
"4.62000","29.38458","0.00129"
"4.62600","29.38512","0.00131"
"4.63200","29.38560","0.00134"
"4.63800","29.38608","0.00143"
"4.64400","29.38656","0.00145"
"4.65000","29.38709","0.00146"
"4.65600","29.38757","0.00153"
"4.66200","29.38805","0.00157"
"4.66800","29.38853","0.00158"
"4.67400","29.38907","0.00161"
"4.68000","29.38955","0.00159"
"4.68600","29.39008","0.00158"
"4.69200","29.39056","0.00151"
"4.69800","29.39110","0.00143"
"4.70400","29.39158","0.00137"
"4.71000","29.39212","0.00137"
"4.71600","29.39260","0.00133"
"4.72200","29.39314","0.00131"
"4.72800","29.39361","0.00127"
"4.73400","29.39415","0.00118"
"4.74000","29.39463","0.00119"
"4.74600","29.39517","0.00124"
"4.75200","29.39564","0.00130"
"4.75800","29.39612","0.00136"
"4.76400","29.39666","0.00135"
"4.77000","29.39714","0.00142"
"4.77600","29.39762","0.00157"
"4.78200","29.39809","0.00161"
"4.78800","29.39863","0.00160"
"4.79400","29.39911","0.00158"
"4.80000","29.39959","0.00154"
"4.80600","29.40007","0.00153"
"4.81200","29.40055","0.00155"
"4.81800","29.40102","0.00155"
"4.82400","29.40157","0.00155"
"4.83000","29.40204","0.00148"
"4.83600","29.40252","0.00139"
"4.84200","29.40306","0.00131"
"4.84800","29.40354","0.00117"
"4.85400","29.40401","0.00116"
"4.86000","29.40455","0.00124"
"4.86600","29.40503","0.00137"
"4.87200","29.40557","0.00147"
"4.87800","29.40611","0.00149"
"4.88400","29.40659","0.00156"
"4.89000","29.40713","0.00164"
"4.89600","29.40760","0.00159"
