End date,"12/21/2016"
Specimen label,"23DGG_81"
Maximum Load,"0.23561",N

Time,Extension,Load
(s),(mm),(N)
"475.67400","39.63974","0.03852"
"475.68000","39.64022","0.03819"
"475.68600","39.64070","0.03780"
"475.69200","39.64118","0.03746"
"475.69800","39.64171","0.03744"
"475.70400","39.64220","0.03758"
"475.71000","39.64267","0.03762"
"475.71600","39.64315","0.03755"
"475.72200","39.64368","0.03751"
"475.72800","39.64417","0.03759"
"475.73400","39.64465","0.03780"
"475.74000","39.64518","0.03791"
"475.74600","39.64566","0.03789"
"475.75200","39.64614","0.03788"
"475.75800","39.64668","0.03808"
"475.76400","39.64716","0.03833"
"475.77000","39.64769","0.03839"
"475.77600","39.64817","0.03825"
"475.78200","39.64871","0.03813"
"475.78800","39.64925","0.03810"
"475.79400","39.64973","0.03822"
"475.80000","39.65026","0.03840"
"475.80600","39.65075","0.03835"
"475.81200","39.65128","0.03824"
"475.81800","39.65176","0.03820"
"475.82400","39.65224","0.03824"
"475.83000","39.65277","0.03844"
"475.83600","39.65326","0.03853"
"475.84200","39.65373","0.03851"
"475.84800","39.65421","0.03843"
"475.85400","39.65469","0.03830"
"475.86000","39.65523","0.03818"
"475.86600","39.65571","0.03814"
"475.87200","39.65619","0.03796"
"475.87800","39.65672","0.03797"
"475.88400","39.65720","0.03826"
"475.89000","39.65774","0.03853"
"475.89600","39.65821","0.03875"
"475.90200","39.65870","0.03880"
"475.90800","39.65924","0.03880"
"475.91400","39.65971","0.03888"
"475.92000","39.66025","0.03882"
"475.92600","39.66073","0.03864"
"475.93200","39.66127","0.03846"
"475.93800","39.66175","0.03834"
"475.94400","39.66228","0.03831"
"475.95000","39.66276","0.03844"
"475.95600","39.66324","0.03852"
"475.96200","39.66378","0.03845"
"475.96800","39.66425","0.03840"
"475.97400","39.66473","0.03842"
"475.98000","39.66528","0.03853"
"475.98600","39.66575","0.03854"
"475.99200","39.66623","0.03836"
"475.99800","39.66671","0.03822"
"476.00400","39.66719","0.03814"
"476.01000","39.66772","0.03815"
"476.01600","39.66820","0.03818"
"476.02200","39.66868","0.03811"
"476.02800","39.66922","0.03802"
"476.03400","39.66969","0.03806"
"476.04000","39.67017","0.03814"
"476.04600","39.67065","0.03816"
"476.05200","39.67119","0.03819"
"476.05800","39.67167","0.03822"
"476.06400","39.67215","0.03836"
"476.07000","39.67269","0.03843"
"476.07600","39.67316","0.03846"
"476.08200","39.67371","0.03843"
"476.08800","39.67418","0.03848"
"476.09400","39.67472","0.03848"
"476.10000","39.67520","0.03850"
"476.10600","39.67567","0.03836"
"476.11200","39.67615","0.03815"
"476.11800","39.67663","0.03796"
"476.12400","39.67717","0.03792"
"476.13000","39.67765","0.03803"
"476.13600","39.67813","0.03809"
"476.14200","39.67867","0.03816"
"476.14800","39.67914","0.03827"
"476.15400","39.67962","0.03833"
"476.16000","39.68016","0.03840"
"476.16600","39.68064","0.03859"
"476.17200","39.68112","0.03859"
"476.17800","39.68165","0.03853"
"476.18400","39.68213","0.03850"
"476.19000","39.68261","0.03860"
"476.19600","39.68315","0.03866"
"476.20200","39.68362","0.03873"
"476.20800","39.68416","0.03875"
"476.21400","39.68465","0.03867"
"476.22000","39.68518","0.03863"
"476.22600","39.68566","0.03853"
"476.23200","39.68620","0.03841"
"476.23800","39.68668","0.03825"
"476.24400","39.68716","0.03819"
"476.25000","39.68769","0.03821"
"476.25600","39.68817","0.03830"
"476.26200","39.68871","0.03842"
"476.26800","39.68919","0.03846"
"476.27400","39.68967","0.03848"
"476.28000","39.69020","0.03855"
"476.28600","39.69068","0.03853"
"476.29200","39.69122","0.03858"
"476.29800","39.69170","0.03861"
"476.30400","39.69218","0.03858"
"476.31000","39.69271","0.03855"
"476.31600","39.69320","0.03855"
"476.32200","39.69367","0.03853"
"476.32800","39.69421","0.03850"
"476.33400","39.69469","0.03854"
"476.34000","39.69522","0.03851"
"476.34600","39.69571","0.03836"
"476.35200","39.69618","0.03831"
"476.35800","39.69672","0.03837"
"476.36400","39.69725","0.03847"
"476.37000","39.69774","0.03844"
"476.37600","39.69822","0.03843"
"476.38200","39.69876","0.03846"
"476.38800","39.69923","0.03854"
"476.39400","39.69971","0.03868"
"476.40000","39.70025","0.03868"
"476.40600","39.70073","0.03847"
"476.41200","39.70121","0.03838"
"476.41800","39.70169","0.03841"
"476.42400","39.70216","0.03853"
"476.43000","39.70270","0.03866"
"476.43600","39.70318","0.03870"
"476.44200","39.70372","0.03878"
"476.44800","39.70420","0.03883"
"476.45400","39.70467","0.03874"
"476.46000","39.70521","0.03870"
"476.46600","39.70569","0.03880"
"476.47200","39.70617","0.03882"
"476.47800","39.70671","0.03882"
"476.48400","39.70718","0.03882"
"476.49000","39.70766","0.03870"
"476.49600","39.70820","0.03858"
"476.50200","39.70868","0.03859"
"476.50800","39.70921","0.03863"
"476.51400","39.70975","0.03876"
"476.52000","39.71024","0.03892"
"476.52600","39.71077","0.03898"
"476.53200","39.71125","0.03894"
"476.53800","39.71173","0.03882"
"476.54400","39.71227","0.03871"
"476.55000","39.71275","0.03866"
"476.55600","39.71323","0.03864"
"476.56200","39.71370","0.03868"
"476.56800","39.71418","0.03866"
"476.57400","39.71472","0.03858"
"476.58000","39.71519","0.03859"
"476.58600","39.71568","0.03846"
"476.59200","39.71616","0.03845"
"476.59800","39.71669","0.03864"
"476.60400","39.71717","0.03882"
"476.61000","39.71765","0.03888"
"476.61600","39.71819","0.03890"
"476.62200","39.71867","0.03891"
"476.62800","39.71920","0.03892"
"476.63400","39.71968","0.03909"
"476.64000","39.72016","0.03922"
"476.64600","39.72070","0.03926"
"476.65200","39.72117","0.03921"
"476.65800","39.72171","0.03918"
"476.66400","39.72219","0.03922"
"476.67000","39.72267","0.03923"
"476.67600","39.72321","0.03907"
"476.68200","39.72369","0.03907"
"476.68800","39.72423","0.03909"
"476.69400","39.72470","0.03898"
"476.70000","39.72519","0.03889"
"476.70600","39.72566","0.03879"
"476.71200","39.72620","0.03877"
"476.71800","39.72668","0.03884"
"476.72400","39.72715","0.03899"
"476.73000","39.72763","0.03912"
"476.73600","39.72817","0.03917"
"476.74200","39.72865","0.03912"
"476.74800","39.72913","0.03908"
"476.75400","39.72967","0.03909"
"476.76000","39.73015","0.03908"
"476.76600","39.73063","0.03901"
"476.77200","39.73116","0.03893"
"476.77800","39.73164","0.03889"
"476.78400","39.73218","0.03887"
"476.79000","39.73272","0.03877"
"476.79600","39.73319","0.03871"
"476.80200","39.73367","0.03878"
"476.80800","39.73421","0.03884"
"476.81400","39.73469","0.03891"
"476.82000","39.73523","0.03898"
"476.82600","39.73570","0.03890"
"476.83200","39.73624","0.03893"
"476.83800","39.73672","0.03891"
"476.84400","39.73726","0.03886"
"476.85000","39.73774","0.03880"
"476.85600","39.73822","0.03875"
"476.86200","39.73875","0.03876"
"476.86800","39.73923","0.03878"
"476.87400","39.73971","0.03873"
"476.88000","39.74025","0.03867"
"476.88600","39.74073","0.03849"
"476.89200","39.74121","0.03837"
"476.89800","39.74174","0.03849"
"476.90400","39.74222","0.03860"
"476.91000","39.74270","0.03868"
"476.91600","39.74324","0.03873"
"476.92200","39.74371","0.03872"
"476.92800","39.74419","0.03869"
"476.93400","39.74474","0.03875"
"476.94000","39.74521","0.03869"
"476.94600","39.74575","0.03866"
"476.95200","39.74622","0.03875"
"476.95800","39.74670","0.03879"
"476.96400","39.74725","0.03879"
"476.97000","39.74772","0.03882"
"476.97600","39.74826","0.03876"
"476.98200","39.74874","0.03887"
"476.98800","39.74928","0.03902"
"476.99400","39.74976","0.03907"
"477.00000","39.75023","0.03911"
"477.00600","39.75077","0.03904"
"477.01200","39.75125","0.03894"
"477.01800","39.75173","0.03892"
"477.02400","39.75220","0.03892"
"477.03000","39.75274","0.03897"
"477.03600","39.75322","0.03899"
"477.04200","39.75370","0.03903"
"477.04800","39.75424","0.03916"
"477.05400","39.75472","0.03931"
"477.06000","39.75520","0.03937"
"477.06600","39.75574","0.03933"
"477.07200","39.75621","0.03930"
"477.07800","39.75669","0.03934"
"477.08400","39.75723","0.03949"
"477.09000","39.75771","0.03953"
"477.09600","39.75824","0.03962"
"477.10200","39.75872","0.03966"
"477.10800","39.75920","0.03966"
"477.11400","39.75974","0.03970"
"477.12000","39.76022","0.03967"
"477.12600","39.76070","0.03948"
"477.13200","39.76117","0.03934"
"477.13800","39.76171","0.03929"
"477.14400","39.76219","0.03919"
"477.15000","39.76273","0.03905"
"477.15600","39.76321","0.03890"
"477.16200","39.76375","0.03880"
"477.16800","39.76423","0.03895"
"477.17400","39.76470","0.03909"
"477.18000","39.76524","0.03912"
"477.18600","39.76572","0.03908"
"477.19200","39.76620","0.03908"
"477.19800","39.76668","0.03921"
"477.20400","39.76721","0.03935"
"477.21000","39.76769","0.03940"
"477.21600","39.76817","0.03935"
"477.22200","39.76865","0.03932"
"477.22800","39.76919","0.03934"
"477.23400","39.76966","0.03942"
"477.24000","39.77020","0.03943"
"477.24600","39.77068","0.03939"
"477.25200","39.77122","0.03937"
"477.25800","39.77170","0.03927"
"477.26400","39.77217","0.03920"
"477.27000","39.77271","0.03919"
"477.27600","39.77319","0.03910"
"477.28200","39.77367","0.03906"
"477.28800","39.77421","0.03902"
"477.29400","39.77468","0.03901"
"477.30000","39.77517","0.03891"
"477.30600","39.77570","0.03885"
"477.31200","39.77618","0.03882"
"477.31800","39.77672","0.03885"
"477.32400","39.77720","0.03889"
"477.33000","39.77768","0.03890"
"477.33600","39.77822","0.03885"
"477.34200","39.77869","0.03878"
"477.34800","39.77917","0.03877"
"477.35400","39.77971","0.03872"
"477.36000","39.78019","0.03864"
"477.36600","39.78067","0.03865"
"477.37200","39.78120","0.03873"
"477.37800","39.78168","0.03889"
"477.38400","39.78222","0.03896"
"477.39000","39.78270","0.03892"
"477.39600","39.78324","0.03885"
"477.40200","39.78371","0.03891"
"477.40800","39.78419","0.03894"
"477.41400","39.78473","0.03894"
"477.42000","39.78521","0.03895"
"477.42600","39.78569","0.03895"
"477.43200","39.78617","0.03899"
"477.43800","39.78671","0.03908"
"477.44400","39.78719","0.03907"
"477.45000","39.78766","0.03902"
"477.45600","39.78820","0.03905"
"477.46200","39.78867","0.03923"
"477.46800","39.78916","0.03941"
"477.47400","39.78970","0.03939"
"477.48000","39.79017","0.03943"
"477.48600","39.79071","0.03954"
"477.49200","39.79119","0.03952"
"477.49800","39.79167","0.03953"
"477.50400","39.79221","0.03959"
"477.51000","39.79269","0.03962"
"477.51600","39.79322","0.03952"
"477.52200","39.79370","0.03943"
"477.52800","39.79424","0.03941"
"477.53400","39.79471","0.03941"
"477.54000","39.79526","0.03943"
"477.54600","39.79573","0.03939"
"477.55200","39.79621","0.03936"
"477.55800","39.79675","0.03945"
"477.56400","39.79723","0.03960"
"477.57000","39.79771","0.03960"
"477.57600","39.79824","0.03959"
"477.58200","39.79873","0.03955"
"477.58800","39.79920","0.03947"
"477.59400","39.79974","0.03945"
"477.60000","39.80022","0.03942"
"477.60600","39.80070","0.03933"
"477.61200","39.80117","0.03925"
"477.61800","39.80171","0.03926"
"477.62400","39.80219","0.03922"
"477.63000","39.80267","0.03923"
"477.63600","39.80320","0.03928"
"477.64200","39.80369","0.03931"
"477.64800","39.80416","0.03945"
"477.65400","39.80464","0.03948"
"477.66000","39.80518","0.03945"
"477.66600","39.80566","0.03933"
"477.67200","39.80620","0.03918"
"477.67800","39.80667","0.03920"
"477.68400","39.80715","0.03917"
"477.69000","39.80763","0.03902"
"477.69600","39.80817","0.03900"
"477.70200","39.80865","0.03913"
"477.70800","39.80913","0.03917"
"477.71400","39.80967","0.03926"
"477.72000","39.81014","0.03926"
"477.72600","39.81062","0.03918"
"477.73200","39.81110","0.03913"
"477.73800","39.81164","0.03903"
"477.74400","39.81212","0.03882"
"477.75000","39.81259","0.03867"
"477.75600","39.81313","0.03856"
"477.76200","39.81361","0.03856"
"477.76800","39.81408","0.03865"
"477.77400","39.81463","0.03869"
"477.78000","39.81511","0.03875"
"477.78600","39.81559","0.03885"
"477.79200","39.81612","0.03892"
"477.79800","39.81660","0.03908"
"477.80400","39.81713","0.03926"
"477.81000","39.81768","0.03930"
"477.81600","39.81816","0.03919"
"477.82200","39.81869","0.03912"
"477.82800","39.81917","0.03901"
"477.83400","39.81971","0.03881"
"477.84000","39.82019","0.03862"
"477.84600","39.82073","0.03862"
"477.85200","39.82120","0.03873"
"477.85800","39.82174","0.03884"
"477.86400","39.82222","0.03896"
"477.87000","39.82270","0.03902"
"477.87600","39.82324","0.03903"
"477.88200","39.82371","0.03916"
"477.88800","39.82420","0.03924"
"477.89400","39.82473","0.03924"
"477.90000","39.82521","0.03922"
"477.90600","39.82568","0.03924"
"477.91200","39.82616","0.03929"
"477.91800","39.82671","0.03940"
"477.92400","39.82718","0.03943"
"477.93000","39.82772","0.03946"
"477.93600","39.82820","0.03947"
"477.94200","39.82874","0.03951"
"477.94800","39.82928","0.03957"
"477.95400","39.82975","0.03951"
"477.96000","39.83029","0.03939"
"477.96600","39.83077","0.03931"
"477.97200","39.83125","0.03920"
"477.97800","39.83179","0.03917"
"477.98400","39.83226","0.03914"
"477.99000","39.83274","0.03919"
"477.99600","39.83322","0.03925"
"478.00200","39.83376","0.03929"
"478.00800","39.83424","0.03931"
"478.01400","39.83472","0.03934"
"478.02000","39.83525","0.03941"
"478.02600","39.83573","0.03943"
"478.03200","39.83621","0.03945"
"478.03800","39.83669","0.03938"
"478.04400","39.83723","0.03932"
"478.05000","39.83770","0.03923"
"478.05600","39.83818","0.03913"
"478.06200","39.83872","0.03914"
"478.06800","39.83920","0.03919"
"478.07400","39.83968","0.03914"
"478.08000","39.84021","0.03913"
"478.08600","39.84069","0.03923"
"478.09200","39.84124","0.03924"
"478.09800","39.84171","0.03927"
"478.10400","39.84219","0.03929"
"478.11000","39.84273","0.03931"
"478.11600","39.84321","0.03940"
"478.12200","39.84375","0.03939"
"478.12800","39.84422","0.03931"
"478.13400","39.84470","0.03935"
"478.14000","39.84518","0.03937"
"478.14600","39.84566","0.03954"
"478.15200","39.84619","0.03951"
"478.15800","39.84667","0.03937"
"478.16400","39.84715","0.03933"
"478.17000","39.84769","0.03931"
"478.17600","39.84817","0.03937"
"478.18200","39.84865","0.03942"
"478.18800","39.84919","0.03931"
"478.19400","39.84966","0.03914"
"478.20000","39.85020","0.03909"
"478.20600","39.85068","0.03921"
"478.21200","39.85116","0.03945"
"478.21800","39.85170","0.03958"
"478.22400","39.85217","0.03958"
"478.23000","39.85271","0.03961"
"478.23600","39.85319","0.03975"
"478.24200","39.85373","0.03983"
"478.24800","39.85421","0.03981"
"478.25400","39.85474","0.03974"
"478.26000","39.85522","0.03969"
"478.26600","39.85571","0.03976"
"478.27200","39.85618","0.03979"
"478.27800","39.85666","0.03983"
"478.28400","39.85720","0.03972"
"478.29000","39.85768","0.03954"
"478.29600","39.85815","0.03955"
"478.30200","39.85863","0.03959"
"478.30800","39.85917","0.03953"
"478.31400","39.85965","0.03939"
"478.32000","39.86013","0.03925"
"478.32600","39.86061","0.03917"
"478.33200","39.86114","0.03928"
"478.33800","39.86162","0.03937"
"478.34400","39.86216","0.03933"
"478.35000","39.86264","0.03927"
"478.35600","39.86318","0.03923"
"478.36200","39.86366","0.03924"
"478.36800","39.86419","0.03911"
"478.37400","39.86467","0.03883"
"478.38000","39.86521","0.03872"
"478.38600","39.86575","0.03877"
"478.39200","39.86623","0.03883"
"478.39800","39.86676","0.03895"
"478.40400","39.86724","0.03902"
"478.41000","39.86772","0.03892"
"478.41600","39.86820","0.03889"
"478.42200","39.86874","0.03893"
"478.42800","39.86922","0.03899"
"478.43400","39.86969","0.03898"
"478.44000","39.87023","0.03884"
"478.44600","39.87070","0.03885"
"478.45200","39.87125","0.03895"
"478.45800","39.87173","0.03902"
"478.46400","39.87221","0.03903"
"478.47000","39.87274","0.03917"
"478.47600","39.87322","0.03917"
"478.48200","39.87370","0.03916"
"478.48800","39.87424","0.03923"
"478.49400","39.87472","0.03923"
"478.50000","39.87519","0.03915"
"478.50600","39.87574","0.03909"
"478.51200","39.87621","0.03906"
"478.51800","39.87674","0.03896"
"478.52400","39.87722","0.03882"
"478.53000","39.87777","0.03879"
"478.53600","39.87825","0.03890"
"478.54200","39.87872","0.03900"
"478.54800","39.87920","0.03909"
"478.55400","39.87968","0.03922"
"478.56000","39.88021","0.03931"
"478.56600","39.88069","0.03933"
"478.57200","39.88117","0.03929"
"478.57800","39.88171","0.03930"
"478.58400","39.88219","0.03931"
"478.59000","39.88273","0.03936"
"478.59600","39.88321","0.03946"
"478.60200","39.88369","0.03953"
"478.60800","39.88422","0.03944"
"478.61400","39.88470","0.03939"
"478.62000","39.88518","0.03940"
"478.62600","39.88572","0.03950"
"478.63200","39.88620","0.03953"
"478.63800","39.88668","0.03951"
"478.64400","39.88721","0.03955"
"478.65000","39.88769","0.03962"
"478.65600","39.88817","0.03959"
"478.66200","39.88870","0.03961"
"478.66800","39.88918","0.03972"
"478.67400","39.88966","0.03983"
"478.68000","39.89021","0.03998"
"478.68600","39.89068","0.04013"
"478.69200","39.89116","0.04010"
"478.69800","39.89170","0.04006"
"478.70400","39.89217","0.03995"
"478.71000","39.89265","0.03987"
"478.71600","39.89319","0.03983"
"478.72200","39.89367","0.03975"
"478.72800","39.89421","0.03966"
"478.73400","39.89468","0.03959"
"478.74000","39.89522","0.03940"
"478.74600","39.89570","0.03932"
"478.75200","39.89618","0.03927"
"478.75800","39.89672","0.03923"
"478.76400","39.89719","0.03924"
"478.77000","39.89768","0.03923"
"478.77600","39.89821","0.03928"
"478.78200","39.89869","0.03945"
"478.78800","39.89917","0.03954"
"478.79400","39.89971","0.03954"
"478.80000","39.90019","0.03961"
"478.80600","39.90066","0.03968"
"478.81200","39.90120","0.03985"
"478.81800","39.90168","0.03998"
"478.82400","39.90216","0.03997"
"478.83000","39.90263","0.03998"
"478.83600","39.90317","0.03998"
"478.84200","39.90366","0.03985"
"478.84800","39.90413","0.03979"
"478.85400","39.90467","0.03974"
"478.86000","39.90515","0.03970"
"478.86600","39.90569","0.03962"
"478.87200","39.90617","0.03943"
"478.87800","39.90664","0.03934"
"478.88400","39.90718","0.03934"
"478.89000","39.90766","0.03934"
"478.89600","39.90820","0.03944"
"478.90200","39.90868","0.03950"
"478.90800","39.90915","0.03941"
"478.91400","39.90969","0.03932"
"478.92000","39.91017","0.03942"
"478.92600","39.91071","0.03946"
"478.93200","39.91119","0.03948"
"478.93800","39.91167","0.03936"
"478.94400","39.91220","0.03932"
"478.95000","39.91268","0.03938"
"478.95600","39.91322","0.03944"
"478.96200","39.91370","0.03946"
"478.96800","39.91418","0.03943"
"478.97400","39.91471","0.03937"
"478.98000","39.91519","0.03941"
"478.98600","39.91567","0.03946"
"478.99200","39.91621","0.03947"
"478.99800","39.91669","0.03949"
"479.00400","39.91723","0.03950"
"479.01000","39.91770","0.03955"
"479.01600","39.91824","0.03964"
"479.02200","39.91872","0.03969"
"479.02800","39.91926","0.03966"
"479.03400","39.91973","0.03966"
"479.04000","39.92022","0.03971"
"479.04600","39.92070","0.03984"
"479.05200","39.92123","0.03994"
"479.05800","39.92171","0.03987"
"479.06400","39.92219","0.03974"
"479.07000","39.92273","0.03961"
"479.07600","39.92321","0.03960"
"479.08200","39.92374","0.03976"
"479.08800","39.92422","0.03980"
"479.09400","39.92470","0.03973"
"479.10000","39.92524","0.03973"
"479.10600","39.92572","0.03962"
"479.11200","39.92619","0.03957"
"479.11800","39.92673","0.03957"
"479.12400","39.92721","0.03952"
"479.13000","39.92769","0.03942"
"479.13600","39.92822","0.03944"
"479.14200","39.92870","0.03955"
"479.14800","39.92924","0.03961"
"479.15400","39.92972","0.03958"
"479.16000","39.93020","0.03958"
"479.16600","39.93074","0.03962"
"479.17200","39.93122","0.03952"
"479.17800","39.93176","0.03947"
"479.18400","39.93223","0.03955"
"479.19000","39.93271","0.03958"
"479.19600","39.93325","0.03973"
"479.20200","39.93373","0.03978"
"479.20800","39.93420","0.03962"
"479.21400","39.93468","0.03961"
"479.22000","39.93522","0.03974"
"479.22600","39.93570","0.03987"
"479.23200","39.93624","0.03995"
"479.23800","39.93672","0.03997"
"479.24400","39.93726","0.03985"
"479.25000","39.93774","0.03974"
"479.25600","39.93827","0.03960"
"479.26200","39.93875","0.03947"
"479.26800","39.93923","0.03940"
"479.27400","39.93971","0.03933"
"479.28000","39.94025","0.03939"
"479.28600","39.94072","0.03956"
"479.29200","39.94120","0.03965"
"479.29800","39.94168","0.03967"
"479.30400","39.94222","0.03970"
"479.31000","39.94270","0.03977"
"479.31600","39.94317","0.03991"
"479.32200","39.94371","0.03994"
"479.32800","39.94419","0.04001"
"479.33400","39.94467","0.04008"
"479.34000","39.94521","0.04017"
"479.34600","39.94569","0.04028"
"479.35200","39.94616","0.04028"
"479.35800","39.94670","0.04021"
"479.36400","39.94718","0.04026"
"479.37000","39.94766","0.04032"
"479.37600","39.94820","0.04024"
"479.38200","39.94868","0.04004"
"479.38800","39.94921","0.03981"
"479.39400","39.94969","0.03971"
"479.40000","39.95016","0.03982"
"479.40600","39.95071","0.03994"
"479.41200","39.95119","0.03997"
"479.41800","39.95167","0.03996"
"479.42400","39.95220","0.04003"
"479.43000","39.95268","0.04012"
"479.43600","39.95316","0.04014"
"479.44200","39.95370","0.04007"
"479.44800","39.95418","0.03996"
"479.45400","39.95465","0.03991"
"479.46000","39.95519","0.03996"
"479.46600","39.95567","0.03999"
"479.47200","39.95620","0.04000"
"479.47800","39.95668","0.03999"
"479.48400","39.95723","0.04004"
"479.49000","39.95771","0.04021"
"479.49600","39.95818","0.04033"
"479.50200","39.95872","0.04031"
"479.50800","39.95920","0.04025"
"479.51400","39.95974","0.04019"
"479.52000","39.96022","0.04018"
"479.52600","39.96075","0.04015"
"479.53200","39.96123","0.04003"
"479.53800","39.96177","0.03997"
"479.54400","39.96231","0.04009"
"479.55000","39.96279","0.04028"
"479.55600","39.96326","0.04043"
"479.56200","39.96380","0.04051"
"479.56800","39.96428","0.04045"
"479.57400","39.96476","0.04023"
"479.58000","39.96523","0.04018"
"479.58600","39.96571","0.04020"
"479.59200","39.96626","0.04010"
"479.59800","39.96673","0.04001"
"479.60400","39.96721","0.04007"
"479.61000","39.96769","0.04020"
"479.61600","39.96823","0.04032"
"479.62200","39.96871","0.04027"
"479.62800","39.96918","0.04022"
"479.63400","39.96966","0.04033"
"479.64000","39.97020","0.04043"
"479.64600","39.97067","0.04056"
"479.65200","39.97116","0.04060"
"479.65800","39.97169","0.04043"
"479.66400","39.97223","0.04022"
"479.67000","39.97271","0.04022"
"479.67600","39.97319","0.04028"
"479.68200","39.97373","0.04036"
"479.68800","39.97421","0.04042"
"479.69400","39.97468","0.04041"
"479.70000","39.97522","0.04040"
"479.70600","39.97570","0.04031"
"479.71200","39.97618","0.04025"
"479.71800","39.97665","0.04019"
"479.72400","39.97714","0.04005"
"479.73000","39.97767","0.04004"
"479.73600","39.97815","0.04020"
"479.74200","39.97869","0.04047"
"479.74800","39.97917","0.04066"
"479.75400","39.97965","0.04072"
"479.76000","39.98012","0.04081"
"479.76600","39.98066","0.04087"
"479.77200","39.98114","0.04078"
"479.77800","39.98162","0.04060"
"479.78400","39.98216","0.04046"
"479.79000","39.98269","0.04038"
"479.79600","39.98317","0.04033"
"479.80200","39.98365","0.04030"
"479.80800","39.98419","0.04026"
"479.81400","39.98466","0.04023"
"479.82000","39.98520","0.04018"
"479.82600","39.98569","0.04010"
"479.83200","39.98622","0.04013"
"479.83800","39.98670","0.04020"
"479.84400","39.98717","0.04035"
"479.85000","39.98766","0.04054"
"479.85600","39.98820","0.04064"
"479.86200","39.98867","0.04065"
"479.86800","39.98915","0.04063"
"479.87400","39.98969","0.04060"
"479.88000","39.99017","0.04059"
"479.88600","39.99065","0.04067"
"479.89200","39.99118","0.04081"
"479.89800","39.99166","0.04087"
"479.90400","39.99214","0.04080"
"479.91000","39.99262","0.04073"
"479.91600","39.99316","0.04073"
"479.92200","39.99364","0.04075"
"479.92800","39.99412","0.04083"
"479.93400","39.99465","0.04094"
"479.94000","39.99513","0.04098"
"479.94600","39.99567","0.04095"
"479.95200","39.99615","0.04085"
"479.95800","39.99669","0.04056"
"479.96400","39.99716","0.04039"
"479.97000","39.99770","0.04033"
"479.97600","39.99818","0.04024"
"479.98200","39.99872","0.04009"
"479.98800","39.99920","0.04008"
"479.99400","39.99968","0.04025"
"480.00000","40.00021","0.04053"
"480.00600","40.00069","0.04076"
"480.01200","40.00117","0.04087"
"480.01800","40.00165","0.04086"
"480.02400","40.00219","0.04087"
"480.03000","40.00267","0.04086"
"480.03600","40.00314","0.04088"
"480.04200","40.00368","0.04076"
"480.04800","40.00416","0.04063"
"480.05400","40.00470","0.04053"
"480.06000","40.00518","0.04053"
"480.06600","40.00565","0.04047"
"480.07200","40.00620","0.04039"
"480.07800","40.00667","0.04043"
"480.08400","40.00721","0.04058"
"480.09000","40.00775","0.04066"
"480.09600","40.00822","0.04066"
"480.10200","40.00877","0.04067"
"480.10800","40.00924","0.04065"
"480.11400","40.00972","0.04059"
"480.12000","40.01025","0.04060"
"480.12600","40.01074","0.04049"
"480.13200","40.01122","0.04040"
"480.13800","40.01169","0.04041"
"480.14400","40.01223","0.04042"
"480.15000","40.01271","0.04043"
"480.15600","40.01319","0.04040"
"480.16200","40.01366","0.04038"
"480.16800","40.01420","0.04058"
"480.17400","40.01468","0.04075"
"480.18000","40.01516","0.04086"
"480.18600","40.01570","0.04092"
"480.19200","40.01618","0.04087"
"480.19800","40.01665","0.04095"
"480.20400","40.01720","0.04108"
"480.21000","40.01767","0.04116"
"480.21600","40.01821","0.04113"
"480.22200","40.01869","0.04102"
"480.22800","40.01923","0.04091"
"480.23400","40.01971","0.04093"
"480.24000","40.02024","0.04102"
"480.24600","40.02072","0.04097"
"480.25200","40.02120","0.04090"
"480.25800","40.02174","0.04071"
"480.26400","40.02221","0.04057"
"480.27000","40.02270","0.04046"
"480.27600","40.02317","0.04043"
"480.28200","40.02365","0.04044"
"480.28800","40.02419","0.04036"
"480.29400","40.02467","0.04033"
"480.30000","40.02515","0.04024"
"480.30600","40.02562","0.04012"
"480.31200","40.02616","0.04003"
"480.31800","40.02664","0.04010"
"480.32400","40.02712","0.04013"
"480.33000","40.02766","0.04022"
"480.33600","40.02814","0.04015"
"480.34200","40.02861","0.03998"
"480.34800","40.02915","0.03978"
"480.35400","40.02962","0.03945"
"480.36000","40.03017","0.03893"
"480.36600","40.03065","0.03827"
"480.37200","40.03119","0.03758"
"480.37800","40.03167","0.03706"
"480.38400","40.03220","0.03688"
"480.39000","40.03268","0.03672"
"480.39600","40.03322","0.03654"
"480.40200","40.03370","0.03625"
"480.40800","40.03417","0.03602"
"480.41400","40.03471","0.03608"
"480.42000","40.03519","0.03622"
"480.42600","40.03566","0.03643"
"480.43200","40.03621","0.03656"
"480.43800","40.03669","0.03672"
"480.44400","40.03717","0.03696"
"480.45000","40.03764","0.03726"
"480.45600","40.03818","0.03731"
"480.46200","40.03866","0.03718"
"480.46800","40.03914","0.03704"
"480.47400","40.03968","0.03690"
"480.48000","40.04015","0.03692"
"480.48600","40.04063","0.03700"
"480.49200","40.04117","0.03700"
"480.49800","40.04165","0.03702"
"480.50400","40.04218","0.03715"
"480.51000","40.04266","0.03724"
"480.51600","40.04321","0.03723"
"480.52200","40.04368","0.03709"
"480.52800","40.04422","0.03689"
"480.53400","40.04470","0.03671"
"480.54000","40.04523","0.03656"
"480.54600","40.04572","0.03640"
"480.55200","40.04619","0.03627"
"480.55800","40.04673","0.03620"
"480.56400","40.04721","0.03629"
"480.57000","40.04769","0.03637"
"480.57600","40.04817","0.03637"
"480.58200","40.04870","0.03636"
