End date,"12/21/2016"
Specimen label,"24BG_95_run2"
"0.94200","7.58651","0.00800"
"0.94800","7.58699","0.00804"
"0.95400","7.58747","0.00799"
"0.96000","7.58801","0.00801"
"0.96600","7.58849","0.00808"
"0.97200","7.58903","0.00808"
"0.97800","7.58950","0.00817"
"0.98400","7.59004","0.00825"
"0.99000","7.59052","0.00817"
"0.99600","7.59100","0.00811"
"1.00200","7.59154","0.00808"
"1.00800","7.59202","0.00813"
"1.01400","7.59249","0.00817"
"1.02000","7.59303","0.00812"
"1.02600","7.59351","0.00806"
"1.03200","7.59405","0.00797"
"1.03800","7.59453","0.00792"
"1.04400","7.59507","0.00791"
"1.05000","7.59554","0.00790"
"1.05600","7.59602","0.00778"
"1.06200","7.59656","0.00776"
"1.06800","7.59704","0.00777"
"1.07400","7.59758","0.00780"
"1.08000","7.59805","0.00783"
"1.08600","7.59853","0.00785"
"1.09200","7.59907","0.00792"
"1.09800","7.59955","0.00809"
"1.10400","7.60003","0.00821"
"1.11000","7.60051","0.00829"
"1.11600","7.60104","0.00824"
"1.12200","7.60152","0.00815"
"1.12800","7.60206","0.00811"
"1.13400","7.60254","0.00804"
"1.14000","7.60302","0.00796"
"1.14600","7.60356","0.00793"
"1.15200","7.60403","0.00782"
"1.15800","7.60457","0.00773"
"1.16400","7.60505","0.00774"
"1.17000","7.60553","0.00773"
"1.17600","7.60607","0.00778"
"1.18200","7.60654","0.00791"
"1.18800","7.60708","0.00799"
"1.19400","7.60756","0.00812"
"1.20000","7.60804","0.00810"
"1.20600","7.60858","0.00801"
"1.21200","7.60906","0.00793"
"1.21800","7.60953","0.00786"
"1.22400","7.61007","0.00777"
"1.23000","7.61055","0.00776"
"1.23600","7.61103","0.00786"
"1.24200","7.61157","0.00802"
"1.24800","7.61204","0.00811"
"1.25400","7.61252","0.00813"
"1.26000","7.61306","0.00821"
"1.26600","7.61354","0.00829"
"1.27200","7.61408","0.00833"
"1.27800","7.61456","0.00841"
"1.28400","7.61509","0.00843"
"1.29000","7.61557","0.00829"
"1.29600","7.61605","0.00817"
"1.30200","7.61653","0.00808"
"1.30800","7.61707","0.00805"
"1.31400","7.61755","0.00807"
"1.32000","7.61802","0.00814"
"1.32600","7.61850","0.00828"
"1.33200","7.61904","0.00844"
"1.33800","7.61952","0.00851"
"1.34400","7.62006","0.00857"
"1.35000","7.62054","0.00857"
"1.35600","7.62107","0.00857"
"1.36200","7.62155","0.00861"
"1.36800","7.62203","0.00860"
"1.37400","7.62257","0.00858"
"1.38000","7.62305","0.00862"
"1.38600","7.62352","0.00852"
"1.39200","7.62400","0.00833"
"1.39800","7.62448","0.00815"
"1.40400","7.62502","0.00794"
"1.41000","7.62550","0.00783"
"1.41600","7.62598","0.00783"
"1.42200","7.62645","0.00783"
"1.42800","7.62699","0.00794"
"1.43400","7.62747","0.00805"
"1.44000","7.62795","0.00810"
"1.44600","7.62849","0.00810"
"1.45200","7.62897","0.00802"
"1.45800","7.62944","0.00797"
"1.46400","7.62998","0.00793"
"1.47000","7.63046","0.00787"
"1.47600","7.63094","0.00799"
"1.48200","7.63148","0.00815"
"1.48800","7.63196","0.00817"
"1.49400","7.63249","0.00817"
"1.50000","7.63303","0.00812"
"1.50600","7.63351","0.00803"
"1.51200","7.63399","0.00802"
"1.51800","7.63447","0.00800"
"1.52400","7.63500","0.00792"
"1.53000","7.63548","0.00794"
"1.53600","7.63596","0.00797"
"1.54200","7.63644","0.00808"
"1.54800","7.63698","0.00817"
"1.55400","7.63745","0.00810"
"1.56000","7.63799","0.00802"
"1.56600","7.63847","0.00801"
"1.57200","7.63895","0.00805"
"1.57800","7.63949","0.00818"
"1.58400","7.63997","0.00827"
"1.59000","7.64044","0.00825"
"1.59600","7.64098","0.00819"
"1.60200","7.64146","0.00808"
"1.60800","7.64200","0.00799"
"1.61400","7.64248","0.00789"
"1.62000","7.64302","0.00781"
"1.62600","7.64349","0.00777"
"1.63200","7.64403","0.00772"
"1.63800","7.64451","0.00769"
"1.64400","7.64505","0.00781"
"1.65000","7.64553","0.00795"
"1.65600","7.64607","0.00808"
"1.66200","7.64654","0.00818"
"1.66800","7.64702","0.00819"
"1.67400","7.64756","0.00822"
"1.68000","7.64804","0.00834"
"1.68600","7.64852","0.00838"
"1.69200","7.64905","0.00836"
"1.69800","7.64953","0.00825"
"1.70400","7.65001","0.00809"
"1.71000","7.65055","0.00807"
"1.71600","7.65103","0.00816"
"1.72200","7.65151","0.00826"
"1.72800","7.65198","0.00839"
"1.73400","7.65246","0.00844"
"1.74000","7.65300","0.00837"
"1.74600","7.65348","0.00839"
"1.75200","7.65396","0.00840"
"1.75800","7.65450","0.00836"
"1.76400","7.65497","0.00829"
"1.77000","7.65551","0.00823"
"1.77600","7.65599","0.00822"
"1.78200","7.65653","0.00826"
"1.78800","7.65701","0.00835"
"1.79400","7.65754","0.00847"
"1.80000","7.65802","0.00857"
"1.80600","7.65850","0.00858"
"1.81200","7.65904","0.00850"
"1.81800","7.65952","0.00834"
"1.82400","7.66000","0.00818"
"1.83000","7.66047","0.00809"
"1.83600","7.66101","0.00803"
"1.84200","7.66149","0.00805"
"1.84800","7.66203","0.00806"
"1.85400","7.66251","0.00802"
"1.86000","7.66299","0.00804"
"1.86600","7.66346","0.00813"
"1.87200","7.66400","0.00809"
"1.87800","7.66448","0.00812"
"1.88400","7.66496","0.00815"
"1.89000","7.66550","0.00811"
"1.89600","7.66597","0.00810"
"1.90200","7.66651","0.00809"
"1.90800","7.66699","0.00805"
"1.91400","7.66753","0.00798"
"1.92000","7.66801","0.00789"
"1.92600","7.66855","0.00788"
"1.93200","7.66902","0.00790"
"1.93800","7.66950","0.00790"
"1.94400","7.67004","0.00791"
"1.95000","7.67052","0.00793"
"1.95600","7.67100","0.00795"
"1.96200","7.67154","0.00799"
"1.96800","7.67201","0.00808"
"1.97400","7.67249","0.00816"
"1.98000","7.67297","0.00826"
"1.98600","7.67351","0.00826"
"1.99200","7.67399","0.00820"
"1.99800","7.67447","0.00810"
"2.00400","7.67494","0.00796"
"2.01000","7.67548","0.00781"
"2.01600","7.67596","0.00772"
"2.02200","7.67644","0.00771"
"2.02800","7.67698","0.00776"
"2.03400","7.67745","0.00793"
"2.04000","7.67793","0.00810"
"2.04600","7.67847","0.00827"
"2.05200","7.67895","0.00833"
"2.05800","7.67949","0.00837"
"2.06400","7.67997","0.00836"
"2.07000","7.68044","0.00828"
"2.07600","7.68098","0.00816"
"2.08200","7.68146","0.00817"
"2.08800","7.68200","0.00816"
"2.09400","7.68248","0.00820"
"2.10000","7.68302","0.00830"
"2.10600","7.68349","0.00841"
"2.11200","7.68397","0.00852"
"2.11800","7.68451","0.00859"
"2.12400","7.68499","0.00860"
"2.13000","7.68547","0.00859"
"2.13600","7.68601","0.00849"
"2.14200","7.68648","0.00835"
"2.14800","7.68696","0.00826"
"2.15400","7.68750","0.00817"
"2.16000","7.68798","0.00816"
"2.16600","7.68852","0.00814"
"2.17200","7.68899","0.00806"
"2.17800","7.68953","0.00806"
"2.18400","7.69001","0.00806"
"2.19000","7.69049","0.00811"
"2.19600","7.69103","0.00821"
"2.20200","7.69150","0.00821"
"2.20800","7.69204","0.00817"
"2.21400","7.69252","0.00812"
"2.22000","7.69306","0.00810"
"2.22600","7.69354","0.00809"
"2.23200","7.69408","0.00812"
"2.23800","7.69455","0.00817"
"2.24400","7.69503","0.00825"
"2.25000","7.69557","0.00833"
"2.25600","7.69605","0.00833"
"2.26200","7.69653","0.00826"
"2.26800","7.69707","0.00823"
"2.27400","7.69754","0.00815"
"2.28000","7.69802","0.00813"
"2.28600","7.69850","0.00813"
"2.29200","7.69904","0.00817"
"2.29800","7.69952","0.00815"
"2.30400","7.70000","0.00803"
"2.31000","7.70053","0.00797"
"2.31600","7.70101","0.00796"
"2.32200","7.70149","0.00802"
"2.32800","7.70203","0.00818"
"2.33400","7.70251","0.00832"
"2.34000","7.70304","0.00834"
"2.34600","7.70352","0.00829"
"2.35200","7.70400","0.00827"
"2.35800","7.70454","0.00826"
"2.36400","7.70502","0.00821"
"2.37000","7.70550","0.00820"
"2.37600","7.70603","0.00830"
"2.38200","7.70651","0.00837"
"2.38800","7.70699","0.00833"
"2.39400","7.70753","0.00833"
"2.40000","7.70801","0.00836"
"2.40600","7.70849","0.00833"
"2.41200","7.70902","0.00827"
"2.41800","7.70950","0.00821"
"2.42400","7.70998","0.00816"
"2.43000","7.71046","0.00817"
"2.43600","7.71100","0.00818"
"2.44200","7.71147","0.00819"
"2.44800","7.71195","0.00826"
"2.45400","7.71243","0.00817"
"2.46000","7.71291","0.00812"
"2.46600","7.71345","0.00823"
"2.47200","7.71393","0.00824"
"2.47800","7.71446","0.00822"
"2.48400","7.71494","0.00816"
"2.49000","7.71548","0.00804"
"2.49600","7.71596","0.00802"
"2.50200","7.71650","0.00803"
"2.50800","7.71698","0.00804"
"2.51400","7.71751","0.00804"
"2.52000","7.71799","0.00801"
"2.52600","7.71847","0.00800"
"2.53200","7.71901","0.00805"
"2.53800","7.71949","0.00811"
"2.54400","7.71996","0.00819"
"2.55000","7.72050","0.00826"
"2.55600","7.72098","0.00826"
"2.56200","7.72152","0.00829"
"2.56800","7.72200","0.00834"
"2.57400","7.72248","0.00838"
"2.58000","7.72295","0.00833"
"2.58600","7.72349","0.00817"
"2.59200","7.72397","0.00803"
"2.59800","7.72445","0.00795"
"2.60400","7.72493","0.00786"
"2.61000","7.72547","0.00783"
"2.61600","7.72594","0.00788"
"2.62200","7.72642","0.00786"
"2.62800","7.72696","0.00786"
"2.63400","7.72744","0.00794"
"2.64000","7.72798","0.00796"
"2.64600","7.72852","0.00799"
"2.65200","7.72899","0.00794"
"2.65800","7.72947","0.00790"
"2.66400","7.73001","0.00789"
"2.67000","7.73049","0.00790"
"2.67600","7.73103","0.00798"
"2.68200","7.73150","0.00807"
"2.68800","7.73198","0.00807"
"2.69400","7.73252","0.00809"
"2.70000","7.73300","0.00806"
"2.70600","7.73354","0.00808"
"2.71200","7.73401","0.00812"
"2.71800","7.73449","0.00808"
"2.72400","7.73497","0.00801"
"2.73000","7.73551","0.00798"
"2.73600","7.73599","0.00799"
"2.74200","7.73647","0.00806"
"2.74800","7.73700","0.00817"
"2.75400","7.73748","0.00825"
"2.76000","7.73796","0.00826"
"2.76600","7.73850","0.00825"
"2.77200","7.73898","0.00815"
"2.77800","7.73952","0.00809"
"2.78400","7.74005","0.00811"
"2.79000","7.74053","0.00805"
"2.79600","7.74107","0.00803"
"2.80200","7.74155","0.00799"
"2.80800","7.74203","0.00794"
"2.81400","7.74257","0.00796"
"2.82000","7.74304","0.00803"
"2.82600","7.74352","0.00810"
"2.83200","7.74406","0.00818"
"2.83800","7.74454","0.00813"
"2.84400","7.74502","0.00809"
"2.85000","7.74555","0.00808"
"2.85600","7.74603","0.00809"
"2.86200","7.74651","0.00810"
"2.86800","7.74699","0.00810"
"2.87400","7.74753","0.00807"
"2.88000","7.74801","0.00806"
"2.88600","7.74848","0.00803"
"2.89200","7.74902","0.00805"
"2.89800","7.74950","0.00810"
"2.90400","7.75004","0.00809"
"2.91000","7.75052","0.00800"
"2.91600","7.75106","0.00795"
"2.92200","7.75153","0.00793"
"2.92800","7.75201","0.00800"
"2.93400","7.75255","0.00807"
"2.94000","7.75303","0.00801"
"2.94600","7.75357","0.00797"
"2.95200","7.75405","0.00798"
"2.95800","7.75452","0.00801"
"2.96400","7.75506","0.00815"
"2.97000","7.75554","0.00827"
"2.97600","7.75602","0.00833"
"2.98200","7.75650","0.00838"
"2.98800","7.75703","0.00833"
"2.99400","7.75751","0.00829"
"3.00000","7.75799","0.00829"
"3.00600","7.75847","0.00828"
"3.01200","7.75895","0.00823"
"3.01800","7.75949","0.00818"
"3.02400","7.75996","0.00807"
"3.03000","7.76044","0.00801"
"3.03600","7.76098","0.00797"
"3.04200","7.76146","0.00802"
"3.04800","7.76194","0.00811"
"3.05400","7.76248","0.00804"
"3.06000","7.76295","0.00796"
"3.06600","7.76349","0.00794"
"3.07200","7.76397","0.00796"
"3.07800","7.76451","0.00801"
"3.08400","7.76499","0.00798"
"3.09000","7.76546","0.00796"
"3.09600","7.76600","0.00799"
"3.10200","7.76648","0.00799"
"3.10800","7.76696","0.00804"
"3.11400","7.76750","0.00816"
"3.12000","7.76798","0.00816"
"3.12600","7.76845","0.00809"
"3.13200","7.76893","0.00812"
"3.13800","7.76941","0.00818"
"3.14400","7.76995","0.00829"
"3.15000","7.77043","0.00835"
"3.15600","7.77091","0.00836"
"3.16200","7.77138","0.00839"
"3.16800","7.77192","0.00841"
"3.17400","7.77240","0.00835"
"3.18000","7.77294","0.00830"
"3.18600","7.77342","0.00817"
"3.19200","7.77395","0.00808"
"3.19800","7.77449","0.00806"
"3.20400","7.77497","0.00808"
"3.21000","7.77551","0.00816"
"3.21600","7.77599","0.00826"
"3.22200","7.77653","0.00825"
"3.22800","7.77700","0.00820"
"3.23400","7.77748","0.00815"
"3.24000","7.77802","0.00809"
"3.24600","7.77850","0.00814"
"3.25200","7.77898","0.00810"
"3.25800","7.77946","0.00806"
"3.26400","7.77999","0.00806"
"3.27000","7.78047","0.00811"
"3.27600","7.78095","0.00808"
"3.28200","7.78149","0.00813"
"3.28800","7.78197","0.00818"
"3.29400","7.78250","0.00827"
"3.30000","7.78298","0.00835"
"3.30600","7.78346","0.00841"
"3.31200","7.78400","0.00843"
"3.31800","7.78448","0.00843"
"3.32400","7.78502","0.00850"
"3.33000","7.78549","0.00863"
"3.33600","7.78603","0.00870"
"3.34200","7.78651","0.00871"
"3.34800","7.78705","0.00871"
"3.35400","7.78753","0.00869"
"3.36000","7.78806","0.00871"
"3.36600","7.78854","0.00872"
"3.37200","7.78908","0.00855"
"3.37800","7.78956","0.00845"
"3.38400","7.79004","0.00840"
"3.39000","7.79052","0.00830"
"3.39600","7.79105","0.00824"
"3.40200","7.79153","0.00828"
"3.40800","7.79201","0.00830"
"3.41400","7.79249","0.00823"
"3.42000","7.79303","0.00809"
"3.42600","7.79351","0.00804"
"3.43200","7.79398","0.00807"
"3.43800","7.79452","0.00809"
"3.44400","7.79500","0.00816"
"3.45000","7.79554","0.00830"
"3.45600","7.79602","0.00831"
"3.46200","7.79650","0.00840"
"3.46800","7.79703","0.00839"
"3.47400","7.79751","0.00836"
"3.48000","7.79799","0.00828"
"3.48600","7.79853","0.00812"
"3.49200","7.79901","0.00803"
"3.49800","7.79954","0.00802"
"3.50400","7.80002","0.00804"
"3.51000","7.80056","0.00807"
"3.51600","7.80104","0.00812"
"3.52200","7.80158","0.00817"
"3.52800","7.80206","0.00827"
"3.53400","7.80253","0.00835"
"3.54000","7.80301","0.00840"
"3.54600","7.80349","0.00849"
"3.55200","7.80397","0.00856"
"3.55800","7.80451","0.00858"
"3.56400","7.80499","0.00860"
"3.57000","7.80546","0.00855"
"3.57600","7.80594","0.00854"
"3.58200","7.80648","0.00860"
"3.58800","7.80696","0.00859"
"3.59400","7.80744","0.00854"
"3.60000","7.80798","0.00845"
"3.60600","7.80845","0.00837"
"3.61200","7.80893","0.00835"
"3.61800","7.80947","0.00831"
"3.62400","7.80995","0.00825"
"3.63000","7.81043","0.00821"
"3.63600","7.81096","0.00812"
"3.64200","7.81144","0.00805"
"3.64800","7.81198","0.00815"
"3.65400","7.81246","0.00821"
"3.66000","7.81294","0.00821"
"3.66600","7.81348","0.00821"
"3.67200","7.81395","0.00820"
"3.67800","7.81443","0.00816"
"3.68400","7.81491","0.00814"
"3.69000","7.81545","0.00811"
"3.69600","7.81593","0.00811"
"3.70200","7.81640","0.00811"
"3.70800","7.81694","0.00818"
"3.71400","7.81742","0.00825"
"3.72000","7.81796","0.00827"
"3.72600","7.81844","0.00827"
"3.73200","7.81898","0.00826"
"3.73800","7.81945","0.00829"
"3.74400","7.81993","0.00834"
"3.75000","7.82047","0.00845"
"3.75600","7.82095","0.00851"
"3.76200","7.82149","0.00854"
"3.76800","7.82197","0.00851"
"3.77400","7.82250","0.00841"
"3.78000","7.82298","0.00841"
"3.78600","7.82352","0.00840"
"3.79200","7.82400","0.00846"
"3.79800","7.82454","0.00861"
"3.80400","7.82502","0.00865"
"3.81000","7.82555","0.00859"
"3.81600","7.82603","0.00848"
"3.82200","7.82657","0.00838"
"3.82800","7.82705","0.00838"
"3.83400","7.82753","0.00835"
"3.84000","7.82800","0.00829"
"3.84600","7.82854","0.00830"
"3.85200","7.82902","0.00821"
"3.85800","7.82956","0.00814"
"3.86400","7.83004","0.00816"
"3.87000","7.83052","0.00820"
"3.87600","7.83105","0.00821"
"3.88200","7.83153","0.00828"
"3.88800","7.83201","0.00824"
"3.89400","7.83249","0.00819"
"3.90000","7.83303","0.00824"
"3.90600","7.83351","0.00828"
"3.91200","7.83404","0.00831"
"3.91800","7.83452","0.00830"
"3.92400","7.83500","0.00824"
"3.93000","7.83554","0.00821"
"3.93600","7.83608","0.00822"
"3.94200","7.83655","0.00831"
"3.94800","7.83703","0.00844"
"3.95400","7.83757","0.00849"
"3.96000","7.83805","0.00851"
"3.96600","7.83853","0.00855"
"3.97200","7.83901","0.00852"
"3.97800","7.83948","0.00851"
"3.98400","7.84002","0.00851"
"3.99000","7.84050","0.00848"
"3.99600","7.84104","0.00849"
"4.00200","7.84152","0.00849"
"4.00800","7.84199","0.00846"
"4.01400","7.84253","0.00836"
"4.02000","7.84301","0.00831"
"4.02600","7.84349","0.00827"
"4.03200","7.84403","0.00826"
"4.03800","7.84451","0.00825"
"4.04400","7.84498","0.00824"
"4.05000","7.84552","0.00826"
"4.05600","7.84600","0.00823"
"4.06200","7.84654","0.00822"
"4.06800","7.84702","0.00818"
"4.07400","7.84756","0.00810"
"4.08000","7.84803","0.00817"
"4.08600","7.84857","0.00827"
"4.09200","7.84905","0.00836"
"4.09800","7.84953","0.00841"
"4.10400","7.85007","0.00831"
"4.11000","7.85054","0.00819"
"4.11600","7.85102","0.00816"
"4.12200","7.85150","0.00818"
"4.12800","7.85198","0.00833"
"4.13400","7.85246","0.00839"
"4.14000","7.85300","0.00842"
"4.14600","7.85347","0.00844"
"4.15200","7.85395","0.00836"
"4.15800","7.85449","0.00827"
"4.16400","7.85497","0.00826"
"4.17000","7.85545","0.00824"
"4.17600","7.85593","0.00823"
"4.18200","7.85646","0.00830"
"4.18800","7.85694","0.00833"
"4.19400","7.85742","0.00833"
"4.20000","7.85796","0.00833"
"4.20600","7.85844","0.00838"
"4.21200","7.85897","0.00840"
"4.21800","7.85945","0.00830"
"4.22400","7.85999","0.00820"
"4.23000","7.86047","0.00813"
"4.23600","7.86101","0.00798"
"4.24200","7.86149","0.00786"
"4.24800","7.86202","0.00785"
"4.25400","7.86250","0.00788"
"4.26000","7.86298","0.00791"
"4.26600","7.86352","0.00798"
"4.27200","7.86400","0.00799"
"4.27800","7.86448","0.00807"
"4.28400","7.86501","0.00819"
"4.29000","7.86549","0.00834"
"4.29600","7.86597","0.00847"
"4.30200","7.86645","0.00854"
"4.30800","7.86699","0.00851"
"4.31400","7.86747","0.00851"
"4.32000","7.86794","0.00855"
"4.32600","7.86848","0.00857"
"4.33200","7.86896","0.00853"
"4.33800","7.86950","0.00845"
"4.34400","7.86998","0.00834"
"4.35000","7.87051","0.00826"
"4.35600","7.87099","0.00818"
"4.36200","7.87153","0.00821"
"4.36800","7.87201","0.00824"
"4.37400","7.87255","0.00827"
"4.38000","7.87303","0.00836"
"4.38600","7.87356","0.00840"
"4.39200","7.87404","0.00835"
"4.39800","7.87452","0.00832"
"4.40400","7.87506","0.00828"
"4.41000","7.87554","0.00830"
"4.41600","7.87602","0.00829"
"4.42200","7.87655","0.00825"
"4.42800","7.87703","0.00829"
"4.43400","7.87751","0.00838"
"4.44000","7.87799","0.00846"
"4.44600","7.87853","0.00857"
"4.45200","7.87900","0.00867"
"4.45800","7.87948","0.00872"
"4.46400","7.87996","0.00865"
"4.47000","7.88050","0.00850"
"4.47600","7.88098","0.00842"
"4.48200","7.88152","0.00845"
"4.48800","7.88199","0.00844"
"4.49400","7.88253","0.00835"
"4.50000","7.88307","0.00825"
"4.50600","7.88355","0.00827"
"4.51200","7.88403","0.00841"
"4.51800","7.88456","0.00857"
"4.52400","7.88504","0.00868"
"4.53000","7.88558","0.00879"
"4.53600","7.88606","0.00878"
"4.54200","7.88654","0.00865"
"4.54800","7.88708","0.00854"
"4.55400","7.88755","0.00843"
"4.56000","7.88803","0.00831"
"4.56600","7.88851","0.00815"
"4.57200","7.88905","0.00801"
"4.57800","7.88953","0.00803"
"4.58400","7.89001","0.00810"
"4.59000","7.89048","0.00823"
"4.59600","7.89096","0.00835"
"4.60200","7.89150","0.00834"
"4.60800","7.89198","0.00826"
"4.61400","7.89246","0.00828"
"4.62000","7.89294","0.00831"
"4.62600","7.89347","0.00837"
"4.63200","7.89395","0.00844"
"4.63800","7.89449","0.00841"
"4.64400","7.89497","0.00837"
"4.65000","7.89551","0.00837"
"4.65600","7.89598","0.00840"
"4.66200","7.89646","0.00845"
"4.66800","7.89700","0.00851"
"4.67400","7.89748","0.00844"
"4.68000","7.89796","0.00846"
"4.68600","7.89844","0.00846"
"4.69200","7.89897","0.00850"
"4.69800","7.89945","0.00850"
"4.70400","7.89993","0.00848"
"4.71000","7.90041","0.00839"
"4.71600","7.90095","0.00835"
"4.72200","7.90143","0.00830"
"4.72800","7.90190","0.00833"
"4.73400","7.90244","0.00836"
"4.74000","7.90292","0.00833"
"4.74600","7.90340","0.00840"
"4.75200","7.90394","0.00847"
"4.75800","7.90442","0.00844"
"4.76400","7.90489","0.00848"
"4.77000","7.90543","0.00848"
"4.77600","7.90591","0.00838"
"4.78200","7.90645","0.00834"
"4.78800","7.90693","0.00831"
"4.79400","7.90746","0.00831"
"4.80000","7.90800","0.00836"
"4.80600","7.90848","0.00836"
"4.81200","7.90902","0.00836"
"4.81800","7.90950","0.00837"
"4.82400","7.90998","0.00835"
"4.83000","7.91045","0.00845"
"4.83600","7.91093","0.00854"
"4.84200","7.91147","0.00855"
"4.84800","7.91195","0.00858"
"4.85400","7.91243","0.00862"
"4.86000","7.91297","0.00864"
"4.86600","7.91344","0.00861"
"4.87200","7.91392","0.00851"
"4.87800","7.91446","0.00845"
"4.88400","7.91494","0.00838"
"4.89000","7.91548","0.00827"
"4.89600","7.91596","0.00828"
