End date,"12/18/2016"
Specimen label,"16AT_26_run2"
Maximum Load,"0.19149",N

Time,Extension,Load
(s),(mm),(N)
"268.02600","22.33558","0.17499"
"268.03200","22.33611","0.17509"
"268.03800","22.33659","0.17518"
"268.04400","22.33707","0.17527"
"268.05000","22.33761","0.17534"
"268.05600","22.33809","0.17540"
"268.06200","22.33862","0.17555"
"268.06800","22.33910","0.17562"
"268.07400","22.33958","0.17560"
"268.08000","22.34012","0.17565"
"268.08600","22.34060","0.17562"
"268.09200","22.34108","0.17567"
"268.09800","22.34155","0.17565"
"268.10400","22.34209","0.17553"
"268.11000","22.34257","0.17546"
"268.11600","22.34311","0.17550"
"268.12200","22.34359","0.17555"
"268.12800","22.34407","0.17559"
"268.13400","22.34460","0.17569"
"268.14000","22.34508","0.17586"
"268.14600","22.34562","0.17599"
"268.15200","22.34610","0.17613"
"268.15800","22.34664","0.17623"
"268.16400","22.34711","0.17622"
"268.17000","22.34765","0.17611"
"268.17600","22.34813","0.17606"
"268.18200","22.34867","0.17600"
"268.18800","22.34915","0.17597"
"268.19400","22.34969","0.17598"
"268.20000","22.35017","0.17594"
"268.20600","22.35070","0.17596"
"268.21200","22.35118","0.17607"
"268.21800","22.35166","0.17611"
"268.22400","22.35220","0.17610"
"268.23000","22.35267","0.17611"
"268.23600","22.35316","0.17614"
"268.24200","22.35363","0.17615"
"268.24800","22.35411","0.17611"
"268.25400","22.35465","0.17619"
"268.26000","22.35513","0.17622"
"268.26600","22.35561","0.17615"
"268.27200","22.35608","0.17611"
"268.27800","22.35662","0.17619"
"268.28400","22.35710","0.17628"
"268.29000","22.35758","0.17636"
"268.29600","22.35812","0.17642"
"268.30200","22.35860","0.17642"
"268.30800","22.35913","0.17650"
"268.31400","22.35961","0.17670"
"268.32000","22.36015","0.17679"
"268.32600","22.36063","0.17677"
"268.33200","22.36117","0.17672"
"268.33800","22.36164","0.17669"
"268.34400","22.36218","0.17672"
"268.35000","22.36266","0.17670"
"268.35600","22.36320","0.17671"
"268.36200","22.36368","0.17677"
"268.36800","22.36416","0.17682"
"268.37400","22.36469","0.17683"
"268.38000","22.36517","0.17682"
"268.38600","22.36565","0.17676"
"268.39200","22.36613","0.17680"
"268.39800","22.36666","0.17691"
"268.40400","22.36715","0.17702"
"268.41000","22.36762","0.17706"
"268.41600","22.36810","0.17697"
"268.42200","22.36864","0.17690"
"268.42800","22.36912","0.17691"
"268.43400","22.36960","0.17696"
"268.44000","22.37014","0.17706"
"268.44600","22.37061","0.17713"
"268.45200","22.37109","0.17721"
"268.45800","22.37163","0.17732"
"268.46400","22.37211","0.17739"
"268.47000","22.37264","0.17740"
"268.47600","22.37313","0.17730"
"268.48200","22.37366","0.17718"
"268.48800","22.37414","0.17708"
"268.49400","22.37462","0.17701"
"268.50000","22.37510","0.17703"
"268.50600","22.37564","0.17712"
"268.51200","22.37611","0.17727"
"268.51800","22.37659","0.17735"
"268.52400","22.37713","0.17732"
"268.53000","22.37761","0.17736"
"268.53600","22.37809","0.17748"
"268.54200","22.37856","0.17763"
"268.54800","22.37910","0.17775"
"268.55400","22.37958","0.17777"
"268.56000","22.38006","0.17782"
"268.56600","22.38054","0.17787"
"268.57200","22.38108","0.17794"
"268.57800","22.38156","0.17801"
"268.58400","22.38203","0.17813"
"268.59000","22.38257","0.17817"
"268.59600","22.38305","0.17818"
"268.60200","22.38358","0.17813"
"268.60800","22.38413","0.17803"
"268.61400","22.38460","0.17788"
"268.62000","22.38514","0.17790"
"268.62600","22.38562","0.17802"
"268.63200","22.38616","0.17802"
"268.63800","22.38664","0.17795"
"268.64400","22.38712","0.17787"
"268.65000","22.38759","0.17786"
"268.65600","22.38813","0.17795"
"268.66200","22.38861","0.17817"
"268.66800","22.38909","0.17836"
"268.67400","22.38963","0.17857"
"268.68000","22.39010","0.17870"
"268.68600","22.39064","0.17877"
"268.69200","22.39112","0.17886"
"268.69800","22.39160","0.17887"
"268.70400","22.39214","0.17888"
"268.71000","22.39262","0.17885"
"268.71600","22.39310","0.17885"
"268.72200","22.39363","0.17892"
"268.72800","22.39411","0.17898"
"268.73400","22.39465","0.17892"
"268.74000","22.39512","0.17884"
"268.74600","22.39566","0.17882"
"268.75200","22.39614","0.17895"
"268.75800","22.39668","0.17913"
"268.76400","22.39716","0.17925"
"268.77000","22.39770","0.17925"
"268.77600","22.39818","0.17927"
"268.78200","22.39865","0.17942"
"268.78800","22.39919","0.17956"
"268.79400","22.39967","0.17965"
"268.80000","22.40015","0.17962"
"268.80600","22.40063","0.17945"
"268.81200","22.40110","0.17936"
"268.81800","22.40164","0.17939"
"268.82400","22.40212","0.17941"
"268.83000","22.40260","0.17938"
"268.83600","22.40314","0.17935"
"268.84200","22.40362","0.17933"
"268.84800","22.40409","0.17931"
"268.85400","22.40463","0.17919"
"268.86000","22.40511","0.17910"
"268.86600","22.40559","0.17906"
"268.87200","22.40613","0.17919"
"268.87800","22.40661","0.17939"
"268.88400","22.40714","0.17946"
"268.89000","22.40762","0.17950"
"268.89600","22.40816","0.17950"
"268.90200","22.40864","0.17941"
"268.90800","22.40918","0.17934"
"268.91400","22.40965","0.17931"
"268.92000","22.41019","0.17936"
"268.92600","22.41067","0.17950"
"268.93200","22.41115","0.17958"
"268.93800","22.41163","0.17954"
"268.94400","22.41217","0.17948"
"268.95000","22.41264","0.17950"
"268.95600","22.41312","0.17956"
"268.96200","22.41366","0.17957"
"268.96800","22.41414","0.17957"
"268.97400","22.41462","0.17958"
"268.98000","22.41516","0.17959"
"268.98600","22.41563","0.17959"
"268.99200","22.41611","0.17964"
"268.99800","22.41659","0.17979"
"269.00400","22.41713","0.17990"
"269.01000","22.41761","0.17997"
"269.01600","22.41814","0.17997"
"269.02200","22.41862","0.18000"
"269.02800","22.41916","0.18003"
"269.03400","22.41964","0.18006"
"269.04000","22.42018","0.18007"
"269.04600","22.42066","0.18013"
"269.05200","22.42113","0.18011"
"269.05800","22.42161","0.18000"
"269.06400","22.42215","0.17992"
"269.07000","22.42263","0.18006"
"269.07600","22.42311","0.18039"
"269.08200","22.42359","0.18067"
"269.08800","22.42412","0.18077"
"269.09400","22.42460","0.18080"
"269.10000","22.42508","0.18089"
"269.10600","22.42556","0.18101"
"269.11200","22.42610","0.18104"
"269.11800","22.42657","0.18103"
"269.12400","22.42705","0.18091"
"269.13000","22.42753","0.18078"
"269.13600","22.42807","0.18076"
"269.14200","22.42855","0.18085"
"269.14800","22.42903","0.18091"
"269.15400","22.42957","0.18091"
"269.16000","22.43010","0.18100"
"269.16600","22.43058","0.18110"
"269.17200","22.43112","0.18123"
"269.17800","22.43166","0.18125"
"269.18400","22.43213","0.18132"
"269.19000","22.43268","0.18137"
"269.19600","22.43315","0.18138"
"269.20200","22.43363","0.18117"
"269.20800","22.43417","0.18091"
"269.21400","22.43465","0.18074"
"269.22000","22.43513","0.18065"
"269.22600","22.43566","0.18064"
"269.23200","22.43614","0.18068"
"269.23800","22.43668","0.18074"
"269.24400","22.43716","0.18080"
"269.25000","22.43764","0.18094"
"269.25600","22.43818","0.18105"
"269.26200","22.43865","0.18116"
"269.26800","22.43913","0.18111"
"269.27400","22.43961","0.18109"
"269.28000","22.44015","0.18115"
"269.28600","22.44063","0.18123"
"269.29200","22.44110","0.18127"
"269.29800","22.44164","0.18127"
"269.30400","22.44212","0.18127"
"269.31000","22.44266","0.18147"
"269.31600","22.44320","0.18166"
"269.32200","22.44367","0.18179"
"269.32800","22.44415","0.18184"
"269.33400","22.44469","0.18181"
"269.34000","22.44517","0.18179"
"269.34600","22.44565","0.18171"
"269.35200","22.44619","0.18171"
"269.35800","22.44666","0.18176"
"269.36400","22.44715","0.18178"
"269.37000","22.44768","0.18185"
"269.37600","22.44816","0.18193"
"269.38200","22.44864","0.18198"
"269.38800","22.44918","0.18199"
"269.39400","22.44965","0.18189"
"269.40000","22.45013","0.18179"
"269.40600","22.45067","0.18179"
"269.41200","22.45115","0.18184"
"269.41800","22.45163","0.18181"
"269.42400","22.45217","0.18179"
"269.43000","22.45264","0.18180"
"269.43600","22.45312","0.18185"
"269.44200","22.45366","0.18194"
"269.44800","22.45414","0.18204"
"269.45400","22.45468","0.18217"
"269.46000","22.45516","0.18226"
"269.46600","22.45569","0.18241"
"269.47200","22.45617","0.18254"
"269.47800","22.45665","0.18250"
"269.48400","22.45719","0.18234"
"269.49000","22.45767","0.18224"
"269.49600","22.45815","0.18221"
"269.50200","22.45868","0.18236"
"269.50800","22.45916","0.18255"
"269.51400","22.45964","0.18276"
"269.52000","22.46018","0.18289"
"269.52600","22.46066","0.18295"
"269.53200","22.46114","0.18291"
"269.53800","22.46167","0.18277"
"269.54400","22.46215","0.18260"
"269.55000","22.46263","0.18251"
"269.55600","22.46311","0.18260"
"269.56200","22.46365","0.18259"
"269.56800","22.46412","0.18260"
"269.57400","22.46460","0.18269"
"269.58000","22.46514","0.18284"
"269.58600","22.46562","0.18297"
"269.59200","22.46616","0.18303"
"269.59800","22.46663","0.18302"
"269.60400","22.46717","0.18299"
"269.61000","22.46765","0.18304"
"269.61600","22.46813","0.18315"
"269.62200","22.46861","0.18322"
"269.62800","22.46915","0.18321"
"269.63400","22.46963","0.18315"
"269.64000","22.47010","0.18316"
"269.64600","22.47064","0.18313"
"269.65200","22.47112","0.18315"
"269.65800","22.47160","0.18320"
"269.66400","22.47214","0.18323"
"269.67000","22.47261","0.18328"
"269.67600","22.47315","0.18325"
"269.68200","22.47363","0.18327"
"269.68800","22.47411","0.18339"
"269.69400","22.47465","0.18344"
"269.70000","22.47512","0.18342"
"269.70600","22.47560","0.18345"
"269.71200","22.47614","0.18352"
"269.71800","22.47662","0.18356"
"269.72400","22.47716","0.18361"
"269.73000","22.47764","0.18364"
"269.73600","22.47812","0.18370"
"269.74200","22.47865","0.18375"
"269.74800","22.47913","0.18385"
"269.75400","22.47967","0.18399"
"269.76000","22.48014","0.18406"
"269.76600","22.48063","0.18403"
"269.77200","22.48116","0.18395"
"269.77800","22.48164","0.18384"
"269.78400","22.48218","0.18389"
"269.79000","22.48266","0.18407"
"269.79600","22.48314","0.18420"
"269.80200","22.48368","0.18417"
"269.80800","22.48415","0.18420"
"269.81400","22.48469","0.18416"
"269.82000","22.48517","0.18415"
"269.82600","22.48571","0.18422"
"269.83200","22.48619","0.18426"
"269.83800","22.48672","0.18427"
"269.84400","22.48720","0.18418"
"269.85000","22.48774","0.18411"
"269.85600","22.48822","0.18423"
"269.86200","22.48870","0.18437"
"269.86800","22.48918","0.18442"
"269.87400","22.48971","0.18450"
"269.88000","22.49019","0.18456"
"269.88600","22.49067","0.18454"
"269.89200","22.49115","0.18455"
"269.89800","22.49169","0.18449"
"269.90400","22.49216","0.18450"
"269.91000","22.49264","0.18458"
"269.91600","22.49312","0.18460"
"269.92200","22.49366","0.18458"
"269.92800","22.49414","0.18454"
"269.93400","22.49462","0.18459"
"269.94000","22.49515","0.18463"
"269.94600","22.49563","0.18461"
"269.95200","22.49611","0.18457"
"269.95800","22.49665","0.18458"
"269.96400","22.49713","0.18462"
"269.97000","22.49766","0.18470"
"269.97600","22.49814","0.18472"
"269.98200","22.49868","0.18470"
"269.98800","22.49916","0.18471"
"269.99400","22.49964","0.18475"
"270.00000","22.50012","0.18483"
"270.00600","22.50065","0.18489"
"270.01200","22.50113","0.18489"
"270.01800","22.50161","0.18479"
"270.02400","22.50215","0.18476"
"270.03000","22.50263","0.18473"
"270.03600","22.50310","0.18470"
"270.04200","22.50364","0.18475"
"270.04800","22.50412","0.18485"
"270.05400","22.50460","0.18497"
"270.06000","22.50514","0.18512"
"270.06600","22.50562","0.18529"
"270.07200","22.50610","0.18542"
"270.07800","22.50663","0.18545"
"270.08400","22.50711","0.18538"
"270.09000","22.50759","0.18530"
"270.09600","22.50813","0.18523"
"270.10200","22.50861","0.18525"
"270.10800","22.50908","0.18538"
"270.11400","22.50962","0.18546"
"270.12000","22.51010","0.18557"
"270.12600","22.51064","0.18562"
"270.13200","22.51112","0.18558"
"270.13800","22.51166","0.18550"
"270.14400","22.51213","0.18543"
"270.15000","22.51261","0.18534"
"270.15600","22.51309","0.18532"
"270.16200","22.51363","0.18537"
"270.16800","22.51411","0.18550"
"270.17400","22.51459","0.18563"
"270.18000","22.51506","0.18571"
"270.18600","22.51560","0.18584"
"270.19200","22.51608","0.18594"
"270.19800","22.51662","0.18597"
"270.20400","22.51710","0.18600"
"270.21000","22.51764","0.18602"
"270.21600","22.51811","0.18589"
"270.22200","22.51859","0.18582"
"270.22800","22.51913","0.18587"
"270.23400","22.51961","0.18603"
"270.24000","22.52009","0.18621"
"270.24600","22.52063","0.18622"
"270.25200","22.52110","0.18621"
"270.25800","22.52164","0.18622"
"270.26400","22.52212","0.18620"
"270.27000","22.52260","0.18622"
"270.27600","22.52313","0.18614"
"270.28200","22.52361","0.18606"
"270.28800","22.52409","0.18608"
"270.29400","22.52463","0.18606"
"270.30000","22.52511","0.18618"
"270.30600","22.52559","0.18643"
"270.31200","22.52612","0.18668"
"270.31800","22.52660","0.18678"
"270.32400","22.52714","0.18680"
"270.33000","22.52762","0.18668"
"270.33600","22.52816","0.18659"
"270.34200","22.52864","0.18653"
"270.34800","22.52917","0.18647"
"270.35400","22.52965","0.18644"
"270.36000","22.53019","0.18646"
"270.36600","22.53067","0.18658"
"270.37200","22.53115","0.18672"
"270.37800","22.53168","0.18673"
"270.38400","22.53217","0.18684"
"270.39000","22.53264","0.18701"
"270.39600","22.53318","0.18710"
"270.40200","22.53366","0.18705"
"270.40800","22.53414","0.18705"
"270.41400","22.53462","0.18712"
"270.42000","22.53515","0.18727"
"270.42600","22.53563","0.18724"
"270.43200","22.53611","0.18711"
"270.43800","22.53665","0.18699"
"270.44400","22.53713","0.18690"
"270.45000","22.53761","0.18682"
"270.45600","22.53815","0.18674"
"270.46200","22.53862","0.18672"
"270.46800","22.53916","0.18680"
"270.47400","22.53964","0.18689"
"270.48000","22.54012","0.18700"
"270.48600","22.54065","0.18712"
"270.49200","22.54113","0.18724"
"270.49800","22.54161","0.18736"
"270.50400","22.54215","0.18749"
"270.51000","22.54263","0.18757"
"270.51600","22.54311","0.18763"
"270.52200","22.54364","0.18765"
"270.52800","22.54412","0.18763"
"270.53400","22.54460","0.18757"
"270.54000","22.54514","0.18740"
"270.54600","22.54562","0.18723"
"270.55200","22.54609","0.18714"
"270.55800","22.54657","0.18715"
"270.56400","22.54711","0.18715"
"270.57000","22.54759","0.18723"
"270.57600","22.54807","0.18731"
"270.58200","22.54861","0.18738"
"270.58800","22.54909","0.18745"
"270.59400","22.54962","0.18758"
"270.60000","22.55010","0.18765"
"270.60600","22.55064","0.18767"
"270.61200","22.55112","0.18763"
"270.61800","22.55165","0.18752"
"270.62400","22.55213","0.18749"
"270.63000","22.55261","0.18748"
"270.63600","22.55315","0.18750"
"270.64200","22.55363","0.18751"
"270.64800","22.55411","0.18745"
"270.65400","22.55464","0.18740"
"270.66000","22.55512","0.18732"
"270.66600","22.55560","0.18734"
"270.67200","22.55614","0.18750"
"270.67800","22.55662","0.18759"
"270.68400","22.55710","0.18770"
"270.69000","22.55758","0.18783"
"270.69600","22.55805","0.18788"
"270.70200","22.55859","0.18789"
"270.70800","22.55907","0.18799"
"270.71400","22.55955","0.18812"
"270.72000","22.56009","0.18816"
"270.72600","22.56056","0.18820"
"270.73200","22.56104","0.18824"
"270.73800","22.56158","0.18832"
"270.74400","22.56212","0.18836"
"270.75000","22.56260","0.18841"
"270.75600","22.56314","0.18840"
"270.76200","22.56361","0.18833"
"270.76800","22.56415","0.18821"
"270.77400","22.56463","0.18815"
"270.78000","22.56517","0.18808"
"270.78600","22.56565","0.18807"
"270.79200","22.56612","0.18814"
"270.79800","22.56666","0.18821"
"270.80400","22.56714","0.18834"
"270.81000","22.56762","0.18858"
"270.81600","22.56810","0.18876"
"270.82200","22.56857","0.18882"
"270.82800","22.56911","0.18874"
"270.83400","22.56959","0.18866"
"270.84000","22.57007","0.18862"
"270.84600","22.57061","0.18860"
"270.85200","22.57109","0.18863"
"270.85800","22.57162","0.18863"
"270.86400","22.57210","0.18864"
"270.87000","22.57264","0.18864"
"270.87600","22.57312","0.18867"
"270.88200","22.57360","0.18869"
"270.88800","22.57413","0.18874"
"270.89400","22.57467","0.18879"
"270.90000","22.57515","0.18876"
"270.90600","22.57569","0.18867"
"270.91200","22.57617","0.18862"
"270.91800","22.57671","0.18862"
"270.92400","22.57718","0.18870"
"270.93000","22.57772","0.18868"
"270.93600","22.57820","0.18856"
"270.94200","22.57868","0.18853"
"270.94800","22.57916","0.18862"
"270.95400","22.57964","0.18880"
"270.96000","22.58018","0.18885"
"270.96600","22.58065","0.18880"
"270.97200","22.58113","0.18874"
"270.97800","22.58167","0.18889"
"270.98400","22.58215","0.18911"
"270.99000","22.58269","0.18913"
"270.99600","22.58316","0.18897"
"271.00200","22.58364","0.18893"
"271.00800","22.58418","0.18907"
"271.01400","22.58466","0.18919"
"271.02000","22.58520","0.18913"
"271.02600","22.58567","0.18898"
"271.03200","22.58615","0.18901"
"271.03800","22.58669","0.18921"
"271.04400","22.58717","0.18943"
"271.05000","22.58771","0.18947"
"271.05600","22.58819","0.18942"
"271.06200","22.58867","0.18938"
"271.06800","22.58914","0.18939"
"271.07400","22.58962","0.18938"
"271.08000","22.59016","0.18928"
"271.08600","22.59064","0.18928"
"271.09200","22.59112","0.18940"
"271.09800","22.59159","0.18949"
"271.10400","22.59213","0.18955"
"271.11000","22.59261","0.18958"
"271.11600","22.59309","0.18975"
"271.12200","22.59363","0.18991"
"271.12800","22.59411","0.18991"
"271.13400","22.59458","0.18983"
"271.14000","22.59512","0.18986"
"271.14600","22.59560","0.18994"
"271.15200","22.59608","0.18995"
"271.15800","22.59662","0.18983"
"271.16400","22.59710","0.18970"
"271.17000","22.59757","0.18968"
"271.17600","22.59811","0.18978"
"271.18200","22.59859","0.18985"
"271.18800","22.59913","0.18980"
"271.19400","22.59961","0.18972"
"271.20000","22.60015","0.18975"
"271.20600","22.60062","0.18983"
"271.21200","22.60110","0.18977"
"271.21800","22.60158","0.18965"
"271.22400","22.60212","0.18962"
"271.23000","22.60260","0.18965"
"271.23600","22.60307","0.18966"
"271.24200","22.60361","0.18952"
"271.24800","22.60409","0.18929"
"271.25400","22.60457","0.18917"
"271.26000","22.60511","0.18913"
"271.26600","22.60559","0.18910"
"271.27200","22.60612","0.18910"
"271.27800","22.60660","0.18912"
"271.28400","22.60708","0.18918"
"271.29000","22.60762","0.18937"
"271.29600","22.60810","0.18943"
"271.30200","22.60857","0.18925"
"271.30800","22.60911","0.18921"
"271.31400","22.60959","0.18940"
"271.32000","22.61013","0.18949"
"271.32600","22.61061","0.18937"
"271.33200","22.61115","0.18929"
"271.33800","22.61163","0.18932"
"271.34400","22.61210","0.18943"
"271.35000","22.61264","0.18958"
"271.35600","22.61312","0.18968"
"271.36200","22.61360","0.18974"
"271.36800","22.61413","0.18985"
"271.37400","22.61461","0.18997"
"271.38000","22.61509","0.18988"
"271.38600","22.61557","0.18969"
"271.39200","22.61611","0.18957"
"271.39800","22.61659","0.18962"
"271.40400","22.61712","0.18973"
"271.41000","22.61761","0.18990"
"271.41600","22.61814","0.18990"
"271.42200","22.61862","0.18988"
"271.42800","22.61916","0.18995"
"271.43400","22.61964","0.18992"
"271.44000","22.62011","0.18980"
"271.44600","22.62065","0.18972"
"271.45200","22.62113","0.18976"
"271.45800","22.62161","0.18993"
"271.46400","22.62215","0.19010"
"271.47000","22.62263","0.19027"
"271.47600","22.62310","0.19036"
"271.48200","22.62364","0.19031"
"271.48800","22.62412","0.19030"
"271.49400","22.62460","0.19021"
"271.50000","22.62514","0.19014"
"271.50600","22.62562","0.19019"
"271.51200","22.62615","0.19031"
"271.51800","22.62663","0.19032"
"271.52400","22.62711","0.19033"
"271.53000","22.62765","0.19039"
"271.53600","22.62812","0.19049"
"271.54200","22.62866","0.19054"
"271.54800","22.62914","0.19058"
"271.55400","22.62968","0.19060"
"271.56000","22.63016","0.19061"
"271.56600","22.63064","0.19066"
"271.57200","22.63118","0.19067"
"271.57800","22.63165","0.19059"
"271.58400","22.63219","0.19055"
"271.59000","22.63267","0.19056"
"271.59600","22.63315","0.19053"
"271.60200","22.63363","0.19046"
"271.60800","22.63416","0.19045"
"271.61400","22.63464","0.19047"
"271.62000","22.63512","0.19054"
"271.62600","22.63566","0.19057"
"271.63200","22.63614","0.19053"
"271.63800","22.63662","0.19055"
"271.64400","22.63716","0.19063"
"271.65000","22.63763","0.19073"
"271.65600","22.63811","0.19072"
"271.66200","22.63865","0.19060"
"271.66800","22.63913","0.19057"
"271.67400","22.63961","0.19055"
"271.68000","22.64008","0.19050"
"271.68600","22.64062","0.19041"
"271.69200","22.64110","0.19037"
"271.69800","22.64158","0.19047"
"271.70400","22.64212","0.19066"
"271.71000","22.64260","0.19088"
"271.71600","22.64307","0.19098"
"271.72200","22.64361","0.19102"
"271.72800","22.64409","0.19108"
"271.73400","22.64457","0.19111"
"271.74000","22.64511","0.19109"
"271.74600","22.64559","0.19100"
"271.75200","22.64606","0.19092"
"271.75800","22.64660","0.19089"
"271.76400","22.64708","0.19092"
"271.77000","22.64756","0.19094"
"271.77600","22.64810","0.19089"
"271.78200","22.64857","0.19076"
"271.78800","22.64905","0.19065"
"271.79400","22.64959","0.19062"
"271.80000","22.65007","0.19055"
"271.80600","22.65060","0.19053"
"271.81200","22.65108","0.19051"
"271.81800","22.65156","0.19054"
"271.82400","22.65210","0.19056"
"271.83000","22.65258","0.19057"
"271.83600","22.65312","0.19051"
"271.84200","22.65359","0.19051"
"271.84800","22.65413","0.19058"
"271.85400","22.65461","0.19071"
"271.86000","22.65509","0.19075"
"271.86600","22.65563","0.19084"
"271.87200","22.65611","0.19095"
"271.87800","22.65664","0.19102"
"271.88400","22.65712","0.19099"
"271.89000","22.65760","0.19087"
"271.89600","22.65814","0.19079"
"271.90200","22.65868","0.19077"
"271.90800","22.65916","0.19084"
"271.91400","22.65964","0.19095"
"271.92000","22.66017","0.19101"
"271.92600","22.66065","0.19108"
"271.93200","22.66119","0.19112"
"271.93800","22.66167","0.19122"
"271.94400","22.66221","0.19124"
"271.95000","22.66268","0.19128"
"271.95600","22.66316","0.19134"
"271.96200","22.66364","0.19141"
"271.96800","22.66418","0.19144"
"271.97400","22.66466","0.19149"
"271.98000","22.66513","0.19145"
"271.98600","22.66567","0.19134"
"271.99200","22.66615","0.19124"
"271.99800","22.66663","0.19126"
"272.00400","22.66711","0.19131"
"272.01000","22.66765","0.19124"
"272.01600","22.66812","0.19112"
"272.02200","22.66860","0.19106"
"272.02800","22.66914","0.19101"
"272.03400","22.66962","0.19096"
"272.04000","22.67016","0.19097"
"272.04600","22.67064","0.19094"
"272.05200","22.67118","0.19101"
"272.05800","22.67165","0.19106"
"272.06400","22.67219","0.19097"
"272.07000","22.67267","0.19085"
"272.07600","22.67315","0.19075"
"272.08200","22.67363","0.19061"
"272.08800","22.67416","0.19052"
"272.09400","22.67464","0.19037"
"272.10000","22.67512","0.19019"
"272.10600","22.67566","0.19007"
"272.11200","22.67614","0.18996"
"272.11800","22.67662","0.18932"
"272.12400","22.67715","0.18212"
"272.13000","22.67763","0.15845"
"272.13600","22.67817","0.11940"
"272.14200","22.67865","0.07510"
"272.14800","22.67913","0.03833"
"272.15400","22.67966","0.01841"
"272.16000","22.68014","0.01450"
"272.16600","22.68062","0.01578"
"272.17200","22.68116","0.01189"
"272.17800","22.68164","0.00127"
"272.18400","22.68218","-0.01078"
"272.19000","22.68266","-0.01645"
"272.19600","22.68319","-0.01121"
"272.20200","22.68367","0.00084"
"272.20800","22.68421","0.00989"
"272.21400","22.68469","0.00990"
"272.22000","22.68517","0.00254"
"272.22600","22.68564","-0.00528"
"272.23200","22.68618","-0.00649"
"272.23800","22.68666","0.00074"
"272.24400","22.68714","0.01041"
"272.25000","22.68762","0.01494"
"272.25600","22.68816","0.01187"
"272.26200","22.68863","0.00461"
"272.26800","22.68911","-0.00066"
"272.27400","22.68959","0.00037"
"272.28000","22.69013","0.00656"
"272.28600","22.69061","0.01223"
"272.29200","22.69109","0.01294"
"272.29800","22.69156","0.00875"
"272.30400","22.69210","0.00355"
"272.31000","22.69258","0.00183"
"272.31600","22.69312","0.00519"
"272.32200","22.69359","0.01052"
"272.32800","22.69414","0.01301"
"272.33400","22.69461","0.01089"
"272.34000","22.69515","0.00613"
"272.34600","22.69563","0.00239"
"272.35200","22.69617","0.00256"
"272.35800","22.69665","0.00629"
"272.36400","22.69718","0.00991"
"272.37000","22.69766","0.01043"
"272.37600","22.69814","0.00779"
"272.38200","22.69862","0.00428"
"272.38800","22.69916","0.00292"
"272.39400","22.69963","0.00494"
"272.40000","22.70011","0.00844"
"272.40600","22.70059","0.01032"
"272.41200","22.70113","0.00941"
"272.41800","22.70161","0.00686"
"272.42400","22.70214","0.00499"
"272.43000","22.70263","0.00571"
"272.43600","22.70310","0.00854"
"272.44200","22.70364","0.01081"
"272.44800","22.70412","0.01086"
"272.45400","22.70466","0.00891"
"272.46000","22.70513","0.00659"
"272.46600","22.70567","0.00580"
"272.47200","22.70615","0.00726"
"272.47800","22.70669","0.00929"
"272.48400","22.70717","0.00981"
"272.49000","22.70770","0.00856"
"272.49600","22.70819","0.00652"
"272.50200","22.70872","0.00511"
"272.50800","22.70920","0.00526"
"272.51400","22.70968","0.00659"
"272.52000","22.71022","0.00749"
"272.52600","22.71069","0.00694"
"272.53200","22.71117","0.00538"
"272.53800","22.71165","0.00396"
"272.54400","22.71213","0.00370"
"272.55000","22.71261","0.00490"
"272.55600","22.71315","0.00656"
"272.56200","22.71362","0.00726"
"272.56800","22.71410","0.00672"
"272.57400","22.71458","0.00563"
"272.58000","22.71512","0.00521"
"272.58600","22.71560","0.00598"
"272.59200","22.71614","0.00757"
"272.59800","22.71662","0.00879"
"272.60400","22.71715","0.00888"
"272.61000","22.71763","0.00810"
"272.61600","22.71817","0.00709"
"272.62200","22.71865","0.00672"
"272.62800","22.71918","0.00712"
"272.63400","22.71966","0.00764"
"272.64000","22.72020","0.00745"
"272.64600","22.72068","0.00662"
"272.65200","22.72116","0.00544"
"272.65800","22.72170","0.00455"
"272.66400","22.72218","0.00435"
"272.67000","22.72265","0.00473"
"272.67600","22.72319","0.00499"
"272.68200","22.72367","0.00476"
"272.68800","22.72415","0.00407"
"272.69400","22.72468","0.00341"
"272.70000","22.72516","0.00320"
"272.70600","22.72564","0.00358"
"272.71200","22.72612","0.00430"
"272.71800","22.72660","0.00475"
"272.72400","22.72714","0.00462"
"272.73000","22.72762","0.00415"
"272.73600","22.72809","0.00368"
"272.74200","22.72863","0.00363"
"272.74800","22.72911","0.00407"
"272.75400","22.72965","0.00454"
"272.76000","22.73013","0.00471"
"272.76600","22.73061","0.00448"
"272.77200","22.73114","0.00402"
"272.77800","22.73162","0.00367"
"272.78400","22.73216","0.00364"
"272.79000","22.73264","0.00381"
"272.79600","22.73312","0.00409"
"272.80200","22.73359","0.00407"
"272.80800","22.73407","0.00360"
"272.81400","22.73461","0.00303"
"272.82000","22.73509","0.00272"
"272.82600","22.73557","0.00283"
"272.83200","22.73604","0.00335"
"272.83800","22.73659","0.00362"
"272.84400","22.73706","0.00349"
"272.85000","22.73754","0.00300"
"272.85600","22.73808","0.00246"
"272.86200","22.73856","0.00237"
"272.86800","22.73903","0.00271"
"272.87400","22.73957","0.00318"
"272.88000","22.74005","0.00350"
"272.88600","22.74059","0.00346"
"272.89200","22.74107","0.00310"
"272.89800","22.74160","0.00295"
"272.90400","22.74208","0.00315"
"272.91000","22.74262","0.00356"
"272.91600","22.74316","0.00388"
"272.92200","22.74364","0.00381"
"272.92800","22.74418","0.00346"
"272.93400","22.74466","0.00303"
