"","date","analysis_date","filename","specimen_label","max_load","dist_max","median","variance","num_threads_used"
"333","2/12/2017","05/05/18","PV_170212_2Specimen_RawData_6.csv","9CG_76","0.71948",9999,9999,9999,0
"334","2/12/2017","05/05/18","PV_170212_2Specimen_RawData_8.csv","14AG_11","0.25222",0.0804477879730994,0.10092,0.0675949783021392,4
"335","2/12/2017","05/05/18","PV_170212_2Specimen_RawData_9.csv","14AG_Unk","0.65532",0.204297526648034,0.201645,0.0707735750199968,10
"336","2/12/2017","05/05/18","PV_170212_3Specimen_RawData_1.csv","13BG_8","0.33378",0.217405584433893,0.16436,0.0813371020506632,5
"337","2/12/2017","05/05/18","PV_170212_3Specimen_RawData_3.csv","13BG_2","0.49497",0.169394347045571,0.173235,0.10370711849563,6
"338","2/12/2017","05/05/18","PV_170212_3Specimen_RawData_5.csv","5AG_40","0.07374",0.169394347045571,9999,9999,1
"339","2/12/2017","05/05/18","PV_170212_3Specimen_RawData_6.csv","5AG_30","0.15115",0.169394347045571,9999,9999,1
"340","2/12/2017","05/05/18","PV_170212_3Specimen_RawData_8.csv","17DG_34","0.10603",0.0855311552284227,0.079135,0.00917117495198952,2
"341","2/12/2017","05/05/18","PV_170212_3Specimen_RawData_9.csv","4AT_30","0.08356",0.0855311552284227,9999,9999,1
"342","2/25/2017","05/05/18","PV_170225_1Specimen_RawData_1.csv","2AT_11","0.12005",0.0855311552284227,9999,9999,1
"343","2/25/2017","05/05/18","PV_170225_1Specimen_RawData_10.csv","1BG_5","0.25051",0.226430298669042,0.14798,0.112486546751156,2
"344","2/25/2017","05/05/18","PV_170225_1Specimen_RawData_2.csv","2AT_11","0.09713",0.226430298669042,9999,9999,1
"345","2/25/2017","05/05/18","PV_170225_1Specimen_RawData_3.csv","2AT_13","0.10934",0.226430298669042,9999,9999,1
"346","2/25/2017","05/05/18","PV_170225_1Specimen_RawData_5.csv","2AT_15","0.21246",0.0752692653355385,0.07825,0.0761734641022274,3
"347","2/25/2017","05/05/18","PV_170225_1Specimen_RawData_6.csv","5CG_38","0.28303",0.0752692653355385,9999,9999,1
"348","2/25/2017","05/05/18","PV_170225_1Specimen_RawData_7.csv","5CG_36","0.35865",0.120933818756142,0.11712,0.0467399238339131,6
"349","2/25/2017","05/05/18","PV_170225_1Specimen_RawData_8.csv","5CG_33","0.06402",0.120933818756142,9999,9999,1
"350","2/25/2017","05/05/18","PV_170225_1Specimen_RawData_9.csv","1BG_8","0.26037",0.0764008985364508,0.09276,0.0648591552079251,7
"351","2/25/2017","05/05/18","PV_170225_2Specimen_RawData_2.csv","1BG_6","0.15376",0.0703004521284777,0.08049,0.0307574230064874,5
"352","2/25/2017","05/05/18","PV_170225_2Specimen_RawData_4.csv","1CT_3","0.09211",0.0657062940781397,0.06977,0.0147052416958489,3
"353","2/25/2017","05/05/18","PV_170225_2Specimen_RawData_6.csv","5DT_35","0.1718",0.121682353524483,0.12178,0.0312821918989063,5
"354","2/25/2017","05/05/18","PV_170225_2Specimen_RawData_7.csv","1DG_2","0.0985",0.121682353524483,9999,9999,1
"355","2/25/2017","05/05/18","PV_170225_2Specimen_RawData_8.csv","1DG_unk","0.4118",0.102307757582739,0.119015,0.132237377311913,4
"356","2/26/2017","05/05/18","PV_170226_1Specimen_RawData_1.csv","1AT_2","0.0747",0.102307757582739,9999,9999,1
"357","2/26/2017","05/05/18","PV_170226_1Specimen_RawData_10.csv","2BG_13","0.69358",0.102307757582739,9999,9999,1
"358","2/26/2017","05/05/18","PV_170226_1Specimen_RawData_5.csv","4BG_28","0.36069",0.110732044311166,0.125,0.0987238990315921,6
"359","2/26/2017","05/05/18","PV_170226_1Specimen_RawData_8.csv","6AT_44","0.06217",0.109422505795997,9999,9999,1
"360","2/26/2017","05/05/18","PV_170226_1Specimen_RawData_9.csv","6AT_47","0.19279",0.0539319382500896,0.06108,0.077436676925946,3
"361","2/26/2017","05/05/18","PV_170226_2Specimen_RawData_10.csv","7AG_53","0.0332",9999,9999,9999,0
"362","2/26/2017","05/05/18","PV_170226_2Specimen_RawData_2.csv","7BT_54","0.12958",0.126896928826856,0.134595,0.011037936854322,2
"363","2/26/2017","05/05/18","PV_170226_2Specimen_RawData_3.csv","5BT_33","0.16845",0.10284963997925,0.090585,0.0175857456481094,2
"364","2/26/2017","05/05/18","PV_170226_2Specimen_RawData_4.csv","7DT_51","0.08631",0.10284963997925,9999,9999,1
"365","2/26/2017","05/05/18","PV_170226_2Specimen_RawData_6.csv","8CG_70","0.1626",0.10284963997925,9999,9999,1
"366","2/26/2017","05/05/18","PV_170226_2Specimen_RawData_7.csv","8AG_unk","0.27619",0.104724847673707,0.10944,0.0784447727385324,5
"367","2/26/2017","05/05/18","PV_170226_2Specimen_RawData_8.csv","8AG_68","0.28868",0.118437107126525,0.117045,0.0490342613553693,6
"368","2/26/2017","05/05/18","PV_170226_2Specimen_RawData_9.csv","8AG_69","0.14711",0.118437107126525,9999,9999,1
"369","2/26/2017","05/05/18","PV_170226_3Specimen_RawData_1.csv","7AG_53","0.03831",9999,9999,9999,0
"370","2/26/2017","05/05/18","PV_170226_3Specimen_RawData_2.csv","7CG_50","0.10801",0.118437107126525,9999,9999,1
"371","2/26/2017","05/05/18","PV_170226_3Specimen_RawData_6.csv","4CT_32_pl","0.14378",0.098798385655539,9999,9999,1
"372","11/4/2016","05/16/18","PV_161104Specimen_RawData_5.csv","","1.49282",9999,9999,9999,0
"373","11/14/2016","05/16/18","PV_161114Specimen_RawData_2.csv","20AG60","1.40394",0.204291462673932,0.20925,0.0690535142031853,7
"374","11/14/2016","05/16/18","PV_161114Specimen_RawData_3.csv","20AG59","0.54546",0.173898164642648,0.16539,0.085309701675718,7
"375","11/14/2016","05/16/18","PV_161114Specimen_RawData_4.csv","20AG64U","0.26425",0.112249758494889,0.182785,0.101137482913112,2
"376","11/14/2016","05/16/18","PV_161114Specimen_RawData_5.csv","20BT61","0.31734",0.0975778768546542,0.134405,0.113178570306691,6
"377","11/14/2016","05/16/18","PV_161114Specimen_RawData_6.csv","20BT63.2","0.14899",0.0975778768546542,9999,9999,1
"378","11/14/2016","05/16/18","PV_161114Specimen_RawData_7.csv","20BT63.2.r2","0.05861",0.0509984183117594,0.046565,0.00635688996286707,2
"379","11/14/2016","05/16/18","PV_161114Specimen_RawData_8.csv","20BT60","0.35281",0.162316261803893,0.16035,0.075202795958661,5
"380","11/14/2016","05/16/18","PV_161114Specimen_RawData_9.csv","20BT57","0.4845",0.0801432855237701,0.10422,0.0899573514723981,8
"381","12/16/2016","05/16/18","PV_161216Specimen_RawData_1.csv","6DG_44","0.70196",0.087223449423443,0.124495,0.112879360309707,8
"382","12/16/2016","05/16/18","PV_161216Specimen_RawData_3.csv","6DG_Unk","0.12815",0.087223449423443,9999,9999,1
"383","12/16/2016","05/16/18","PV_161216Specimen_RawData_5.csv","15BT_21","0.21588",0.0550902595580635,0.06053,0.108286179635261,3
"384","12/16/2016","05/16/18","PV_161216Specimen_RawData_6.csv","15BT_19","0.60469",0.13599338472604,0.14025,0.0751765819630091,13
"385","12/16/2016","05/16/18","PV_161216Specimen_RawData_7.csv","15AG_19","0.221",0.226046602749447,0.14949,0.1097712567114,2
"386","12/17/2016","05/16/18","PV_161217Specimen_RawData_2.csv","6CT_42","0.30066",0.0698364149771368,0.09142,0.134912296079095,3
"387","12/17/2016","05/16/18","PV_161217Specimen_RawData_3.csv","6CT_43","0.38913",0.083761127672379,0.106965,0.0903062623105397,8
"388","12/17/2016","05/16/18","PV_161217Specimen_RawData_4.csv","6CT_43_run2","0.34031",0.0914863497529155,0.09134,0.0362917876385278,5
"389","12/17/2016","05/16/18","PV_161217Specimen_RawData_5.csv","15CG_17","0.12803",0.0567339451221823,0.06308,0.0186250825501526,3
"390","12/17/2016","05/16/18","PV_161217Specimen_RawData_7.csv","15CG_21_run2","0.15933",0.0755189229346532,0.0845,0.0515960602501134,3
"391","12/18/2016","05/16/18","PV_161218_2Specimen_RawData_1.csv","16CT_30","0.20278",0.117302850690591,0.10803,0.0312304269846388,8
"392","12/18/2016","05/16/18","PV_161218_2Specimen_RawData_5.csv","16DG_31_run2","0.05678",9999,9999,9999,0
"393","12/18/2016","05/16/18","PV_161218_2Specimen_RawData_6.csv","16DG_25","0.05567",9999,9999,9999,0
"394","12/18/2016","05/16/18","PV_161218_2Specimen_RawData_7.csv","16BG_30","0.63762",0.0974893119567105,0.128305,0.1013132626834,10
"395","12/18/2016","05/16/18","PV_161218_2Specimen_RawData_8.csv","16BG_29","0.30305",0.0728008547990982,0.06885,0.0149547194334542,3
"396","12/18/2016","05/16/18","PV_161218Specimen_RawData_4.csv","16AT_26_run2","0.19149",0.0728008547990982,9999,9999,1
"397","12/18/2016","05/16/18","PV_161218Specimen_RawData_5.csv","16AT_Unk","0.1473",0.0728008547990982,9999,9999,1
"398","12/18/2016","05/16/18","PV_161218Specimen_RawData_6.csv","17AT_40","0.55607",0.0824053877007083,0.10541,0.109854570619658,17
"399","12/18/2016","05/16/18","PV_161218Specimen_RawData_7.csv","17AT_35","0.28481",0.0824053877007083,9999,9999,1
"400","12/18/2016","05/16/18","PV_161218Specimen_RawData_9.csv","16CT_29_run2","0.16028",0.0812519777789677,0.12315,0.0600757921296091,2
"401","12/21/2016","05/16/18","PV_161221_1Specimen_RawData_1.csv","16BG_32","0.13547",0.0812519777789677,9999,9999,1
"402","12/21/2016","05/16/18","PV_161221_1Specimen_RawData_10.csv","24BG_96","0.59025",0.112066336984147,0.13151,0.0868886351090355,10
"403","12/21/2016","05/16/18","PV_161221_1Specimen_RawData_2.csv","23DGG_81","0.23561",0.100827662055665,0.10198,0.0354170992601032,5
"404","12/21/2016","05/16/18","PV_161221_1Specimen_RawData_5.csv","23DG_86","0.30989",0.073959138527053,0.085295,0.0843255845913129,6
"405","12/21/2016","05/16/18","PV_161221_1Specimen_RawData_6.csv","24BG_94","0.28789",0.107076854345214,0.11455,0.0695248321944517,4
"406","12/21/2016","05/16/18","PV_161221_2Specimen_RawData_1.csv","24T_89","0.18898",0.0622875199917924,0.0708,0.0481588991430106,4
"407","12/21/2016","05/16/18","PV_161221_2Specimen_RawData_2.csv","24T_90","1.06486",0.124047650400379,0.116565,0.0549266374357652,4
"408","12/23/2016","05/16/18","PV_161223_2Specimen_RawData_1.csv","17BG_38","1.53654",0.104183401338947,0.1289,0.0929559892410891,20
"409","12/23/2016","05/16/18","PV_161223_2Specimen_RawData_10.csv","21DG_71","0.74697",0.163842855773192,0.163925,0.0973323906873918,14
"410","12/23/2016","05/16/18","PV_161223_2Specimen_RawData_2.csv","21AT_70","0.31666",0.102089416851542,0.11013,0.0487652197210721,10
"411","12/23/2016","05/16/18","PV_161223_2Specimen_RawData_3.csv","21AT_67","0.37712",0.0943765087216972,0.13547,0.079663647990229,9
"412","12/23/2016","05/16/18","PV_161223_2Specimen_RawData_5.csv","23BG_84","1.42711",0.110477102627622,0.129985,0.0994576651698549,22
"413","12/23/2016","05/16/18","PV_161223_2Specimen_RawData_6.csv","21BG_64","0.43919",0.12343814499674,0.124905,0.0329724233261676,4
"414","12/23/2016","05/16/18","PV_161223_2Specimen_RawData_7.csv","21BG_65","0.28197",0.0750391749839578,0.08109,0.0364109934994782,7
"415","12/23/2016","05/16/18","PV_161223_2Specimen_RawData_9.csv","21DG_70","1.38742",0.166015750810975,0.15208,0.0937721652409631,31
"416","12/23/2016","05/16/18","PV_161223Specimen_RawData_1.csv","22DT_76","0.26583",0.0876631483288911,0.09328,0.0363878547420327,12
"417","12/23/2016","05/16/18","PV_161223Specimen_RawData_10.csv","17BC_36","1.60068",0.0720373881463232,0.093085,0.0575738036494609,4
"418","12/23/2016","05/16/18","PV_161223Specimen_RawData_3.csv","22DT_78","0.12982",0.0720373881463232,9999,9999,1
"419","12/23/2016","05/16/18","PV_161223Specimen_RawData_6.csv","22BG_75","0.92771",0.28885273805517,0.26624,0.11300750629936,6
"420","12/23/2016","05/16/18","PV_161223Specimen_RawData_7.csv","24DG_92","0.21653",9999,9999,9999,0
"421","12/23/2016","05/16/18","PV_161223Specimen_RawData_9.csv","17BC_40","2.05197",0.145917778953508,0.17211,0.0967036364902559,14
"422","12/26/2016","05/16/18","PV_161226_1Specimen_RawData_1.csv","15DT_27","0.05819",0.145917778953508,9999,9999,1
"423","12/26/2016","05/16/18","PV_161226_1Specimen_RawData_10.csv","13AT_3","0.34805",0.183823971106998,0.19693,0.0867705491511953,4
"424","12/26/2016","05/16/18","PV_161226_1Specimen_RawData_2.csv","15DT_23","0.28588",0.114344027084363,0.104555,0.0140360696065529,2
"425","12/26/2016","05/16/18","PV_161226_1Specimen_RawData_5.csv","22AG_78","0.26632",0.13746955251219,0.14281,0.073607388442556,3
"426","12/26/2016","05/16/18","PV_161226_1Specimen_RawData_6.csv","22AG_78","0.48193",0.0678921127697349,0.07983,0.102663324907489,12
"427","12/26/2016","05/16/18","PV_161226_1Specimen_RawData_7.csv","22AG_80","0.17213",0.148563183439864,0.123595,0.0358008163314749,2
"428","12/26/2016","05/16/18","PV_161226_1Specimen_RawData_8.csv","22AG_77","0.13139",0.0950909760676534,0.09333,0.0198720230474907,3
"429","12/26/2016","05/16/18","PV_161226_1Specimen_RawData_9.csv","13AT_2","0.10271",0.10408880146607,0.10328,0.0284800286750792,3
"430","12/26/2016","05/16/18","PV_161226_2Specimen_RawData_2.csv","11BG_81_2","0.14144",0.097485630412944,9999,9999,1
"431","12/26/2016","05/16/18","PV_161226_2Specimen_RawData_4.csv","11BG_81_1","0.25816",0.130489846510449,0.11896,0.0165321565441415,2
"432","12/26/2016","05/16/18","PV_161226_2Specimen_RawData_5.csv","14CG_15","0.31998",0.158692449429663,0.159445,0.0431860691272853,4
"433","12/26/2016","05/16/18","PV_161226_2Specimen_RawData_7.csv","14CG_12","0.33605",0.103429970462142,0.122775,0.0937305241103452,6
"434","1/7/2017","05/16/18","PV_170107_1Specimen_RawData_1.csv","18CT_45","0.05629",0.103429970462142,9999,9999,1
"435","1/7/2017","05/16/18","PV_170107_1Specimen_RawData_10.csv","18AT_47/49","0.188",0.112098548599547,0.11036,0.0157941761418568,4
"436","1/7/2017","05/16/18","PV_170107_1Specimen_RawData_3.csv","18_CTNT2","0.07079",0.0574519087307259,0.05111,0.00909339320605901,2
"437","1/7/2017","05/16/18","PV_170107_1Specimen_RawData_4.csv","18DT_44","0.20391",0.0574519087307259,9999,9999,1
"438","1/7/2017","05/16/18","PV_170107_1Specimen_RawData_6.csv","18DT_47","0.09977",0.0609165698366767,0.05707,0.00551543289325507,2
"439","1/7/2017","05/16/18","PV_170107_1Specimen_RawData_7.csv","17CT_33","0.18647",0.149654586904855,0.10031,0.070753104525526,2
"440","1/7/2017","05/16/18","PV_170107_2Specimen_RawData_1.csv","17DG_39","1.63142",0.0823889679853608,0.13522,0.0836732668992298,13
"441","1/7/2017","05/16/18","PV_170107_2Specimen_RawData_3.csv","17DG_35","0.3961",0.194493015767775,0.18714,0.0385080306775959,6
"442","1/7/2017","05/16/18","PV_170107_2Specimen_RawData_5.csv","3AG_24","0.03907",9999,9999,9999,0
"443","1/7/2017","05/16/18","PV_170107_2Specimen_RawData_6.csv","3AG_19","0.51913",0.0882644077844102,0.12236,0.118651405512114,5
"444","1/7/2017","05/16/18","PV_170107_2Specimen_RawData_7.csv","3AG_22","0.73679",0.0617139185075477,0.07584,0.0920005730472677,13
"445","1/7/2017","05/16/18","PV_170107_2Specimen_RawData_8.csv","20CG_58","0.70788",9999,9999,9999,0
"446","1/8/2017","05/16/18","PV_170108_0Specimen_RawData_3.csv","20CG_63","0.05759",0.0617139185075477,9999,9999,1
"447","1/8/2017","05/16/18","PV_170108_1Specimen_RawData_1.csv","2DG_15","0.19619",0.137172387201621,0.130145,0.0100762716319083,2
"448","1/8/2017","05/16/18","PV_170108_1Specimen_RawData_2.csv","2DG_11","0.19822",0.0679641774890705,0.07022,0.0599352219483669,5
"449","1/8/2017","05/16/18","PV_170108_1Specimen_RawData_3.csv","20DT_UNK","0.19153",0.0626805843236015,0.097825,0.061446378453087,4
"450","1/8/2017","05/16/18","PV_170108_1Specimen_RawData_4.csv","11AT_86","0.17094",0.0876507263485031,0.09233,0.0451127066357141,3
"451","1/8/2017","05/16/18","PV_170108_1Specimen_RawData_5.csv","11AT_NL","0.06823",0.0876507263485031,9999,9999,1
"452","1/8/2017","05/16/18","PV_170108_1Specimen_RawData_6.csv","10DG_57","0.74509",0.0904249560223843,0.11064,0.106719924611531,11
"453","1/8/2017","05/16/18","PV_170108_1Specimen_RawData_8.csv","10DG_no #","0.5014",0.197478100908846,0.18286,0.0494631603317055,5
"454","1/8/2017","05/16/18","PV_170108_2Specimen_RawData_1.csv","11DG_Unk2","0.18525",0.180955922417669,0.155465,0.0365503495195326,2
"455","1/8/2017","05/16/18","PV_170108_2Specimen_RawData_3.csv","11DG_85","0.06319",9999,9999,9999,0
"456","1/8/2017","05/16/18","PV_170108_2Specimen_RawData_6.csv","13DG_unk","0.18153",0.137931636273409,0.13292,0.0192142025595652,5
"457","1/8/2017","05/16/18","PV_170108_2Specimen_RawData_7.csv","9BT_74","0.29177",0.0529418299491573,0.05582,0.0675398387620225,5
"458","1/8/2017","05/16/18","PV_170108_2Specimen_RawData_8.csv","9BT_74_2","0.16759",0.0632661838435394,0.07123,0.0560328591096332,3
"459","1/8/2017","05/16/18","PV_170108_2Specimen_RawData_9.csv","9BT_78","0.08908",0.0632661838435394,9999,9999,1
"460","1/21/2017","05/16/18","PV_170121_1Specimen_RawData_1.csv","19DT_NT","0.07495",0.0521839688898615,0.04959,0.00371938166904124,2
"461","1/21/2017","05/16/18","PV_170121_1Specimen_RawData_10.csv","4DG_32","0.96321",0.178837724526026,0.17377,0.071101985907568,6
"462","1/21/2017","05/16/18","PV_170121_1Specimen_RawData_2.csv","19AG_56","0.16689",0.148265429518783,0.11338,0.0500207337011364,2
"463","1/21/2017","05/16/18","PV_170121_1Specimen_RawData_3.csv","14DT_NT1","0.28781",0.187172584180253,0.18192,0.0932483896911898,5
"464","1/21/2017","05/16/18","PV_170121_1Specimen_RawData_4.csv","14DT_NT2","0.34318",0.335170567999564,0.205625,0.185749880349894,2
"465","1/21/2017","05/16/18","PV_170121_1Specimen_RawData_6.csv","19CG_45","0.2512",0.226922544747961,0.138555,0.126706464120817,2
"466","1/21/2017","05/16/18","PV_170121_1Specimen_RawData_9.csv","4DG_25","0.99007",0.060086555287536,0.06969,0.0757868864916785,13
"467","1/21/2017","05/16/18","PV_170121_3Specimen_RawData_1.csv","4DG_31","1.04612",0.129792980842438,0.13314,0.0622513044863833,13
"468","1/21/2017","05/16/18","PV_170121_3Specimen_RawData_2.csv","13CT_6","0.10381",0.0798195807541775,0.07403,0.00830143361113007,2
"469","1/21/2017","05/16/18","PV_170121_3Specimen_RawData_3.csv","13CT_5","0.06552",0.0515034281021818,0.05391,0.00345068109219035,2
"470","1/22/2017","05/16/18","PV_170122_1Specimen_RawData_1.csv","3BT_18","0.23093",0.0435077581088582,0.152055,0.155641273606971,2
"471","1/22/2017","05/16/18","PV_170122_1Specimen_RawData_10.csv","12DT_90","0.03407",9999,9999,9999,0
"472","1/22/2017","05/16/18","PV_170122_1Specimen_RawData_3.csv","3BT_19","0.13672",0.059322734132959,0.07118,0.0504205606209742,3
"473","1/22/2017","05/16/18","PV_170122_1Specimen_RawData_4.csv","18BG_42","0.08799",0.059322734132959,9999,9999,1
"474","1/22/2017","05/16/18","PV_170122_1Specimen_RawData_5.csv","18BG_43","0.06172",9999,9999,9999,0
"475","1/22/2017","05/16/18","PV_170122_1Specimen_RawData_6.csv","18BG_48","0.13923",0.059322734132959,9999,9999,1
"476","1/22/2017","05/16/18","PV_170122_1Specimen_RawData_9.csv","12DT_92","0.37435",0.106075982657894,0.1195,0.0831808082232113,6
"477","1/22/2017","05/16/18","PV_170122_2Specimen_RawData_1.csv","3CT_17","0.70951",0.106075982657894,9999,9999,1
"478","1/22/2017","05/16/18","PV_170122_2Specimen_RawData_10.csv","14BT_14","0.55606",0.12780482484605,0.141265,0.0849885904527358,8
"479","1/22/2017","05/16/18","PV_170122_2Specimen_RawData_2.csv","3CT_17_run2","0.29793",0.0601899203927356,0.0696,0.123786938056216,3
"480","1/22/2017","05/16/18","PV_170122_2Specimen_RawData_3.csv","3CT_21","0.29249",0.111990938297214,0.12417,0.0363331477441743,4
"481","1/22/2017","05/16/18","PV_170122_2Specimen_RawData_4.csv","3CT_24","1.32302",0.0995870403182631,0.12162,0.0717668446362777,21
"482","1/22/2017","05/16/18","PV_170122_2Specimen_RawData_5.csv","12CG_94","0.94534",0.105943103024205,0.139275,0.100950565349801,10
"483","1/22/2017","05/16/18","PV_170122_2Specimen_RawData_6.csv","3CT_94","1.27545",0.140432256329189,0.17322,0.0697212756403888,13
"484","1/22/2017","05/16/18","PV_170122_2Specimen_RawData_8.csv","12CG_91","0.23598",0.124743259154069,0.10482,0.0285671139599365,2
"485","1/22/2017","05/16/18","PV_170122_2Specimen_RawData_9.csv","14BT_10","0.08602",0.124743259154069,9999,9999,1
"486","2/12/2017","05/16/18","PV_170212_1Specimen_RawData_1.csv","10BG_Unk1","0.11691",0.124743259154069,9999,9999,1
"487","2/12/2017","05/16/18","PV_170212_1Specimen_RawData_10.csv","12BT_95","0.39216",0.124743259154069,9999,9999,1
"488","2/12/2017","05/16/18","PV_170212_1Specimen_RawData_2.csv","10BG_Unk2","0.64592",0.188283238297667,0.20893,0.107526215780153,5
"489","2/12/2017","05/16/18","PV_170212_1Specimen_RawData_5.csv","9AG_80","0.51878",0.0882433808492542,9999,9999,1
"490","2/12/2017","05/16/18","PV_170212_1Specimen_RawData_6.csv","9AG_79","0.58789",0.103526350319042,0.13127,0.0776083713385237,11
"491","2/12/2017","05/16/18","PV_170212_1Specimen_RawData_7.csv","9DT_73","0.29008",0.146639850517672,0.136565,0.0381537079019414,6
"492","2/12/2017","05/16/18","PV_170212_1Specimen_RawData_8.csv","9AG_76","0.2751",0.155070940452658,0.14218,0.0184837712602164,2
"493","2/12/2017","05/16/18","PV_170212_1Specimen_RawData_9.csv","9DG_77","0.07952",0.155070940452658,9999,9999,1
"494","2/12/2017","05/16/18","PV_170212_2Specimen_RawData_1.csv","12BT_91","0.13297",0.121493310134575,0.089335,0.0461104332011748,2
"495","2/12/2017","05/16/18","PV_170212_2Specimen_RawData_2.csv","9CG_75","0.27909",0.0851776116494964,9999,9999,1
"496","2/12/2017","05/16/18","PV_170212_2Specimen_RawData_5.csv","9CG_78","0.35192",0.0923846921034173,9999,9999,1
"497","2/12/2017","05/16/18","PV_170212_2Specimen_RawData_6.csv","9CG_76","0.71948",9999,9999,9999,0
"498","2/12/2017","05/16/18","PV_170212_2Specimen_RawData_8.csv","14AG_11","0.25222",0.0804477879730994,0.10092,0.0675949783021392,4
"499","2/12/2017","05/16/18","PV_170212_2Specimen_RawData_9.csv","14AG_Unk","0.65532",0.204297526648034,0.201645,0.0707735750199968,10
"500","2/12/2017","05/16/18","PV_170212_3Specimen_RawData_1.csv","13BG_8","0.33378",0.217405584433893,0.16436,0.0813371020506632,5
"501","2/12/2017","05/16/18","PV_170212_3Specimen_RawData_3.csv","13BG_2","0.49497",0.169394347045571,0.173235,0.10370711849563,6
"502","2/12/2017","05/16/18","PV_170212_3Specimen_RawData_5.csv","5AG_40","0.07374",0.169394347045571,9999,9999,1
"503","2/12/2017","05/16/18","PV_170212_3Specimen_RawData_6.csv","5AG_30","0.15115",0.169394347045571,9999,9999,1
"504","2/12/2017","05/16/18","PV_170212_3Specimen_RawData_8.csv","17DG_34","0.10603",0.0855311552284227,0.079135,0.00917117495198952,2
"505","2/12/2017","05/16/18","PV_170212_3Specimen_RawData_9.csv","4AT_30","0.08356",0.0855311552284227,9999,9999,1
"506","2/25/2017","05/16/18","PV_170225_1Specimen_RawData_1.csv","2AT_11","0.12005",0.0855311552284227,9999,9999,1
"507","2/25/2017","05/16/18","PV_170225_1Specimen_RawData_10.csv","1BG_5","0.25051",0.226430298669042,0.14798,0.112486546751156,2
"508","2/25/2017","05/16/18","PV_170225_1Specimen_RawData_2.csv","2AT_11","0.09713",0.226430298669042,9999,9999,1
"509","2/25/2017","05/16/18","PV_170225_1Specimen_RawData_3.csv","2AT_13","0.10934",0.226430298669042,9999,9999,1
"510","2/25/2017","05/16/18","PV_170225_1Specimen_RawData_5.csv","2AT_15","0.21246",0.0752692653355385,0.07825,0.0761734641022274,3
"511","2/25/2017","05/16/18","PV_170225_1Specimen_RawData_6.csv","5CG_38","0.28303",0.0752692653355385,9999,9999,1
"512","2/25/2017","05/16/18","PV_170225_1Specimen_RawData_7.csv","5CG_36","0.35865",0.120933818756142,0.11712,0.0467399238339131,6
"513","2/25/2017","05/16/18","PV_170225_1Specimen_RawData_8.csv","5CG_33","0.06402",0.120933818756142,9999,9999,1
"514","2/25/2017","05/16/18","PV_170225_1Specimen_RawData_9.csv","1BG_8","0.26037",0.0764008985364508,0.09276,0.0648591552079251,7
"515","2/25/2017","05/16/18","PV_170225_2Specimen_RawData_2.csv","1BG_6","0.15376",0.0703004521284777,0.08049,0.0307574230064874,5
"516","2/25/2017","05/16/18","PV_170225_2Specimen_RawData_4.csv","1CT_3","0.09211",0.0657062940781397,0.06977,0.0147052416958489,3
"517","2/25/2017","05/16/18","PV_170225_2Specimen_RawData_6.csv","5DT_35","0.1718",0.121682353524483,0.12178,0.0312821918989063,5
"518","2/25/2017","05/16/18","PV_170225_2Specimen_RawData_7.csv","1DG_2","0.0985",0.121682353524483,9999,9999,1
"519","2/25/2017","05/16/18","PV_170225_2Specimen_RawData_8.csv","1DG_unk","0.4118",0.102307757582739,0.119015,0.132237377311913,4
"520","2/26/2017","05/16/18","PV_170226_1Specimen_RawData_1.csv","1AT_2","0.0747",0.102307757582739,9999,9999,1
"521","2/26/2017","05/16/18","PV_170226_1Specimen_RawData_10.csv","2BG_13","0.69358",0.102307757582739,9999,9999,1
"522","2/26/2017","05/16/18","PV_170226_1Specimen_RawData_5.csv","4BG_28","0.36069",0.110732044311166,0.125,0.0987238990315921,6
"523","2/26/2017","05/16/18","PV_170226_1Specimen_RawData_8.csv","6AT_44","0.06217",0.109422505795997,9999,9999,1
"524","2/26/2017","05/16/18","PV_170226_1Specimen_RawData_9.csv","6AT_47","0.19279",0.0539319382500896,0.06108,0.077436676925946,3
"525","2/26/2017","05/16/18","PV_170226_2Specimen_RawData_10.csv","7AG_53","0.0332",9999,9999,9999,0
"526","2/26/2017","05/16/18","PV_170226_2Specimen_RawData_2.csv","7BT_54","0.12958",0.126896928826856,0.134595,0.011037936854322,2
"527","2/26/2017","05/16/18","PV_170226_2Specimen_RawData_3.csv","5BT_33","0.16845",0.10284963997925,0.090585,0.0175857456481094,2
"528","2/26/2017","05/16/18","PV_170226_2Specimen_RawData_4.csv","7DT_51","0.08631",0.10284963997925,9999,9999,1
"529","2/26/2017","05/16/18","PV_170226_2Specimen_RawData_6.csv","8CG_70","0.1626",0.10284963997925,9999,9999,1
"530","2/26/2017","05/16/18","PV_170226_2Specimen_RawData_7.csv","8AG_unk","0.27619",0.104724847673707,0.10944,0.0784447727385324,5
"531","2/26/2017","05/16/18","PV_170226_2Specimen_RawData_8.csv","8AG_68","0.28868",0.118437107126525,0.117045,0.0490342613553693,6
"532","2/26/2017","05/16/18","PV_170226_2Specimen_RawData_9.csv","8AG_69","0.14711",0.118437107126525,9999,9999,1
"533","2/26/2017","05/16/18","PV_170226_3Specimen_RawData_1.csv","7AG_53","0.03831",9999,9999,9999,0
"534","2/26/2017","05/16/18","PV_170226_3Specimen_RawData_2.csv","7CG_50","0.10801",0.118437107126525,9999,9999,1
