End date,"1/7/2017"
Specimen label,"18AT_47/49"
Maximum Load,"0.18800",N

Time,Extension,Load
(s),(mm),(N)
"264.28200","22.02371","0.06924"
"264.28800","22.02419","0.06934"
"264.29400","22.02473","0.06944"
"264.30000","22.02521","0.06946"
"264.30600","22.02575","0.06951"
"264.31200","22.02623","0.06955"
"264.31800","22.02670","0.06958"
"264.32400","22.02724","0.06964"
"264.33000","22.02772","0.06973"
"264.33600","22.02820","0.06981"
"264.34200","22.02874","0.06989"
"264.34800","22.02921","0.06994"
"264.35400","22.02975","0.06994"
"264.36000","22.03023","0.06995"
"264.36600","22.03071","0.06992"
"264.37200","22.03125","0.06990"
"264.37800","22.03172","0.06995"
"264.38400","22.03221","0.07004"
"264.39000","22.03268","0.07017"
"264.39600","22.03316","0.07032"
"264.40200","22.03370","0.07051"
"264.40800","22.03418","0.07073"
"264.41400","22.03466","0.07090"
"264.42000","22.03519","0.07109"
"264.42600","22.03567","0.07137"
"264.43200","22.03615","0.07174"
"264.43800","22.03669","0.07211"
"264.44400","22.03717","0.07249"
"264.45000","22.03765","0.07298"
"264.45600","22.03818","0.07349"
"264.46200","22.03866","0.07400"
"264.46800","22.03914","0.07458"
"264.47400","22.03968","0.07500"
"264.48000","22.04016","0.07547"
"264.48600","22.04070","0.07596"
"264.49200","22.04117","0.07638"
"264.49800","22.04165","0.07681"
"264.50400","22.04219","0.07731"
"264.51000","22.04267","0.07781"
"264.51600","22.04315","0.07844"
"264.52200","22.04362","0.07903"
"264.52800","22.04416","0.07956"
"264.53400","22.04464","0.08014"
"264.54000","22.04512","0.08056"
"264.54600","22.04560","0.08094"
"264.55200","22.04613","0.08126"
"264.55800","22.04661","0.08140"
"264.56400","22.04715","0.08166"
"264.57000","22.04763","0.08191"
"264.57600","22.04817","0.08195"
"264.58200","22.04865","0.08198"
"264.58800","22.04918","0.08189"
"264.59400","22.04966","0.08165"
"264.60000","22.05014","0.08134"
"264.60600","22.05068","0.08088"
"264.61200","22.05116","0.08035"
"264.61800","22.05163","0.07984"
"264.62400","22.05217","0.07925"
"264.63000","22.05265","0.07859"
"264.63600","22.05319","0.07790"
"264.64200","22.05367","0.07710"
"264.64800","22.05415","0.07626"
"264.65400","22.05469","0.07545"
"264.66000","22.05516","0.07468"
"264.66600","22.05570","0.07407"
"264.67200","22.05618","0.07358"
"264.67800","22.05666","0.07318"
"264.68400","22.05719","0.07281"
"264.69000","22.05767","0.07255"
"264.69600","22.05821","0.07234"
"264.70200","22.05869","0.07206"
"264.70800","22.05923","0.07176"
"264.71400","22.05971","0.07146"
"264.72000","22.06025","0.07119"
"264.72600","22.06072","0.07100"
"264.73200","22.06120","0.07087"
"264.73800","22.06174","0.07079"
"264.74400","22.06222","0.07074"
"264.75000","22.06270","0.07068"
"264.75600","22.06317","0.07057"
"264.76200","22.06371","0.07046"
"264.76800","22.06419","0.07034"
"264.77400","22.06467","0.07020"
"264.78000","22.06521","0.07012"
"264.78600","22.06569","0.07002"
"264.79200","22.06623","0.06999"
"264.79800","22.06670","0.07008"
"264.80400","22.06718","0.07019"
"264.81000","22.06772","0.07027"
"264.81600","22.06820","0.07034"
"264.82200","22.06868","0.07043"
"264.82800","22.06921","0.07056"
"264.83400","22.06969","0.07068"
"264.84000","22.07017","0.07082"
"264.84600","22.07071","0.07092"
"264.85200","22.07119","0.07093"
"264.85800","22.07172","0.07099"
"264.86400","22.07220","0.07104"
"264.87000","22.07268","0.07103"
"264.87600","22.07322","0.07100"
"264.88200","22.07370","0.07092"
"264.88800","22.07417","0.07079"
"264.89400","22.07471","0.07064"
"264.90000","22.07519","0.07049"
"264.90600","22.07567","0.07043"
"264.91200","22.07621","0.07039"
"264.91800","22.07669","0.07033"
"264.92400","22.07717","0.07027"
"264.93000","22.07770","0.07027"
"264.93600","22.07818","0.07037"
"264.94200","22.07866","0.07061"
"264.94800","22.07914","0.07085"
"264.95400","22.07968","0.07114"
"264.96000","22.08015","0.07143"
"264.96600","22.08069","0.07177"
"264.97200","22.08117","0.07218"
"264.97800","22.08171","0.07252"
"264.98400","22.08219","0.07273"
"264.99000","22.08267","0.07290"
"264.99600","22.08320","0.07316"
"265.00200","22.08368","0.07354"
"265.00800","22.08422","0.07392"
"265.01400","22.08470","0.07442"
"265.02000","22.08518","0.07493"
"265.02600","22.08571","0.07534"
"265.03200","22.08619","0.07576"
"265.03800","22.08667","0.07616"
"265.04400","22.08715","0.07664"
"265.05000","22.08769","0.07732"
"265.05600","22.08817","0.07799"
"265.06200","22.08865","0.07867"
"265.06800","22.08912","0.07943"
"265.07400","22.08966","0.07999"
"265.08000","22.09014","0.08052"
"265.08600","22.09062","0.08101"
"265.09200","22.09109","0.08138"
"265.09800","22.09163","0.08186"
"265.10400","22.09211","0.08231"
"265.11000","22.09265","0.08260"
"265.11600","22.09313","0.08293"
"265.12200","22.09361","0.08317"
"265.12800","22.09414","0.08329"
"265.13400","22.09468","0.08328"
"265.14000","22.09522","0.08304"
"265.14600","22.09570","0.08267"
"265.15200","22.09624","0.08217"
"265.15800","22.09672","0.08149"
"265.16400","22.09719","0.08096"
"265.17000","22.09773","0.08049"
"265.17600","22.09821","0.07988"
"265.18200","22.09869","0.07925"
"265.18800","22.09923","0.07865"
"265.19400","22.09971","0.07806"
"265.20000","22.10018","0.07750"
"265.20600","22.10072","0.07697"
"265.21200","22.10120","0.07641"
"265.21800","22.10168","0.07598"
"265.22400","22.10222","0.07560"
"265.23000","22.10270","0.07518"
"265.23600","22.10324","0.07467"
"265.24200","22.10371","0.07419"
"265.24800","22.10419","0.07378"
"265.25400","22.10473","0.07338"
"265.26000","22.10521","0.07306"
"265.26600","22.10574","0.07280"
"265.27200","22.10622","0.07245"
"265.27800","22.10676","0.07204"
"265.28400","22.10724","0.07170"
"265.29000","22.10778","0.07147"
"265.29600","22.10826","0.07130"
"265.30200","22.10873","0.07117"
"265.30800","22.10927","0.07107"
"265.31400","22.10975","0.07097"
"265.32000","22.11023","0.07090"
"265.32600","22.11071","0.07091"
"265.33200","22.11125","0.07099"
"265.33800","22.11172","0.07116"
"265.34400","22.11220","0.07129"
"265.35000","22.11274","0.07133"
"265.35600","22.11322","0.07143"
"265.36200","22.11370","0.07148"
"265.36800","22.11418","0.07147"
"265.37400","22.11471","0.07152"
"265.38000","22.11519","0.07161"
"265.38600","22.11567","0.07172"
"265.39200","22.11621","0.07176"
"265.39800","22.11669","0.07179"
"265.40400","22.11716","0.07177"
"265.41000","22.11770","0.07170"
"265.41600","22.11818","0.07166"
"265.42200","22.11872","0.07162"
"265.42800","22.11920","0.07156"
"265.43400","22.11973","0.07149"
"265.44000","22.12021","0.07148"
"265.44600","22.12075","0.07150"
"265.45200","22.12123","0.07147"
"265.45800","22.12171","0.07143"
"265.46400","22.12225","0.07146"
"265.47000","22.12273","0.07149"
"265.47600","22.12321","0.07156"
"265.48200","22.12368","0.07175"
"265.48800","22.12416","0.07196"
"265.49400","22.12470","0.07206"
"265.50000","22.12518","0.07215"
"265.50600","22.12566","0.07232"
"265.51200","22.12619","0.07257"
"265.51800","22.12667","0.07288"
"265.52400","22.12715","0.07316"
"265.53000","22.12769","0.07335"
"265.53600","22.12817","0.07355"
"265.54200","22.12864","0.07379"
"265.54800","22.12918","0.07413"
"265.55400","22.12966","0.07452"
"265.56000","22.13020","0.07495"
"265.56600","22.13068","0.07553"
"265.57200","22.13122","0.07610"
"265.57800","22.13169","0.07673"
"265.58400","22.13223","0.07759"
"265.59000","22.13271","0.07839"
"265.59600","22.13319","0.07910"
"265.60200","22.13367","0.07988"
"265.60800","22.13420","0.08043"
"265.61400","22.13468","0.08101"
"265.62000","22.13516","0.08165"
"265.62600","22.13570","0.08217"
"265.63200","22.13618","0.08272"
"265.63800","22.13665","0.08328"
"265.64400","22.13713","0.08365"
"265.65000","22.13767","0.08404"
"265.65600","22.13815","0.08434"
"265.66200","22.13863","0.08453"
"265.66800","22.13917","0.08465"
"265.67400","22.13964","0.08450"
"265.68000","22.14013","0.08430"
"265.68600","22.14066","0.08408"
"265.69200","22.14114","0.08369"
"265.69800","22.14168","0.08336"
"265.70400","22.14216","0.08299"
"265.71000","22.14269","0.08241"
"265.71600","22.14323","0.08180"
"265.72200","22.14371","0.08115"
"265.72800","22.14425","0.08048"
"265.73400","22.14473","0.08003"
"265.74000","22.14520","0.07964"
"265.74600","22.14574","0.07923"
"265.75200","22.14622","0.07894"
"265.75800","22.14676","0.07851"
"265.76400","22.14724","0.07792"
"265.77000","22.14772","0.07735"
"265.77600","22.14825","0.07673"
"265.78200","22.14873","0.07612"
"265.78800","22.14921","0.07549"
"265.79400","22.14975","0.07487"
"265.80000","22.15023","0.07433"
"265.80600","22.15071","0.07383"
"265.81200","22.15118","0.07341"
"265.81800","22.15172","0.07301"
"265.82400","22.15220","0.07271"
"265.83000","22.15268","0.07253"
"265.83600","22.15322","0.07248"
"265.84200","22.15370","0.07241"
"265.84800","22.15423","0.07227"
"265.85400","22.15471","0.07217"
"265.86000","22.15525","0.07210"
"265.86600","22.15573","0.07205"
"265.87200","22.15627","0.07200"
"265.87800","22.15674","0.07194"
"265.88400","22.15722","0.07185"
"265.89000","22.15776","0.07176"
"265.89600","22.15824","0.07180"
"265.90200","22.15872","0.07192"
"265.90800","22.15920","0.07202"
"265.91400","22.15973","0.07207"
"265.92000","22.16021","0.07212"
"265.92600","22.16069","0.07210"
"265.93200","22.16123","0.07204"
"265.93800","22.16171","0.07200"
"265.94400","22.16218","0.07201"
"265.95000","22.16266","0.07208"
"265.95600","22.16320","0.07217"
"265.96200","22.16368","0.07231"
"265.96800","22.16416","0.07237"
"265.97400","22.16470","0.07233"
"265.98000","22.16518","0.07229"
"265.98600","22.16571","0.07234"
"265.99200","22.16619","0.07238"
"265.99800","22.16673","0.07232"
"266.00400","22.16721","0.07232"
"266.01000","22.16775","0.07241"
"266.01600","22.16822","0.07254"
"266.02200","22.16870","0.07271"
"266.02800","22.16924","0.07294"
"266.03400","22.16972","0.07315"
"266.04000","22.17020","0.07324"
"266.04600","22.17074","0.07333"
"266.05200","22.17122","0.07340"
"266.05800","22.17169","0.07346"
"266.06400","22.17217","0.07358"
"266.07000","22.17271","0.07376"
"266.07600","22.17319","0.07398"
"266.08200","22.17367","0.07434"
"266.08800","22.17414","0.07476"
"266.09400","22.17468","0.07520"
"266.10000","22.17516","0.07571"
"266.10600","22.17564","0.07619"
"266.11200","22.17618","0.07678"
"266.11800","22.17665","0.07756"
"266.12400","22.17713","0.07829"
"266.13000","22.17767","0.07903"
"266.13600","22.17815","0.07981"
"266.14200","22.17863","0.08049"
"266.14800","22.17917","0.08114"
"266.15400","22.17964","0.08181"
"266.16000","22.18018","0.08244"
"266.16600","22.18066","0.08317"
"266.17200","22.18120","0.08376"
"266.17800","22.18168","0.08421"
"266.18400","22.18221","0.08467"
"266.19000","22.18269","0.08493"
"266.19600","22.18317","0.08506"
"266.20200","22.18365","0.08517"
"266.20800","22.18419","0.08515"
"266.21400","22.18467","0.08513"
"266.22000","22.18515","0.08512"
"266.22600","22.18568","0.08499"
"266.23200","22.18616","0.08493"
"266.23800","22.18664","0.08477"
"266.24400","22.18718","0.08446"
"266.25000","22.18766","0.08428"
"266.25600","22.18819","0.08387"
"266.26200","22.18867","0.08327"
"266.26800","22.18921","0.08289"
"266.27400","22.18969","0.08249"
"266.28000","22.19023","0.08202"
"266.28600","22.19071","0.08147"
"266.29200","22.19125","0.08078"
"266.29800","22.19172","0.08016"
"266.30400","22.19226","0.07953"
"266.31000","22.19274","0.07884"
"266.31600","22.19322","0.07827"
"266.32200","22.19375","0.07773"
"266.32800","22.19423","0.07721"
"266.33400","22.19477","0.07677"
"266.34000","22.19525","0.07630"
"266.34600","22.19573","0.07585"
"266.35200","22.19621","0.07539"
"266.35800","22.19674","0.07497"
"266.36400","22.19722","0.07464"
"266.37000","22.19770","0.07437"
"266.37600","22.19818","0.07414"
"266.38200","22.19872","0.07392"
"266.38800","22.19919","0.07377"
"266.39400","22.19967","0.07361"
"266.40000","22.20021","0.07344"
"266.40600","22.20069","0.07330"
"266.41200","22.20123","0.07318"
"266.41800","22.20171","0.07308"
"266.42400","22.20219","0.07297"
"266.43000","22.20272","0.07288"
"266.43600","22.20320","0.07283"
"266.44200","22.20368","0.07287"
"266.44800","22.20422","0.07296"
"266.45400","22.20470","0.07306"
"266.46000","22.20517","0.07310"
"266.46600","22.20571","0.07308"
"266.47200","22.20619","0.07300"
"266.47800","22.20667","0.07290"
"266.48400","22.20721","0.07289"
"266.49000","22.20769","0.07299"
"266.49600","22.20817","0.07310"
"266.50200","22.20864","0.07332"
"266.50800","22.20918","0.07347"
"266.51400","22.20966","0.07352"
"266.52000","22.21014","0.07358"
"266.52600","22.21068","0.07362"
"266.53200","22.21115","0.07369"
"266.53800","22.21163","0.07364"
"266.54400","22.21211","0.07365"
"266.55000","22.21265","0.07377"
"266.55600","22.21313","0.07395"
"266.56200","22.21367","0.07415"
"266.56800","22.21414","0.07426"
"266.57400","22.21462","0.07433"
"266.58000","22.21516","0.07441"
"266.58600","22.21564","0.07454"
"266.59200","22.21618","0.07470"
"266.59800","22.21666","0.07486"
"266.60400","22.21713","0.07502"
"266.61000","22.21767","0.07521"
"266.61600","22.21815","0.07557"
"266.62200","22.21863","0.07594"
"266.62800","22.21917","0.07638"
"266.63400","22.21964","0.07695"
"266.64000","22.22012","0.07738"
"266.64600","22.22066","0.07787"
"266.65200","22.22114","0.07843"
"266.65800","22.22168","0.07888"
"266.66400","22.22216","0.07939"
"266.67000","22.22264","0.07996"
"266.67600","22.22311","0.08044"
"266.68200","22.22365","0.08093"
"266.68800","22.22413","0.08148"
"266.69400","22.22461","0.08201"
"266.70000","22.22515","0.08263"
"266.70600","22.22562","0.08318"
"266.71200","22.22610","0.08364"
"266.71800","22.22664","0.08426"
"266.72400","22.22712","0.08475"
"266.73000","22.22765","0.08520"
"266.73600","22.22813","0.08565"
"266.74200","22.22867","0.08592"
"266.74800","22.22915","0.08618"
"266.75400","22.22963","0.08645"
"266.76000","22.23017","0.08656"
"266.76600","22.23064","0.08661"
"266.77200","22.23112","0.08659"
"266.77800","22.23166","0.08649"
"266.78400","22.23214","0.08643"
"266.79000","22.23262","0.08617"
"266.79600","22.23316","0.08583"
"266.80200","22.23363","0.08552"
"266.80800","22.23417","0.08510"
"266.81400","22.23465","0.08467"
"266.82000","22.23519","0.08426"
"266.82600","22.23567","0.08370"
"266.83200","22.23620","0.08307"
"266.83800","22.23668","0.08234"
"266.84400","22.23716","0.08160"
"266.85000","22.23770","0.08105"
"266.85600","22.23818","0.08050"
"266.86200","22.23872","0.07995"
"266.86800","22.23919","0.07950"
"266.87400","22.23973","0.07894"
"266.88000","22.24021","0.07843"
"266.88600","22.24075","0.07797"
"266.89200","22.24123","0.07744"
"266.89800","22.24171","0.07692"
"266.90400","22.24224","0.07643"
"266.91000","22.24272","0.07601"
"266.91600","22.24320","0.07561"
"266.92200","22.24374","0.07530"
"266.92800","22.24422","0.07504"
"266.93400","22.24470","0.07484"
"266.94000","22.24523","0.07467"
"266.94600","22.24571","0.07455"
"266.95200","22.24619","0.07452"
"266.95800","22.24673","0.07450"
"266.96400","22.24721","0.07445"
"266.97000","22.24774","0.07446"
"266.97600","22.24822","0.07440"
"266.98200","22.24870","0.07441"
"266.98800","22.24924","0.07442"
"266.99400","22.24972","0.07443"
"267.00000","22.25020","0.07441"
"267.00600","22.25073","0.07439"
"267.01200","22.25121","0.07451"
"267.01800","22.25169","0.07466"
"267.02400","22.25217","0.07478"
"267.03000","22.25271","0.07496"
"267.03600","22.25319","0.07518"
"267.04200","22.25372","0.07528"
"267.04800","22.25420","0.07539"
"267.05400","22.25468","0.07545"
"267.06000","22.25516","0.07539"
"267.06600","22.25564","0.07528"
"267.07200","22.25617","0.07513"
"267.07800","22.25665","0.07504"
"267.08400","22.25713","0.07504"
"267.09000","22.25761","0.07508"
"267.09600","22.25815","0.07506"
"267.10200","22.25863","0.07509"
"267.10800","22.25916","0.07508"
"267.11400","22.25964","0.07504"
"267.12000","22.26018","0.07507"
"267.12600","22.26066","0.07509"
"267.13200","22.26120","0.07518"
"267.13800","22.26167","0.07532"
"267.14400","22.26215","0.07550"
"267.15000","22.26269","0.07580"
"267.15600","22.26317","0.07622"
"267.16200","22.26371","0.07664"
"267.16800","22.26419","0.07714"
"267.17400","22.26467","0.07756"
"267.18000","22.26520","0.07791"
"267.18600","22.26568","0.07831"
"267.19200","22.26616","0.07877"
"267.19800","22.26670","0.07936"
"267.20400","22.26718","0.08002"
"267.21000","22.26765","0.08065"
"267.21600","22.26813","0.08129"
"267.22200","22.26867","0.08181"
"267.22800","22.26915","0.08232"
"267.23400","22.26963","0.08300"
"267.24000","22.27011","0.08355"
"267.24600","22.27064","0.08407"
"267.25200","22.27112","0.08471"
"267.25800","22.27166","0.08528"
"267.26400","22.27214","0.08593"
"267.27000","22.27268","0.08662"
"267.27600","22.27316","0.08715"
"267.28200","22.27369","0.08768"
"267.28800","22.27417","0.08813"
"267.29400","22.27471","0.08842"
"267.30000","22.27519","0.08871"
"267.30600","22.27573","0.08894"
"267.31200","22.27620","0.08894"
"267.31800","22.27674","0.08884"
"267.32400","22.27722","0.08847"
"267.33000","22.27770","0.08794"
"267.33600","22.27824","0.08751"
"267.34200","22.27872","0.08706"
"267.34800","22.27919","0.08662"
"267.35400","22.27973","0.08614"
"267.36000","22.28021","0.08536"
"267.36600","22.28069","0.08471"
"267.37200","22.28117","0.08405"
"267.37800","22.28171","0.08338"
"267.38400","22.28218","0.08294"
"267.39000","22.28266","0.08239"
"267.39600","22.28320","0.08177"
"267.40200","22.28368","0.08127"
"267.40800","22.28422","0.08069"
"267.41400","22.28470","0.08024"
"267.42000","22.28523","0.07977"
"267.42600","22.28571","0.07923"
"267.43200","22.28625","0.07865"
"267.43800","22.28673","0.07810"
"267.44400","22.28727","0.07764"
"267.45000","22.28774","0.07732"
"267.45600","22.28828","0.07702"
"267.46200","22.28876","0.07667"
"267.46800","22.28930","0.07629"
"267.47400","22.28978","0.07594"
"267.48000","22.29026","0.07574"
"267.48600","22.29073","0.07571"
"267.49200","22.29121","0.07573"
"267.49800","22.29175","0.07576"
"267.50400","22.29223","0.07578"
"267.51000","22.29271","0.07580"
"267.51600","22.29318","0.07580"
"267.52200","22.29372","0.07579"
"267.52800","22.29420","0.07576"
"267.53400","22.29474","0.07575"
"267.54000","22.29522","0.07570"
"267.54600","22.29570","0.07566"
"267.55200","22.29623","0.07568"
"267.55800","22.29671","0.07570"
"267.56400","22.29719","0.07582"
"267.57000","22.29773","0.07594"
"267.57600","22.29821","0.07600"
"267.58200","22.29875","0.07613"
"267.58800","22.29922","0.07617"
"267.59400","22.29976","0.07616"
"267.60000","22.30024","0.07613"
"267.60600","22.30072","0.07597"
"267.61200","22.30126","0.07577"
"267.61800","22.30173","0.07572"
"267.62400","22.30221","0.07568"
"267.63000","22.30269","0.07569"
"267.63600","22.30317","0.07580"
"267.64200","22.30365","0.07595"
"267.64800","22.30419","0.07614"
"267.65400","22.30466","0.07636"
"267.66000","22.30514","0.07653"
"267.66600","22.30562","0.07672"
"267.67200","22.30616","0.07685"
"267.67800","22.30664","0.07693"
"267.68400","22.30712","0.07712"
"267.69000","22.30766","0.07734"
"267.69600","22.30813","0.07756"
"267.70200","22.30867","0.07793"
"267.70800","22.30915","0.07831"
"267.71400","22.30963","0.07873"
"267.72000","22.31017","0.07928"
"267.72600","22.31064","0.07977"
"267.73200","22.31112","0.08034"
"267.73800","22.31166","0.08093"
"267.74400","22.31214","0.08136"
"267.75000","22.31262","0.08197"
"267.75600","22.31316","0.08259"
"267.76200","22.31363","0.08329"
"267.76800","22.31411","0.08425"
"267.77400","22.31465","0.08507"
"267.78000","22.31513","0.08578"
"267.78600","22.31566","0.08650"
"267.79200","22.31614","0.08709"
"267.79800","22.31668","0.08769"
"267.80400","22.31716","0.08835"
"267.81000","22.31770","0.08883"
"267.81600","22.31818","0.08929"
"267.82200","22.31872","0.08962"
"267.82800","22.31919","0.08982"
"267.83400","22.31967","0.08999"
"267.84000","22.32021","0.09001"
"267.84600","22.32069","0.08984"
"267.85200","22.32122","0.08972"
"267.85800","22.32170","0.08938"
"267.86400","22.32218","0.08907"
"267.87000","22.32272","0.08874"
"267.87600","22.32320","0.08842"
"267.88200","22.32374","0.08820"
"267.88800","22.32421","0.08791"
"267.89400","22.32469","0.08742"
"267.90000","22.32523","0.08699"
"267.90600","22.32571","0.08643"
"267.91200","22.32619","0.08573"
"267.91800","22.32673","0.08519"
"267.92400","22.32720","0.08462"
"267.93000","22.32774","0.08401"
"267.93600","22.32822","0.08338"
"267.94200","22.32870","0.08264"
"267.94800","22.32924","0.08200"
"267.95400","22.32972","0.08137"
"267.96000","22.33019","0.08071"
"267.96600","22.33073","0.08021"
"267.97200","22.33121","0.07968"
"267.97800","22.33169","0.07918"
"267.98400","22.33217","0.07880"
"267.99000","22.33271","0.07842"
"267.99600","22.33318","0.07800"
"268.00200","22.33366","0.07769"
"268.00800","22.33414","0.07738"
"268.01400","22.33468","0.07719"
"268.02000","22.33516","0.07702"
"268.02600","22.33563","0.07679"
"268.03200","22.33617","0.07665"
"268.03800","22.33665","0.07657"
"268.04400","22.33719","0.07650"
"268.05000","22.33767","0.07659"
"268.05600","22.33821","0.07668"
"268.06200","22.33868","0.07665"
"268.06800","22.33922","0.07663"
"268.07400","22.33970","0.07656"
"268.08000","22.34024","0.07651"
"268.08600","22.34072","0.07650"
"268.09200","22.34120","0.07646"
"268.09800","22.34174","0.07649"
"268.10400","22.34221","0.07658"
"268.11000","22.34275","0.07664"
"268.11600","22.34323","0.07675"
"268.12200","22.34371","0.07677"
"268.12800","22.34419","0.07674"
"268.13400","22.34472","0.07670"
"268.14000","22.34520","0.07663"
"268.14600","22.34568","0.07659"
"268.15200","22.34622","0.07673"
"268.15800","22.34669","0.07681"
"268.16400","22.34718","0.07693"
"268.17000","22.34771","0.07713"
"268.17600","22.34819","0.07720"
"268.18200","22.34867","0.07735"
"268.18800","22.34921","0.07747"
"268.19400","22.34969","0.07753"
"268.20000","22.35017","0.07783"
"268.20600","22.35070","0.07801"
"268.21200","22.35118","0.07815"
"268.21800","22.35166","0.07837"
"268.22400","22.35214","0.07850"
"268.23000","22.35267","0.07876"
"268.23600","22.35316","0.07914"
"268.24200","22.35369","0.07944"
"268.24800","22.35417","0.07986"
"268.25400","22.35465","0.08028"
"268.26000","22.35519","0.08064"
"268.26600","22.35567","0.08112"
"268.27200","22.35614","0.08165"
"268.27800","22.35662","0.08213"
"268.28400","22.35716","0.08280"
"268.29000","22.35764","0.08345"
"268.29600","22.35812","0.08416"
"268.30200","22.35860","0.08499"
"268.30800","22.35913","0.08559"
"268.31400","22.35961","0.08603"
"268.32000","22.36015","0.08654"
"268.32600","22.36063","0.08704"
"268.33200","22.36111","0.08765"
"268.33800","22.36164","0.08815"
"268.34400","22.36212","0.08857"
"268.35000","22.36266","0.08902"
"268.35600","22.36314","0.08928"
"268.36200","22.36368","0.08942"
"268.36800","22.36416","0.08965"
"268.37400","22.36469","0.08983"
"268.38000","22.36517","0.08982"
"268.38600","22.36571","0.08997"
"268.39200","22.36619","0.09000"
"268.39800","22.36673","0.08996"
"268.40400","22.36720","0.08981"
"268.41000","22.36768","0.08945"
"268.41600","22.36822","0.08925"
"268.42200","22.36870","0.08902"
"268.42800","22.36918","0.08862"
"268.43400","22.36972","0.08831"
"268.44000","22.37019","0.08779"
"268.44600","22.37067","0.08725"
"268.45200","22.37121","0.08685"
"268.45800","22.37169","0.08630"
"268.46400","22.37223","0.08568"
"268.47000","22.37271","0.08498"
"268.47600","22.37324","0.08415"
"268.48200","22.37372","0.08343"
"268.48800","22.37420","0.08280"
"268.49400","22.37474","0.08210"
"268.50000","22.37522","0.08148"
"268.50600","22.37570","0.08091"
"268.51200","22.37623","0.08023"
"268.51800","22.37671","0.07982"
"268.52400","22.37719","0.07953"
"268.53000","22.37773","0.07933"
"268.53600","22.37821","0.07915"
"268.54200","22.37868","0.07893"
"268.54800","22.37922","0.07875"
"268.55400","22.37970","0.07863"
"268.56000","22.38018","0.07841"
"268.56600","22.38072","0.07831"
"268.57200","22.38119","0.07821"
"268.57800","22.38167","0.07805"
"268.58400","22.38221","0.07793"
"268.59000","22.38269","0.07779"
"268.59600","22.38323","0.07776"
"268.60200","22.38371","0.07775"
"268.60800","22.38424","0.07764"
"268.61400","22.38472","0.07760"
"268.62000","22.38526","0.07755"
"268.62600","22.38574","0.07743"
"268.63200","22.38622","0.07745"
"268.63800","22.38670","0.07744"
"268.64400","22.38717","0.07735"
"268.65000","22.38771","0.07729"
"268.65600","22.38819","0.07728"
"268.66200","22.38873","0.07729"
"268.66800","22.38921","0.07743"
"268.67400","22.38969","0.07754"
"268.68000","22.39022","0.07769"
"268.68600","22.39070","0.07784"
"268.69200","22.39118","0.07791"
"268.69800","22.39166","0.07801"
"268.70400","22.39220","0.07814"
"268.71000","22.39268","0.07817"
"268.71600","22.39315","0.07828"
"268.72200","22.39369","0.07839"
"268.72800","22.39417","0.07846"
"268.73400","22.39465","0.07871"
"268.74000","22.39519","0.07891"
"268.74600","22.39566","0.07907"
"268.75200","22.39620","0.07923"
"268.75800","22.39668","0.07933"
"268.76400","22.39716","0.07948"
"268.77000","22.39764","0.07981"
"268.77600","22.39818","0.08016"
"268.78200","22.39865","0.08055"
"268.78800","22.39913","0.08105"
"268.79400","22.39961","0.08143"
"268.80000","22.40015","0.08192"
"268.80600","22.40063","0.08235"
"268.81200","22.40110","0.08271"
"268.81800","22.40164","0.08317"
"268.82400","22.40212","0.08355"
"268.83000","22.40260","0.08398"
"268.83600","22.40314","0.08455"
"268.84200","22.40362","0.08511"
"268.84800","22.40409","0.08573"
"268.85400","22.40457","0.08636"
"268.86000","22.40511","0.08685"
"268.86600","22.40559","0.08753"
"268.87200","22.40613","0.08817"
"268.87800","22.40666","0.08873"
"268.88400","22.40714","0.08944"
"268.89000","22.40768","0.09002"
"268.89600","22.40816","0.09041"
"268.90200","22.40870","0.09069"
"268.90800","22.40918","0.09083"
"268.91400","22.40965","0.09096"
"268.92000","22.41019","0.09114"
"268.92600","22.41067","0.09109"
"268.93200","22.41115","0.09100"
"268.93800","22.41169","0.09087"
"268.94400","22.41217","0.09061"
"268.95000","22.41264","0.09038"
"268.95600","22.41318","0.09016"
"268.96200","22.41366","0.08986"
"268.96800","22.41414","0.08958"
"268.97400","22.41468","0.08917"
"268.98000","22.41516","0.08865"
"268.98600","22.41569","0.08812"
"268.99200","22.41617","0.08748"
"268.99800","22.41665","0.08681"
"269.00400","22.41719","0.08622"
"269.01000","22.41767","0.08551"
"269.01600","22.41821","0.08496"
"269.02200","22.41868","0.08447"
"269.02800","22.41922","0.08380"
"269.03400","22.41970","0.08323"
"269.04000","22.42024","0.08257"
"269.04600","22.42072","0.08196"
"269.05200","22.42126","0.08143"
"269.05800","22.42173","0.08085"
"269.06400","22.42221","0.08041"
"269.07000","22.42269","0.08005"
"269.07600","22.42317","0.07964"
"269.08200","22.42365","0.07931"
"269.08800","22.42418","0.07921"
"269.09400","22.42466","0.07910"
"269.10000","22.42514","0.07912"
"269.10600","22.42568","0.07910"
"269.11200","22.42616","0.07888"
"269.11800","22.42670","0.07868"
"269.12400","22.42717","0.07855"
"269.13000","22.42765","0.07854"
"269.13600","22.42819","0.07857"
"269.14200","22.42867","0.07853"
"269.14800","22.42921","0.07846"
"269.15400","22.42969","0.07845"
"269.16000","22.43022","0.07843"
"269.16600","22.43070","0.07858"
"269.17200","22.43124","0.07874"
"269.17800","22.43172","0.07873"
"269.18400","22.43220","0.07866"
"269.19000","22.43273","0.07856"
