End date,"1/7/2017"
Specimen label,"18CT_NT1"
Maximum Load,"0.01610",N

Time,Extension,Load
(s),(mm),(N)
"462.63000","38.55265","0.00782"
"462.63600","38.55313","0.00796"
"462.64200","38.55367","0.00815"
"462.64800","38.55414","0.00818"
"462.65400","38.55468","0.00801"
"462.66000","38.55516","0.00795"
"462.66600","38.55570","0.00794"
"462.67200","38.55618","0.00797"
"462.67800","38.55672","0.00789"
"462.68400","38.55719","0.00782"
"462.69000","38.55773","0.00787"
"462.69600","38.55821","0.00793"
"462.70200","38.55869","0.00793"
"462.70800","38.55923","0.00792"
"462.71400","38.55970","0.00797"
"462.72000","38.56018","0.00800"
"462.72600","38.56072","0.00806"
"462.73200","38.56120","0.00815"
"462.73800","38.56168","0.00821"
"462.74400","38.56222","0.00807"
"462.75000","38.56269","0.00784"
"462.75600","38.56317","0.00767"
"462.76200","38.56371","0.00756"
"462.76800","38.56419","0.00736"
"462.77400","38.56467","0.00732"
"462.78000","38.56515","0.00743"
"462.78600","38.56569","0.00762"
"462.79200","38.56616","0.00786"
"462.79800","38.56670","0.00811"
"462.80400","38.56718","0.00820"
"462.81000","38.56772","0.00826"
"462.81600","38.56820","0.00817"
"462.82200","38.56873","0.00815"
"462.82800","38.56921","0.00824"
"462.83400","38.56975","0.00835"
"462.84000","38.57023","0.00833"
"462.84600","38.57077","0.00827"
"462.85200","38.57125","0.00820"
"462.85800","38.57172","0.00820"
"462.86400","38.57226","0.00827"
"462.87000","38.57274","0.00827"
"462.87600","38.57322","0.00828"
"462.88200","38.57370","0.00832"
"462.88800","38.57423","0.00842"
"462.89400","38.57471","0.00847"
"462.90000","38.57519","0.00845"
"462.90600","38.57567","0.00834"
"462.91200","38.57621","0.00811"
"462.91800","38.57668","0.00782"
"462.92400","38.57716","0.00752"
"462.93000","38.57770","0.00730"
"462.93600","38.57818","0.00719"
"462.94200","38.57866","0.00720"
"462.94800","38.57920","0.00727"
"462.95400","38.57968","0.00740"
"462.96000","38.58021","0.00764"
"462.96600","38.58069","0.00784"
"462.97200","38.58123","0.00802"
"462.97800","38.58171","0.00828"
"462.98400","38.58219","0.00849"
"462.99000","38.58272","0.00857"
"462.99600","38.58320","0.00872"
"463.00200","38.58368","0.00887"
"463.00800","38.58416","0.00889"
"463.01400","38.58464","0.00874"
"463.02000","38.58511","0.00853"
"463.02600","38.58566","0.00845"
"463.03200","38.58613","0.00832"
"463.03800","38.58661","0.00818"
"463.04400","38.58709","0.00813"
"463.05000","38.58763","0.00798"
"463.05600","38.58811","0.00790"
"463.06200","38.58864","0.00794"
"463.06800","38.58912","0.00802"
"463.07400","38.58960","0.00804"
"463.08000","38.59014","0.00815"
"463.08600","38.59062","0.00829"
"463.09200","38.59115","0.00830"
"463.09800","38.59163","0.00817"
"463.10400","38.59217","0.00809"
"463.11000","38.59265","0.00812"
"463.11600","38.59319","0.00809"
"463.12200","38.59367","0.00809"
"463.12800","38.59420","0.00822"
"463.13400","38.59468","0.00832"
"463.14000","38.59516","0.00840"
"463.14600","38.59570","0.00836"
"463.15200","38.59618","0.00833"
"463.15800","38.59666","0.00827"
"463.16400","38.59719","0.00818"
"463.17000","38.59767","0.00804"
"463.17600","38.59815","0.00788"
"463.18200","38.59869","0.00781"
"463.18800","38.59917","0.00787"
"463.19400","38.59964","0.00794"
"463.20000","38.60019","0.00812"
"463.20600","38.60066","0.00836"
"463.21200","38.60120","0.00856"
"463.21800","38.60168","0.00873"
"463.22400","38.60215","0.00875"
"463.23000","38.60270","0.00867"
"463.23600","38.60317","0.00869"
"463.24200","38.60371","0.00869"
"463.24800","38.60419","0.00867"
"463.25400","38.60472","0.00863"
"463.26000","38.60521","0.00853"
"463.26600","38.60574","0.00847"
"463.27200","38.60622","0.00835"
"463.27800","38.60676","0.00815"
"463.28400","38.60723","0.00801"
"463.29000","38.60772","0.00788"
"463.29600","38.60825","0.00786"
"463.30200","38.60873","0.00778"
"463.30800","38.60921","0.00771"
"463.31400","38.60969","0.00767"
"463.32000","38.61017","0.00764"
"463.32600","38.61070","0.00758"
"463.33200","38.61118","0.00754"
"463.33800","38.61166","0.00758"
"463.34400","38.61220","0.00756"
"463.35000","38.61268","0.00757"
"463.35600","38.61316","0.00768"
"463.36200","38.61370","0.00784"
"463.36800","38.61417","0.00788"
"463.37400","38.61471","0.00786"
"463.38000","38.61519","0.00784"
"463.38600","38.61573","0.00786"
"463.39200","38.61621","0.00779"
"463.39800","38.61668","0.00773"
"463.40400","38.61722","0.00779"
"463.41000","38.61770","0.00791"
"463.41600","38.61818","0.00796"
"463.42200","38.61872","0.00795"
"463.42800","38.61919","0.00800"
"463.43400","38.61967","0.00813"
"463.44000","38.62021","0.00828"
"463.44600","38.62069","0.00845"
"463.45200","38.62117","0.00852"
"463.45800","38.62170","0.00843"
"463.46400","38.62218","0.00829"
"463.47000","38.62272","0.00824"
"463.47600","38.62320","0.00837"
"463.48200","38.62368","0.00849"
"463.48800","38.62416","0.00866"
"463.49400","38.62464","0.00883"
"463.50000","38.62511","0.00876"
"463.50600","38.62565","0.00866"
"463.51200","38.62613","0.00860"
"463.51800","38.62661","0.00854"
"463.52400","38.62715","0.00847"
"463.53000","38.62762","0.00843"
"463.53600","38.62817","0.00846"
"463.54200","38.62864","0.00844"
"463.54800","38.62912","0.00847"
"463.55400","38.62960","0.00852"
"463.56000","38.63013","0.00859"
"463.56600","38.63062","0.00866"
"463.57200","38.63109","0.00869"
"463.57800","38.63163","0.00875"
"463.58400","38.63211","0.00876"
"463.59000","38.63259","0.00866"
"463.59600","38.63313","0.00858"
"463.60200","38.63360","0.00855"
"463.60800","38.63414","0.00852"
"463.61400","38.63462","0.00851"
"463.62000","38.63510","0.00850"
"463.62600","38.63558","0.00843"
"463.63200","38.63612","0.00835"
"463.63800","38.63660","0.00838"
"463.64400","38.63707","0.00843"
"463.65000","38.63761","0.00834"
"463.65600","38.63809","0.00822"
"463.66200","38.63857","0.00816"
"463.66800","38.63911","0.00812"
"463.67400","38.63958","0.00803"
"463.68000","38.64012","0.00801"
"463.68600","38.64060","0.00808"
"463.69200","38.64114","0.00816"
"463.69800","38.64162","0.00819"
"463.70400","38.64215","0.00816"
"463.71000","38.64264","0.00821"
"463.71600","38.64317","0.00834"
"463.72200","38.64365","0.00845"
"463.72800","38.64413","0.00853"
"463.73400","38.64467","0.00865"
"463.74000","38.64515","0.00875"
"463.74600","38.64568","0.00871"
"463.75200","38.64616","0.00868"
"463.75800","38.64670","0.00867"
"463.76400","38.64718","0.00854"
"463.77000","38.64772","0.00835"
"463.77600","38.64819","0.00825"
"463.78200","38.64867","0.00818"
"463.78800","38.64921","0.00815"
"463.79400","38.64969","0.00820"
"463.80000","38.65017","0.00823"
"463.80600","38.65071","0.00821"
"463.81200","38.65118","0.00819"
"463.81800","38.65166","0.00822"
"463.82400","38.65220","0.00827"
"463.83000","38.65268","0.00823"
"463.83600","38.65322","0.00823"
"463.84200","38.65369","0.00826"
"463.84800","38.65417","0.00822"
"463.85400","38.65471","0.00813"
"463.86000","38.65519","0.00808"
"463.86600","38.65567","0.00804"
"463.87200","38.65620","0.00803"
"463.87800","38.65668","0.00801"
"463.88400","38.65716","0.00812"
"463.89000","38.65770","0.00822"
"463.89600","38.65818","0.00836"
"463.90200","38.65871","0.00860"
"463.90800","38.65919","0.00876"
"463.91400","38.65973","0.00871"
"463.92000","38.66021","0.00872"
"463.92600","38.66069","0.00868"
"463.93200","38.66117","0.00866"
"463.93800","38.66171","0.00866"
"463.94400","38.66219","0.00861"
"463.95000","38.66266","0.00851"
"463.95600","38.66320","0.00836"
"463.96200","38.66368","0.00829"
"463.96800","38.66422","0.00829"
"463.97400","38.66470","0.00830"
"463.98000","38.66518","0.00827"
"463.98600","38.66565","0.00829"
"463.99200","38.66619","0.00830"
"463.99800","38.66667","0.00829"
"464.00400","38.66714","0.00828"
"464.01000","38.66769","0.00836"
"464.01600","38.66816","0.00846"
"464.02200","38.66864","0.00848"
"464.02800","38.66918","0.00862"
"464.03400","38.66966","0.00878"
"464.04000","38.67014","0.00898"
"464.04600","38.67062","0.00902"
"464.05200","38.67115","0.00896"
"464.05800","38.67163","0.00886"
"464.06400","38.67211","0.00871"
"464.07000","38.67265","0.00854"
"464.07600","38.67313","0.00840"
"464.08200","38.67361","0.00827"
"464.08800","38.67414","0.00830"
"464.09400","38.67462","0.00830"
"464.10000","38.67516","0.00826"
"464.10600","38.67564","0.00818"
"464.11200","38.67618","0.00821"
"464.11800","38.67665","0.00830"
"464.12400","38.67719","0.00843"
"464.13000","38.67767","0.00856"
"464.13600","38.67815","0.00869"
"464.14200","38.67869","0.00883"
"464.14800","38.67916","0.00887"
"464.15400","38.67965","0.00888"
"464.16000","38.68018","0.00885"
"464.16600","38.68066","0.00877"
"464.17200","38.68120","0.00876"
"464.17800","38.68167","0.00872"
"464.18400","38.68216","0.00865"
"464.19000","38.68269","0.00853"
"464.19600","38.68317","0.00844"
"464.20200","38.68365","0.00844"
"464.20800","38.68419","0.00855"
"464.21400","38.68467","0.00874"
"464.22000","38.68514","0.00893"
"464.22600","38.68568","0.00899"
"464.23200","38.68616","0.00894"
"464.23800","38.68670","0.00886"
"464.24400","38.68718","0.00884"
"464.25000","38.68771","0.00893"
"464.25600","38.68819","0.00911"
"464.26200","38.68867","0.00926"
"464.26800","38.68921","0.00936"
"464.27400","38.68969","0.00946"
"464.28000","38.69017","0.00942"
"464.28600","38.69070","0.00930"
"464.29200","38.69118","0.00913"
"464.29800","38.69166","0.00886"
"464.30400","38.69220","0.00871"
"464.31000","38.69268","0.00868"
"464.31600","38.69321","0.00872"
"464.32200","38.69369","0.00883"
"464.32800","38.69417","0.00891"
"464.33400","38.69471","0.00898"
"464.34000","38.69519","0.00896"
"464.34600","38.69567","0.00884"
"464.35200","38.69621","0.00879"
"464.35800","38.69669","0.00872"
"464.36400","38.69716","0.00875"
"464.37000","38.69770","0.00885"
"464.37600","38.69818","0.00890"
"464.38200","38.69872","0.00893"
"464.38800","38.69920","0.00894"
"464.39400","38.69973","0.00884"
"464.40000","38.70021","0.00873"
"464.40600","38.70075","0.00868"
"464.41200","38.70123","0.00871"
"464.41800","38.70171","0.00884"
"464.42400","38.70224","0.00906"
"464.43000","38.70272","0.00924"
"464.43600","38.70320","0.00932"
"464.44200","38.70374","0.00925"
"464.44800","38.70422","0.00909"
"464.45400","38.70469","0.00892"
"464.46000","38.70523","0.00871"
"464.46600","38.70571","0.00848"
"464.47200","38.70619","0.00839"
"464.47800","38.70673","0.00835"
"464.48400","38.70720","0.00837"
"464.49000","38.70768","0.00836"
"464.49600","38.70822","0.00828"
"464.50200","38.70870","0.00825"
"464.50800","38.70918","0.00827"
"464.51400","38.70966","0.00824"
"464.52000","38.71020","0.00820"
"464.52600","38.71067","0.00821"
"464.53200","38.71121","0.00819"
"464.53800","38.71175","0.00808"
"464.54400","38.71223","0.00813"
"464.55000","38.71276","0.00818"
"464.55600","38.71324","0.00804"
"464.56200","38.71372","0.00795"
"464.56800","38.71426","0.00795"
"464.57400","38.71474","0.00798"
"464.58000","38.71522","0.00796"
"464.58600","38.71570","0.00798"
"464.59200","38.71624","0.00801"
"464.59800","38.71671","0.00805"
"464.60400","38.71719","0.00813"
"464.61000","38.71767","0.00815"
"464.61600","38.71815","0.00807"
"464.62200","38.71862","0.00813"
"464.62800","38.71916","0.00825"
"464.63400","38.71964","0.00838"
"464.64000","38.72012","0.00853"
"464.64600","38.72066","0.00858"
"464.65200","38.72114","0.00856"
"464.65800","38.72161","0.00850"
"464.66400","38.72215","0.00844"
"464.67000","38.72263","0.00842"
"464.67600","38.72317","0.00836"
"464.68200","38.72365","0.00827"
"464.68800","38.72413","0.00817"
"464.69400","38.72466","0.00816"
"464.70000","38.72514","0.00820"
"464.70600","38.72568","0.00828"
"464.71200","38.72616","0.00834"
"464.71800","38.72664","0.00849"
"464.72400","38.72712","0.00868"
"464.73000","38.72765","0.00876"
"464.73600","38.72813","0.00870"
"464.74200","38.72861","0.00854"
"464.74800","38.72909","0.00821"
"464.75400","38.72963","0.00789"
"464.76000","38.73010","0.00776"
"464.76600","38.73064","0.00769"
"464.77200","38.73112","0.00760"
"464.77800","38.73160","0.00760"
"464.78400","38.73214","0.00773"
"464.79000","38.73262","0.00785"
"464.79600","38.73315","0.00799"
"464.80200","38.73363","0.00820"
"464.80800","38.73417","0.00842"
"464.81400","38.73465","0.00849"
"464.82000","38.73519","0.00844"
"464.82600","38.73566","0.00843"
"464.83200","38.73621","0.00841"
"464.83800","38.73668","0.00833"
"464.84400","38.73722","0.00833"
"464.85000","38.73770","0.00833"
"464.85600","38.73824","0.00821"
"464.86200","38.73872","0.00809"
"464.86800","38.73919","0.00811"
"464.87400","38.73973","0.00810"
"464.88000","38.74021","0.00815"
"464.88600","38.74069","0.00835"
"464.89200","38.74123","0.00862"
"464.89800","38.74170","0.00879"
"464.90400","38.74218","0.00882"
"464.91000","38.74272","0.00893"
"464.91600","38.74320","0.00890"
"464.92200","38.74368","0.00885"
"464.92800","38.74421","0.00880"
"464.93400","38.74469","0.00873"
"464.94000","38.74517","0.00858"
"464.94600","38.74565","0.00857"
"464.95200","38.74619","0.00863"
"464.95800","38.74667","0.00862"
"464.96400","38.74721","0.00848"
"464.97000","38.74768","0.00828"
"464.97600","38.74822","0.00820"
"464.98200","38.74876","0.00810"
"464.98800","38.74924","0.00811"
"464.99400","38.74977","0.00811"
"465.00000","38.75025","0.00827"
"465.00600","38.75073","0.00837"
"465.01200","38.75121","0.00843"
"465.01800","38.75175","0.00842"
"465.02400","38.75223","0.00842"
"465.03000","38.75270","0.00841"
"465.03600","38.75325","0.00846"
"465.04200","38.75372","0.00853"
"465.04800","38.75426","0.00862"
"465.05400","38.75474","0.00870"
"465.06000","38.75521","0.00874"
"465.06600","38.75570","0.00878"
"465.07200","38.75623","0.00876"
"465.07800","38.75671","0.00868"
"465.08400","38.75719","0.00868"
"465.09000","38.75772","0.00868"
"465.09600","38.75821","0.00862"
"465.10200","38.75868","0.00861"
"465.10800","38.75922","0.00858"
"465.11400","38.75970","0.00851"
"465.12000","38.76024","0.00840"
"465.12600","38.76072","0.00831"
"465.13200","38.76120","0.00825"
"465.13800","38.76173","0.00828"
"465.14400","38.76221","0.00833"
"465.15000","38.76269","0.00839"
"465.15600","38.76317","0.00837"
"465.16200","38.76365","0.00833"
"465.16800","38.76413","0.00830"
"465.17400","38.76466","0.00837"
"465.18000","38.76514","0.00841"
"465.18600","38.76562","0.00855"
"465.19200","38.76616","0.00867"
"465.19800","38.76664","0.00870"
"465.20400","38.76711","0.00873"
"465.21000","38.76765","0.00868"
"465.21600","38.76813","0.00861"
"465.22200","38.76867","0.00855"
"465.22800","38.76915","0.00837"
"465.23400","38.76963","0.00826"
"465.24000","38.77011","0.00811"
"465.24600","38.77064","0.00796"
"465.25200","38.77112","0.00785"
"465.25800","38.77166","0.00788"
"465.26400","38.77214","0.00796"
"465.27000","38.77267","0.00802"
"465.27600","38.77315","0.00808"
"465.28200","38.77363","0.00811"
"465.28800","38.77417","0.00811"
"465.29400","38.77465","0.00816"
"465.30000","38.77519","0.00827"
"465.30600","38.77567","0.00837"
"465.31200","38.77615","0.00839"
"465.31800","38.77668","0.00830"
"465.32400","38.77716","0.00813"
"465.33000","38.77770","0.00795"
"465.33600","38.77818","0.00799"
"465.34200","38.77871","0.00803"
"465.34800","38.77919","0.00811"
"465.35400","38.77973","0.00818"
"465.36000","38.78021","0.00825"
"465.36600","38.78069","0.00839"
"465.37200","38.78123","0.00854"
"465.37800","38.78170","0.00868"
"465.38400","38.78218","0.00880"
"465.39000","38.78272","0.00890"
"465.39600","38.78320","0.00890"
"465.40200","38.78374","0.00902"
"465.40800","38.78421","0.00911"
"465.41400","38.78475","0.00914"
"465.42000","38.78523","0.00912"
"465.42600","38.78577","0.00906"
"465.43200","38.78625","0.00903"
"465.43800","38.78672","0.00898"
"465.44400","38.78727","0.00885"
"465.45000","38.78774","0.00867"
"465.45600","38.78822","0.00846"
"465.46200","38.78870","0.00834"
"465.46800","38.78924","0.00834"
"465.47400","38.78971","0.00831"
"465.48000","38.79019","0.00823"
"465.48600","38.79067","0.00830"
"465.49200","38.79115","0.00845"
"465.49800","38.79169","0.00861"
"465.50400","38.79217","0.00879"
"465.51000","38.79264","0.00884"
"465.51600","38.79318","0.00889"
"465.52200","38.79366","0.00894"
"465.52800","38.79420","0.00902"
"465.53400","38.79468","0.00912"
"465.54000","38.79522","0.00907"
"465.54600","38.79570","0.00896"
"465.55200","38.79623","0.00894"
"465.55800","38.79671","0.00902"
"465.56400","38.79719","0.00900"
"465.57000","38.79773","0.00898"
"465.57600","38.79821","0.00901"
"465.58200","38.79868","0.00895"
"465.58800","38.79916","0.00881"
"465.59400","38.79970","0.00882"
"465.60000","38.80018","0.00876"
"465.60600","38.80066","0.00873"
"465.61200","38.80119","0.00874"
"465.61800","38.80167","0.00874"
"465.62400","38.80215","0.00882"
"465.63000","38.80269","0.00888"
"465.63600","38.80317","0.00891"
"465.64200","38.80365","0.00891"
"465.64800","38.80418","0.00885"
"465.65400","38.80466","0.00896"
"465.66000","38.80514","0.00905"
"465.66600","38.80568","0.00897"
"465.67200","38.80616","0.00895"
"465.67800","38.80669","0.00885"
"465.68400","38.80717","0.00865"
"465.69000","38.80765","0.00845"
"465.69600","38.80819","0.00830"
"465.70200","38.80867","0.00837"
"465.70800","38.80921","0.00852"
"465.71400","38.80969","0.00866"
"465.72000","38.81017","0.00878"
"465.72600","38.81070","0.00885"
"465.73200","38.81118","0.00894"
"465.73800","38.81166","0.00902"
"465.74400","38.81214","0.00905"
"465.75000","38.81261","0.00912"
"465.75600","38.81315","0.00918"
"465.76200","38.81363","0.00913"
"465.76800","38.81411","0.00902"
"465.77400","38.81459","0.00895"
"465.78000","38.81512","0.00885"
"465.78600","38.81560","0.00878"
"465.79200","38.81608","0.00875"
"465.79800","38.81656","0.00869"
"465.80400","38.81710","0.00862"
"465.81000","38.81758","0.00859"
"465.81600","38.81812","0.00863"
"465.82200","38.81860","0.00865"
"465.82800","38.81913","0.00870"
"465.83400","38.81967","0.00879"
"465.84000","38.82015","0.00884"
"465.84600","38.82069","0.00882"
"465.85200","38.82116","0.00879"
"465.85800","38.82170","0.00883"
"465.86400","38.82218","0.00883"
"465.87000","38.82272","0.00893"
"465.87600","38.82320","0.00911"
"465.88200","38.82368","0.00915"
"465.88800","38.82421","0.00906"
"465.89400","38.82469","0.00897"
"465.90000","38.82517","0.00893"
"465.90600","38.82571","0.00888"
"465.91200","38.82619","0.00881"
"465.91800","38.82667","0.00878"
"465.92400","38.82720","0.00878"
"465.93000","38.82768","0.00878"
"465.93600","38.82816","0.00875"
"465.94200","38.82870","0.00873"
"465.94800","38.82918","0.00862"
"465.95400","38.82972","0.00845"
"465.96000","38.83020","0.00837"
"465.96600","38.83073","0.00837"
"465.97200","38.83121","0.00844"
"465.97800","38.83175","0.00843"
"465.98400","38.83223","0.00839"
"465.99000","38.83271","0.00842"
"465.99600","38.83324","0.00842"
"466.00200","38.83372","0.00848"
"466.00800","38.83420","0.00860"
"466.01400","38.83467","0.00867"
"466.02000","38.83522","0.00883"
"466.02600","38.83569","0.00909"
"466.03200","38.83617","0.00930"
"466.03800","38.83665","0.00941"
"466.04400","38.83719","0.00946"
"466.05000","38.83767","0.00948"
"466.05600","38.83815","0.00947"
"466.06200","38.83868","0.00929"
"466.06800","38.83916","0.00915"
"466.07400","38.83970","0.00895"
"466.08000","38.84018","0.00864"
"466.08600","38.84066","0.00842"
"466.09200","38.84119","0.00832"
"466.09800","38.84173","0.00832"
"466.10400","38.84221","0.00835"
"466.11000","38.84275","0.00837"
"466.11600","38.84323","0.00842"
"466.12200","38.84377","0.00843"
"466.12800","38.84424","0.00837"
"466.13400","38.84472","0.00848"
"466.14000","38.84526","0.00869"
"466.14600","38.84574","0.00871"
"466.15200","38.84622","0.00876"
"466.15800","38.84675","0.00877"
"466.16400","38.84723","0.00871"
"466.17000","38.84771","0.00870"
"466.17600","38.84825","0.00871"
"466.18200","38.84873","0.00882"
"466.18800","38.84921","0.00896"
"466.19400","38.84969","0.00908"
"466.20000","38.85022","0.00907"
"466.20600","38.85070","0.00902"
"466.21200","38.85118","0.00895"
"466.21800","38.85166","0.00895"
"466.22400","38.85213","0.00895"
"466.23000","38.85267","0.00888"
"466.23600","38.85315","0.00875"
"466.24200","38.85363","0.00865"
"466.24800","38.85417","0.00865"
"466.25400","38.85465","0.00863"
"466.26000","38.85518","0.00867"
"466.26600","38.85566","0.00869"
"466.27200","38.85614","0.00871"
"466.27800","38.85668","0.00865"
"466.28400","38.85716","0.00856"
"466.29000","38.85764","0.00858"
"466.29600","38.85812","0.00858"
"466.30200","38.85865","0.00854"
"466.30800","38.85913","0.00846"
"466.31400","38.85961","0.00835"
"466.32000","38.86008","0.00832"
"466.32600","38.86063","0.00836"
"466.33200","38.86110","0.00839"
"466.33800","38.86158","0.00848"
"466.34400","38.86212","0.00850"
"466.35000","38.86260","0.00853"
"466.35600","38.86308","0.00855"
"466.36200","38.86361","0.00843"
"466.36800","38.86409","0.00831"
"466.37400","38.86463","0.00836"
"466.38000","38.86511","0.00842"
"466.38600","38.86565","0.00860"
"466.39200","38.86612","0.00871"
"466.39800","38.86666","0.00866"
"466.40400","38.86714","0.00857"
"466.41000","38.86768","0.00857"
"466.41600","38.86816","0.00872"
"466.42200","38.86870","0.00880"
"466.42800","38.86917","0.00893"
"466.43400","38.86971","0.00908"
"466.44000","38.87019","0.00902"
"466.44600","38.87067","0.00877"
"466.45200","38.87121","0.00851"
"466.45800","38.87169","0.00830"
"466.46400","38.87222","0.00816"
"466.47000","38.87270","0.00816"
"466.47600","38.87324","0.00826"
"466.48200","38.87372","0.00840"
"466.48800","38.87426","0.00845"
"466.49400","38.87474","0.00844"
"466.50000","38.87521","0.00847"
"466.50600","38.87569","0.00847"
"466.51200","38.87623","0.00854"
"466.51800","38.87671","0.00864"
"466.52400","38.87719","0.00865"
"466.53000","38.87772","0.00866"
"466.53600","38.87820","0.00863"
"466.54200","38.87874","0.00857"
"466.54800","38.87922","0.00852"
"466.55400","38.87976","0.00853"
"466.56000","38.88024","0.00857"
"466.56600","38.88072","0.00854"
"466.57200","38.88125","0.00848"
"466.57800","38.88173","0.00832"
"466.58400","38.88221","0.00814"
"466.59000","38.88275","0.00807"
"466.59600","38.88323","0.00800"
"466.60200","38.88371","0.00801"
"466.60800","38.88418","0.00810"
"466.61400","38.88472","0.00823"
"466.62000","38.88520","0.00818"
"466.62600","38.88568","0.00821"
"466.63200","38.88622","0.00834"
"466.63800","38.88669","0.00842"
"466.64400","38.88717","0.00841"
"466.65000","38.88771","0.00839"
"466.65600","38.88819","0.00832"
"466.66200","38.88873","0.00813"
"466.66800","38.88921","0.00801"
"466.67400","38.88968","0.00809"
"466.68000","38.89022","0.00818"
"466.68600","38.89070","0.00819"
"466.69200","38.89124","0.00819"
"466.69800","38.89172","0.00814"
"466.70400","38.89225","0.00816"
"466.71000","38.89273","0.00822"
"466.71600","38.89327","0.00832"
"466.72200","38.89375","0.00838"
"466.72800","38.89423","0.00845"
"466.73400","38.89476","0.00847"
"466.74000","38.89524","0.00851"
"466.74600","38.89572","0.00852"
"466.75200","38.89620","0.00853"
"466.75800","38.89674","0.00855"
"466.76400","38.89722","0.00864"
"466.77000","38.89770","0.00869"
"466.77600","38.89817","0.00866"
"466.78200","38.89865","0.00865"
"466.78800","38.89919","0.00860"
"466.79400","38.89967","0.00859"
"466.80000","38.90015","0.00860"
"466.80600","38.90062","0.00870"
"466.81200","38.90116","0.00861"
"466.81800","38.90164","0.00844"
"466.82400","38.90218","0.00826"
"466.83000","38.90266","0.00811"
"466.83600","38.90319","0.00798"
"466.84200","38.90368","0.00794"
"466.84800","38.90415","0.00798"
"466.85400","38.90469","0.00804"
"466.86000","38.90517","0.00818"
"466.86600","38.90565","0.00840"
"466.87200","38.90613","0.00861"
"466.87800","38.90660","0.00887"
"466.88400","38.90708","0.00910"
"466.89000","38.90762","0.00923"
"466.89600","38.90810","0.00922"
"466.90200","38.90858","0.00919"
"466.90800","38.90911","0.00918"
"466.91400","38.90959","0.00919"
"466.92000","38.91013","0.00929"
"466.92600","38.91061","0.00924"
"466.93200","38.91109","0.00910"
"466.93800","38.91162","0.00904"
"466.94400","38.91211","0.00885"
"466.95000","38.91264","0.00871"
"466.95600","38.91312","0.00865"
"466.96200","38.91366","0.00870"
"466.96800","38.91413","0.00874"
"466.97400","38.91468","0.00870"
"466.98000","38.91521","0.00861"
"466.98600","38.91570","0.00856"
"466.99200","38.91623","0.00857"
"466.99800","38.91671","0.00858"
"467.00400","38.91725","0.00857"
"467.01000","38.91772","0.00842"
"467.01600","38.91826","0.00818"
"467.02200","38.91874","0.00789"
"467.02800","38.91922","0.00763"
"467.03400","38.91976","0.00745"
"467.04000","38.92023","0.00740"
"467.04600","38.92072","0.00752"
"467.05200","38.92125","0.00770"
"467.05800","38.92173","0.00791"
"467.06400","38.92221","0.00806"
"467.07000","38.92269","0.00811"
"467.07600","38.92323","0.00808"
"467.08200","38.92370","0.00805"
"467.08800","38.92418","0.00802"
"467.09400","38.92466","0.00803"
"467.10000","38.92520","0.00804"
"467.10600","38.92568","0.00804"
"467.11200","38.92621","0.00792"
"467.11800","38.92669","0.00788"
"467.12400","38.92723","0.00791"
"467.13000","38.92771","0.00801"
"467.13600","38.92825","0.00811"
"467.14200","38.92873","0.00821"
"467.14800","38.92921","0.00814"
"467.15400","38.92974","0.00791"
"467.16000","38.93022","0.00772"
"467.16600","38.93070","0.00753"
"467.17200","38.93118","0.00739"
"467.17800","38.93172","0.00747"
"467.18400","38.93219","0.00759"
"467.19000","38.93267","0.00774"
"467.19600","38.93321","0.00776"
"467.20200","38.93369","0.00777"
"467.20800","38.93417","0.00776"
"467.21400","38.93470","0.00785"
"467.22000","38.93518","0.00783"
"467.22600","38.93566","0.00776"
"467.23200","38.93620","0.00779"
"467.23800","38.93668","0.00788"
"467.24400","38.93716","0.00809"
"467.25000","38.93769","0.00842"
"467.25600","38.93817","0.00866"
"467.26200","38.93865","0.00870"
"467.26800","38.93919","0.00870"
"467.27400","38.93967","0.00865"
"467.28000","38.94020","0.00845"
"467.28600","38.94068","0.00821"
"467.29200","38.94116","0.00812"
"467.29800","38.94170","0.00800"
"467.30400","38.94218","0.00788"
"467.31000","38.94266","0.00778"
"467.31600","38.94313","0.00770"
"467.32200","38.94368","0.00770"
"467.32800","38.94415","0.00780"
"467.33400","38.94463","0.00794"
"467.34000","38.94517","0.00823"
"467.34600","38.94564","0.00831"
"467.35200","38.94619","0.00823"
"467.35800","38.94666","0.00819"
"467.36400","38.94714","0.00810"
"467.37000","38.94768","0.00800"
"467.37600","38.94815","0.00795"
"467.38200","38.94864","0.00797"
"467.38800","38.94911","0.00806"
"467.39400","38.94965","0.00808"
"467.40000","38.95013","0.00812"
"467.40600","38.95061","0.00814"
"467.41200","38.95115","0.00811"
"467.41800","38.95163","0.00821"
"467.42400","38.95211","0.00835"
"467.43000","38.95264","0.00844"
"467.43600","38.95312","0.00829"
"467.44200","38.95360","0.00814"
"467.44800","38.95414","0.00803"
"467.45400","38.95462","0.00796"
"467.46000","38.95515","0.00789"
"467.46600","38.95563","0.00779"
"467.47200","38.95611","0.00779"
"467.47800","38.95665","0.00778"
"467.48400","38.95713","0.00779"
"467.49000","38.95766","0.00779"
"467.49600","38.95815","0.00775"
"467.50200","38.95868","0.00781"
"467.50800","38.95916","0.00797"
"467.51400","38.95964","0.00809"
"467.52000","38.96017","0.00812"
"467.52600","38.96066","0.00807"
"467.53200","38.96119","0.00802"
"467.53800","38.96167","0.00809"
